,MATCH,DATE,PT_DIFF
252,Nevada vs. Cal Poly SLO,2013-11-12,-2
253,UC Santa Barbara vs. UNLV,2013-11-12,21
254,San Jose St. vs. Santa Clara,2013-11-12,-12
255,Central Conn. St. vs. Purdue,2013-11-13,-36
256,Sacred Heart vs. Holy Cross,2013-11-13,4
257,Brown vs. Providence,2013-11-13,-4
258,Kent St. vs. Seton Hall,2013-11-13,-2
259,Florida St. vs. Central Florida,2013-11-13,-12
260,Binghamton vs. Cornell,2013-11-13,10
261,Abilene Christian vs. Maryland,2013-11-13,-23
262,Northeastern vs. Stony Brook,2013-11-13,-7
263,South Carolina Upstate vs. Winthrop,2013-11-13,-8
264,Massachusetts Lowell vs. Boston U,2013-11-13,26
265,Valparaiso vs. Illinois,2013-11-13,12
266,Oral Roberts vs. Kansas St.,2013-11-13,8
267,Tulane vs. Southern,2013-11-13,-6
268,Saint Louis vs. SIU - Edwardsville,2013-11-13,-24
269,Tenn-Martin vs. Arkansas St.,2013-11-13,10
270,Wyoming vs. Colorado,2013-11-13,5
271,Sacramento State vs. Cal. State - Bakersfield,2013-11-13,8
272,Pepperdine vs. UC Riverside,2013-11-13,3
273,Western Carolina vs. Oregon,2013-11-13,24
274,Delaware State vs. Clemson,2013-11-13,21
275,Marist vs. St. Joseph's,2013-11-13,-19
276,Mount St. Mary's vs. Villanova,2013-11-13,-31
277,Howard vs. Old Dominion,2013-11-13,-20
278,Bryant vs. Dartmouth,2013-11-13,10
279,Bucknell vs. Penn St.,2013-11-13,10
280,New Hampshire vs. Duquesne,2013-11-13,-3
281,Buffalo vs. Niagara,2013-11-13,-11
282,Wright St. vs. Georgetown,2013-11-13,18
283,St. Francis (PA) vs. Dayton,2013-11-13,14
284,Hartford vs. Fairfield,2013-11-13,-10
285,NC-Wilmington vs. Charleston Southern,2013-11-13,-2
286,North Florida vs. Middle Tennessee St.,2013-11-13,7
287,Idaho vs. Oklahoma,2013-11-13,-20
288,UMKC vs. Nebraska Omaha,2013-11-13,30
289,Portland vs. Oregon St.,2013-11-13,6
290,Southern Miss vs. DePaul,2013-11-13,-7
291,Cal St. Fullerton vs. Seattle,2013-11-13,-4
292,Cleveland St. vs. San Francisco,2013-11-13,-9
293,Detroit vs. Connecticut,2013-11-14,46
294,San Diego vs. Morgan St.,2013-11-14,-7
295,Stetson vs. Florida A&M,2013-11-14,3
296,MD Baltimore Cty vs. American U.,2013-11-14,2
297,Yale vs. Rutgers,2013-11-14,1
298,Nicholls State vs. North Texas,2013-11-14,-14
299,Austin Peay vs. Memphis,2013-11-14,-26
300,Kennesaw St. vs. Mississippi St.,2013-11-14,-23
301,Sam Houston St. vs. Prairie View A&M,2013-11-14,-5
302,Troy vs. UAB,2013-11-14,-12
303,Montana vs. South Dakota State,2013-11-14,8
304,Jackson State vs. Air Force,2013-11-14,-2
305,Arizona vs. San Diego St.,2013-11-14,9
306,Northwestern vs. Stanford,2013-11-14,-13
307,Toledo vs. Boston College,2013-11-14,-3
308,Maryland - E. Shore vs. Iowa,2013-11-14,46
309,Texas Southern vs. Miami-Florida,2013-11-14,15
310,Temple vs. Towson,2013-11-14,-6
311,Robert Morris vs. Eastern Michigan,2013-11-14,5
312,Indiana St. vs. Belmont,2013-11-14,1
313,William & Mary vs. Wichita St.,2013-11-14,17
314,Texas-San Antonio vs. Houston,2013-11-14,18
315,Texas Tech vs. Alabama,2013-11-14,12
316,Loyola Marymount vs. Long Beach St.,2013-11-14,-1
317,UC Irvine vs. Washington,2013-11-14,14
318,North Dakota State vs. St. Mary's,2013-11-14,-13
319,Elon University vs. Charlotte,2013-11-15,14
320,Florida Gulf Coast vs. Furman,2013-11-15,1
321,San Jose St. vs. Wis.-Milwaukee,2013-11-15,-3
322,Presbyterian vs. Wake Forest,2013-11-15,-21
323,No.Carolina A&T vs. Rhode Island,2013-11-15,-13
324,Western Carolina vs. Virginia Tech,2013-11-15,18
325,Murray St. vs. Old Dominion,2013-11-15,-10
326,Georgia Tech vs. Georgia,2013-11-15,-9
327,Samford vs. Indiana,2013-11-15,46
328,Holy Cross vs. North Carolina,2013-11-15,-8
329,Chicago St. vs. Bradley,2013-11-15,13
330,Morehead St. vs. Xavier,2013-11-15,-23
331,Louisiana-Lafayette vs. Arkansas,2013-11-15,13
332,IUPU - Ft. Wayne vs. Texas A&M CC,2013-11-15,-1
333,Cleveland St. vs. Texas-Arlington,2013-11-15,10
334,Columbia vs. Michigan St,2013-11-15,-9
335,Idaho State vs. Arizona St.,2013-11-15,28
336,Rice vs. Texas A&M,2013-11-15,-3
337,Nebraska Omaha vs. UNLV,2013-11-15,-3
338,Nevada vs. San Francisco,2013-11-15,2
339,Oakland vs. California,2013-11-15,4
340,Wagner vs. St. John's,2013-11-15,16
341,Tennessee Tech vs. Texas-Pan American,2013-11-15,-3
342,Lehigh vs. Fordham,2013-11-15,8
343,Howard vs. Harvard,2013-11-15,32
344,Florida Atlantic vs. Duke,2013-11-15,33
345,Fairleigh Dickinson vs. Hartford,2013-11-15,-14
346,New Jersey Tech vs. Army,2013-11-15,-4
347,Cornell vs. Louisville,2013-11-15,-45
348,N.C. Asheville vs. Charleston,2013-11-15,-9
349,Stephen F. Austin vs. Texas,2013-11-15,-10
350,Lipscomb vs. Vanderbilt,2013-11-15,-11
351,Arkansas-Pine Bluff vs. Oklahoma St.,2013-11-15,-34
352,Northwestern St. vs. Auburn,2013-11-15,-19
353,South Florida vs. Bowling Green,2013-11-15,-14
354,Texas-El Paso vs. New Mexico St.,2013-11-15,13
355,James Madison vs. Northern Illinois,2013-11-15,5
356,Mount St. Mary's vs. Brigham Young,2013-11-15,32
357,UC Davis vs. Utah,2013-11-15,-34
358,Northern Arizona vs. Southern California,2013-11-15,-4
359,Jackson State vs. Colorado,2013-11-16,24
360,St. Francis (NY) vs. Dayton,2013-11-16,20
361,SE Missouri St. vs. Indiana - Purdue,2013-11-16,-8
362,Ohio St. vs. Marquette,2013-11-16,-17
363,Navy vs. Binghamton,2013-11-16,-18
364,Appalachian St. vs. Cincinnati,2013-11-16,-28
365,Brown vs. Sacred Heart,2013-11-16,12
366,Akron vs. Middle Tennessee St.,2013-11-16,-7
367,Loyola-Chicago vs. Tulane,2013-11-16,-6
368,Arkansas St. vs. Wyoming,2013-11-16,-21
369,Eastern Illinois vs. Illinois-Chicago,2013-11-16,20
370,Texas State vs. Oral Roberts,2013-11-16,17
371,Northern Iowa vs. George Mason,2013-11-16,6
372,Marist vs. Providence,2013-11-16,-45
373,Arkansas-Little Rock vs. Florida,2013-11-16,-30
374,Weber St. vs. Colorado St.,2013-11-16,21
375,Wis.-Milwaukee vs. James Madison,2013-11-16,-11
376,Pepperdine vs. Central Michigan,2013-11-16,-17
377,Creighton vs. St. Joseph's,2013-11-16,4
378,Minnesota vs. Richmond,2013-11-16,15
379,Mississippi vs. Coastal Carolina,2013-11-16,-2
380,Montana St. vs. UC Riverside,2013-11-16,-5
381,Western Carolina vs. Liberty,2013-11-16,-5
382,Texas Southern vs. Florida International,2013-11-16,2
383,Hawaii vs. Missouri,2013-11-16,-12
384,Jacksonville vs. Gardner-Webb,2013-11-16,9
385,Wisconsin vs. Green Bay,2013-11-16,-3
386,Princeton vs. Butler,2013-11-16,3
387,Central Arkansas vs. SIU - Edwardsville,2013-11-16,-7
388,East Tennessee St. vs. Western Kentucky,2013-11-16,-7
389,Saint Louis vs. Southern Illinois,2013-11-16,9
390,Utah St. vs. UC Santa Barbara,2013-11-16,-7
391,Lamar vs. Washington St.,2013-11-16,-20
392,Virginia vs. Davidson,2013-11-16,-13
393,Tennessee St. vs. Wichita St.,2013-11-16,-14
394,Penn St. vs. Pennsylvania,2013-11-16,12
395,Wofford vs. Iona,2013-11-16,21
396,Wright St. vs. DePaul,2013-11-16,9
397,Albany vs. Quinnipiac,2013-11-16,-10
398,Seton Hall vs. Mercer,2013-11-16,3
399,Siena vs. La Salle,2013-11-16,4
400,Massachusetts Lowell vs. Dartmouth,2013-11-16,18
401,Central Conn. St. vs. Northeastern,2013-11-16,-14
402,Texas-Pan American vs. IUPU - Ft. Wayne,2013-11-16,6
403,Colgate vs. Syracuse,2013-11-16,-19
404,Santa Clara vs. Cal St. Fullerton,2013-11-16,13
405,Tennessee Tech vs. Texas A&M CC,2013-11-16,2
406,San Diego vs. Northern Kentucky,2013-11-16,-31
407,South Carolina Upstate vs. Tennessee,2013-11-16,-9
408,Canisius vs. St. Bonaventure,2013-11-16,-22
409,Campbell vs. N.C. State,2013-11-16,-15
410,St. Francis (PA) vs. Bucknell,2013-11-16,22
411,Southern vs. North Florida,2013-11-16,-9
412,Vermont vs. Bryant,2013-11-16,23
413,George Washington vs. Manhattan,2013-11-16,6
414,Winthrop vs. VCU,2013-11-16,21
415,Alabama St. vs. Jacksonville St.,2013-11-16,11
416,High Point vs. Eastern Kentucky,2013-11-16,7
417,Fairfield vs. Loyola-Maryland,2013-11-16,-7
418,Northwestern St. vs. Louisiana State,2013-11-16,14
419,Tulsa vs. Missouri St.,2013-11-16,3
420,San Jose St. vs. Northern Illinois,2013-11-16,1
421,CSU Northridge vs. Fresno St.,2013-11-16,-16
422,Drake vs. St. Mary's,2013-11-16,-4
423,Indiana St. vs. Notre Dame,2013-11-17,13
424,Youngstown St. vs. Massachusetts,2013-11-17,16
425,Marshall vs. Morehead St.,2013-11-17,-8
426,Alabama A&M vs. Western Michigan,2013-11-17,-4
427,St. Peter's vs. Kent St.,2013-11-17,17
428,Tenn-Martin vs. Florida St.,2013-11-17,28
429,Stanford vs. Denver,2013-11-17,-9
430,South Carolina State vs. Nebraska,2013-11-17,26
431,Arkansas-Pine Bluff vs. Air Force,2013-11-17,3
432,Belmont vs. North Carolina,2013-11-17,3
433,Wis.-Milwaukee vs. Northern Illinois,2013-11-17,-13
434,Towson vs. Villanova,2013-11-17,-34
435,New Jersey Tech vs. New Hampshire,2013-11-17,-8
436,South Carolina vs. Clemson,2013-11-17,14
437,Western Illinois vs. Pacific,2013-11-17,14
438,Bradley vs. Illinois,2013-11-17,-26
439,Northern Arizona vs. Loyola Marymount,2013-11-17,12
440,Robert Morris vs. Kentucky,2013-11-17,38
441,Oakland vs. Gonzaga,2013-11-17,15
442,Illinois St. vs. Northwestern,2013-11-17,4
443,Boston U vs. Connecticut,2013-11-17,-17
444,Delaware vs. Hampton,2013-11-17,11
445,Lehigh vs. Houston,2013-11-17,14
446,Mount St. Mary's vs. MD Baltimore Cty,2013-11-17,6
447,Bethune-Cookman vs. Central Florida,2013-11-17,-20
448,IUPU - Ft. Wayne vs. Tennessee Tech,2013-11-17,3
449,Valparaiso vs. Ohio,2013-11-17,4
450,James Madison vs. San Jose St.,2013-11-17,13
451,Duquesne vs. West Virginia,2013-11-17,-13
452,Long Beach St. vs. Kansas St.,2013-11-17,13
453,Abilene Christian vs. Iowa,2013-11-17,-62
454,Texas-Pan American vs. Texas A&M CC,2013-11-17,11
455,Michigan vs. Iowa St.,2013-11-17,7
456,Louisiana-Lafayette vs. Baylor,2013-11-17,19
457,Howard vs. Pittsburgh,2013-11-17,-32
458,Stony Brook vs. Indiana,2013-11-17,16
459,Oregon St. vs. Maryland,2013-11-17,-7
460,Charleston Southern vs. New Mexico,2013-11-17,-16
461,Rider vs. Purdue,2013-11-17,4
462,Florida Atlantic vs. Boston College,2013-11-17,3
463,Eastern Washington vs. Washington,2013-11-17,-12
464,Drexel vs. Elon University,2013-11-18,7
465,Portland vs. Michigan St,2013-11-18,15
466,Cleveland St. vs. Eastern Michigan,2013-11-18,-12
467,NC-Wilmington vs. Liberty,2013-11-18,-11
468,North Carolina Central vs. Campbell,2013-11-18,-19
469,Southern vs. Florida,2013-11-18,14
470,N.C. Asheville vs. Duke,2013-11-18,36
471,Vermont vs. Providence,2013-11-18,21
472,Stetson vs. Florida International,2013-11-18,9
473,Canisius vs. Rutgers,2013-11-18,-15
474,Savannah State vs. North Florida,2013-11-18,3
475,Wagner vs. Coppin St.,2013-11-18,-15
476,Houston Baptist vs. Texas,2013-11-18,-28
477,Chicago St. vs. Alabama St.,2013-11-18,4
478,Lipscomb vs. Tennessee St.,2013-11-18,5
479,Mercer vs. Evansville,2013-11-18,13
480,Arkansas St. vs. Colorado,2013-11-18,-23
481,Norfolk State vs. East Carolina,2013-11-18,2
482,Idaho State vs. San Francisco,2013-11-18,3
483,Fairleigh Dickinson vs. Arizona,2013-11-18,50
484,Sacramento State vs. UCLA,2013-11-18,-36
485,McNeese St. vs. Georgia St,2013-11-18,26
486,Citadel vs. Tennessee,2013-11-18,-26
487,Florida A&M vs. Toledo,2013-11-18,-10
488,Jacksonville vs. Wake Forest,2013-11-18,-7
489,VMI vs. Virginia Tech,2013-11-18,-13
490,SE Missouri St. vs. Ball St.,2013-11-18,4
491,St. Francis (NY) vs. Syracuse,2013-11-18,-6
492,Miami-Florida vs. Charleston,2013-11-18,-16
493,Southern Methodist vs. Arkansas,2013-11-18,11
494,Samford vs. Louisiana-Monroe,2013-11-18,34
495,Arkansas-Little Rock vs. Middle Tennessee St.,2013-11-18,-17
496,Monmouth-NJ vs. Seton Hall,2013-11-18,-16
497,Southern Miss vs. North Dakota State,2013-11-18,-1
498,Texas Southern vs. Texas Tech,2013-11-18,-9
499,Jackson State vs. Wyoming,2013-11-18,-8
500,Nevada vs. Cal. State - Bakersfield,2013-11-18,8
501,Southern Utah vs. California,2013-11-18,28
502,Elon University vs. Canisius,2013-11-19,1
503,East Carolina vs. Duke,2013-11-19,9
504,St. Bonaventure vs. Siena,2013-11-19,2
505,Navy vs. Virginia,2013-11-19,-25
506,Hartford vs. Louisville,2013-11-19,-39
507,Kennesaw St. vs. Chattanooga,2013-11-19,-4
508,Sacred Heart vs. Yale,2013-11-19,-15
509,New Jersey Tech vs. Maine,2013-11-19,-6
510,Delaware vs. Army,2013-11-19,-15
511,Detroit vs. James Madison,2013-11-19,4
512,Brown vs. Massachusetts Lowell,2013-11-19,11
513,Drexel vs. Rutgers,2013-11-19,11
514,Memphis vs. Oklahoma St.,2013-11-19,-21
515,Coastal Carolina vs. Minnesota,2013-11-19,-10
516,Abilene Christian vs. Texas Christian,2013-11-19,-7
517,North Dakota vs. Wisconsin,2013-11-19,-18
518,Georgia St vs. Alabama,2013-11-19,17
519,Southern Illinois vs. Austin Peay,2013-11-19,2
520,Bucknell vs. St. John's,2013-11-19,-4
