,MATCH,DATE,PT_DIFF,HOME,AWAY,TEAM_x,A_x,BLK_x,DEF_x,OFF_x,PF_x,PTS_x,STL_x,TO_x,TOT_x,3P_x,3PA_x,FG_x,FGA_x,FT_x,FTA_x,PER_x,TEAM_y,A_y,BLK_y,DEF_y,OFF_y,PF_y,PTS_y,STL_y,TO_y,TOT_y,3P_y,3PA_y,FG_y,FGA_y,FT_y,FTA_y,PER_y
0,Alcorn St. vs. Ohio St.,2009-11-09,-40,Alcorn St.,Ohio St.,Alcorn St.,8.35483870967742,3.129032258064516,19.741935483870968,9.451612903225806,20.741935483870968,58.67741935483871,6.67741935483871,19.516129032258064,29.193548387096776,4.225806451612903,13.451612903225806,20.225806451612904,52.935483870967744,14.0,22.870967741935484,10.380456632189238,Ohio St.,16.12121212121212,4.393939393939394,23.757575757575758,8.121212121212121,15.666666666666666,79.57575757575758,7.606060606060606,11.93939393939394,31.87878787878788,8.121212121212121,20.303030303030305,28.515151515151516,57.515151515151516,14.424242424242424,20.606060606060606,25.66458939065469
1,Albany vs. Syracuse,2009-11-09,-32,Albany,Syracuse,Albany,12.258064516129032,3.096774193548387,22.451612903225808,10.838709677419354,19.322580645161292,64.64516129032258,5.967741935483871,16.161290322580644,33.29032258064516,6.225806451612903,18.774193548387096,22.870967741935484,55.903225806451616,12.67741935483871,17.580645161290324,15.965147784115047,Syracuse,18.823529411764707,5.705882352941177,23.61764705882353,10.264705882352942,13.558823529411764,78.20588235294117,9.147058823529411,14.411764705882353,33.88235294117647,6.205882352941177,15.852941176470589,28.823529411764707,55.35294117647059,14.352941176470589,20.91176470588235,28.677249077194514
2,Florida International vs. North Carolina,2009-11-09,-16,Florida International,North Carolina,Florida International,12.5,1.8333333333333333,19.133333333333333,9.633333333333333,19.666666666666668,69.26666666666667,8.166666666666666,13.566666666666666,28.766666666666666,5.566666666666666,19.133333333333333,25.166666666666668,60.13333333333333,13.366666666666667,19.233333333333334,16.138614364759885,North Carolina,15.277777777777779,5.694444444444445,25.47222222222222,13.416666666666666,15.166666666666666,75.05555555555556,6.666666666666667,14.75,38.888888888888886,4.694444444444445,14.333333333333334,27.52777777777778,62.22222222222222,15.305555555555555,23.13888888888889,13.760160512093233
3,Murray St. vs. California,2009-11-09,5,Murray St.,California,Murray St.,16.387096774193548,5.483870967741935,23.70967741935484,11.290322580645162,18.483870967741936,80.96774193548387,9.741935483870968,15.0,35.0,6.967741935483871,18.322580645161292,28.516129032258064,58.096774193548384,16.967741935483872,24.29032258064516,25.74303384763882,California,14.875,2.4375,23.5625,10.09375,17.84375,82.9375,6.03125,12.375,33.65625,7.0625,18.6875,29.71875,61.875,16.4375,21.34375,12.938250659784511
4,Robert Morris vs. Syracuse,2009-11-11,-40,Robert Morris,Syracuse,Robert Morris,12.117647058823529,2.3529411764705883,20.735294117647058,9.911764705882353,21.823529411764707,67.73529411764706,7.588235294117647,14.470588235294118,30.647058823529413,5.205882352941177,14.029411764705882,23.029411764705884,51.88235294117647,16.470588235294116,24.61764705882353,19.01478992658413,Syracuse,18.823529411764707,5.705882352941177,23.61764705882353,10.264705882352942,13.558823529411764,78.20588235294117,9.147058823529411,14.411764705882353,33.88235294117647,6.205882352941177,15.852941176470589,28.823529411764707,55.35294117647059,14.352941176470589,20.91176470588235,28.677249077194514
5,Detroit vs. California,2009-11-11,34,Detroit,California,Detroit,14.3,3.6333333333333333,23.766666666666666,10.4,18.933333333333334,72.46666666666667,7.766666666666667,15.6,34.166666666666664,4.5,13.533333333333333,25.6,55.43333333333333,16.766666666666666,25.0,20.273340200609475,California,14.875,2.4375,23.5625,10.09375,17.84375,82.9375,6.03125,12.375,33.65625,7.0625,18.6875,29.71875,61.875,16.4375,21.34375,12.938250659784511
6,North Carolina Central vs. North Carolina,2009-11-11,47,North Carolina Central,North Carolina,North Carolina Central,10.64,2.64,15.56,8.0,16.16,52.68,7.32,14.92,23.56,4.8,15.04,19.16,50.24,9.56,14.04,12.562965710853707,North Carolina,15.277777777777779,5.694444444444445,25.47222222222222,13.416666666666666,15.166666666666666,75.05555555555556,6.666666666666667,14.75,38.888888888888886,4.694444444444445,14.333333333333334,27.52777777777778,62.22222222222222,15.305555555555555,23.13888888888889,13.760160512093233
7,Georgia St vs. N.C. State,2009-11-12,-16,Georgia St,N.C. State,Georgia St,11.4,3.3333333333333335,19.833333333333332,11.566666666666666,19.566666666666666,63.86666666666667,7.2,13.533333333333333,31.4,4.433333333333334,13.633333333333333,23.8,56.93333333333333,11.833333333333334,17.3,17.451553073222016,N.C. State,14.272727272727273,4.333333333333333,22.575757575757574,9.575757575757576,18.242424242424242,69.33333333333333,6.848484848484849,13.484848484848484,32.15151515151515,5.7272727272727275,17.060606060606062,24.666666666666668,56.27272727272727,14.272727272727273,21.03030303030303,20.248658426001633
8,James Madison vs. Ohio St.,2009-11-12,-28,James Madison,Ohio St.,James Madison,14.516129032258064,3.774193548387097,22.06451612903226,9.258064516129032,15.838709677419354,68.38709677419355,6.32258064516129,14.258064516129032,31.322580645161292,6.032258064516129,19.193548387096776,24.580645161290324,55.67741935483871,13.193548387096774,19.225806451612904,19.323449529793116,Ohio St.,16.12121212121212,4.393939393939394,23.757575757575758,8.121212121212121,15.666666666666666,79.57575757575758,7.606060606060606,11.93939393939394,31.87878787878788,8.121212121212121,20.303030303030305,28.515151515151516,57.515151515151516,14.424242424242424,20.606060606060606,25.66458939065469
9,Bucknell vs. Mercer,2009-11-13,-9,Bucknell,Mercer,Bucknell,11.931034482758621,3.586206896551724,21.275862068965516,8.862068965517242,17.448275862068964,66.75862068965517,4.758620689655173,11.172413793103448,30.137931034482758,6.620689655172414,20.103448275862068,23.0,56.03448275862069,14.137931034482758,19.310344827586206,20.312268514865497,Mercer,13.428571428571429,2.892857142857143,23.428571428571427,10.428571428571429,19.678571428571427,81.17857142857143,6.0,16.071428571428573,33.857142857142854,9.035714285714286,25.571428571428573,26.571428571428573,59.285714285714285,19.0,26.821428571428573,18.99531279322604
10,Houston Baptist vs. South Alabama,2009-11-13,-12,Houston Baptist,South Alabama,Houston Baptist,13.4,4.0,25.566666666666666,12.4,22.133333333333333,76.36666666666666,7.7,19.366666666666667,37.96666666666667,4.2,14.533333333333333,26.066666666666666,61.93333333333333,20.033333333333335,27.5,15.178157898792438,South Alabama,11.714285714285714,3.7857142857142856,22.464285714285715,11.214285714285714,19.321428571428573,69.07142857142857,5.75,14.392857142857142,33.67857142857143,5.178571428571429,15.464285714285714,24.107142857142858,58.92857142857143,15.678571428571429,22.035714285714285,15.418103784994628
11,Cleveland St. vs. St. Bonaventure,2009-11-13,-10,Cleveland St.,St. Bonaventure,Cleveland St.,12.724137931034482,1.5517241379310345,17.93103448275862,7.586206896551724,20.482758620689655,66.51724137931035,8.275862068965518,11.89655172413793,25.517241379310345,6.413793103448276,18.96551724137931,23.03448275862069,53.55172413793103,14.03448275862069,18.689655172413794,19.045753799230248,St. Bonaventure,15.178571428571429,3.607142857142857,22.357142857142858,9.821428571428571,18.964285714285715,72.03571428571429,5.857142857142857,14.535714285714286,32.17857142857143,5.535714285714286,15.857142857142858,26.5,56.892857142857146,13.5,20.25,19.622348244612674
12,American U. vs. St. Francis (PA),2009-11-13,-4,American U.,St. Francis (PA),American U.,14.964285714285714,2.6785714285714284,25.142857142857142,8.821428571428571,19.464285714285715,65.21428571428571,3.75,14.892857142857142,33.964285714285715,5.785714285714286,16.821428571428573,22.857142857142858,53.5,13.714285714285714,19.75,15.515189399575027,St. Francis (PA),13.068965517241379,2.6206896551724137,19.75862068965517,8.275862068965518,20.03448275862069,63.827586206896555,5.827586206896552,15.724137931034482,28.03448275862069,6.931034482758621,18.689655172413794,21.482758620689655,51.37931034482759,13.931034482758621,19.0,32.894712739950364
13,NC-Greensboro vs. Duke,2009-11-13,34,NC-Greensboro,Duke,NC-Greensboro,9.5,3.142857142857143,20.464285714285715,12.107142857142858,18.035714285714285,65.67857142857143,6.0,14.142857142857142,32.57142857142857,4.892857142857143,17.142857142857142,23.285714285714285,60.392857142857146,14.214285714285714,20.0,16.13817884133845,Duke,13.631578947368421,3.8684210526315788,22.710526315789473,12.789473684210526,17.289473684210527,77.05263157894737,6.2894736842105265,10.447368421052632,35.5,7.394736842105263,19.157894736842106,26.263157894736842,59.1578947368421,17.13157894736842,22.55263157894737,25.879534051423462
