,PLAYER,TEAM,YEAR,PER
85,Alex Anderson,Jacksonville St.,2012-2013,17.96720407214909
86,Alex Austin,Eastern Illinois,2012-2013,21.022115940541333
87,Alex Barlow,Butler,2012-2013,22.051515150062887
88,Alex Bran,Chattanooga,2012-2013,15.230383370212238
89,Alex Brown,San Jose St.,2012-2013,19.791244838352032
90,Alex Caruso,Texas A&M,2012-2013,16.589633378154065
91,Alex Francis,Bryant,2012-2013,22.288288615545852
92,Alex Gauna,Michigan St,2012-2013,12.937247910849425
93,Alex Gavrilovic,Dayton,2012-2013,17.183774820092125
94,Alex Hamilton,Louisiana Tech,2012-2013,22.734886318241415
95,Alex Harris,Cal St. Fullerton,2012-2013,26.59487248044823
96,Alex Kirk,New Mexico,2012-2013,12.45441661520847
97,Alex Len,Maryland,2012-2013,10.500909851965401
98,Alex Lubsey,Eastern Illinois,2012-2013,19.79958681745967
99,Alex Marcotullio,Northwestern,2012-2013,6.958082608136614
100,Alex Mitola,Dartmouth,2012-2013,14.630064148584074
101,Alex Murphy,Duke,2012-2013,13.920402830570866
102,Alex Nesbitt,Harvard,2012-2013,11.708450518922406
103,Alex Ogundadegbe,Binghamton,2012-2013,8.547532330835095
104,Alex Olah,Northwestern,2012-2013,9.187691669587634
105,Alex Oriakhi,Missouri,2012-2013,8.606199166076145
106,Alex Osborne,Loyola Marymount,2012-2013,21.450037582642498
107,Alex Phillips,Nebraska Omaha,2012-2013,16.175943242650984
108,Alex Poythress,Kentucky,2012-2013,5.006197304607983
109,Alex Rosenberg,Columbia,2012-2013,16.9940045208612
110,Alex Smith,Bethune-Cookman,2012-2013,21.90206871300391
111,Alex Welhouse,Nebraska Omaha,2012-2013,20.457673332849815
112,Alex Young,UC Irvine,2012-2013,23.041214202700438
113,Alexander Scotland-Williamson,UAB,2012-2013,17.545261384657884
114,Alfonzo Houston,North Carolina Central,2012-2013,21.024558319773146
115,Alfonzo Hubbard,Utah Valley,2012-2013,24.373110549162174
116,Ali Mackay,Davidson,2012-2013,9.737742958853818
117,Alioune Diouf,James Madison,2012-2013,20.12786795048818
118,Allan Chaney,High Point,2012-2013,30.66822150940052
119,Allan Dempster,Bethune-Cookman,2012-2013,18.920827244866594
120,Allan Guei,CSU Northridge,2012-2013,18.555367629880212
121,Allen Crabbe,California,2012-2013,13.896080163763067
122,Allen Huddleston,Fresno St.,2012-2013,19.902653629706077
123,Allen Payne,Auburn,2012-2013,18.791323228607343
124,Allen Roberts,Miami (OH),2012-2013,25.362083619551246
125,Allen Tate,Seattle,2012-2013,18.852378156604484
126,Allie Fullah,Charleston Southern,2012-2013,21.65766450602993
127,Alonzo Nelson-Ododa,Richmond,2012-2013,29.940596542282407
128,Alphonso Leary,Howard,2012-2013,23.657348916458794
129,Alshwan Hymes,Canisius,2012-2013,11.46489460566914
130,Alton Tanner,UMKC,2012-2013,9.27879857372767
131,Alwayne Bigby,Rhode Island,2012-2013,21.71742564987489
132,Alzee Williams,North Texas,2012-2013,18.299951925560702
133,Amadou Sidibe,Fairfield,2012-2013,19.1779112692415
134,Amath M'Baye,Oklahoma,2012-2013,10.627835323938518
135,Ameen Tanksley,Niagara,2012-2013,25.252206576495844
136,Amere May,Delaware State,2012-2013,15.230238255563046
137,Amile Jefferson,Duke,2012-2013,17.509260749881687
138,Amin Torres,Nicholls State,2012-2013,5.547089135933498
139,Amir Garrett,St. John's,2012-2013,14.852163121226706
140,Amir Williams,Ohio St.,2012-2013,19.85798489314023
141,Ammanuel Diressa,Tennessee Tech,2012-2013,5.211315731501252
142,Amos Olatayo,Louisiana-Monroe,2012-2013,18.21484429821465
143,Amos Wilson,Lamar,2012-2013,11.572020365192705
144,Anali Okoloji,George Mason,2012-2013,16.965333366311683
145,Andre Almeida,Nebraska,2012-2013,7.2470269504918985
146,Andre Armstrong,Coppin St.,2012-2013,8.807374817465464
147,Andre Hollins,Minnesota,2012-2013,25.000414135947516
148,Andre Ingram,Minnesota,2012-2013,16.162198392373803
149,Andre Malone,Rhode Island,2012-2013,19.722654180480504
150,Andre Marhold,Duquesne,2012-2013,20.603783105221844
151,Andre Mattison,Florida Atlantic,2012-2013,15.311379658002643
152,Andre Nation,James Madison,2012-2013,26.677176334662033
153,Andre Roberson,Colorado,2012-2013,10.162232806678048
154,Andre Smith,Winthrop,2012-2013,14.187829578214101
155,Andre Stringer,Louisiana State,2012-2013,16.24709241173297
156,Andre Washington,Wake Forest,2012-2013,13.70057111463634
157,Andre Yates,Creighton,2012-2013,8.088606178776892
158,Andre' Hatchett,Idaho State,2012-2013,18.89282424633986
159,Andrew Andrews,Washington,2012-2013,6.020322684205978
160,Andrew Bock,Pacific,2012-2013,7.49701402661498
161,Andrew Del Piero,Louisiana State,2012-2013,17.15982232577914
162,Andrew Fitzgerald,Oklahoma,2012-2013,10.618362551739256
163,Andrew Hurd,Central Conn. St.,2012-2013,27.987139070294766
164,Andrew Lawrence,Charleston,2012-2013,13.004175588180894
165,Andrew Nicholas,Monmouth-NJ,2012-2013,18.114836801428105
166,Andrew Osemhen,Kennesaw St.,2012-2013,14.3175636719324
167,Andrew Ryan,Campbell,2012-2013,19.155494199174367
168,Andrew Smeathers,Butler,2012-2013,13.002763991331175
169,Andrew Smith,Butler,2012-2013,24.168024621372645
170,Andrew Smith,Liberty,2012-2013,24.89158321459942
171,Andrew Steele,Alabama,2012-2013,4.271144794013622
172,Andrew Stire,Army,2012-2013,15.009441817573036
173,Andrew Van Nest,Boston College,2012-2013,21.39415817142985
174,Andrew White III,Kansas,2012-2013,9.462086580280333
175,Andrew Young,Texas A&M,2012-2013,8.04776665037248
176,Andy Brown,Stanford,2012-2013,19.436896156370832
177,Andy Diaz,North Florida,2012-2013,14.908416964445326
178,Andy Martin,Montana,2012-2013,9.668366137543329
179,Angel Rodriguez,Kansas St.,2012-2013,30.282682093011406
180,Angelo Chol,Arizona,2012-2013,6.285349746748222
181,Angelo Warner,Morehead St.,2012-2013,22.83577372663763
182,Anson Winder,Brigham Young,2012-2013,18.378524763132866
183,Anthlon Bell,Arkansas,2012-2013,2.5233668070536743
184,Anthony Beane Jr.,Southern Illinois,2012-2013,17.07365131683922
185,Anthony Bennett,UNLV,2012-2013,22.28226101185309
186,Anthony Booker,Iowa St.,2012-2013,18.462176265896595
187,Anthony Borden,Central Arkansas,2012-2013,25.579251102292872
188,Anthony Campbell,Austin Peay,2012-2013,17.41926810869471
189,Anthony Clemmons,Iowa,2012-2013,6.066696033061698
190,Anthony Collins,South Florida,2012-2013,27.18207756001104
191,Anthony Cousin,Illinois St.,2012-2013,6.600902061645258
192,Anthony D'Orazio,Lehigh,2012-2013,23.61817559263684
193,Anthony Downing,Missouri St.,2012-2013,10.145933859655305
194,Anthony Drmic,Boise St.,2012-2013,15.44399173652476
195,Anthony Ervin,St. Francis (PA),2012-2013,34.58358198310688
196,Anthony Evans,Alcorn St.,2012-2013,19.803218868986168
197,Anthony Henderson,Bowling Green,2012-2013,16.552329732364086
198,Anthony Hickey,Louisiana State,2012-2013,31.948441037482972
199,Anthony Hill,Houston Baptist,2012-2013,12.339001606431218
200,Anthony Hubbard,Morgan St.,2012-2013,18.495164261630617
201,Anthony Ireland,Loyola Marymount,2012-2013,16.265481074033673
202,Anthony Jackson,Stony Brook,2012-2013,14.931141556550532
203,Anthony James,Northern Iowa,2012-2013,16.153215991436515
204,Anthony Johnson,Purdue,2012-2013,5.5469025429997805
205,Anthony Kelley,Illinois-Chicago,2012-2013,15.889502200089234
206,Anthony Lee,Temple,2012-2013,24.012408557895007
207,Anthony Marshall,UNLV,2012-2013,26.74055532453423
208,Anthony Mayo,Stony Brook,2012-2013,11.449945474370267
209,Anthony Monaco,Northern Kentucky,2012-2013,14.14880448526009
210,Anthony Morse,Tennessee Tech,2012-2013,22.012599608835245
211,Anthony Myers-Pate,Robert Morris,2012-2013,21.047827480724344
212,Anthony Myles,Rider,2012-2013,19.862196372252896
213,Anthony Nieves,Alcorn St.,2012-2013,4.533922742411328
214,Anthony Perez,Mississippi,2012-2013,7.070933909036555
215,Anthony Raffa,Coastal Carolina,2012-2013,22.22912772211529
216,Anthony Stitt,Charleston,2012-2013,9.76475680854452
217,Anthony Strickland,Eastern Michigan,2012-2013,19.025440070394854
218,Anthony Thomas,Charleston,2012-2013,12.263356024431415
219,Anthony White,St. Francis (NY),2012-2013,37.238814798104045
220,Anthony White Jr.,Mercer,2012-2013,16.322783897434086
221,Anthony Winbush,Loyola-Maryland,2012-2013,23.088637060523983
222,Antoine Allen,South Alabama,2012-2013,15.998570867799017
223,Antoine Hosley,Utah Valley,2012-2013,5.926113898420033
224,Antoine Mason,Niagara,2012-2013,21.732685195576163
225,Antoine Myers,Troy,2012-2013,16.665319397479873
226,Anton Dickerson,Howard,2012-2013,7.765111386393831
227,Anton Larsen,Old Dominion,2012-2013,16.9206651424747
228,Anton Wilson,Detroit,2012-2013,12.957225821125947
229,Antone Christian,Northern Illinois,2012-2013,14.380707383322028
230,Antonin Galaya,North Carolina Central,2012-2013,15.3352539630718
231,Antonio Barton,Memphis,2012-2013,25.59563649086438
232,Antonio Biglow,Montana St.,2012-2013,22.156413823227524
233,Antonio Bostic,Stephen F. Austin,2012-2013,17.282593321277627
234,Antonnio Benton,Southeastern Louisiana,2012-2013,21.662677516613428
235,Antwon Oliver,Campbell,2012-2013,22.272474531030532
236,Aquil Younger,Drexel,2012-2013,20.072023351134735
237,Archie Goodwin,Kentucky,2012-2013,5.81341921201448
238,Ari Stewart,Southern California,2012-2013,15.701909392795567
239,Arlon Harper,Charleston Southern,2012-2013,18.718385508245248
240,Armani Cotton,Yale,2012-2013,26.16027889153528
241,Armani Moore,Tennessee,2012-2013,3.456161392584593
242,Arnaud William Adala Moto,Wake Forest,2012-2013,16.681409582105868
243,Arnold Louis,Savannah State,2012-2013,23.0470561674197
244,Arsalan Kazemi,Oregon,2012-2013,18.96749363382912
245,Art Bernardi,Houston Baptist,2012-2013,18.411037920659634
246,Arthur Gage,Chicago St.,2012-2013,16.935205720442223
247,Asauhn Dixon-Tatum,Auburn,2012-2013,20.414568971826885
248,Ashley Hamilton,Loyola Marymount,2012-2013,18.9505687710457
249,Ashton Moore,Citadel,2012-2013,14.572006704985366
250,Askia Booker,Colorado,2012-2013,9.053542390699759
251,Atif Russell,Pepperdine,2012-2013,16.775138240784056
252,Augustine Rubit,South Alabama,2012-2013,29.09899307790161
253,Auraum Nuiriankh,Buffalo,2012-2013,16.715440281974153
254,Austin Akers,Eastern Illinois,2012-2013,25.683631744520007
255,Austin Anderson,Presbyterian,2012-2013,13.035849880615968
256,Austin Arians,Wis.-Milwaukee,2012-2013,21.75465050846917
257,Austin Burgett,Notre Dame,2012-2013,23.423558538120044
258,Austin Carroll,American U.,2012-2013,4.825608584472147
259,Austin Chatman,Creighton,2012-2013,21.69958832213732
260,Austin Haldorson,Wyoming,2012-2013,22.87076410757615
261,Austin Harper,Eastern Michigan,2012-2013,11.553678684671459
262,Austin Hollins,Minnesota,2012-2013,28.53304875837947
263,Austin Johnson,Rutgers,2012-2013,18.145728377839966
264,Austin Keel,Central Michigan,2012-2013,19.764949896637134
265,Austin Lewis,McNeese St.,2012-2013,19.08551291602326
266,Austin Mills,Pepperdine,2012-2013,12.688235387518398
267,Austin Mitchell,North Texas,2012-2013,17.623441753504668
268,Austin Morgan,Yale,2012-2013,16.941379938811387
269,Austin Pehl,Northern Iowa,2012-2013,13.544126894443318
270,Austin Quick,UC Riverside,2012-2013,15.69542564421807
271,Austin Ramljak,Rice,2012-2013,10.181709420707662
272,Austin Richie,Western Michigan,2012-2013,22.01736800969363
273,Austin Stewart,Central Michigan,2012-2013,22.06322489344169
274,Austin Witter,No.Carolina A&T,2012-2013,25.603329443720053
275,Avery Dingman,Creighton,2012-2013,24.554949930882064
276,Avibakuro Preh,Idaho State,2012-2013,22.03526092122641
277,Avry Holmes,San Francisco,2012-2013,15.753193581516937
278,Ayodeji Egbeyemi,Loyola Marymount,2012-2013,23.51205764089588
279,Aziz N'Diaye,Washington,2012-2013,5.079115852685748
280,B.J. Bailey,Lehigh,2012-2013,14.961356438927067
281,B.J. Young,Arkansas,2012-2013,6.6825452953219235
282,BJ McLaughlin,Tenn-Martin,2012-2013,10.94728135207819
283,Babajidne Aina,Prairie View A&M,2012-2013,20.022813606142712
284,Babatunde Olumuyiwa,South Carolina Upstate,2012-2013,16.843881989823107
285,Badou Diagne,Coastal Carolina,2012-2013,17.800289474615415
286,BaeBae Daniels,North Florida,2012-2013,20.21371142158377
287,Bahrom Firozgary,Rice,2012-2013,7.689730832778698
288,Bak Bak,California,2012-2013,6.921747952100255
289,Bakari Turner,Morehead St.,2012-2013,8.909010793809358
290,Bandja Sy,New Mexico St.,2012-2013,18.776634742781525
291,Barrington Stevens III,South Alabama,2012-2013,10.251227049193355
292,Basil Brown II,Texas State,2012-2013,20.80549874018899
293,Baxter Price,Mississippi St.,2012-2013,20.076672608614246
294,Baye Moussa Keita,Syracuse,2012-2013,29.192504499721032
295,Beau Beech,North Florida,2012-2013,21.962589423582266
296,Beau Levesque,St. Mary's,2012-2013,8.4115517878913
297,Ben Aird,Utah Valley,2012-2013,30.562334634180473
298,Ben Averkamp,Loyola-Chicago,2012-2013,28.571015426203935
299,Ben Boggs,Valparaiso,2012-2013,12.741818925078649
300,Ben Brackney,Bucknell,2012-2013,20.23154107984189
301,Ben Brust,Wisconsin,2012-2013,27.552061672916007
302,Ben Carter,Oregon,2012-2013,12.729788736964801
303,Ben Cherry,Tulane,2012-2013,14.936086177574122
304,Ben Clifford,Utah St.,2012-2013,19.016716568584805
305,Ben Crenca,Vermont,2012-2013,9.144344411144628
306,Ben Dillard,Arkansas-Little Rock,2012-2013,17.8734231268432
307,Ben McLemore,Kansas,2012-2013,16.72298066137963
308,Ben Millaud-Meunier,St. Francis (PA),2012-2013,14.236888027797804
309,Ben Mockford,St. Francis (NY),2012-2013,28.397593898950575
310,Ben Simons,Drake,2012-2013,16.473349629614436
311,Benny Parker,Nebraska,2012-2013,9.55180997377709
312,Bernard Sullivan,Clemson,2012-2013,13.842446512620112
313,Bernard Thompson,Florida Gulf Coast,2012-2013,25.76047431729045
314,Bilal Dixon,Towson,2012-2013,22.351102723421292
315,Billy Baron,Canisius,2012-2013,28.869056617130457
316,Blaise Ffrench,St. Peter's,2012-2013,25.26188649019647
317,Blake Allen,Youngstown St.,2012-2013,24.279596131796296
318,Blake Bozeman,Morgan St.,2012-2013,15.026771273241598
319,Blake Brumwell,Montana St.,2012-2013,10.834493499294034
320,Blake Foeman,Denver,2012-2013,11.38011220689285
321,Blake Hamilton,Northern Arizona,2012-2013,21.757233200473006
322,Blake Hibbitts,Central Michigan,2012-2013,23.29078763731399
323,Blake Jenkins,Belmont,2012-2013,31.7896285315185
324,Blake Jolivette,American U.,2012-2013,12.131673451567467
325,Blake Metcalf,Albany,2012-2013,20.8723466953098
326,Blake Ralling,Mississippi Valley State,2012-2013,16.813660062610666
327,Blake Smith,Radford,2012-2013,16.83379402485274
328,Bo Barnes,Arizona St.,2012-2013,8.286204156163246
329,Bo Calhoun,Ball St.,2012-2013,9.718911154175778
330,Bobby Austin,Furman,2012-2013,13.247404843471713
331,Bobby Brown,Alabama St.,2012-2013,19.138702060190884
332,Bobby Capobianco,Valparaiso,2012-2013,22.468260458561453
333,Bobby Hain,Youngstown St.,2012-2013,22.97272209367143
334,Bobby Jones,Tenn-Martin,2012-2013,6.119167003719794
335,Booker Hucks,LIU Brooklyn,2012-2013,18.78683382624169
336,Boris Bojanovsky,Florida St.,2012-2013,17.88516389689599
337,Brad Redford,Xavier,2012-2013,12.844940952113951
338,Brad Reid,UMKC,2012-2013,21.880719050898467
339,Brad Waldow,St. Mary's,2012-2013,12.270876781495126
340,Brady Heslip,Baylor,2012-2013,25.144413466165698
341,Branden Dawson,Michigan St,2012-2013,32.13523749863496
342,Branden Frazier,Fordham,2012-2013,19.695191396766507
343,Brandon Ashley,Arizona,2012-2013,7.289854434917876
344,Brandon Baker,Belmont,2012-2013,16.391328658029337
345,Brandon Barnes,Cal. State - Bakersfield,2012-2013,17.655738746539047
346,Brandon Boggs,Western Carolina,2012-2013,16.96281534168814
347,Brandon Bos,South Dakota,2012-2013,13.723748157268627
348,Brandon Brekke,North Dakota,2012-2013,9.307291183865251
349,Brandon Britt,William & Mary,2012-2013,17.471465462060582
350,Brandon Burnett,Indiana St.,2012-2013,14.727759356580899
351,Brandon Cataldo,Portland St.,2012-2013,21.689849671685
352,Brandon Clark,Santa Clara,2012-2013,15.095539948187827
353,Brandon Conley,Oral Roberts,2012-2013,28.997140579088498
354,Brandon Davies,Brigham Young,2012-2013,35.2668741422655
355,Brandon Dawson,Kennesaw St.,2012-2013,17.50898832577932
356,Brandon Dorsett,Grambling State,2012-2013,10.277572747940212
357,Brandon Edwards,Texas-Arlington,2012-2013,29.460089393093842
358,Brandon Ellis,Alabama A&M,2012-2013,14.349785811273142
359,Brandon Ford,Howard,2012-2013,10.002929556482245
360,Brandon Fortenberry,Southeastern Louisiana,2012-2013,22.079998731527986
361,Brandon Garrett,Murray St.,2012-2013,27.021872227482564
362,Brandon Gibson,Louisiana Tech,2012-2013,18.468613697646486
363,Brandon Goode,Norfolk State,2012-2013,23.71722651466837
364,Brandon Harris,Western Kentucky,2012-2013,22.037514319491674
365,Brandon Hayman,Samford,2012-2013,13.538910068204748
366,Brandon Holcomb,Radford,2012-2013,21.288583099251245
367,Brandon James,Colgate,2012-2013,15.109014567286826
368,Brandon Jawato,Hawaii,2012-2013,11.652954575123227
369,Brandon Lopez,Tennessee,2012-2013,2.5114705162047417
370,Brandon McDonnell,Dartmouth,2012-2013,25.895676251735246
371,Brandon Mobley,Seton Hall,2012-2013,21.448897769206095
372,Brandon Moore,Southern,2012-2013,3.521467714708986
373,Brandon Morris,Georgia,2012-2013,5.583366652777683
374,Brandon Morris,Houston,2012-2013,6.836285926006401
375,Brandon Oliver,Delaware State,2012-2013,19.894998095925043
376,Brandon Paul,Illinois,2012-2013,3.743857435334671
377,Brandon Peel,Central Conn. St.,2012-2013,25.32978149422485
378,Brandon Perry,CSU Northridge,2012-2013,26.159075239401005
379,Brandon Peterson,Arkansas St.,2012-2013,26.042883578881174
380,Brandon Pokley,Western Michigan,2012-2013,11.1248972697258
381,Brandon Provost,Texas-Pan American,2012-2013,25.07347503653118
382,Brandon Pye,Texas A&M CC,2012-2013,18.545371490686
383,Brandon Reed,Georgia Tech,2012-2013,16.939287933206508
384,Brandon Regis,McNeese St.,2012-2013,19.514416986053448
385,Brandon Sherrod,Yale,2012-2013,23.604843760406954
386,Brandon Smith,California,2012-2013,9.418966698745216
387,Brandon Spearman,Hawaii,2012-2013,21.356365917904785
388,Brandon Swannegan,Tulsa,2012-2013,18.198809774810385
389,Brandon Taylor,Penn St.,2012-2013,16.654333890161666
390,Brandon Taylor,Utah,2012-2013,4.151565828193484
391,Brandon Thompson,LIU Brooklyn,2012-2013,27.864250695198056
392,Brandon Triche,Syracuse,2012-2013,23.03786849248837
393,Brandon Ubel,Nebraska,2012-2013,9.51774737916329
394,Brandon Venturini,Navy,2012-2013,11.606731795908903
395,Brandon Young,DePaul,2012-2013,25.547699057307685
396,Branimir Mikulic,High Point,2012-2013,19.678311071766466
397,Brauhnye' Turner,Grambling State,2012-2013,15.972743152586746
398,Braxton Ogbueze,Florida,2012-2013,0.878375496553362
399,Brayden Carlson,South Dakota State,2012-2013,22.95897770089854
400,Braylon Lazare,Louisiana-Lafayette,2012-2013,24.69249823952733
401,Brendan Connolly,Princeton,2012-2013,16.497560668818213
402,Brendan Keane,Northern Colorado,2012-2013,16.88314346176537
403,Brendan Kilpatrick,Vermont,2012-2013,13.961475037413894
404,Brennan Cougill,Green Bay,2012-2013,23.08223233786936
405,Brennan Wyatt,Navy,2012-2013,14.106937867167604
406,Brent Jones,St. Francis (NY),2012-2013,42.32680864511334
407,Brenton Williams,South Carolina,2012-2013,10.407777704418528
408,Brett Bisping,Siena,2012-2013,27.421140657021045
409,Brett Boese,Washington St.,2012-2013,9.378118908049236
410,Brett Comer,Florida Gulf Coast,2012-2013,27.36672048776914
411,Brett Olson,Denver,2012-2013,21.163207070236595
412,Brett Roseboro,MD Baltimore Cty,2012-2013,10.82598174616
413,Brett VandenBergh,North Dakota State,2012-2013,16.670346970296105
414,Brian Barbour,Columbia,2012-2013,29.345720216272152
415,Brian Bennett,Cal Poly SLO,2012-2013,20.492250481484103
416,Brian Bernardi,Southern Methodist,2012-2013,9.099955920945646
417,Brian Brown,VMI,2012-2013,15.355242422574145
418,Brian Fitzpatrick,Bucknell,2012-2013,18.69429378690769
419,Brian Freeman,Binghamton,2012-2013,13.218399734119691
420,Brian Greene Jr.,Auburn,2012-2013,10.803138531118032
421,Brian Holmes,Georgia Southern,2012-2013,14.038677090283311
422,Brian Neller,MD Baltimore Cty,2012-2013,17.555788479389467
423,Brian Oliver,Seton Hall,2012-2013,13.036453769759401
424,Brian Richardson,South Carolina,2012-2013,5.786436082530996
425,Brian Voelkel,Vermont,2012-2013,37.765241580690486
426,Brian Walsh,Akron,2012-2013,23.06261605651049
427,Brian Williams,Jacksonville St.,2012-2013,17.655445510597602
428,Briante Weber,VCU,2012-2013,37.313327091596214
429,Brice Johnson,North Carolina,2012-2013,13.895001952498847
430,Brice Kofane,Providence,2012-2013,17.326920685234086
431,Brison White,Northwestern St.,2012-2013,28.31078682418705
432,Britton Williams,Cal. State - Bakersfield,2012-2013,15.728584458430046
433,Brock Motum,Washington St.,2012-2013,19.37745611586288
434,Brock Zylstra,Brigham Young,2012-2013,25.48419515608651
435,Bronson Kaufusi,Brigham Young,2012-2013,25.685980434940152
436,Bruce Beckford,No.Carolina A&T,2012-2013,15.410421116491388
437,Bruce Ellington,South Carolina,2012-2013,4.862565940289266
438,Bruce English,Loyola Marymount,2012-2013,13.66737143002128
439,Bruce Marshall,Missouri St.,2012-2013,9.345367560592958
440,Bruce Massey,Middle Tennessee St.,2012-2013,32.31238079625264
441,Bruce Reed,Morehead St.,2012-2013,18.6918937890951
442,Bryan Bynes,George Washington,2012-2013,15.984521175603325
443,Bryan Smith,Fordham,2012-2013,19.273025922937055
444,Bryant Allen,Illinois St.,2012-2013,26.06136666357606
445,Bryant Irwin,Furman,2012-2013,18.852742701459434
446,Bryant Mbamalu,Louisiana-Lafayette,2012-2013,17.24697884875988
