,PLAYER,TEAM,YEAR,PER
897,Dave Barnett,Buffalo,2010-2011,19.892430996330233
898,Dave Coley,Stony Brook,2010-2011,8.996427484558607
899,Dave Diakite,Central Florida,2010-2011,21.6998537671996
900,Dave Dudzinski,Holy Cross,2010-2011,16.975876059181456
901,Dave Johnson,Quinnipiac,2010-2011,24.495149759167695
902,David Best,North Carolina Central,2010-2011,19.2359218091417
903,David Boarden,SIU - Edwardsville,2010-2011,19.432833479373823
904,David Booker,Tulane,2010-2011,11.887051137160729
905,David Brown,Gardner-Webb,2010-2011,14.522318158795146
906,David Campbell,High Point,2010-2011,22.147584972075883
907,David Chadwick,Rice,2010-2011,18.771714329830623
908,David Foster,Utah,2010-2011,7.6200438598577644
909,David Golladay,Mount St. Mary's,2010-2011,19.127034332001937
910,David Hanson,Cal Poly SLO,2010-2011,21.06190299961061
911,David Hicks,LIU Brooklyn,2010-2011,19.7472987623452
912,David Imes,Hofstra,2010-2011,20.01192701436338
913,David Jackson,Penn St.,2010-2011,22.86097781434276
914,David Jeune,North Florida,2010-2011,16.62384238992545
915,David Kyles,Wichita St.,2010-2011,26.66017968442511
916,David Lighty,Ohio St.,2010-2011,30.69752074425243
917,David Loubeau,Texas A&M,2010-2011,10.297436436990424
918,David Minaya,Liberty,2010-2011,19.133574611777426
919,David Naves,Howard,2010-2011,14.684747008667701
920,David Ndoumba,Southeastern Louisiana,2010-2011,26.080523330823098
921,David O'Shaughnessey,Mercer,2010-2011,12.875495703738723
922,David Pellom,George Washington,2010-2011,29.403371606059117
923,David Perez,Louisiana-Lafayette,2010-2011,14.712051645632432
924,David Robinson,Longwood,2010-2011,3.5446289850557364
925,David Rufful,Dartmouth,2010-2011,16.608869517085644
926,David Safstrom,Lehigh,2010-2011,15.405937412158757
927,David Smith,Drake,2010-2011,24.745783362568137
928,David Stockton,Gonzaga,2010-2011,28.73785870749679
929,David Tairu,Texas Tech,2010-2011,21.331001491663702
930,David Williams,NC-Greensboro,2010-2011,14.270918499138684
931,Davide Curletti,Northwestern,2010-2011,10.069694819811444
932,Davis Martens,Siena,2010-2011,15.609366292750266
933,Davon Jones,Jackson State,2010-2011,4.621251826518547
934,Daylen Harrison,Wyoming,2010-2011,16.02879574361082
935,Daylon Guy,Arkansas-Little Rock,2010-2011,21.722501587784773
936,Daymon Warren,George Washington,2010-2011,22.272324664841044
937,Daymond Cowlah,UC Riverside,2010-2011,17.551524925523847
938,De'Angelo Speech,Central Conn. St.,2010-2011,14.646000988256569
939,De'Aundray Robinson,Cal. State - Bakersfield,2010-2011,12.54883142276794
940,De'Mon Brooks,Davidson,2010-2011,21.284322319936
941,De'Suan Dixon,Jackson State,2010-2011,24.980193853324476
942,DeAndray Buckley,New Hampshire,2010-2011,8.080697801458784
943,DeAndre Brown,Louisiana Tech,2010-2011,12.826610219868686
944,DeAndre Bynum,Jacksonville St.,2010-2011,15.370202490412533
945,DeAndre Hersey,South Alabama,2010-2011,18.058283292775194
946,DeAndre Kane,Marshall,2010-2011,28.22365722538749
947,DeAndre Liggins,Kentucky,2010-2011,10.691751698920113
948,DeAngelo Casto,Washington St.,2010-2011,21.653351708270602
949,DeAngelo Jones,Northern Arizona,2010-2011,19.895825567793725
950,DeAntre Jefferson,Chattanooga,2010-2011,20.43090301093596
951,DeJaun Wright,Florida International,2010-2011,23.32981389417504
952,DeMarcus Grady,Northern Illinois,2010-2011,13.946733449505954
953,DeShawn Dockery,Fairleigh Dickinson,2010-2011,15.279088971457115
954,DeShawn Painter,N.C. State,2010-2011,22.317407662495444
955,DeShawn Patterson,Southeastern Louisiana,2010-2011,28.09505561096374
956,DeVaughn Washington,Ohio,2010-2011,11.702069615660749
957,DeVontae Wright,Citadel,2010-2011,4.337374276382148
958,Dee Bost,Mississippi St.,2010-2011,28.755108342014708
959,Dee Brown,Bowling Green,2010-2011,13.6142133219383
960,Dee Goens,Holy Cross,2010-2011,12.841404336736904
961,Deividas Busma,Idaho State,2010-2011,28.083634252209137
962,Deividas Dulkys,Florida St.,2010-2011,22.689646435710017
963,Dele Coker,St. John's,2010-2011,9.35219289807349
964,Delino Dear,Toledo,2010-2011,18.791278723841657
965,Delonte Taylor,UC Riverside,2010-2011,20.666593846624
966,Delroy James,Rhode Island,2010-2011,25.409160347339796
967,Delvon Johnson,Arkansas,2010-2011,5.533421713381075
968,Delvon Roe,Michigan St,2010-2011,25.34324727115847
969,Delwan Graham,Jacksonville,2010-2011,13.29828570122856
970,Demarco Cox,Mississippi,2010-2011,4.6493334611984745
971,Demarquelle Tabb,Alabama A&M,2010-2011,33.24595681693374
972,Demetrece Young,Pacific,2010-2011,20.71289244968196
973,Demetri Goodson,Gonzaga,2010-2011,25.779187064237227
974,Demetri McCamey,Illinois,2010-2011,4.7370677696309045
975,Demetric Williams,Wichita St.,2010-2011,21.896461630770887
976,Demetrius Jemison,Manhattan,2010-2011,27.509975967930632
977,Demetrius Ward,Western Michigan,2010-2011,20.432196357832908
978,Demitrius Conger,St. Bonaventure,2010-2011,29.806443132705876
979,Demond Watt,Texas A&M CC,2010-2011,22.138287005039622
980,Demondre Chapman,Prairie View A&M,2010-2011,11.006623588087143
981,Demonte Harper,Morehead St.,2010-2011,20.415365621932196
982,Demontez Stitt,Clemson,2010-2011,26.691551141315415
983,Demontre Harris,South Carolina,2010-2011,5.840156505454169
984,Deniz Kilicli,West Virginia,2010-2011,16.170992382783727
985,Dennis Kramer,San Diego,2010-2011,7.636638042651578
986,Dennis Mavin,Florida Atlantic,2010-2011,20.48662419961038
987,Dennis Ogbe,Tennessee Tech,2010-2011,18.262238059021676
988,Denver Holmes,Evansville,2010-2011,10.037325048473116
989,Denzel Barnes,Stephen F. Austin,2010-2011,18.690536088471656
990,Denzel Bowles,James Madison,2010-2011,24.666816872813996
991,Denzel Brito,Loyola-Chicago,2010-2011,13.96437506716587
992,Deontay Twyman,Quinnipiac,2010-2011,24.20449546863291
993,Deonte Burton,Nevada,2010-2011,19.784381915152963
994,Dequan Jones,Miami-Florida,2010-2011,18.229118999220617
995,Dera Nd-Ezuma,Rider,2010-2011,18.148378629152376
996,Derek Benter,North Dakota,2010-2011,6.669575401613636
997,Derek Brooks,Air Force,2010-2011,22.187832307721884
998,Derek Elston,Indiana,2010-2011,6.19942074337504
999,Derek Jackson,Central Michigan,2010-2011,19.199920600682184
1000,Derek Needham,Fairfield,2010-2011,12.634534181553287
1001,Derek Selvig,Montana,2010-2011,13.058297294491888
1002,Derek Thompson,Eastern Michigan,2010-2011,11.992113574604987
1003,Deremy Geiger,Idaho,2010-2011,10.580525715402372
1004,Derick Flowers,UC Irvine,2010-2011,9.767220500571684
1005,Derrek Lewis,Texas A&M,2010-2011,14.05938280818464
1006,Derrek Tartt,Albany,2010-2011,14.203250009736943
1007,Derrell Conner,Nevada,2010-2011,20.325959398810664
1008,Derrick Bails,Arkansas-Little Rock,2010-2011,17.840232718032322
1009,Derrick Jasper,UNLV,2010-2011,23.579855663988123
1010,Derrick Nix,Michigan St,2010-2011,16.099091706601946
1011,Derrick Rodgers,Portland,2010-2011,10.243178595278788
1012,Derrick Strings,UC Irvine,2010-2011,8.32234965222181
1013,Derrick Thomas,Drexel,2010-2011,24.48339652812781
1014,Derrick Williams,Arizona,2010-2011,9.272833518554679
1015,Derrick Williams,Richmond,2010-2011,24.050565073561447
1016,Derrio Green,Charlotte,2010-2011,19.92835283652361
1017,Derron Hobbs,Grambling State,2010-2011,7.967724611506835
1018,Derwin Kitchen,Florida St.,2010-2011,31.734543668821903
1019,Deshaun Thomas,Ohio St.,2010-2011,27.764590132886912
1020,Desi Washington,Delaware State,2010-2011,16.662751743963327
1021,Desmar Jackson,Wyoming,2010-2011,16.161523212434197
1022,Desmond Holloway,Coastal Carolina,2010-2011,30.145663896169562
1023,Desmond Jackson,Alabama A&M,2010-2011,17.965976840646235
1024,Devan Bailey,Central Conn. St.,2010-2011,17.348665303122047
1025,Devin Booker,Clemson,2010-2011,20.27557818106463
1026,Devin Brown,Holy Cross,2010-2011,6.696833033831033
1027,Devin Gibson,Texas-San Antonio,2010-2011,31.460813074967
1028,Devin Ginty,San Diego,2010-2011,6.56034305779172
1029,Devin McDonald,Eastern Kentucky,2010-2011,10.425565393685675
1030,Devin Oliver,Dayton,2010-2011,19.334329567358772
1031,Devin Price,Marist,2010-2011,19.164987804164802
1032,Devin Searcy,Dayton,2010-2011,19.190450381196417
1033,Devon Archie,Iowa,2010-2011,7.480484764341395
1034,Devon Baker,Northwestern St.,2010-2011,18.357006487024766
1035,Devon Beitzel,Northern Colorado,2010-2011,18.830988533236543
1036,Devon Collier,Oregon St.,2010-2011,24.838052598295626
1037,Devon Lamb,Lamar,2010-2011,42.93287359542695
1038,Devon Moore,James Madison,2010-2011,25.819605036689346
1039,Devon Peltier,Cal St. Fullerton,2010-2011,10.86460021369724
1040,Devon Saddler,Delaware,2010-2011,10.462678934976505
1041,Devon White,La Salle,2010-2011,20.23405689109061
1042,Devonta White,Georgia St,2010-2011,24.699301743090412
1043,Devonte Elliott,Nevada,2010-2011,18.482809546733435
1044,Devonte Maymon,Youngstown St.,2010-2011,13.453431884839476
1045,Devonte Newbill,Southern Mississippi,2010-2011,22.81895835106471
1046,Dewan Clayborn,Central Arkansas,2010-2011,13.439003259665267
1047,Dewayne Jackson,Morgan St.,2010-2011,15.597665018811446
1048,Dexter Fields,UAB,2010-2011,24.20089354570867
1049,Dexter Moore,Coastal Carolina,2010-2011,14.110300745836735
1050,Dexter Strickland,North Carolina,2010-2011,13.092577881152586
1051,Diamond Taylor,Southern Illinois,2010-2011,5.826006931410077
1052,Diante Garrett,Iowa St.,2010-2011,25.051669774934325
1053,Diego Kapelan,McNeese St.,2010-2011,12.354656658763995
1054,Dijon Manns,North Carolina Central,2010-2011,12.802138946474043
1055,Dinko Marshavelski,Northeastern,2010-2011,13.7383587353008
1056,Dino Gregory,Maryland,2010-2011,8.549804551457115
1057,Dion Dixon,Cincinnati,2010-2011,26.288790489031005
1058,Dion Prewster,Stephen F. Austin,2010-2011,17.98765134192261
1059,Dion Waiters,Syracuse,2010-2011,20.786388392968142
1060,Dionte Ferguson,Morehead St.,2010-2011,19.740251170260642
1061,Dipanjot Singh,Illinois-Chicago,2010-2011,12.918198289948991
1062,Dishawn Bradshaw,Maryland - E. Shore,2010-2011,18.421641436526482
1063,Diyaaldin Kelley,Maryland - E. Shore,2010-2011,13.250987610129748
1064,Djibril Thiam,Wyoming,2010-2011,27.325149042278255
1065,Dobrivoje Mavrak,SIU - Edwardsville,2010-2011,17.036782154077056
1066,Dockery Walker,Brown,2010-2011,17.521353013534238
1067,Dodie Dunson,Bradley,2010-2011,19.800121581966945
1068,Dogus Balbay,Texas,2010-2011,2.246076585616054
1069,Dom Morris,Boston U,2010-2011,18.060893592806853
1070,Dominic Cheek,Villanova,2010-2011,21.094596120349095
1071,Dominic Knight,Northwestern St.,2010-2011,22.71484472017656
1072,Dominique Ferguson,Florida International,2010-2011,26.479593578010142
1073,Dominique Johnson,North Texas,2010-2011,28.143872969090253
1074,Dominique Morrison,Oral Roberts,2010-2011,21.944124630921337
1075,Dominique Shellman,Jacksonville St.,2010-2011,16.064741531300555
1076,Dominque Langston,Quinnipiac,2010-2011,23.32433263645838
1077,Donald Boone,Arkansas St.,2010-2011,23.797635686531365
1078,Donald Johnson,Cal. State - Bakersfield,2010-2011,12.018335835878537
1079,Donald Qualls,Grambling State,2010-2011,16.654810906821382
1080,Donald Sims,Appalachian St.,2010-2011,19.04948900410164
1081,Donavan Foster,Detroit,2010-2011,16.757891856241095
1082,Donavan Monroe,Charleston,2010-2011,9.797261122760007
1083,Donley Minor,Lamar,2010-2011,18.012241968133797
1084,Donnavan Kirk,Miami-Florida,2010-2011,2.1290813062575578
1085,Donnell Beverly,Connecticut,2010-2011,19.8017428683906
1086,Donovan Bragg,Cal. State - Bakersfield,2010-2011,14.102667504707881
1087,Donovan Gibbs,Indiana - Purdue,2010-2011,15.227703034788501
1088,Dontae Cannon,McNeese St.,2010-2011,9.2415727114264
1089,Dontay Hampton,Chattanooga,2010-2011,15.254403314914454
1090,Donte Morales,NC-Wilmington,2010-2011,18.909311811137183
1091,Donte Poole,Murray St.,2010-2011,21.729833342988734
1092,Donte Smith,Southern California,2010-2011,14.15227241800187
1093,Donte Williams,Georgia,2010-2011,4.103834599287292
1094,Dorian Green,Colorado St.,2010-2011,14.911086341124006
1095,Dorian Tyler,Illinois-Chicago,2010-2011,24.983609645406176
1096,Doron Lamb,Kentucky,2010-2011,6.948966150609131
1097,Dorvell Carter,Marist,2010-2011,14.74726355522156
1098,Doug Archer,North Dakota,2010-2011,5.37180636151258
1099,Doug Davis,Princeton,2010-2011,27.879181582286147
1100,Doug McDermott,Creighton,2010-2011,16.709644723590916
1101,Douglas Kurtz,Hawaii,2010-2011,14.47789799757524
1102,Drae Murray,Sam Houston St.,2010-2011,29.802942967544865
1103,Drake Beranek,Nebraska,2010-2011,15.631547315216523
1104,Drake U'u,Cal Poly SLO,2010-2011,13.62062369239787
1105,Draymond Green,Michigan St,2010-2011,37.423578537751276
1106,Dre Calloway,St. Francis (NY),2010-2011,44.667135677594125
1107,Dre Conner,Towson,2010-2011,19.430933722524536
1108,Dre Evans,Providence,2010-2011,13.533692357605515
1109,Dre Winston Jr.,Washington St.,2010-2011,21.2414309906444
1110,Drew Barham,Memphis,2010-2011,18.77390862625157
1111,Drew Crawford,Northwestern,2010-2011,14.99299503995537
1112,Drew Crowell,Wofford,2010-2011,15.46881568508992
1113,Drew Gordon,New Mexico,2010-2011,12.408457443502046
1114,Drew Hanlen,Belmont,2010-2011,31.30632858009736
1115,Drew Kelly,Morehead St.,2010-2011,16.681004277566636
1116,Drew Lundberg,North Dakota State,2010-2011,17.153098926108
1117,Drew McGhee,Miami (OH),2010-2011,29.576137554247612
1118,Drew Onyebuchi,New Jersey Tech,2010-2011,16.124237738971388
1119,Drew Parker,NC-Greensboro,2010-2011,15.755549202469316
1120,Drew Spradlin,Elon University,2010-2011,21.231489704195415
1121,Drew Valentine,Oakland,2010-2011,24.469473217598015
1122,Drew Viney,Loyola Marymount,2010-2011,19.71824817211769
1123,Drew Windler,Samford,2010-2011,16.480889696043324
1124,"Du,Vaughn Maxwell",High Point,2010-2011,23.891636054795793
1125,DuShawn Brooks,Youngstown St.,2010-2011,11.292008267307121
1126,Duke Mondy,Providence,2010-2011,25.616155555423372
1127,Dundrecous Nelson,Mississippi,2010-2011,3.8058257402824887
1128,Durand Scott,Miami - Florida,2010-2011,18.61139000620069
1129,Durand Scott,Miami-Florida,2010-2011,16.765013014456628
1130,Durann Neil,Longwood,2010-2011,18.089887782846862
1131,Durell Norman,Northern Arizona,2010-2011,17.865391790278238
1132,Duro Bjegovic,Sacramento State,2010-2011,21.13257432809101
1133,Durrell Summers,Michigan St,2010-2011,14.00713878853204
1134,Dustin Dibble,UMKC,2010-2011,20.581070572569743
1135,Dustin Ware,Georgia,2010-2011,6.955484982536026
1136,Duwan Kornegay,Prairie View A&M,2010-2011,22.240991559198793
1137,Dwayne Evans,Saint Louis,2010-2011,26.547302795199624
1138,Dwayne Harvey,Alabama St.,2010-2011,15.268479502775312
1139,Dwayne Lathan,Indiana St.,2010-2011,17.14036568721177
1140,Dwayne Polee II,St. John's,2010-2011,19.373877680831676
1141,Dwayne Sims,North Carolina Central,2010-2011,10.502841463252002
1142,Dwayne Smith,George Washington,2010-2011,21.455152834037627
1143,Dwight Buycks,Marquette,2010-2011,22.448921998522007
1144,Dwight Hardy,St. John's,2010-2011,16.088867196561
1145,Dwight McCombs,Central Florida,2010-2011,20.1610421675035
1146,Dwight Powell,Stanford,2010-2011,21.80278176868532
1147,Dwight Smith,Colorado St.,2010-2011,16.882711456685264
1148,Dyami Starks,Columbia,2010-2011,17.804058275703266
1149,Dylon Cormier,Loyola-Maryland,2010-2011,15.06039172649768
1150,Dyricus Simms-Edwards,Bradley,2010-2011,15.235423056238385
1151,Dytanya Johnson,New Jersey Tech,2010-2011,16.57303999946369
1152,E'Twaun Moore,Purdue,2010-2011,13.81063359683411
1153,E.J. Farris,Utah St.,2010-2011,13.90745164274313
1154,E.J. Singler,Oregon,2010-2011,11.356866973590687
1155,Earl Gee,Longwood,2010-2011,14.211083012150139
1156,Earl Pettis,La Salle,2010-2011,20.853842640629015
1157,Earnest Bridges,High Point,2010-2011,20.757905100289115
1158,Earnest Ross,Auburn,2010-2011,24.818177457890897
1159,Ed Nixon,VCU,2010-2011,20.401283509029025
1160,Ed Waite,Monmouth-NJ,2010-2011,13.0890859511311
1161,Eddie Ludwig,Louisiana State,2010-2011,16.62640434863897
1162,Eddie Miller,UC Davis,2010-2011,16.899202909309142
1163,Eddie Murray,Florida Gulf Coast,2010-2011,12.334910560087497
1164,Eddie Rios,Texas State,2010-2011,20.997900631822347
1165,Eddie Williams,Stephen F. Austin,2010-2011,25.431813612547785
1166,Edgar Garibay,Loyola Marymount,2010-2011,21.999081375127727
1167,Edis Dervisevic,Long Beach St.,2010-2011,15.691566414026497
1168,Edward Daniel,Murray St.,2010-2011,22.233965048232946
1169,Edward Townsel,Arkansas St.,2010-2011,16.310728113749168
1170,Ehimen Orukpe,Wichita St.,2010-2011,18.56643758427221
1171,Eitan Chemerinski,Cornell,2010-2011,23.975330529555812
1172,Eli Holman,Detroit,2010-2011,28.273859362425014
1173,Elias Harris,Gonzaga,2010-2011,25.36974370597006
1174,Elijah Johnson,Kansas,2010-2011,9.555696669744266
1175,Elisha Justice,Louisville,2010-2011,19.584964547922755
1176,Ella Ellis,Army,2010-2011,19.439237391649336
1177,Elliot Berry,UC Riverside,2010-2011,17.4880042504345
1178,Elliott Lloyd,Northern Colorado,2010-2011,21.47515037931402
1179,Eloy Vargas,Kentucky,2010-2011,8.288821597493728
1180,Elridge Moore,Nicholls State,2010-2011,16.269420171578304
1181,Elton Frazier,Canisius,2010-2011,22.876325963550638
1182,Emanuel Chapman,North Carolina Central,2010-2011,23.211424538597832
1183,Emeka Okafor Jr.,Western Illinois,2010-2011,18.738697604879757
1184,Emerson Murray,California,2010-2011,7.718225962572637
1185,Emil Kim,UC Irvine,2010-2011,16.559784640803365
1186,Emmanuel Addo,Northern Colorado,2010-2011,12.396902713452231
1187,Eniel Polynice,Seton Hall,2010-2011,27.089161890648416
1188,Enique Mason,Texas-Pan American,2010-2011,11.803726916871177
1189,Enoch Andoh,Bucknell,2010-2011,16.536806089976277
1190,Eric Atkins,Notre Dame,2010-2011,26.765618842679515
1191,Eric Buckner,Georgia St,2010-2011,18.18921853210252
1192,Eric Carlson,North Dakota State,2010-2011,18.670083694353075
1193,Eric Evans,Duquesne,2010-2011,19.522205897042408
1194,Eric Ferguson,Georgia Southern,2010-2011,15.220758923875954
1195,Eric Frederick,Florida International,2010-2011,21.612999939169462
1196,Eric Gaines,Kent St.,2010-2011,22.45999046571016
1197,Eric Griffin,Campbell,2010-2011,22.61677349624744
1198,Eric Hutchison,Montana,2010-2011,3.3498970081346786
1199,Eric Kibi,Arkansas-Little Rock,2010-2011,16.37603665088407
1200,Eric May,Iowa,2010-2011,7.03023476119153
1201,Eric McAlister,Stony Brook,2010-2011,13.270137259069495
1202,Eric Obeysekere,Holy Cross,2010-2011,31.710709588420418
1203,Eric Platt,Northern Arizona,2010-2011,21.05936569234781
1204,Eric Smith,South Carolina,2010-2011,7.315173741177024
1205,Eric Stubbs,N.C. Asheville,2010-2011,16.61082804952473
1206,Eric Waterford,Portland,2010-2011,11.482721973211328
1207,Eric Williams,Cal St. Fullerton,2010-2011,14.985626291104186
1208,Eric Williams,Niagara,2010-2011,15.246663670770923
1209,Eric Wise,UC Irvine,2010-2011,16.99609121207498
1210,Erick Green,Virginia Tech,2010-2011,26.4327623216247
1211,Erik Buggs,Valparaiso,2010-2011,18.579048415980655
1212,Erik Etherly,Loyola-Maryland,2010-2011,28.62524267435689
1213,Erik Fromm,Butler,2010-2011,12.339289237608698
1214,Erik Murphy,Florida,2010-2011,1.54166494924833
1215,Erik Rush,Montana St.,2010-2011,23.93924803491361
1216,Erik Swoope,Miami - Florida,2010-2011,16.047433184770583
1217,Erik Swoope,Miami-Florida,2010-2011,14.416408953053033
1218,Erik Williams,Marquette,2010-2011,24.78542444518214
1219,Erin Straughn,East Carolina,2010-2011,20.559787350592707
1220,Erique Gumbs,Towson,2010-2011,20.783790989458872
1221,Ernest Rouse,Harvard,2010-2011,15.207982444411329
1222,Errick Peck,Cornell,2010-2011,19.621274707688087
1223,Erving Walker,Florida,2010-2011,2.2134342657828245
1224,Eshaunte Jones,Nebraska,2010-2011,15.885430283196214
1225,Eugene Phelps,Long Beach St.,2010-2011,19.775455170355155
1226,Evan Bruinsma,Detroit,2010-2011,13.723776808212532
1227,Evan Faulkner,Radford,2010-2011,12.654071431748212
1228,Evan Fjeld,Vermont,2010-2011,31.968509328878984
1229,Evan Gordon,Liberty,2010-2011,19.17275829798575
1230,Evan Kelley,Sacred Heart,2010-2011,21.571378136454097
1231,Evan Roquemore,Santa Clara,2010-2011,24.189736800266648
1232,Evan Smotrycz,Michigan,2010-2011,3.1834879517531123
1233,Evan Washington,Air Force,2010-2011,35.53881078342867
1234,Fab Melo,Syracuse,2010-2011,17.64885243879249
1235,Fabio Ribeiro,Louisiana-Monroe,2010-2011,18.39900354234994
1236,Faisal Aden,Washington St.,2010-2011,19.170603971723306
1237,Falando Jones,Mississippi Valley State,2010-2011,18.518008368495842
1238,Femi Akinpetide,Sacred Heart,2010-2011,12.784828190606891
1239,Festus Ezeli,Vanderbilt,2010-2011,28.80753040909543
1240,Finis Craddock,Central Michigan,2010-2011,6.810295107214062
1241,Flenard Whitfield,Western Michigan,2010-2011,21.425634994613617
1242,Fran Dougherty,Pennsylvania,2010-2011,12.657212161699837
1243,Francis-Cedric Martel,Richmond,2010-2011,25.442768437263872
1244,Francisco Cruz,Wyoming,2010-2011,15.532598355440927
1245,Frank Ben-Eze,Davidson,2010-2011,18.955828842307163
1246,Frank Gaines,IUPU - Ft. Wayne,2010-2011,23.651805145014546
1247,Frank Hassell,Old Dominion,2010-2011,32.431160544409344
1248,Frankie Bougher,Jacksonville St.,2010-2011,7.375815731088876
1249,Frankie Dobbs,Bryant,2010-2011,26.291646899052378
1250,Frankie Eteuati,CSU Northridge,2010-2011,15.651916850751887
1251,Frantz Massenat,Drexel,2010-2011,10.977721778837978
1252,Fred Brown,Louisiana-Monroe,2010-2011,14.94060976701101
1253,Fred Coleman,North Dakota State,2010-2011,23.61261793492268
1254,Fred Ellis,Baylor,2010-2011,15.390834939316905
1255,Fred Heldring,William & Mary,2010-2011,18.732513392438296
1256,Fred Hinnenkamp,Houston Baptist,2010-2011,14.994460697533336
1257,Fred Hunter,Nicholls State,2010-2011,26.53477570596844
1258,Freddie Riley,Massachusetts,2010-2011,18.89650352282097
1259,Freddy Obame Obame,Maryland - E. Shore,2010-2011,13.982346067148796
1260,Frederick Coleman,Southern,2010-2011,0.7819930112185063
1261,Fredrick Wilson,Seattle,2010-2011,5.987361442800224
1262,Fuquan Edwin,Seton Hall,2010-2011,17.382921095752902
1263,GW Boon,Bucknell,2010-2011,27.051248949383073
1264,Gabe Blair,Wichita St.,2010-2011,29.85006488846023
1265,Gabe Kindred,Loyola-Chicago,2010-2011,15.494483782700543
1266,Gabe Knutson,Lehigh,2010-2011,19.44633792816686
1267,Gabe Rogers,Northern Arizona,2010-2011,11.97518638316798
1268,Gabriel Harris,Stanford,2010-2011,15.58271434800307
1269,Gabriel McCulley,Texas-El Paso,2010-2011,18.034040190677523
1270,Gabriel Moton,Boston College,2010-2011,13.66893370851122
1271,Gaby Belardo,Canisius,2010-2011,18.677360520828543
1272,Gaby Bermudez,Samford,2010-2011,11.006231369626008
1273,Garland Judkins,Texas A&M CC,2010-2011,2.3452427548031793
1274,Garlon Green,Texas Christian,2010-2011,15.693124798741806
1275,Garrett Butcher,Butler,2010-2011,18.6532091649927
1276,Garrett Green,Louisiana State,2010-2011,21.258171365780743
1277,Garrett Jackson,Southern California,2010-2011,16.11465234056872
1278,Garrett Johnson,Fresno St.,2010-2011,10.879628310544897
1279,Garrett Kissel,Vermont,2010-2011,11.553961429666897
1280,Garrett Leffelman,Brown,2010-2011,25.887929721377283
1281,Garrett Lever,Seattle,2010-2011,22.252744001033264
1282,Garrett Sim,Oregon,2010-2011,10.34212203656918
1283,Garrett Stutz,Wichita St.,2010-2011,20.234531396457893
1284,Garrett Ton,San Jose St.,2010-2011,13.58765847193872
1285,Garrick Sherman,Michigan St,2010-2011,20.514971894642212
1286,Garrius Adams,Miami - Florida,2010-2011,27.214014748801652
1287,Garrius Adams,Miami-Florida,2010-2011,24.628062948490232
1288,Garrius Holloman,Bethune-Cookman,2010-2011,23.49649415944165
1289,Gary Clark,Wake Forest,2010-2011,15.362870274906589
1290,Gary Correia,Massachusetts,2010-2011,22.72995514357852
1291,Gary Dixon,Southeastern Louisiana,2010-2011,18.988731956412316
1292,Gary Flowers,Southern Mississippi,2010-2011,21.560465751422445
1293,Gary Johnson,Texas,2010-2011,2.533615980584417
1294,Gary Lawrence,Howard,2010-2011,16.75874321248245
1295,Gary McGhee,Pittsburgh,2010-2011,28.112699148716064
1296,Gary Redus II,South Alabama,2010-2011,19.94029645424809
1297,Gary Stewart,Northwestern St.,2010-2011,16.06274225166399
1298,Gary Wallace,Robert Morris,2010-2011,16.82666443932732
1299,Gavin Gilmore,Seattle,2010-2011,9.71448542519531
1300,Gavin Montgomery,Arkansas-Pine Bluff,2010-2011,18.268742621396907
1301,Geddes Robinson,Utah Valley,2010-2011,26.09614596026535
1302,Gediminas Bertasius,Dartmouth,2010-2011,19.38479129478097
1303,Gene Johnson,Morgan St.,2010-2011,15.484946551143334
1304,Gene Teague,Southern Illinois,2010-2011,11.001744795669458
1305,Genesis Maciel,Hartford,2010-2011,16.14473447490871
1306,Geoff Hogan,Tulane,2010-2011,19.40833458353215
1307,Geoff McCammon,Loyola-Chicago,2010-2011,19.4716594165277
1308,Geoffrey Allen,Eastern Washington,2010-2011,13.790667719617442
1309,George Beamon,Manhattan,2010-2011,21.02948945415236
1310,George Goode,Louisville,2010-2011,21.961156929816116
1311,George Odufuwa,North Texas,2010-2011,26.127436522284306
1312,George Valentine,Winthrop,2010-2011,22.350597285441367
1313,Georges Massoda,High Point,2010-2011,19.53677160910282
1314,Gerald Colds,Drexel,2010-2011,17.908416882302006
1315,Gerald McLemore,Maine,2010-2011,15.238369860476364
1316,Gerald Robinson Jr.,Georgia,2010-2011,4.427745163308238
1317,Gerard Coleman,Providence,2010-2011,18.943883988577248
1318,Gertavian Blake,Jackson State,2010-2011,11.623783301883838
1319,Gideon Gamble,Winthrop,2010-2011,18.165262338347414
1320,Gilbert Brown,Pittsburgh,2010-2011,20.434432198738072
1321,Gilberto Clavell,Sam Houston St.,2010-2011,12.211275974153283
1322,Gilvydas Biruta,Rutgers,2010-2011,20.150166163148143
1323,Glen Dean,Eastern Washington,2010-2011,19.160299854962105
1324,Glen Rice Jr.,Georgia Tech,2010-2011,26.64114992721672
1325,Glenn Bryant,Arkansas,2010-2011,5.591166665968429
1326,Glenn Powell,Jacksonville,2010-2011,12.831759176777178
1327,Godwin Okonji,Loyola Marymount,2010-2011,24.16696869673357
1328,Gokhan Sirin,Charlotte,2010-2011,14.708752961573467
1329,Gordo Castillo,New Mexico St.,2010-2011,16.923837816033426
1330,Gorgui Dieng,Louisville,2010-2011,26.450515139212726
1331,Gorkem Sonmez,Radford,2010-2011,6.705630567445565
1332,Graeme Radford,Stetson,2010-2011,14.808082433587357
1333,Graham Hatch,Wichita St.,2010-2011,17.165335346769112
1334,Grant Maxey,Jackson State,2010-2011,19.97967831772338
