,PLAYER,TEAM,YEAR,PER
31,Acie Law,Texas A&M,2006-2007,10.824595310894184
32,Adam Arnold,Indiana St.,2006-2007,23.684182220808562
33,Adam Constantine,Elon University,2006-2007,11.358249564485599
34,Adam Emmenecker,Drake,2006-2007,21.01345777947075
35,Adam Gill,Central Florida,2006-2007,12.279551694872719
36,Adam Gonzalez,Quinnipiac,2006-2007,26.845538623530192
37,Adam Haluska,Iowa,2006-2007,8.007309879296914
38,Adam James,Louisiana-Lafayette,2006-2007,25.541732327343848
39,Adam Knollmeyer,Saint Louis,2006-2007,5.458248194748364
40,Adam Koch,Northern Iowa,2006-2007,20.606548911086897
41,Adam Leonard,Eastern Kentucky,2006-2007,25.954882951163253
42,Adam Liberty,Oral Roberts,2006-2007,12.320028679937185
43,Adam Lonon,VMI,2006-2007,13.95700071817934
44,Adam May,Holy Cross,2006-2007,9.18232971869732
45,Adam Payton,William & Mary,2006-2007,26.13768908542024
46,Adam Sheehan,Wofford,2006-2007,16.477349786729967
47,Adam Tanner,Denver,2006-2007,17.80717485862915
48,Adam Teague,Navy,2006-2007,16.939886429901385
49,Adam Templeton,UC Irvine,2006-2007,20.952730533624678
50,Adam Trumbower,William & Mary,2006-2007,23.0481896325179
51,Adam Viet,Northern Iowa,2006-2007,14.647436446153911
52,Adam Zahn,Oregon,2006-2007,12.349458656813354
53,Adenilson Clementino,Prairie View A&M,2006-2007,14.16456074971718
54,Adonis Gray,Nicholls State,2006-2007,20.807269031069655
55,Adoyah Miller,Loyola Marymount,2006-2007,9.977750753090042
56,Adrian Banks,Arkansas St.,2006-2007,19.084712838655413
57,Adrian Gross,Coastal Carolina,2006-2007,21.41045210836052
58,Adrian Hill,Rutgers,2006-2007,19.892133163084903
59,Adrian Joseph,Virginia,2006-2007,9.045094363541443
60,Adrian Martinez,Northeastern,2006-2007,18.250027365767963
61,Adrian Oliver,Washington,2006-2007,5.14195453168389
62,Adrian Rogers,Louisiana Tech,2006-2007,9.796090134598316
63,Adrian Woodard,Hampton,2006-2007,28.47375707849222
64,Adrian Zamora,Montana St.,2006-2007,24.200415028057535
65,Afam Nweke,Louisiana-Monroe,2006-2007,22.260560615829668
66,Ahmaad Cook,Ball St.,2006-2007,15.867228091066599
67,Ahmad Nivins,St. Joseph's,2006-2007,23.35604435679163
68,Ahmet Gueye,Hawaii,2006-2007,22.685801702739305
69,Ajay Calvin,Drake,2006-2007,24.696664448727077
70,Ajay Riding,Fresno St.,2006-2007,13.525712234504487
71,Akbar Abdul-Ahad,Idaho State,2006-2007,28.105377456988215
72,Akeem Gooding,St. Peter's,2006-2007,16.2318791121231
73,Akeem Wright,Kansas St.,2006-2007,29.030261039264108
74,Akini Adkins,Florida A&M,2006-2007,18.53670299726787
75,Al Horford,Florida,2006-2007,4.763162610825757
76,Al Stewart,Drake,2006-2007,27.750072390797555
77,Al Thornton,Florida St.,2006-2007,27.89394964289011
78,Al'Davon Thomas,Norfolk State,2006-2007,25.22221867340935
79,Alade Aminu,Georgia Tech,2006-2007,16.696543982098536
80,Alan Metcalfe,Vanderbilt,2006-2007,8.679677456991504
81,Alan Voskuil,Texas Tech,2006-2007,20.949842175921912
82,Alan Wiggins,San Francisco,2006-2007,26.186587310677176
83,Alando Tucker,Wisconsin,2006-2007,31.30573168464102
84,Albert Jackson,Georgia,2006-2007,5.849032362936241
85,Aldric Reynolds,Texas-San Antonio,2006-2007,-0.002359908811627315
86,Aldryan Wardell,McNeese St.,2006-2007,9.457965314693913
87,Alejo Rodriguez,Iona,2006-2007,24.28802159961672
88,Aleks Maric,Nebraska,2006-2007,13.148676320284936
89,Aleks Perka,Rice,2006-2007,12.683480422769254
90,Aleksandar Cuic,Oregon St.,2006-2007,13.329693368574498
91,Aleksandar Popovic,Maryland - E. Shore,2006-2007,14.380105957072779
92,Alex Barnett,Dartmouth,2006-2007,19.725064155714964
93,Alex Bausley,Sacramento State,2006-2007,30.68963602851452
94,Alex Blair,Fresno St.,2006-2007,13.405320292457356
95,Alex Cornett,Kennesaw St.,2006-2007,14.114321204786064
96,Alex Cox,Denver,2006-2007,16.828384775328203
97,Alex Franklin,Siena,2006-2007,30.489526437977645
98,Alex Galindo,Florida International,2006-2007,15.019944996782737
99,Alex Gordon,Vanderbilt,2006-2007,27.332253597948196
100,Alex Harris,UC Santa Barbara,2006-2007,20.826190182002865
101,Alex McLean,Liberty,2006-2007,21.333384184688164
102,Alex Moosmann,Miami (OH),2006-2007,32.376905058887324
103,Alex Nunner,Monmouth-NJ,2006-2007,14.046398001017295
104,Alex Opacic,Furman,2006-2007,15.586398373377808
105,Alex Owumi,Alcorn St.,2006-2007,11.427257045441811
106,Alex Pledger,UMKC,2006-2007,16.065273083231258
107,Alex Pribble,California,2006-2007,8.32638817400177
108,Alex Robinson,Texas-Pan American,2006-2007,12.438863379038041
109,Alex Ruoff,West Virginia,2006-2007,33.64926869975448
110,Alex Smith,William & Mary,2006-2007,13.054865438671712
111,Alex Stepheson,North Carolina,2006-2007,20.031611060353153
112,Alex Stone,New Jersey Tech,2006-2007,13.479179608219157
113,Alex Tyler,Cornell,2006-2007,15.707407548882161
114,Alex Vander Baan,Holy Cross,2006-2007,22.779125762358067
115,Alex Woodhouse,Colgate,2006-2007,19.280077130580636
116,Alex Zimnickas,Hartford,2006-2007,11.464554934230465
117,Alexander Starr,Centenary,2006-2007,19.913253768978183
118,Alexander Zampier,Yale,2006-2007,9.49859660925463
119,Alfonso Scandrett III,Radford,2006-2007,13.033549480117912
120,Alfred Aboya,UCLA,2006-2007,21.404525653808232
121,Aliou Keita,Drake,2006-2007,20.751561815694863
122,Allan Hanson,Wis.-Milwaukee,2006-2007,20.914898260596594
123,Allan Sheppard,St. Francis (NY),2006-2007,36.412537224279475
124,Allen Morill,Arizona St.,2006-2007,14.06351917648439
125,Almamy Thiero,Duquesne,2006-2007,12.978743931978412
126,Alonzo Gee,Alabama,2006-2007,6.91022681081218
127,Alonzo Young,Sacramento State,2006-2007,10.368010634818987
128,Alphonso Williams,Louisiana-Lafayette,2006-2007,22.774032688198062
129,Alvardo Parker,Texas Christian,2006-2007,23.46586275373728
130,Alvin Edwards,Savannah State,2006-2007,10.58335125652435
131,Alvin Mofunanya,St. Joseph's,2006-2007,9.521463113302516
132,Amadi McKenzie,Tennessee Tech,2006-2007,24.860488838441963
133,Amadou Mbdoji,Jacksonville St.,2006-2007,18.143207973468893
134,Amir Johnson,Radford,2006-2007,16.194000410548355
135,Amorrow Morgan,Idaho State,2006-2007,10.628360219334125
136,Amu Saaka,South Florida,2006-2007,13.812621050799942
137,Andrae Belton,Tennessee St.,2006-2007,8.377142746351518
138,Andre Allen,Memphis,2006-2007,31.93327360259026
139,Andre Harris,Fairleigh Dickinson,2006-2007,21.28669410893773
140,Andre Hines,Lafayette,2006-2007,6.937617097812161
141,Andre Ingram,American U.,2006-2007,25.25738864089691
142,Andre McGee,Louisville,2006-2007,17.248223114031244
143,Andre Morgan,Kennesaw St.,2006-2007,16.147745458051837
144,Andre Ratliff,Grambling State,2006-2007,12.317233812292507
145,Andre Ricks,Western Michigan,2006-2007,8.201902401745242
146,Andre Smith,North Dakota State,2006-2007,30.52692809501372
147,Andre Smyth,Central Michigan,2006-2007,10.723074197981786
148,Andre Stephens,Southern Mississippi,2006-2007,19.290447108636826
149,Andre Vanterpool,Stony Brook,2006-2007,12.909102829248484
150,Andreas Schreiber,Pennsylvania,2006-2007,22.4880951752075
151,Andres Sandoval,Dayton,2006-2007,18.803683211360973
152,Andrew Brown,Lafayette,2006-2007,7.673043057712567
153,Andrew Engel,New Jersey Tech,2006-2007,8.668120077058429
154,Andrew Francis,Texas-San Antonio,2006-2007,16.538725573428135
155,Andrew Garcia,Tulane,2006-2007,24.301382113957697
156,Andrew Goba,Stony Brook,2006-2007,8.693097198787335
157,Andrew Green,Cal St. Fullerton,2006-2007,18.236607016573473
158,Andrew Hayles,Alabama St.,2006-2007,11.193989141949833
159,Andrew Hershberger,Western Michigan,2006-2007,25.107142637108584
160,Andrew House,Belmont,2006-2007,16.327772959699463
161,Andrew Lovedale,Davidson,2006-2007,18.845053026924276
162,Andrew Madsen,Idaho,2006-2007,8.386034157178663
163,Andrew Naeve,Cornell,2006-2007,18.586772195170653
164,Andrew Patterson,Niagara,2006-2007,8.23964662808697
165,Andrew Prestley,Grambling State,2006-2007,11.595545131139984
166,Andrew Preston,Belmont,2006-2007,17.084176301608426
167,Andrew Pusar,Harvard,2006-2007,20.82356746803575
168,Andrew Reed,East Tennessee St.,2006-2007,23.022728441003522
169,Andrew Strait,Montana,2006-2007,13.876482164635357
170,Andrew Warren,Bradley,2006-2007,16.163372292910086
171,Andy Genao,Prairie View A&M,2006-2007,17.281028773808117
172,Andy Kleinjan,South Dakota State,2006-2007,20.960373387962022
173,Andy Polka,Loyola-Chicago,2006-2007,27.66455385000099
174,Andy Rautins,Syracuse,2006-2007,17.833428707932935
175,Andy Robinson,Buffalo,2006-2007,15.530788521803126
176,Andy Wicke,Belmont,2006-2007,31.100023038646054
177,Angel Alamo,Sacramento State,2006-2007,18.148321744916487
178,Angelo Hernandez,No.Carolina A&T,2006-2007,19.97420620740192
179,Angelo Smith,Indiana - Purdue,2006-2007,16.54009403352425
180,Angelo Tsagarakis,Oregon St.,2006-2007,14.962365523866309
181,Antanas Kavaliauksas,Texas A&M,2006-2007,13.745078937627476
182,Anthony Brown,Pacific,2006-2007,23.587594572558473
183,Anthony Bruin,Iona,2006-2007,16.34776422440978
184,Anthony Esparza,Pacific,2006-2007,22.01657010562077
185,Anthony Farmer,Rutgers,2006-2007,9.546867202067139
186,Anthony Fisher,Tennessee Tech,2006-2007,29.32278541694234
187,Anthony Ford,Alcorn St.,2006-2007,11.536383676915095
188,Anthony Goods,Stanford,2006-2007,14.68543069475404
189,Anthony Gurley,Wake Forest,2006-2007,14.906770806762047
190,Anthony Harris,Miami-Florida,2006-2007,18.03083321785932
191,Anthony Johnson,Fairfield,2006-2007,22.125564879376814
192,Anthony Marshall,Georgia Southern,2006-2007,16.837232392927774
193,Anthony Mason Jr.,St. John's,2006-2007,27.568451779000483
194,Anthony Morrow,Georgia Tech,2006-2007,17.349660225073134
195,Anthony Newell,Ball St.,2006-2007,19.12309901877507
196,Anthony Searcy,Alcorn St.,2006-2007,10.88849744434028
197,Anthony Slack,Illinois St.,2006-2007,25.952228898867343
198,Anthony Smith,Liberty,2006-2007,18.268563936082572
199,Anthony Thomas,Boise St.,2006-2007,15.112947651732359
200,Anthony Tolliver,Creighton,2006-2007,24.909967649881395
201,Anthony Vereen,Texas-Arlington,2006-2007,18.15222808747001
202,Anthony Washington,Portland St.,2006-2007,18.537620741389404
203,Anthony Williams,Grambling State,2006-2007,19.59682874479789
204,Antjuan Koger,Tennessee Tech,2006-2007,5.385741533360979
205,Antoine Agudio,Hofstra,2006-2007,27.71990717270602
206,Antoine Johnson,Georgia Southern,2006-2007,17.869703229752
207,Antoine Pearson,Manhattan,2006-2007,20.90699568561951
208,Antoine Perry,Norfolk State,2006-2007,5.29419342064042
209,Antonio Anderson,Memphis,2006-2007,39.799165292991475
210,Antonio Graves,Pittsburgh,2006-2007,24.082506248146313
211,Antonio Kellogg,San Francisco,2006-2007,22.28748448159516
212,Antonio McMillion,Maryland - E. Shore,2006-2007,15.101762875468339
213,Antonio Porch,Denver,2006-2007,13.203112883919385
214,Antonio Russell,Western Carolina,2006-2007,11.968746814488021
215,Antuane Miller,Stephen F. Austin,2006-2007,39.77621867116182
216,Antwan Harrison,Coppin St.,2006-2007,10.820629796068715
217,Antwi Atuahene,Arizona St.,2006-2007,19.712812050913886
218,Antwoine Blanchard,Texas State,2006-2007,14.218182718715896
219,Antwon Coleman,Charlotte,2006-2007,17.993111423969786
220,Antwon Harris,Winthrop,2006-2007,14.274719577643145
221,Antwon Williams,Texas State,2006-2007,23.577153502929992
222,Anwar Johnson,Air Force,2006-2007,14.270510874641372
223,Archie Miaway,Auburn,2006-2007,15.550284463789131
224,Arden Skoglund,Valparaiso,2006-2007,9.517828932120183
225,Ari Warmerdam,UC Davis,2006-2007,5.954484141467846
226,Arin Dunn,New Hampshire,2006-2007,17.084808515046863
227,Arizona Reid,High Point,2006-2007,23.766551231961888
228,Arminas Urbutis,Hofstra,2006-2007,12.654413093667465
229,Armon Bassett,Indiana,2006-2007,8.776999223984893
230,Armon Gates,Kent St.,2006-2007,18.312924505004553
231,Armondo Surratt,San Francisco,2006-2007,22.600851667031378
232,Arnaud Dahi,Old Dominion,2006-2007,32.97375696575141
233,Arnold Gore,Western Carolina,2006-2007,23.377978450894965
234,Arnold Henry,North Florida,2006-2007,13.428027244908442
235,Aron Baynes,Washington St.,2006-2007,17.17308928166467
236,Arron Afflalo,UCLA,2006-2007,25.264490017023718
237,Art Stalbergs,Evansville,2006-2007,19.08845246976968
238,Art Valentine,Maryland - E. Shore,2006-2007,16.280824250404873
239,Artem Wallace,Washington,2006-2007,5.120915020875082
240,Artis Gant,Long Beach St.,2006-2007,12.859035303798137
241,Arturas Valeika,Weber St.,2006-2007,23.36300528791126
242,Arturo Dubois,Manhattan,2006-2007,20.984968683467596
243,Arvydas Eitutavicius,American U.,2006-2007,14.074674811817163
244,Arvydas Lidzius,St. Joseph's,2006-2007,15.34351998717061
245,Arvydas Vaitiekus,Utah St.,2006-2007,15.963100083397137
246,Ashton Farmer,Arkansas St.,2006-2007,6.122444780479899
247,Ashton Mitchell,Sam Houston St.,2006-2007,15.593286417013799
248,Asim McQueen,Tulane,2006-2007,14.536317210269877
249,Asrangue Souleymane,New Orleans,2006-2007,26.084368809006072
250,Aswan Minatee,Wis.-Green Bay,2006-2007,17.673465154042532
251,Aubin Scott,LIU Brooklyn,2006-2007,21.77047023381271
252,Augustine Woodlin,Coppin St.,2006-2007,20.08964332012018
253,Aurimas Adomaitis,LIU Brooklyn,2006-2007,22.763187274621778
254,Auryn McMillan,Gardner-Webb,2006-2007,17.064621575916163
255,Austen Powers,CSU Northridge,2006-2007,19.769611589114387
256,Austin Ainge,Brigham Young,2006-2007,20.938723505909508
257,Austin Ewing,No.Carolina A&T,2006-2007,10.415631446674839
258,Austin Johnson,Oklahoma,2006-2007,8.288157966508281
259,Austin Kilpatrick,Idaho State,2006-2007,20.869451880340197
260,Austin Montgomery,Indiana - Purdue,2006-2007,19.382166935516846
261,Austin Pennick,North Dakota State,2006-2007,17.299575740994666
262,Austin Swift,Montana,2006-2007,4.217237460765786
263,Austin Waggener,CSU Northridge,2006-2007,19.15177501994517
264,Avery Holley,Florida Atlantic,2006-2007,15.767963718152776
265,Avery Patterson,St. John's,2006-2007,20.703706783811583
266,Avery Smith,Wis.-Milwaukee,2006-2007,19.05666621299484
267,Ayinde Ubaka,California,2006-2007,10.490529508672292
268,B.A. Walker,VCU,2006-2007,30.905385322382106
269,B.J. Jenkins,Liberty,2006-2007,17.432470817722255
270,B.J. Nimocks,Maryland - E. Shore,2006-2007,15.710132938514635
271,B.J. Raymond,Xavier,2006-2007,18.105324757438083
272,Bahaadar Russell,Cleveland St.,2006-2007,15.691299829684572
273,Bam Doyne,Mississippi,2006-2007,6.919044109306256
274,Bamba Fall,Southern Methodist,2006-2007,18.214096377180994
275,Bambale Osby,Maryland,2006-2007,6.8807162255035035
276,Baptiste Bataille,Northeastern,2006-2007,4.1308026910705875
277,Barney Anderson,Rider,2006-2007,16.314235072329183
278,Barry Stewart,Mississippi St.,2006-2007,25.54189007004009
279,Bart Tooms,NC-Greensboro,2006-2007,13.30063051988541
280,Bashir Mason,Drexel,2006-2007,22.09175630607241
281,Bassirou Dieng,St. Francis (PA),2006-2007,42.90550380870092
282,Bassith Yessoufou,St. Francis (NY),2006-2007,33.60068049826488
283,Bejay Corley,Mercer,2006-2007,21.134114645957485
284,Belton Rivers,Tennessee Tech,2006-2007,22.54256495678119
285,Ben Allen,Indiana,2006-2007,5.441866000415662
286,Ben Bell,North Texas,2006-2007,22.271059962596834
287,Ben Elias,New Orleans,2006-2007,21.534462868947813
288,Ben Farmer,Marist,2006-2007,23.594848476541426
289,Ben Hansbrough,Mississippi St.,2006-2007,27.021881714049
290,Ben Jonson,Colgate,2006-2007,12.51100277951481
291,Ben Luber,Penn St.,2006-2007,20.848551913619417
292,Ben McCauley,N.C. State,2006-2007,25.391578386832105
293,Ben Murdock,Brigham Young,2006-2007,26.89668655248208
294,Ben Nwachukwu,Columbia,2006-2007,18.794706652432417
295,Ben Pemberton,Pacific,2006-2007,12.989945828065482
296,Ben Rand,Northern Illinois,2006-2007,19.60681218094755
297,Ben Smith,Jacksonville,2006-2007,10.938144499520465
298,Ben Stywall,NC-Greensboro,2006-2007,32.691450864728196
299,Ben Sullivan,Portland,2006-2007,7.983148896678202
300,Ben Uzoh,Tulsa,2006-2007,19.733321091944305
301,Ben Voogd,Louisiana State,2006-2007,23.438896579272186
302,Ben Woodside,North Dakota State,2006-2007,17.275393010130028
303,Bennett Davis,Northeastern,2006-2007,25.850809482825387
304,Benny Valentine,Texas Tech,2006-2007,13.292193496849535
305,Benson Egemonye,Niagara,2006-2007,23.599950388981014
306,Bernard Lowndes,Chattanooga,2006-2007,11.86506707580108
307,Bernell Murray,Fairleigh Dickinson,2006-2007,13.346660139956105
308,Bienvenu Songondo,Wyoming,2006-2007,19.071917389595168
309,Bilal Abdullah,Lafayette,2006-2007,7.3709747467950795
310,Bilal Benn,Villanova,2006-2007,9.69252791638336
311,Bill Van Senus,Indiana - Purdue,2006-2007,18.948453912392313
312,Billy Humphrey,Georgia,2006-2007,7.462330278169444
313,Billy Parrish,Eastern Illinois,2006-2007,17.795104840553222
314,Billy Pettiford,Indiana - Purdue,2006-2007,18.33622588915537
315,Billy Robinson,Longwood,2006-2007,10.069093101042725
316,Bjorn Bohley,Savannah State,2006-2007,8.037750823998108
317,Blagoj Janev,New Hampshire,2006-2007,12.851348413283034
318,Blake Adams,Texas Christian,2006-2007,17.591171997407695
319,Blake Ahearn,Missouri St.,2006-2007,10.01884848245772
320,Blake Crawford,UMKC,2006-2007,25.874722552800268
321,Blake Mishler,East Tennessee St.,2006-2007,11.843962545145395
322,Blake Schilb,Loyola-Chicago,2006-2007,23.882480513882246
323,Blake Sholberg,St. Mary's,2006-2007,7.9585110849661485
324,Blake Thompson,Georgia Southern,2006-2007,6.483778628282921
325,Blake Wallace,Pepperdine,2006-2007,17.997423260064057
326,Blake Yackley,South Dakota State,2006-2007,16.607269525395203
327,Blake Young,Kansas St.,2006-2007,29.65165542742313
328,Bo McCalebb,New Orleans,2006-2007,30.51243340697398
329,Bo Taylor,Hartford,2006-2007,20.781417606360826
330,Bobby Brown,Cal St. Fullerton,2006-2007,12.836756416101549
331,Bobby Catchings,Eastern Illinois,2006-2007,17.281263108098077
332,Bobby Fenske,Navy,2006-2007,21.09753063923376
333,Bobby Frasor,North Carolina,2006-2007,15.188136669043084
334,Bobby Hill,Illinois St.,2006-2007,21.043217653709167
335,Bobby Jolliff,Eastern Illinois,2006-2007,16.253567557929404
336,Bobby Kelly,Northeastern,2006-2007,17.186713703685992
337,Bobby Maze,Oklahoma,2006-2007,7.490526830134365
338,Bobby Nash,Hawaii,2006-2007,21.327297637288424
339,Bobby Perry,Kentucky,2006-2007,10.30972928389081
340,Bobby Riddell,Purdue,2006-2007,3.3456725952149196
341,Boo Ramsey,Troy,2006-2007,19.727408334596934
342,Boo Richardson,Illinois St.,2006-2007,14.38549677325396
343,Boomer Herndon,Belmont,2006-2007,14.503245796261986
344,Boris Meno,Davidson,2006-2007,24.465371386745872
345,Boris Siakam,Western Kentucky,2006-2007,22.6567620735756
346,Boubacar Coly,Morgan St.,2006-2007,15.98511335731789
347,Brad Jones,Wyoming,2006-2007,24.121159715644573
348,Brad Kanis,Southern Utah,2006-2007,18.33117025084363
349,Brad Larson,Florida International,2006-2007,19.727545976536096
350,Brad Nuckles,East Tennessee St.,2006-2007,28.26702851567168
351,Brad Unger,Harvard,2006-2007,18.764008900153954
352,Bradley Strickland,Evansville,2006-2007,21.363008121096296
353,Brandan Wright,North Carolina,2006-2007,35.659560109796004
354,Branden Johnson,Montana St.,2006-2007,18.23989372582551
355,Branden Miller,Cincinnati,2006-2007,20.016319181438785
356,Brandis Raley-Ross,South Carolina,2006-2007,8.793420141018288
357,Brandon Adams,Manhattan,2006-2007,18.732965692772915
358,Brandon Bell,Detroit,2006-2007,26.981972673997195
359,Brandon Bowdry,Eastern Michigan,2006-2007,13.831631322397218
360,Brandon Brock,St. Peter's,2006-2007,8.310466863970733
361,Brandon Burmeister,Washington,2006-2007,4.573148942964856
362,Brandon Bush,Texas State,2006-2007,16.185412703734638
363,Brandon Callahan,Morehead St.,2006-2007,15.930500720897323
364,Brandon Cartwright,Georgia St,2006-2007,18.743515102035023
365,Brandon Cassise,Oakland,2006-2007,10.635566838856848
366,Brandon Chappell,Lamar,2006-2007,12.629110739017106
367,Brandon Cole,Xavier,2006-2007,22.509897449883788
368,Brandon Costner,N.C. State,2006-2007,22.945583743374357
369,Brandon Cotton,Detroit,2006-2007,16.958090375308682
370,Brandon Crone,Butler,2006-2007,17.919890346822203
371,Brandon Davis,South Alabama,2006-2007,15.434542906312592
372,Brandon Evans,East Carolina,2006-2007,17.77992496069429
373,Brandon Ewing,Wyoming,2006-2007,25.891737810847683
374,Brandon Fields,Nevada,2006-2007,7.141644825426458
375,Brandon Ford,Central Michigan,2006-2007,8.730417484883711
376,Brandon Foust,SE Missouri St.,2006-2007,26.594602157918477
377,Brandon Giles,Longwood,2006-2007,12.592028548415426
378,Brandon Giles,Western Carolina,2006-2007,12.998321680050022
379,Brandon Hassell,Penn St.,2006-2007,18.52184784264183
380,Brandon Heath,San Diego St.,2006-2007,17.1896483816222
381,Brandon Hickson,Stony Brook,2006-2007,0.27010487227083174
382,Brandon Hollinger,Alabama,2006-2007,2.833115789567544
383,Brandon Holtz,Illinois St.,2006-2007,17.90316140713542
384,Brandon Jackson,Gardner-Webb,2006-2007,3.6128089981370235
385,Brandon Jenkins,Louisville,2006-2007,20.51582095426987
386,Brandon Johnson,Old Dominion,2006-2007,26.786507690635247
387,Brandon Johnson,San Diego,2006-2007,12.652238211860181
388,Brandon Long,Texas-Arlington,2006-2007,15.649378668125848
389,Brandon Macklin,Charleston Southern,2006-2007,6.871287341792968
390,Brandon McPherson,Valparaiso,2006-2007,12.908604084938863
391,Brandon Moore,Eastern Washington,2006-2007,19.93991532385669
392,Brandon Moore,Maryland - E. Shore,2006-2007,23.723255989850827
393,Brandon Nichols,Arkansas-Little Rock,2006-2007,12.929327172869971
394,Brandon Odom,New Hampshire,2006-2007,24.35256060370948
395,Brandon Plummer,Norfolk State,2006-2007,9.091260378475372
396,Brandon Powell,Florida,2006-2007,2.5358869912013526
397,Brandon Roberson,Texas A&M CC,2006-2007,21.142419926415673
398,Brandon Roberts,Louisiana-Monroe,2006-2007,20.39584279514314
399,Brandon Rohe,Santa Clara,2006-2007,7.157103525644772
400,Brandon Rush,Kansas,2006-2007,13.308374564926167
401,Brandon Smith,Minnesota,2006-2007,25.679809434827757
402,Brandon Thomas,Massachusetts,2006-2007,19.428566085609727
403,Brandon Thomas,Texas State,2006-2007,18.442195843371294
404,Brandon Wallace,South Carolina,2006-2007,19.405722603727327
405,Brandon Williams,Stetson,2006-2007,12.490515523240838
406,Brandon Woods,Loyola-Chicago,2006-2007,16.7191199414156
407,Brayden Billbe,American U.,2006-2007,22.096973031269087
408,Brendan Walker,Mercer,2006-2007,9.064601577976822
409,Brennan Votel,Pennsylvania,2006-2007,13.701319800640945
410,Brent Crews,Florida Atlantic,2006-2007,26.153806115528695
411,Brent Hackett,Texas Christian,2006-2007,9.66166774011257
412,Brent Holder,Texas State,2006-2007,19.909735732599028
413,Brent Petway,Michigan,2006-2007,5.5667188580124884
414,Brent Ragsdale,Kennesaw St.,2006-2007,17.983783709870853
415,Brent Stephens,UMKC,2006-2007,16.847663385927053
416,Brent Wilson,Albany,2006-2007,18.093548125932475
417,Brenton Butler,Fordham,2006-2007,18.648529941822314
418,Bret Brielmaier,Arizona,2006-2007,5.328583831715611
419,Brett Collins,St. Mary's,2006-2007,8.507832752149607
420,Brett Gifford,Albany,2006-2007,13.19759739723814
421,Brett Harvey,Loyola-Maryland,2006-2007,24.85891088452767
422,Brett James,Elon University,2006-2007,17.952267322166765
423,Brett Johnson,New Jersey Tech,2006-2007,7.809049688942059
424,Brett Loscalzo,Columbia,2006-2007,21.994169688910056
425,Brett McDade,Tulsa,2006-2007,22.444439622164882
426,Brett Ravenberg,Utah Valley,2006-2007,15.32573481319708
427,Brett Warner,N.C. Asheville,2006-2007,15.683222282705888
428,Brett Winkelman,North Dakota State,2006-2007,31.92461333593014
429,Breyohn Watson,Cleveland St.,2006-2007,12.282315537457462
430,Brian Asbury,Miami-Florida,2006-2007,32.07360576213799
431,Brian Burrell,Texas-Pan American,2006-2007,18.601625615167315
432,Brian Butch,Wisconsin,2006-2007,32.34059379564317
433,Brian Carlwell,Illinois,2006-2007,2.48679433037278
434,Brian Chesnut,Coppin St.,2006-2007,9.241690093143559
435,Brian Connelly,Albany,2006-2007,13.683497475327846
436,Brian Cusworth,Harvard,2006-2007,29.550050572060634
437,Brian Darcy,Harvard,2006-2007,18.509618230389403
438,Brian Epps,Southern Methodist,2006-2007,16.434239567627994
439,Brian Ezeh,Prairie View A&M,2006-2007,14.531115052627133
440,Brian Fisher,Winston-Salem,2006-2007,12.505092135609438
441,Brian Fisk,Lipscomb,2006-2007,16.63638396321005
442,Brian Gettinger,UMKC,2006-2007,19.862865906765865
443,Brian Gilmore,American U.,2006-2007,21.31776090542634
444,Brian Glowiak,Hartford,2006-2007,12.742060005767419
445,Brian Grandieri,Pennsylvania,2006-2007,35.351259909623145
