,PLAYER,TEAM,YEAR,PER
791,Dalky Melendez,Louisiana-Monroe,2006-2007,19.736906721939704
792,Dameon Mason,Louisiana State,2006-2007,12.989305991523452
793,Damian Hollis,George Washington,2006-2007,15.56712871794357
794,Damian Johnson,Minnesota,2006-2007,23.952654980156243
795,Damian Martin,Loyola Marymount,2006-2007,23.24552456880823
796,Damien Hubbard,Liberty,2006-2007,22.26959642358298
797,Damion James,Texas,2006-2007,4.166654097274923
798,Damir Suljagic,Texas Tech,2006-2007,19.373051750519316
799,Damitrius Coleman,Bethune-Cookman,2006-2007,23.76619449009095
800,Damon Huffman,Brown,2006-2007,11.463167135279734
801,Damon Jones,Northwestern St.,2006-2007,8.134058598988496
802,Dan Biber,Dartmouth,2006-2007,15.430907340234214
803,Dan Cage,Vanderbilt,2006-2007,23.227761344026952
804,Dan Coleman,Minnesota,2006-2007,21.168741853291102
805,Dan Fitzgerald,Marquette,2006-2007,17.275952417395718
806,Dan Gentile,Colgate,2006-2007,16.988324850223524
807,Dan Geriot,Richmond,2006-2007,12.424472262139659
808,Dan Henry,Weber St.,2006-2007,25.383300355059124
809,Dan Lewis,New Jersey Tech,2006-2007,19.060510284565915
810,Dan McGeary,New Hampshire,2006-2007,17.797724606670684
811,Dan Nwaelele,Air Force,2006-2007,23.441826884554235
812,Dan Stonkus,New Jersey Tech,2006-2007,16.108709160067555
813,Dan Vandervieren,Purdue,2006-2007,7.5377196899032155
814,Dan Werner,Florida,2006-2007,2.9709507212354596
815,Dane Bradshaw,Tennessee,2006-2007,8.053556784311299
816,Dane Brumagin,UMKC,2006-2007,18.814811943129513
817,Dane Watts,Creighton,2006-2007,26.68373707197499
818,Danero Thomas,Murray St.,2006-2007,15.540789023737188
819,Daniel Dean,Utah,2006-2007,4.72270047565697
820,Daniel Dillon,Arizona,2006-2007,4.033809527039557
821,Daniel Emerson,Western Kentucky,2006-2007,19.567929399302916
822,Daniel Faris,New Mexico,2006-2007,13.529079374149381
823,Daniel Fleming,San Diego,2006-2007,6.824318084593142
824,Daniel Fountain,NC-Wilmington,2006-2007,11.95210741554618
825,Daniel Hackett,Southern California,2006-2007,18.79742142843314
826,Daniel Northern,Tennessee Tech,2006-2007,12.092244729974876
827,Daniel Puckett,Tulane,2006-2007,18.861777831573804
828,Daniel Ruffin,Bradley,2006-2007,31.39302381573604
829,Daniel Waddy,Colgate,2006-2007,17.04730624644843
830,Danijel Krleski,Maryland - E. Shore,2006-2007,9.978526817225761
831,Danijel Zoric,Illinois-Chicago,2006-2007,10.07470985835765
832,Dannie Powell,Central Conn. St.,2006-2007,13.180232286088863
833,Danny Adams,Bradley,2006-2007,22.287364598191335
834,Danny Brown,Saint Louis,2006-2007,14.688289755153342
835,Danny Brown,San Diego,2006-2007,6.8435570551957685
836,Danny Cavic,San Francisco,2006-2007,21.440950373716323
837,Danny Green,North Carolina,2006-2007,23.385987631074297
838,Danny Morrissey,Penn St.,2006-2007,10.211479957495646
839,Danny Oglesby,Fairfield,2006-2007,10.852604819277586
840,Danny Pariseau,Santa Clara,2006-2007,33.8758136086025
841,Danny Piepoli,Montana St.,2006-2007,14.752969203745046
842,Danny Puente,Texas-Pan American,2006-2007,4.1579962432426125
843,Danny Sumner,William & Mary,2006-2007,16.011822581814343
844,Dante Cunningham,Villanova,2006-2007,28.557808821200567
845,Dante Drummer,Norfolk State,2006-2007,9.899986474338203
846,Dante Milligan,Massachusetts,2006-2007,14.233087255223468
847,Dante Williams,East Tennessee St.,2006-2007,9.646597130114166
848,Daon Merritt,South Alabama,2006-2007,26.582616909159725
849,Darek Mitchell,Howard,2006-2007,10.896251464548936
850,Darian Townes,Arkansas,2006-2007,6.380297270511906
851,Darien Bynum,Louisiana-Monroe,2006-2007,18.734875248939243
852,Darin Granger,Evansville,2006-2007,24.171525923326236
853,Darin Nagle,Idaho,2006-2007,9.76251420154785
854,Darion Goins,San Jose St.,2006-2007,10.43642603492094
855,Darion Jeralds,NC-Wilmington,2006-2007,9.479597972967776
856,Darius Floyd,Winston-Salem,2006-2007,5.238698373772203
857,Darius Glover,Florida A&M,2006-2007,17.945079834621172
858,Darnell Dialls,Eastern Kentucky,2006-2007,20.892376613293678
859,Darnell Harris,La Salle,2006-2007,21.184885743403502
860,Darnell Jackson,Kansas,2006-2007,12.598954299772897
861,Darnell Lazare,Louisiana State,2006-2007,19.8391677404764
862,Darnell Wilson,Canisius,2006-2007,22.318047989120117
863,Darold Crow,Tulsa,2006-2007,22.042666660305102
864,Darrell Arthur,Kansas,2006-2007,17.385993614915545
865,Darrell Harris,Rhode Island,2006-2007,15.598734275850223
866,Darrell Jenkins,East Carolina,2006-2007,14.969585066962617
867,Darrell Johnson,Delaware,2006-2007,7.2990367273673
868,Darrell Mosley,Delaware State,2006-2007,4.126209189210097
869,Darrell Wonge,Winston-Salem,2006-2007,12.0381614291197
870,Darren Avery,Middle Tennessee St.,2006-2007,12.52750389034636
871,Darren Clarke,Texas-El Paso,2006-2007,13.216908741394535
872,Darren Cloud,South Alabama,2006-2007,10.481306127547748
873,Darren Collison,UCLA,2006-2007,32.853302660885234
874,Darren Cooper,Portland,2006-2007,5.877808356835729
875,Darren Fells,UC Irvine,2006-2007,14.480619553235266
876,Darren Hopkins,Lamar,2006-2007,17.042355007675763
877,Darren Kent,Kansas St.,2006-2007,15.03850195885674
878,Darren Mastropaolo,Bucknell,2006-2007,25.992559780673005
879,Darren Moore,Northern Colorado,2006-2007,18.469830417764637
880,Darren Prentice,New Mexico,2006-2007,13.430157170987757
881,Darren Smith,Pennsylvania,2006-2007,9.13101456114993
882,Darrin Govens,St. Joseph's,2006-2007,11.719979434855265
883,Darrin Shine,Delaware State,2006-2007,25.214060310105957
884,Darrin Williams,Loyola-Chicago,2006-2007,11.050963845163823
885,Darrion Griffin,Jackson State,2006-2007,22.646159227317465
886,Darris Nichols,West Virginia,2006-2007,25.846367793357086
887,Darryl Butterfield,Missouri,2006-2007,8.049204300141485
888,Darryl Clements,Bowling Green,2006-2007,9.643554439006179
889,Darryl Crawford,Manhattan,2006-2007,14.127746694587241
890,Darryl Dora,Texas Tech,2006-2007,24.484809712496585
891,Darryl Evans,Furman,2006-2007,11.98860776623451
892,Darryl Felder,NC-Wilmington,2006-2007,21.639820568424305
893,Darryl Hudson,Howard,2006-2007,20.446887573957767
894,Darryl Merthie,Marshall,2006-2007,11.003278146060797
895,Darryl Monroe,George Mason,2006-2007,24.66215005199122
896,Darryl Roberts,Coppin St.,2006-2007,19.509534270990457
897,Darryl Watkins,Syracuse,2006-2007,29.782804269128036
898,Darwin Young,Buffalo,2006-2007,16.344073502191446
899,Daryl Cohen,Southeastern Louisiana,2006-2007,14.05502760518867
900,Daryll Hill,St. John's,2006-2007,21.50264986314363
901,Dashaun Wood,Wright St.,2006-2007,25.979275599469407
902,Dave Bliss,Georgia,2006-2007,3.3418662981326204
903,Dave Neal,Maryland,2006-2007,7.154266138805376
904,Dave Noel,Central Florida,2006-2007,23.09098555104669
905,Dave Telander,Loyola-Chicago,2006-2007,16.528638951811867
906,Daven Harmeling,Washington St.,2006-2007,20.603248523473237
907,David Barlow,Indiana - Purdue,2006-2007,26.886334179628378
908,David Booker,Charlotte,2006-2007,7.25512483225172
909,David Boykin,Fordham,2006-2007,12.361146290023905
910,David Carter,UC Davis,2006-2007,12.079303419943718
911,David Cubillan,Marquette,2006-2007,16.334466508599228
912,David Dees,Louisiana-Lafayette,2006-2007,32.87310416651678
913,David Ellis,Nevada,2006-2007,21.25636162946819
914,David Fisher,New Mexico St.,2006-2007,21.5079967373161
915,David Foster,Utah,2006-2007,5.778409431163302
916,David Garrison,Louisiana-Monroe,2006-2007,9.14639702332159
917,David Godbold,Oklahoma,2006-2007,11.797732182075647
918,David Gomez,Tulane,2006-2007,21.616606468831687
919,David Gonzalvez,Richmond,2006-2007,19.5441792610777
920,David Heck,Utah Valley,2006-2007,21.13603831581515
921,David Holston,Chicago St.,2006-2007,26.140545844776334
922,David Hoskins,Kansas St.,2006-2007,29.52690029585509
923,David Jackson,Idaho,2006-2007,11.442356282218105
924,David Jackson,Penn St.,2006-2007,21.084242440608698
925,David Jackson,Western Illinois,2006-2007,23.01883325879969
926,David Johnson,SE Missouri St.,2006-2007,19.82629708683583
927,David Kanyinda,New Mexico,2006-2007,5.953198723302553
928,David Kool,Western Michigan,2006-2007,23.438387726591774
929,David Lawrence,Charleston,2006-2007,11.615162061017541
930,David Lighty,Ohio St.,2006-2007,21.358855742871626
931,David Marek,Southern Utah,2006-2007,11.810029479051748
932,David McClure,Duke,2006-2007,25.389290090801413
933,David Monds,Oklahoma St.,2006-2007,20.200614235535827
934,David Moore,Winston-Salem,2006-2007,19.205500152846266
935,David Padgett,Louisville,2006-2007,31.884216047226154
936,David Patten,Weber St.,2006-2007,20.264789663810234
937,David Pendergraft,Gonzaga,2006-2007,26.197954059447675
938,David Potter,Clemson,2006-2007,14.319858804483383
939,David Ryan,Siena,2006-2007,20.37685029190882
940,David Schneider,William & Mary,2006-2007,20.97488272848613
941,David Schroeder,Idaho State,2006-2007,21.08936231171699
942,David Teague,Purdue,2006-2007,10.507929866409695
943,David Weaver,Wake Forest,2006-2007,21.334949318530214
944,Daviin Davis,Weber St.,2006-2007,24.273848149950773
945,Davis Bowne,Appalachian St.,2006-2007,25.01798677047533
946,Davon Roberts,Sacramento State,2006-2007,21.946634810026538
947,Dawin Whiten,Cal Poly SLO,2006-2007,23.27971880616393
948,De'Andre Adams,Winthrop,2006-2007,28.255663291484545
949,De'Angelo Alexander,Charlotte,2006-2007,26.13648385745523
950,De'Jon Jackson,San Diego,2006-2007,12.644277232143606
951,DeAndre Bray,Jacksonville St.,2006-2007,21.140746403248276
952,DeAndre Eggins,Arkansas-Little Rock,2006-2007,16.96726066619104
953,DeAndre Rice,Florida Atlantic,2006-2007,18.41049475352256
954,DeMarcus Ducre,Michigan St,2006-2007,11.796291344397389
955,DeMarcus Nelson,Duke,2006-2007,20.93811485683086
956,DeMario Anderson,Quinnipiac,2006-2007,17.853175011626863
957,DeShaune Griffin,Iona,2006-2007,10.412643570096126
958,DeShawn Sims,Michigan,2006-2007,3.872986083924053
959,DeWayne Reed,Auburn,2006-2007,15.608135917999087
960,Decensae White,Texas Tech,2006-2007,13.546589663518592
961,Dedrick Bates,UC Riverside,2006-2007,22.636111197289082
962,Dee Ayuba,UMKC,2006-2007,31.459876385033997
963,Deforrest Riley-Smith,Southern,2006-2007,1.7321991136082477
964,Dejan Delic,Monmouth-NJ,2006-2007,22.168562976453952
965,Dejan Grkovic,NC-Wilmington,2006-2007,21.66773212393966
966,Dekyron Nicks,Southeastern Louisiana,2006-2007,13.49422283189345
967,Delvin Thompson,Alcorn St.,2006-2007,15.83452532090641
968,Demar Dotson,Southern Mississippi,2006-2007,21.895890122504795
969,Demarcus Bell,Central Arkansas,2006-2007,14.696552389744648
970,Demario Mattox,Hampton,2006-2007,16.035603210518186
971,Demetric Bennett,South Alabama,2006-2007,24.07327230394674
972,Demetris Nichols,Syracuse,2006-2007,20.828658175003653
973,Demetrius Bell,Northwestern St.,2006-2007,35.71170371260483
974,Demetrius Jemison,Alabama,2006-2007,5.418998979701402
975,Demetrius Johnson,IUPU - Ft. Wayne,2006-2007,21.274772432462054
976,Demetrius Monroe,Idaho State,2006-2007,14.080060562214351
977,Demetrius Nelson,Citadel,2006-2007,20.253182169023145
978,Demetrius Scott,Appalachian St.,2006-2007,20.624446393185842
979,Denis Clemente,Miami-Florida,2006-2007,22.019615004904033
980,Denis Ikovlev,Nevada,2006-2007,20.228372842597825
981,Dennard Abraham,Towson,2006-2007,16.01229153634957
982,Dennis Horner,N.C. State,2006-2007,17.81034102255
983,Deon Thompson,North Carolina,2006-2007,18.153302206213212
984,Deonta Vaughn,Cincinnati,2006-2007,20.616779825854255
985,Deonte Huff,Portland St.,2006-2007,20.088283196213887
986,Dequan Twilley,East Tennessee St.,2006-2007,17.622775207027612
987,Derek Coleman,Robert Morris,2006-2007,21.170370971810552
988,Derek Drews,Western Michigan,2006-2007,19.29160715602782
989,Derek Duggins,Jacksonville,2006-2007,7.408243186713443
990,Derek Fracalossi,Western Michigan,2006-2007,20.407734753021618
991,Derek Glasser,Arizona St.,2006-2007,15.55371765685058
992,Derek Gray,Louisiana-Lafayette,2006-2007,18.474505691199834
993,Derek Johnson,Prairie View A&M,2006-2007,15.84687528062409
994,Derek Raivio,Gonzaga,2006-2007,27.353689135761876
995,Derek Risper,Eastern Washington,2006-2007,22.51112466289192
996,Derek Stockalper,Cal Poly SLO,2006-2007,25.93019899869409
997,Derek Wright,Austin Peay,2006-2007,27.056740565250514
998,Derek Young,Navy,2006-2007,6.465304797228751
999,Derick Grubb,Loyola Marymount,2006-2007,13.563324311374725
1000,Derick Nelson,Oakland,2006-2007,29.524360900326318
1001,Deron Washington,Virginia Tech,2006-2007,24.55256643021684
1002,Derrick Brown,Xavier,2006-2007,25.920065456681087
1003,Derrick Byars,Vanderbilt,2006-2007,27.578567217568068
1004,Derrick Caracter,Louisville,2006-2007,7.393610552435349
1005,Derrick Davis,South Carolina State,2006-2007,10.895228505301152
1006,Derrick Jasper,Kentucky,2006-2007,7.4085475380587305
1007,Derrick Low,Washington St.,2006-2007,25.531522434935273
1008,Derrick Mercer,American U.,2006-2007,21.81570640814336
1009,Derrick Roberts,Southern Methodist,2006-2007,19.588200118567595
1010,Derrick Roland,Texas A&M,2006-2007,8.86058484041098
1011,Derrick Simmons,Florida Atlantic,2006-2007,18.622985649763294
1012,Deshean Porchea,Alabama St.,2006-2007,8.813787898801813
1013,Desmond Nwoke,Idaho,2006-2007,8.522689043468176
1014,Desmond Yates,Middle Tennessee St.,2006-2007,11.661734160210976
1015,Devan Bawinkell,West Virginia,2006-2007,11.212255010985766
1016,Devan Carter,Elon University,2006-2007,11.067374700945862
1017,Deven Dickerson,Georgia St,2006-2007,21.74630853614247
1018,Deven Mitchell,Missouri St.,2006-2007,13.972459904967291
1019,Devin Johnson,Fairfield,2006-2007,13.838002499570328
1020,Devin Stowers,Savannah State,2006-2007,4.775909408944817
1021,Devin Sweetney,St. Francis (PA),2006-2007,41.347990875188465
1022,Devon Austin,Manhattan,2006-2007,21.17810890414941
1023,Devon Clarke,Iona,2006-2007,16.029858337427996
1024,Devon Dumes,Eastern Michigan,2006-2007,15.128423121638152
1025,Devon Mosley,Dartmouth,2006-2007,16.91142332899096
1026,Devon Pearson,Southern Methodist,2006-2007,21.701741415743395
1027,Devon Seaford,Lipscomb,2006-2007,5.2381118738189265
1028,Devonte Thomas,San Jose St.,2006-2007,25.47565761816131
1029,Dewayne Green,Southern Mississippi,2006-2007,27.11575101850229
1030,Dewayne Pettus,Bethune-Cookman,2006-2007,12.396548306445817
1031,Dewey Burke,North Carolina,2006-2007,13.897837141317225
1032,Dewitt Scott,IUPU - Ft. Wayne,2006-2007,15.46023288865994
1033,Dexter Anoka,Tenn-Martin,2006-2007,21.505001590019138
1034,Dexter Pittman,Texas,2006-2007,2.6335966302403153
1035,Dexter Shankle,Texas-Pan American,2006-2007,22.099931038264728
1036,Dez Willingham,Southern Methodist,2006-2007,16.491341345646607
1037,Dezmon Harris,Weber St.,2006-2007,16.090244023178233
1038,Dezon Otis,Texas-San Antonio,2006-2007,8.239045827449816
1039,Diamon Simpson,St. Mary's,2006-2007,11.896255594821724
1040,Didier Kollo,Texas State,2006-2007,6.149037891311542
1041,Dietric Slater,Mississippi St.,2006-2007,30.476149456371637
1042,Diogo Salazar,Georgia Southern,2006-2007,22.441363970195077
1043,Dion Dacons,Temple,2006-2007,28.182408922008992
1044,Dion Dowell,Houston,2006-2007,12.833897521266808
1045,Dion Harris,Michigan,2006-2007,4.326456434728351
1046,Dionte Christmas,Temple,2006-2007,15.326759929444618
1047,Dionte Perry,SE Missouri St.,2006-2007,11.782172019369245
1048,Dodie Dunson,Iowa St.,2006-2007,11.038512291548471
1049,Dokun Akingbade,George Washington,2006-2007,17.85438369354769
1050,Domas Kvedys,Sam Houston St.,2006-2007,18.225399643651343
1051,Dominic Calegari,UC Davis,2006-2007,10.370881723464954
1052,Dominic James,Marquette,2006-2007,29.126440002113092
1053,Dominic McGuire,Fresno St.,2006-2007,28.42979650908732
1054,Dominic Osei,Fordham,2006-2007,26.031707973071526
1055,Dominic Waters,Hawaii,2006-2007,8.017946121621122
1056,Dominick Mejia,Drexel,2006-2007,20.643999923291886
1057,Dominique Archie,South Carolina,2006-2007,9.154267993241463
1058,Dominique Coleman,Colorado,2006-2007,9.580250855675658
1059,Dominique Davis,Howard,2006-2007,10.112668045029197
1060,Dominique Johnson,UMKC,2006-2007,25.228762078184804
1061,Dominique Kirk,Texas A&M,2006-2007,14.273040901822558
1062,Dominique Ricks,Long Beach St.,2006-2007,25.172724516157107
1063,Dominique Sharpe,Prairie View A&M,2006-2007,14.452692700307294
1064,Dominique Taylor,Texas A&M CC,2006-2007,20.947232460476876
1065,Dominique White,Texas Southern,2006-2007,16.96941397857997
1066,Dominitrix Johnson,Illinois St.,2006-2007,23.749225284768666
1067,Donald Brown,Bucknell,2006-2007,27.844531431788692
1068,Donald Lawson,Western Michigan,2006-2007,16.34996168875584
1069,Donald Thomas,Sacramento State,2006-2007,12.259824782535153
1070,Donaries Hair,Middle Tennessee St.,2006-2007,16.490227606003177
1071,Donatas Rackauskas,Southern Methodist,2006-2007,19.662672674765815
1072,Doneal Mack,Memphis,2006-2007,22.54802908929628
1073,Donell McFadden,Grambling State,2006-2007,13.918537988430508
1074,Donnell Covington,Charleston Southern,2006-2007,22.422250800524985
1075,Donnie Carson,Idaho State,2006-2007,14.307666957925683
1076,Donnie Stith,Tulane,2006-2007,24.382552965295314
1077,Donny McLendon,Citadel,2006-2007,4.388461781756179
1078,Donovan Jones,N.C. Asheville,2006-2007,24.44710427762787
1079,Donovin McLendon,LIU Brooklyn,2006-2007,10.755610173177345
1080,Dontaye Draper,Charleston,2006-2007,13.623738835921696
1081,Donte Gennie,Georgia Southern,2006-2007,15.527054998317386
1082,Donte Minter,Appalachian St.,2006-2007,23.54987722293557
1083,Dorien Brown,Jacksonville St.,2006-2007,13.235526200925332
1084,Doug Penno,Miami (OH),2006-2007,34.66547039475255
1085,Doug Wiggins,Connecticut,2006-2007,14.390050083533392
1086,Doug Williams,Army,2006-2007,17.52087002090696
1087,Douglas Scott,Southern,2006-2007,1.942319300756812
1088,Douglass McLaughlin-Williams,Appalachian St.,2006-2007,26.017875030325126
1089,Draelon Burns,DePaul,2006-2007,27.01205835698727
1090,Drake Reed,Austin Peay,2006-2007,16.64934273693008
1091,Dre Smith,George Mason,2006-2007,17.396474286648203
1092,Dreshawn Vance,Cal Poly SLO,2006-2007,28.944624174255047
1093,Drew Burleson,Wright St.,2006-2007,23.180484556099085
1094,Drew Conner,Indiana - Purdue,2006-2007,15.027651322036371
1095,Drew Crank,Richmond,2006-2007,18.48139980806655
1096,Drew Gibson,Wofford,2006-2007,26.895591158294568
1097,Drew Haymaker,Central Arkansas,2006-2007,15.49387858659408
1098,Drew Houseman,Harvard,2006-2007,18.5448235735199
1099,Drew Lavender,Xavier,2006-2007,24.329318681538382
1100,Drew Naymick,Michigan St,2006-2007,26.260478203041725
1101,Drew Neitzel,Michigan St,2006-2007,26.606704772516714
1102,Drew Richards,Missouri St.,2006-2007,13.521038515831453
1103,Drew Shubik,Sacred Heart,2006-2007,18.4047934486963
1104,Drew Streicher,Butler,2006-2007,39.30006253439123
1105,Drew Washington,Louisiana Tech,2006-2007,22.21863264233755
1106,Drew Williamson,Old Dominion,2006-2007,36.124304689835455
1107,Dru Joyce,Akron,2006-2007,25.193580854959404
1108,DuBois Williams,St. Mary's,2006-2007,10.66476215935905
1109,Duane James,Binghamton,2006-2007,16.866707182449627
1110,Duane Ricks,Radford,2006-2007,7.263265655295099
1111,Duke Crews,Tennessee,2006-2007,6.275138032220304
1112,Dupree Lucas,Portland St.,2006-2007,24.30075043022743
1113,Duran Roberson,Austin Peay,2006-2007,11.757131855807714
1114,Durrall Peterson,Utah St.,2006-2007,20.36622380769301
1115,Durrel Nevels,Central Arkansas,2006-2007,31.017602233992676
1116,Dusan Radivojevic,Bowling Green,2006-2007,13.803265088441034
1117,Dustin Richmond,Alabama St.,2006-2007,15.382712101018033
1118,Dustin Salisbery,Temple,2006-2007,22.295461447441742
1119,Dusty Driggs,New Orleans,2006-2007,5.311063418860156
1120,Dusty Pflugner,VMI,2006-2007,10.830606137627335
1121,Dwain Hall,Texas-San Antonio,2006-2007,13.801473303690628
1122,Dwain Williams,Providence,2006-2007,14.426301706384669
1123,Dwayne Anderson,Villanova,2006-2007,21.3944695608497
1124,Dwayne Birden,Northern Colorado,2006-2007,20.976811957727328
1125,Dwayne Collins,Miami-Florida,2006-2007,24.28237949123815
1126,Dwayne Curtis,Mississippi,2006-2007,5.909244806288601
1127,Dwayne Day,South Carolina,2006-2007,6.824979071155341
1128,Dwayne Foreman,Georgia Southern,2006-2007,27.91638668799997
1129,Dwayne Jackson,Binghamton,2006-2007,18.95124631375553
1130,Dwayne Jackson,Charleston Southern,2006-2007,18.13245634879643
1131,Dwayne Johnson,NC-Greensboro,2006-2007,21.16742978681376
1132,Dwayne Paul,Murray St.,2006-2007,26.98342484421098
1133,Dwayne Polk,Saint Louis,2006-2007,21.03201696154234
1134,Dwight Brewington,Liberty,2006-2007,28.839311708858624
1135,Dwight Burke,Marquette,2006-2007,13.278686704071946
1136,Dwight Holmes,Youngstown St.,2006-2007,16.45401863160508
1137,Dwight Lewis,Southern California,2006-2007,16.748220126639815
1138,Dwight Thorne,Colorado,2006-2007,3.663312182853419
1139,Dylan Moseley,Texas State,2006-2007,22.718158377866878
1140,E.J. Dawson,Longwood,2006-2007,0.8161008169199263
1141,E.J. Drayton,Charlotte,2006-2007,23.08122252339621
1142,Earl Calloway,Indiana,2006-2007,11.020772378012195
1143,Earl Clark,Louisville,2006-2007,21.806129393024758
1144,Ed Horton,Murray St.,2006-2007,20.014568993880484
1145,Ed Tyson,Maryland - E. Shore,2006-2007,12.706671751375591
1146,Eddie Ard,Lipscomb,2006-2007,22.613384476252925
1147,Eddie Castellanos,Stony Brook,2006-2007,19.94510369950361
1148,Eddie Lovett,South Florida,2006-2007,10.557940276008916
1149,Eddie Miller,Fresno St.,2006-2007,19.30699471776466
1150,Eddie Spencer,Central Michigan,2006-2007,15.671560192450233
1151,Edgar Sosa,Louisville,2006-2007,15.915076699191005
1152,Eduardo Bermudez,Appalachian St.,2006-2007,15.999634143459284
1153,Edwin Buffmire,Princeton,2006-2007,12.094004533599106
1154,Edwin Jarrow,Jackson State,2006-2007,19.036374170014263
1155,Edwin Ubiles,Siena,2006-2007,17.215413862530937
1156,Egan Grafel,Northern Illinois,2006-2007,14.719552235633413
1157,Ekene Ibekwe,Maryland,2006-2007,9.131767187345526
1158,Ekpe Udoh,Michigan,2006-2007,5.642248437090491
1159,Elgin Fitzgerald,Dartmouth,2006-2007,18.496163522649777
1160,Elijah Ingram,New Mexico St.,2006-2007,12.85581084433957
1161,Elijah Millsap,Louisiana-Lafayette,2006-2007,18.560114704583373
1162,Elyon Bush,Delaware State,2006-2007,20.919373349038093
1163,Emanuel Neto,Stony Brook,2006-2007,13.613391607144626
1164,Emilio Lebolo,Wofford,2006-2007,14.447639479359605
1165,Emmanuel Bidias a Moute,UC Santa Barbara,2006-2007,16.858838760578642
1166,Emmanuel Calloway,Grambling State,2006-2007,10.526232518995338
1167,Emmanuel Jenkins,Portland St.,2006-2007,18.595614249250428
1168,Emmanuel Njomo,Southern,2006-2007,-0.17703534917559863
1169,Engin Atsur,N.C. State,2006-2007,23.253970210445537
1170,Eniel Polynice,Mississippi,2006-2007,4.731229385772119
1171,Eric Coleman,Northern Iowa,2006-2007,25.139300309786492
1172,Eric Devendorf,Syracuse,2006-2007,15.190068292853761
1173,Eric Diaz,Stetson,2006-2007,19.665924365736643
1174,Eric Flato,Yale,2006-2007,25.514362449505686
1175,Eric Hayes,Maryland,2006-2007,8.941921491812973
1176,Eric Hazard,Fairleigh Dickinson,2006-2007,11.819403916467165
1177,Eric Lane,Boise St.,2006-2007,23.532307207824505
1178,Eric Marshall,Wofford,2006-2007,14.742311235851439
1179,Eric Massey,McNeese St.,2006-2007,15.987858331982858
1180,Eric Maynor,VCU,2006-2007,35.68493856286017
1181,Eric Meister,Holy Cross,2006-2007,17.902627876340297
1182,Eric Moore,Buffalo,2006-2007,11.970316227782412
1183,Eric Platt,Wyoming,2006-2007,11.451024526345568
1184,Eric Pollitz,Miami (OH),2006-2007,30.12419572961485
1185,Eric Smith,Campbell,2006-2007,13.33082052723976
1186,Eric Vierneisel,California,2006-2007,4.834230431797829
1187,Eric Webb,Furman,2006-2007,21.73033975211306
1188,Eric Wilson,Western Carolina,2006-2007,12.6185637042618
1189,Eric Woods,Northwestern St.,2006-2007,21.579412828215983
1190,Erick Nsangou,Florida International,2006-2007,13.58346422956468
1191,Erik Adams,Jacksonville St.,2006-2007,26.32068492715588
1192,Erik Kangas,Oakland,2006-2007,19.863800317061845
1193,Erik Marschall,Bowling Green,2006-2007,17.391952901396408
1194,Erik Rush,Montana St.,2006-2007,6.220150114094767
1195,Ernest Fields,Austin Peay,2006-2007,19.7874107089003
1196,Ernest Little,South Alabama,2006-2007,26.16083901462542
1197,Ernest Maul,Florida A&M,2006-2007,20.275751841174905
1198,Errek Suhr,Indiana,2006-2007,7.334560448854748
1199,Eryk Thomas,East Tennessee St.,2006-2007,25.72553349803536
1200,Esa Maki-Tulokas,LIU Brooklyn,2006-2007,18.264599387923333
1201,Ethan Kennedy,Coppin St.,2006-2007,20.376577080697125
1202,Ethan Niedermeyer,Portland,2006-2007,4.754757877905541
1203,Etienne Brower,Massachusetts,2006-2007,25.95707987069825
1204,Eugene Harvey,Seton Hall,2006-2007,24.934479182169785
1205,Eugene Kotorbai,LIU Brooklyn,2006-2007,20.07400869527081
1206,Eugene Lawrence,St. John's,2006-2007,20.172561154288214
1207,Eugene Pettway,Sacred Heart,2006-2007,18.045107541335838
1208,Eugene Spates,Northeastern,2006-2007,5.322797656718486
1209,Eulis Stephens,Detroit,2006-2007,19.818542471874025
1210,Evaldas Baniulis,South Carolina,2006-2007,7.004008796794973
1211,Evan Harris,Harvard,2006-2007,26.036964842096562
1212,Evan Hilton,Alabama A&M,2006-2007,6.087988294997678
1213,Evan Jefferson,Jacksonville,2006-2007,8.337342424452787
1214,Evan Meekins,LIU Brooklyn,2006-2007,16.90176991525915
1215,Everage Richardson,Coastal Carolina,2006-2007,22.863505740776596
1216,Everest Schmidt,Lafayette,2006-2007,8.524348414317965
1217,Fabrice Tafo,Hartford,2006-2007,17.282631138208714
1218,Femi Ibikunle,Texas Christian,2006-2007,7.404218821174426
1219,Fernandez Lockett,Austin Peay,2006-2007,23.02820062069297
1220,Fernando  Johnson,Central Arkansas,2006-2007,18.36119985049474
1221,Fernando Malaman,Brigham Young,2006-2007,24.02250881135281
1222,Florentino Valencia,Toledo,2006-2007,13.41641928453267
1223,Folarin Campbell,George Mason,2006-2007,24.83101045178279
1224,Francis Kabore,Tennessee Tech,2006-2007,17.274388719534052
1225,Franck Ndongo,VCU,2006-2007,20.446922100944697
1226,Franck Traore,Manhattan,2006-2007,9.135214074539654
1227,Frank Davis,Tennessee Tech,2006-2007,19.081172787698744
1228,Frank Elegar,Drexel,2006-2007,14.416310426001518
1229,Frank Henry-Ala,UC Davis,2006-2007,20.01332621129836
1230,Frank Holmes,UAB,2006-2007,18.474072888624082
1231,Frank Robinson,Cal St. Fullerton,2006-2007,26.48469050688905
1232,Frank Russell,Rutgers,2006-2007,21.19114493176689
1233,Frank Tolbert,Auburn,2006-2007,21.784746550904103
