,MATCH,DATE,PT_DIFF
192,Idaho State vs. Bradley,2009-11-15,5
193,Belmont vs. Wright St.,2009-11-15,-9
194,Portland St. vs. Washington,2009-11-15,-56
195,Wis.-Milwaukee vs. Western Kentucky,2009-11-16,4
196,Jacksonville vs. Florida St.,2009-11-16,26
197,Miami (OH) vs. Kentucky,2009-11-16,2
198,Coastal Carolina vs. Duke,2009-11-16,-25
199,Maine vs. Norfolk State,2009-11-16,-1
200,Prairie View A&M vs. Cincinnati,2009-11-16,7
201,Robert Morris vs. Penn St.,2009-11-16,19
202,St. Francis (PA) vs. Notre Dame,2009-11-16,23
203,Tennessee Tech vs. Central Arkansas,2009-11-16,-4
204,Lipscomb vs. Vanderbilt,2009-11-16,-22
205,Indiana St. vs. Louisiana State,2009-11-16,-11
206,Alabama St. vs. Mississippi,2009-11-16,-37
207,Auburn vs. Missouri St.,2009-11-16,-11
208,South Carolina Upstate vs. Indiana,2009-11-16,8
209,Colgate vs. Connecticut,2009-11-16,-14
210,Elon University vs. Charlotte,2009-11-16,14
211,San Diego vs. Pacific,2009-11-16,1
212,Texas State vs. Arizona St.,2009-11-16,22
213,Southern Utah vs. McNeese St.,2009-11-16,-9
214,Northern Colorado vs. Hawaii,2009-11-16,-6
215,Yale vs. Hofstra,2009-11-16,5
216,Lehigh vs. Rider,2009-11-16,-15
217,Central Conn. St. vs. Savannah State,2009-11-16,-8
218,Georgia Southern vs. South Carolina,2009-11-16,-24
219,Pennsylvania vs. Villanova,2009-11-16,-38
220,VMI vs. Richmond,2009-11-16,44
221,Albany vs. American U.,2009-11-16,1
222,Virginia vs. South Florida,2009-11-16,17
223,Texas A&M vs. Southern Methodist,2009-11-16,-12
224,Stephen F. Austin vs. Minnesota,2009-11-16,40
225,Florida Atlantic vs. Southeastern Louisiana,2009-11-16,-13
226,Southern vs. Baylor,2009-11-16,16
227,Texas-Pan American vs. Lamar,2009-11-16,5
228,CSU Northridge vs. Texas Christian,2009-11-16,-18
229,Coppin St. vs. Colorado,2009-11-16,24
230,Eastern Washington vs. Washington St.,2009-11-16,-6
231,Cal St. Fullerton vs. UCLA,2009-11-16,3
232,San Diego St. vs. St. Mary's,2009-11-16,-22
233,Monmouth-NJ vs. St. Peter's,2009-11-17,-24
234,Clemson vs. Liberty,2009-11-17,40
235,Arkansas-Little Rock vs. Tulsa,2009-11-17,-14
236,Colgate vs. Yale,2009-11-17,-10
237,Binghamton vs. Pittsburgh,2009-11-17,-25
238,St. John's vs. St. Bonaventure,2009-11-17,-1
239,Howard vs. Central Florida,2009-11-17,9
240,N.C. Asheville vs. Tennessee,2009-11-17,-75
241,Longwood vs. Old Dominion,2009-11-17,-39
242,NC-Greensboro vs. Virginia Tech,2009-11-17,-13
243,Iona vs. Hampton,2009-11-17,-5
244,East Tennessee St. vs. Chattanooga,2009-11-17,9
245,Wofford vs. Georgia,2009-11-17,-3
246,George Washington vs. Boston U,2009-11-17,-10
247,Middle Tennessee St. vs. Marshall,2009-11-17,3
248,Bowling Green vs. Xavier,2009-11-17,-44
249,Western Kentucky vs. Louisiana State,2009-11-17,11
250,Tenn-Martin vs. Missouri,2009-11-17,15
251,Nicholls State vs. Houston,2009-11-17,32
252,Gonzaga vs. Michigan St,2009-11-17,-4
253,Canisius vs. Loyola-Chicago,2009-11-17,-20
254,Iowa St. vs. Drake,2009-11-17,-20
255,Florida A&M vs. Creighton,2009-11-17,25
256,Coastal Carolina vs. Elon University,2009-11-17,23
257,Fresno St. vs. Northern Arizona,2009-11-17,6
258,Duquesne vs. Iowa,2009-11-17,2
259,Columbia vs. DePaul,2009-11-17,-6
260,Long Beach St. vs. Pepperdine,2009-11-17,9
261,Weber St. vs. UC Santa Barbara,2009-11-17,9
262,Memphis vs. Kansas,2009-11-17,2
263,UC Riverside vs. Southern California,2009-11-17,10
264,Drexel vs. Niagara,2009-11-17,-7
265,Northeastern vs. Siena,2009-11-17,-6
266,Temple vs. Georgetown,2009-11-17,1
267,Indiana St. vs. Wis.-Milwaukee,2009-11-17,13
268,Charlotte vs. Duke,2009-11-17,-42
269,Hofstra vs. Connecticut,2009-11-17,9
270,Presbyterian vs. Furman,2009-11-17,4
271,No.Carolina A&T vs. Ohio,2009-11-17,-11
272,East Carolina vs. Campbell,2009-11-17,6
273,Winthrop vs. Charleston,2009-11-17,12
274,St. Francis (NY) vs. Boston College,2009-11-17,28
275,Holy Cross vs. St. Joseph's,2009-11-17,-2
276,LIU Brooklyn vs. Army,2009-11-17,7
277,Charleston Southern vs. Citadel,2009-11-17,1
278,Louisville vs. Arkansas,2009-11-17,-30
279,Maryland - E. Shore vs. Marquette,2009-11-17,26
280,Fairfield vs. Maryland,2009-11-17,-29
281,Northern Illinois vs. Illinois,2009-11-17,19
282,Louisiana-Monroe vs. Oklahoma,2009-11-17,-11
283,Centenary vs. Grambling State,2009-11-17,5
284,Jackson State vs. Alabama,2009-11-17,17
285,UAB vs. Jacksonville St.,2009-11-17,-25
286,New Mexico vs. New Mexico St.,2009-11-17,10
287,Texas State vs. CSU Northridge,2009-11-17,3
288,Idaho State vs. Brigham Young,2009-11-17,34
289,Seattle vs. Portland,2009-11-17,17
290,Utah Valley vs. Cal. State - Bakersfield,2009-11-17,7
291,Texas Christian vs. Arizona St.,2009-11-17,3
292,Marist vs. Hartford,2009-11-18,37
293,Savannah State vs. North Florida,2009-11-18,11
294,Georgia Southern vs. Florida,2009-11-18,20
295,Stetson vs. Florida St.,2009-11-18,42
296,Toledo vs. Cincinnati,2009-11-18,24
297,Maine vs. Delaware State,2009-11-18,-3
298,Loyola-Maryland vs. MD Baltimore Cty,2009-11-18,3
299,Quinnipiac vs. Lehigh,2009-11-18,8
300,Indiana - Purdue vs. Eastern Illinois,2009-11-18,-3
301,Arkansas St. vs. SE Missouri St.,2009-11-18,24
302,Butler vs. Northwestern,2009-11-18,13
303,Nebraska vs. Saint Louis,2009-11-18,-14
304,SIU - Edwardsville vs. Evansville,2009-11-18,30
305,Western Carolina vs. Texas,2009-11-18,32
306,Arkansas-Pine Bluff vs. Texas-El Paso,2009-11-18,-18
307,Nevada vs. UNLV,2009-11-18,-13
308,UC Irvine vs. Loyola Marymount,2009-11-18,-6
309,Bucknell vs. Delaware,2009-11-18,16
310,Manhattan vs. Princeton,2009-11-18,-7
311,Sacred Heart vs. Fordham,2009-11-18,10
312,Illinois-Chicago vs. Central Michigan,2009-11-18,19
313,VCU vs. Western Michigan,2009-11-18,-16
314,Cornell vs. Massachusetts,2009-11-18,13
315,Rhode Island vs. Brown,2009-11-18,-21
316,Mount St. Mary's vs. American U.,2009-11-18,-11
317,Kent St. vs. Youngstown St.,2009-11-18,9
318,North Texas vs. Texas-Arlington,2009-11-18,2
319,Utah St. vs. Utah,2009-11-18,1
320,High Point vs. Wake Forest,2009-11-18,-23
321,Oakland vs. Wisconsin,2009-11-18,-16
322,Southern vs. Oklahoma St.,2009-11-18,32
323,Texas Southern vs. Colorado,2009-11-18,11
324,Oral Roberts vs. Stanford,2009-11-18,2
325,Tulane vs. Miami-Florida,2009-11-19,20
326,NC-Wilmington vs. Penn St.,2009-11-19,11
327,Sam Houston St. vs. Kentucky,2009-11-19,10
328,Lafayette vs. St. Francis (PA),2009-11-19,11
329,Eastern Kentucky vs. Pittsburgh,2009-11-19,-11
330,Old Dominion vs. Liberty,2009-11-19,-32
331,South Florida vs. Davidson,2009-11-19,-7
332,Buffalo vs. Navy,2009-11-19,10
333,Boston U vs. Kansas St.,2009-11-19,-10
334,Texas-Pan American vs. Texas A&M CC,2009-11-19,22
335,Northwestern St. vs. Texas Tech,2009-11-19,-19
336,Tennessee Tech vs. Lipscomb,2009-11-19,-3
337,Central Arkansas vs. Kansas,2009-11-19,-50
338,Lamar vs. Middle Tennessee St.,2009-11-19,-8
339,Montana vs. Denver,2009-11-19,7
340,IUPU - Ft. Wayne vs. Washington St.,2009-11-19,-19
341,Santa Clara vs. San Diego St.,2009-11-19,33
342,Rice vs. Arizona,2009-11-19,17
343,Dayton vs. Georgia Tech,2009-11-19,4
344,George Mason vs. Villanova,2009-11-19,-1
345,Indiana vs. Mississippi,2009-11-19,-18
346,Syracuse vs. California,2009-11-19,-22
347,Florida A&M vs. Cleveland St.,2009-11-19,14
348,Rider vs. Virginia,2009-11-19,-33
349,Richmond vs. William & Mary,2009-11-19,-7
350,East Tennessee St. vs. Morgan St.,2009-11-19,-11
351,Long Beach St. vs. Notre Dame,2009-11-19,-20
352,Southeastern Louisiana vs. Mississippi St.,2009-11-19,15
353,Florida Gulf Coast vs. Prairie View A&M,2009-11-19,-15
354,Utah Valley vs. Minnesota,2009-11-19,25
355,North Carolina vs. Ohio St.,2009-11-19,4
356,La Salle vs. South Carolina,2009-11-19,-10
357,Fresno St. vs. Seattle,2009-11-19,-1
358,Howard vs. Niagara,2009-11-20,-5
359,Penn St. vs. Tulane,2009-11-20,-3
360,DePaul vs. Northern Iowa,2009-11-20,8
361,Dayton vs. Villanova,2009-11-20,-6
362,Akron vs. N.C. State,2009-11-20,-21
363,James Madison vs. Murray St.,2009-11-20,-28
364,Auburn vs. Central Florida,2009-11-20,-10
365,St. Joseph's vs. Boston College,2009-11-20,-4
366,San Francisco vs. Arizona St.,2009-11-20,39
367,La Salle vs. Davidson,2009-11-20,-14
368,Longwood vs. Columbia,2009-11-20,11
369,Houston Baptist vs. Michigan,2009-11-20,-22
370,Brown vs. St. John's,2009-11-20,-3
371,Seton Hall vs. Cornell,2009-11-20,-10
372,Binghamton vs. St. Bonaventure,2009-11-20,-26
373,Alcorn St. vs. Albany,2009-11-20,16
374,Texas Southern vs. Northern Colorado,2009-11-20,4
375,Samford vs. Texas A&M,2009-11-20,-19
376,New Hampshire vs. Maryland,2009-11-20,27
377,Tennessee Tech vs. Memphis,2009-11-20,33
378,Miami (OH) vs. Louisiana Tech,2009-11-20,12
379,South Dakota State vs. Purdue,2009-11-20,11
380,IUPU - Ft. Wayne vs. Gonzaga,2009-11-20,35
381,Maryland - E. Shore vs. Missouri St.,2009-11-20,-17
382,South Carolina vs. South Florida,2009-11-20,3
383,Cal. State - Bakersfield vs. UCLA,2009-11-20,-11
384,California vs. Ohio St.,2009-11-20,-6
385,Brigham Young vs. Hawaii,2009-11-20,18
386,George Mason vs. Georgia Tech,2009-11-20,-8
387,Drake vs. Georgia St,2009-11-20,7
388,NC-Wilmington vs. Miami-Florida,2009-11-20,7
389,East Carolina vs. Tennessee,2009-11-20,-39
390,Detroit vs. Robert Morris,2009-11-20,12
391,Boston U vs. Indiana,2009-11-20,4
392,Toledo vs. Michigan St,2009-11-20,13
393,Citadel vs. Eastern Michigan,2009-11-20,7
394,North Carolina vs. Syracuse,2009-11-20,-16
395,Troy vs. Florida,2009-11-20,22
396,Bryant vs. Harvard,2009-11-20,-26
397,Clemson vs. NC-Greensboro,2009-11-20,22
398,North Carolina Central vs. Florida International,2009-11-20,10
399,Colorado St. vs. Indiana St.,2009-11-20,-5
400,Drexel vs. Rutgers,2009-11-20,-2
401,Providence vs. Alabama,2009-11-20,9
402,Appalachian St. vs. Arkansas,2009-11-20,-9
403,Tennessee St. vs. Northern Illinois,2009-11-20,28
404,Austin Peay vs. Indiana - Purdue,2009-11-20,-14
405,Kansas St. vs. Mississippi,2009-11-20,-12
406,Loyola-Chicago vs. Holy Cross,2009-11-20,-3
407,Bowling Green vs. Iowa,2009-11-20,-22
408,Nicholls State vs. New Mexico,2009-11-20,24
409,San Jose St. vs. Washington,2009-11-20,-10
410,Vanderbilt vs. St. Mary's,2009-11-20,-2
411,Howard vs. Georgia St,2009-11-21,24
412,Florida Atlantic vs. American U.,2009-11-21,-12
413,Rider vs. Kentucky,2009-11-21,29
414,Akron vs. Drake,2009-11-21,4
415,Texas Christian vs. Nebraska,2009-11-21,13
416,SIU - Edwardsville vs. Ball St.,2009-11-21,10
417,Army vs. Princeton,2009-11-21,4
418,Long Beach St. vs. Wis.-Green Bay,2009-11-21,12
419,William & Mary vs. Manhattan,2009-11-21,-5
420,Oral Roberts vs. Virginia,2009-11-21,-21
421,Norfolk State vs. Iona,2009-11-21,12
422,North Texas vs. Oklahoma St.,2009-11-21,-14
423,Sacramento State vs. Oregon St.,2009-11-21,-2
424,Northern Iowa vs. East Carolina,2009-11-21,-6
425,South Alabama vs. Tulsa,2009-11-21,-22
426,Florida A&M vs. Stanford,2009-11-21,-30
427,East Tennessee St. vs. Louisville,2009-11-21,-13
428,Robert Morris vs. Alcorn St.,2009-11-21,-31
429,Idaho vs. North Dakota State,2009-11-21,12
430,North Florida vs. Illinois St.,2009-11-21,16
431,Indiana - Purdue vs. Auburn,2009-11-21,15
432,Boston College vs. South Dakota State,2009-11-21,17
433,Marshall vs. Old Dominion,2009-11-21,-8
434,Quinnipiac vs. Yale,2009-11-21,7
435,Detroit vs. Albany,2009-11-21,-12
436,Delaware vs. Pennsylvania,2009-11-21,3
437,Siena vs. Temple,2009-11-21,-4
438,Navy vs. LIU Brooklyn,2009-11-21,11
439,Oklahoma vs. VCU,2009-11-21,-13
440,Sacred Heart vs. Xavier,2009-11-21,-40
441,Loyola Marymount vs. Southern California,2009-11-21,8
442,Eastern Washington vs. Texas-Arlington,2009-11-21,4
443,Georgia vs. UAB,2009-11-21,-16
444,Florida Gulf Coast vs. Southern Methodist,2009-11-21,-17
445,Jackson State vs. Stephen F. Austin,2009-11-21,-1
446,Austin Peay vs. N.C. State,2009-11-21,-7
447,Grambling State vs. Marquette,2009-11-21,-46
448,Stetson vs. Charleston Southern,2009-11-21,16
449,Southern vs. Utah,2009-11-21,-40
450,Arkansas St. vs. Texas-El Paso,2009-11-21,-26
451,Southern Illinois vs. UNLV,2009-11-21,-9
452,Cal Poly SLO vs. Portland St.,2009-11-21,-9
453,Houston vs. Nevada,2009-11-21,-13
454,Utah St. vs. Northeastern,2009-11-21,3
455,Buffalo vs. Towson,2009-11-21,9
456,Georgetown vs. Savannah State,2009-11-21,19
457,MD Baltimore Cty vs. George Washington,2009-11-21,43
458,Loyola-Maryland vs. Mount St. Mary's,2009-11-21,-19
459,Youngstown St. vs. St. Peter's,2009-11-21,-12
460,Fordham vs. Hartford,2009-11-21,-8
461,UMKC vs. North Dakota,2009-11-21,-7
462,Canisius vs. St. Francis (NY),2009-11-21,10
463,Texas State vs. New Orleans,2009-11-21,12
464,Radford vs. Duke,2009-11-21,37
465,Central Florida vs. Niagara,2009-11-21,-17
466,Lafayette vs. New Jersey Tech,2009-11-21,17
467,South Carolina Upstate vs. Winthrop,2009-11-21,-3
468,Florida St. vs. Mercer,2009-11-21,39
469,Campbell vs. N.C. Asheville,2009-11-21,19
470,Georgia Southern vs. Jacksonville St.,2009-11-21,-22
471,Maryland - E. Shore vs. Eastern Michigan,2009-11-21,25
472,Central Michigan vs. Fairleigh Dickinson,2009-11-21,-9
473,Bethune-Cookman vs. Mississippi St.,2009-11-21,-16
474,Sam Houston St. vs. Cleveland St.,2009-11-21,15
475,Stony Brook vs. Wagner,2009-11-21,24
476,Dartmouth vs. Furman,2009-11-21,-23
477,St. Francis (PA) vs. Bucknell,2009-11-21,12
478,Louisiana-Monroe vs. Morehead St.,2009-11-21,1
479,Nicholls State vs. Miami (OH),2009-11-21,11
480,Western Illinois vs. Central Arkansas,2009-11-21,-10
481,Butler vs. Evansville,2009-11-21,4
482,Presbyterian vs. Illinois,2009-11-21,46
483,Lamar vs. Texas Tech,2009-11-21,-23
484,Alabama St. vs. Belmont,2009-11-21,-36
485,Southern Mississippi vs. Montana St.,2009-11-21,-4
486,Boise St. vs. Wyoming,2009-11-21,-26
487,Citadel vs. Missouri St.,2009-11-21,-17
488,Oregon vs. Portland,2009-11-21,-7
489,Northern Colorado vs. Air Force,2009-11-21,-24
490,Louisiana Tech vs. New Mexico,2009-11-21,-29
491,Penn St. vs. Davidson,2009-11-22,-2
492,Howard vs. Akron,2009-11-22,17
493,Tulane vs. La Salle,2009-11-22,2
494,Holy Cross vs. Rhode Island,2009-11-22,-17
495,Georgia St vs. Indiana - Purdue,2009-11-22,-11
496,Mississippi Valley State vs. Iowa St.,2009-11-22,41
497,Maine vs. Brown,2009-11-22,13
498,Alcorn St. vs. Detroit,2009-11-22,-20
499,Drake vs. Central Florida,2009-11-22,9
500,Nicholls State vs. Louisiana Tech,2009-11-22,32
501,SE Missouri St. vs. Northern Illinois,2009-11-22,-6
502,San Jose St. vs. UC Riverside,2009-11-22,-4
503,Weber St. vs. Seattle,2009-11-22,4
504,South Carolina vs. Miami-Florida,2009-11-22,15
505,DePaul vs. Tennessee,2009-11-22,-4
506,Wofford vs. Bradley,2009-11-22,2
507,Mississippi vs. Villanova,2009-11-22,-12
508,Auburn vs. N.C. State,2009-11-22,-2
509,Murray St. vs. North Carolina Central,2009-11-22,23
510,George Mason vs. Indiana,2009-11-22,3
511,Valparaiso vs. Michigan St,2009-11-22,30
512,Georgia Tech vs. Boston U,2009-11-22,-18
513,Morgan St. vs. Louisville,2009-11-22,9
514,Kennesaw St. vs. Saint Louis,2009-11-22,-10
515,Texas-Pan American vs. Missouri,2009-11-22,56
516,Tennessee St. vs. Northwestern,2009-11-22,7
517,Arkansas-Little Rock vs. Creighton,2009-11-22,-15
518,NC-Wilmington vs. South Florida,2009-11-22,-8
519,Vermont vs. Rutgers,2009-11-22,-6
520,Chattanooga vs. Richmond,2009-11-22,-26
521,Robert Morris vs. Albany,2009-11-22,5
522,Kansas St. vs. Dayton,2009-11-22,-8
523,James Madison vs. Florida International,2009-11-22,-13
524,Niagara vs. Austin Peay,2009-11-22,2
