,PLAYER,TEAM,YEAR,PER
217,Arnold Gore,Western Carolina,2007-2008,12.541204925971453
218,Aron Baynes,Washington St.,2007-2008,33.1884871852756
219,Aron Cohen,Pennsylvania,2007-2008,8.166938902060094
220,Artem Wallace,Washington,2007-2008,4.3376554219550165
221,Arturas Lazdauskas,Long Beach St.,2007-2008,20.5453576035421
222,Arturas Valeika,Weber St.,2007-2008,27.658849278777343
223,Arvydas Lidzius,St. Joseph's,2007-2008,7.111475176703411
224,Asenso Ampim,Columbia,2007-2008,16.699551999570687
225,Ashton Farmer,Arkansas St.,2007-2008,3.8972780116192323
226,Ashton Mitchell,Sam Houston St.,2007-2008,16.789667087004034
227,Ashton Sauls,North Carolina Central,2007-2008,4.082573115200368
228,Asim McQueen,Tulane,2007-2008,9.477336515971404
229,Asrangue Souleymane,New Orleans,2007-2008,12.410918310104218
230,Augustine Okosun,Seton Hall,2007-2008,16.686527090055133
231,Aurimas Adomaitis,LIU Brooklyn,2007-2008,18.504069605411537
232,Auryn McMillan,Gardner-Webb,2007-2008,19.24017238960656
233,Austin Dahn,Citadel,2007-2008,17.503771356204133
234,Austin Daye,Gonzaga,2007-2008,37.09610243264045
235,Austin Ewing,No.Carolina A&T,2007-2008,17.83589971582256
236,Austin Freeman,Georgetown,2007-2008,24.939563792936326
237,Austin Johnson,Charleston Southern,2007-2008,16.264092962956504
238,Austin Johnson,Oklahoma,2007-2008,9.401989480635265
239,Austin Kilpatrick,Idaho State,2007-2008,14.536210167135852
240,Austin Montgomery,Indiana - Purdue,2007-2008,28.227214359587354
241,Ayron Hardy,Jacksonville,2007-2008,11.862964134035968
242,B.J. Ford,South Alabama,2007-2008,6.376841456755363
243,B.J. Jenkins,Liberty,2007-2008,18.999719229651838
244,B.J. Nimocks,Maryland - E. Shore,2007-2008,22.184264814188335
245,B.J. Raymond,Xavier,2007-2008,26.751014105914493
246,B.J. Visman,UC Riverside,2007-2008,9.5638474745998
247,Badara Ndiaye,Florida International,2007-2008,9.702589605681252
248,Bamba Fall,Southern Methodist,2007-2008,27.343375172738074
249,Bambale Osby,Maryland,2007-2008,8.991237974113517
250,Baptiste Bataille,Northeastern,2007-2008,17.722537733296207
251,Barkley Falkner,Sam Houston St.,2007-2008,14.087527738586516
252,Barry Eberhardt,Saint Louis,2007-2008,17.65213643973008
253,Barry Honor,Southern,2007-2008,1.7523280470409008
254,Barry Stewart,Mississippi St.,2007-2008,18.19840183413816
255,Bassirou Dieng,St. Francis (PA),2007-2008,41.27506580616976
256,Bassith Yessoufou,St. Francis (NY),2007-2008,41.299395693731675
257,Bateko Francisco,Robert Morris,2007-2008,16.797002600620086
258,Beau Muhlbach,Texas A&M,2007-2008,11.221427209491882
259,Bejay Corley,Mercer,2007-2008,17.758609770622297
260,Ben Bell,North Texas,2007-2008,17.869177566542138
261,Ben Beran,South Dakota State,2007-2008,23.82379615522314
262,Ben Biles,Navy,2007-2008,9.3190405372739
263,Ben Botts,IUPU - Ft. Wayne,2007-2008,16.56345261097382
264,Ben Dowdell,Santa Clara,2007-2008,15.880812123277725
265,Ben Elias,New Orleans,2007-2008,16.083856615064832
266,Ben Farmer,Marist,2007-2008,18.437615907201476
267,Ben Finney,Old Dominion,2007-2008,27.30360822480001
268,Ben Hansbrough,Mississippi St.,2007-2008,19.805897865343955
269,Ben Jonson,Colgate,2007-2008,13.469264774766547
270,Ben Louis,James Madison,2007-2008,6.499163067298348
271,Ben McCauley,N.C. State,2007-2008,16.917182198818487
272,Ben Murdock,Brigham Young,2007-2008,10.419485910983568
273,Ben Nwachukwu,Columbia,2007-2008,22.771814921783488
274,Ben Rand,Northern Illinois,2007-2008,11.171414425819698
275,Ben Smith,Jacksonville,2007-2008,13.788226596642005
276,Ben Stywall,NC-Greensboro,2007-2008,23.08744911835957
277,Ben Uzoh,Tulsa,2007-2008,32.62464366351147
278,Ben Woodside,North Dakota State,2007-2008,32.005104224221796
279,Beno Jaekel,Longwood,2007-2008,7.637086561845476
280,Benson Akpan,Stephen F. Austin,2007-2008,26.930318962426174
281,Benson Egemonye,Niagara,2007-2008,30.6664462459751
282,Benzor Simmons,Tenn-Martin,2007-2008,25.931275296758333
283,Bernell Murray,Fairleigh Dickinson,2007-2008,14.409881509147318
284,Bert Whittington IV,Ohio,2007-2008,7.387418914076041
285,Biko Paris,Boston College,2007-2008,12.077360396141067
286,Bilal Abdullah,Lafayette,2007-2008,14.610668240418411
287,Bill Arnis,Hawaii,2007-2008,24.44195200803304
288,Bill Clark,Duquesne,2007-2008,21.350473650152338
289,Bill Walker,Kansas St.,2007-2008,31.48134863349633
290,Billy Humphrey,Georgia,2007-2008,5.687104271776322
291,Billy Parrish,Eastern Illinois,2007-2008,9.706171842104197
292,Billy Pettiford,Indiana - Purdue,2007-2008,24.54138608465811
293,Billy Robinson,Longwood,2007-2008,12.118345006094259
294,Billy White,San Diego St.,2007-2008,24.36057471944189
295,Bishop Wheatley,Tulsa,2007-2008,12.406043822969991
296,Bjorn Bohley,Savannah State,2007-2008,6.006011279071215
297,Blake Gallagher,Western Carolina,2007-2008,19.17977159846483
298,Blake Griffin,Oklahoma,2007-2008,21.284339457199504
299,Blake Hoffarber,Minnesota,2007-2008,27.40305232813796
300,Blake Thompson,Prairie View A&M,2007-2008,17.065184834210697
301,Blake Young,Kansas St.,2007-2008,11.660649932709388
302,Bo McCalebb,New Orleans,2007-2008,44.79001008003536
303,Bo Spencer,Louisiana State,2007-2008,10.385505181124783
304,Bob Bevilacqua,Canisius,2007-2008,15.141437629330575
305,Bobby Austin,Furman,2007-2008,12.009008084041756
306,Bobby Catchings,Eastern Illinois,2007-2008,19.552914113206274
307,Bobby Davis,South Carolina Upstate,2007-2008,21.581308644306635
308,Bobby Howard,Montana St.,2007-2008,11.429585054464068
309,Bobby Nash,Hawaii,2007-2008,21.72961955450111
310,Boo Richardson,Illinois St.,2007-2008,18.136052482193307
311,Booker Woodfox,Creighton,2007-2008,30.76283116703193
312,Boris Meno,Davidson,2007-2008,20.345129397393162
313,Boris Siakam,Western Kentucky,2007-2008,18.342848102131082
314,Boubacar Coly,Morgan St.,2007-2008,27.306276950370975
315,Brad Jones,Wyoming,2007-2008,18.698711377954627
316,Brad Sweezy,Loyola Marymount,2007-2008,0.9669951406236467
317,Brad Unger,Harvard,2007-2008,21.257741487280356
318,Brad Wanamaker,Pittsburgh,2007-2008,9.22972255044439
319,Branden Johnson,Montana St.,2007-2008,20.77263667087747
320,Brandis Raley-Ross,South Carolina,2007-2008,6.918591559111287
321,Brandon Adams,Manhattan,2007-2008,22.27320353584305
322,Brandon Brooks,Alabama St.,2007-2008,26.690133071542792
323,Brandon Brown,Idaho,2007-2008,9.367789376669371
324,Brandon Brown,Lipscomb,2007-2008,17.01343949003379
325,Brandon Bush,Texas State,2007-2008,25.00619642227684
326,Brandon Byars,Southern,2007-2008,0.18346278162334823
327,Brandon Cassise,Oakland,2007-2008,20.052057860537523
328,Brandon Cooks,Southern Mississippi,2007-2008,23.96367442521915
329,Brandon Costner,N.C. State,2007-2008,16.606751040544424
330,Brandon Davis,South Alabama,2007-2008,31.053277450727517
331,Brandon Dison,Louisiana-Lafayette,2007-2008,16.3410661628235
332,Brandon Evans,East Carolina,2007-2008,18.016558849955075
333,Brandon Ewing,Wyoming,2007-2008,23.95981945966149
334,Brandon Fields,Nevada,2007-2008,23.538496515777407
335,Brandon Foust,SE Missouri St.,2007-2008,29.51338526855275
336,Brandon Giles,Longwood,2007-2008,15.597539292865449
337,Brandon Giles,Western Carolina,2007-2008,17.757048093210223
338,Brandon Gordon,Alabama St.,2007-2008,22.106553927071705
339,Brandon Hassell,Penn St.,2007-2008,20.75730698218945
340,Brandon Hazzard,Troy,2007-2008,23.230403071100447
341,Brandon Herbert,Binghamton,2007-2008,11.237922230725882
342,Brandon Hollinger,Alabama,2007-2008,4.459450683774465
343,Brandon Holtz,Illinois St.,2007-2008,21.97554596686464
344,Brandon Jackson,Gardner-Webb,2007-2008,13.91598451076751
345,Brandon Johnson,Long Beach St.,2007-2008,23.354207678253033
346,Brandon Johnson,Old Dominion,2007-2008,24.111597107475607
347,Brandon Johnson,San Diego,2007-2008,12.6953657849702
348,Brandon Lampley,Ball St.,2007-2008,9.519687595694743
349,Brandon McPherson,Valparaiso,2007-2008,20.042280860473795
350,Brandon McThay,Lamar,2007-2008,13.89182775064371
351,Brandon Mims,Louisiana Tech,2007-2008,3.4691399139381196
352,Brandon Monroe,Norfolk State,2007-2008,19.419917735796634
353,Brandon Moore,Eastern Washington,2007-2008,13.75749227337117
354,Brandon Moore,Maryland - E. Shore,2007-2008,13.619339936509041
355,Brandon Patterson,Arkansas-Little Rock,2007-2008,10.83827401697172
356,Brandon Rozzell,VCU,2007-2008,15.189366305224404
357,Brandon Rush,Kansas,2007-2008,15.214687798795874
358,Brandon Sampay,Illinois St.,2007-2008,23.12711143481009
359,Brandon Thomas,Texas State,2007-2008,18.398513076898045
360,Brandon Tunnell,Hampton,2007-2008,14.394294385240393
361,Brandon Walker,Loyola Marymount,2007-2008,8.840254768552146
362,Brandon Ware,Dartmouth,2007-2008,4.729644444862384
363,Brandon Williams,Stetson,2007-2008,6.502122431770309
364,Braxton Dupree,Maryland,2007-2008,3.241461865054689
365,Brendon Lyn,New Jersey Tech,2007-2008,-3.615128307950195
366,Brennan Votel,Pennsylvania,2007-2008,9.666399992489655
367,Brent Benson,Texas State,2007-2008,24.39173819542962
368,Brent Hackett,Texas Christian,2007-2008,20.31085742517705
369,Brent Heemskerk,Drake,2007-2008,25.750206237474288
370,Brent Holder,Texas State,2007-2008,18.351897111835783
371,Brent Stephens,UMKC,2007-2008,16.948696860007054
372,Brent Wilson,Albany,2007-2008,21.235172014008292
373,Brenton Butler,Fordham,2007-2008,16.611243683084567
374,Bret Brielmaier,Arizona,2007-2008,6.824173256875286
375,Brett Gifford,Albany,2007-2008,13.812311536202486
376,Brett Harvey,Loyola-Maryland,2007-2008,21.12726888180891
377,Brett James,Elon University,2007-2008,21.09769786517062
378,Brett Lauer,UC Irvine,2007-2008,20.102721323535675
379,Brett Loscalzo,Columbia,2007-2008,12.628989477371828
380,Brett McDade,Tulsa,2007-2008,15.945568758931946
381,Brett McKnight,Akron,2007-2008,21.969443968426418
382,Brett Ravenberg,Utah Valley,2007-2008,15.237240189743924
383,Brett Royster,Florida Atlantic,2007-2008,17.87313838266241
384,Brett Winkelman,North Dakota State,2007-2008,34.87288464151652
385,Breyohn Watson,Cleveland St.,2007-2008,10.063524674053385
386,Brian Addison,Buffalo,2007-2008,19.061496820216277
387,Brian Anderson,Utah Valley,2007-2008,9.081372864922377
388,Brian Andre,Maine,2007-2008,20.87299842009796
389,Brian Asbury,Miami-Florida,2007-2008,24.92142122009872
390,Brian Burrell,Texas-Pan American,2007-2008,17.339765263545942
391,Brian Butch,Wisconsin,2007-2008,33.801357296630556
392,Brian Chestnut,Coppin St.,2007-2008,5.801946880021202
393,Brian Connelly,Albany,2007-2008,19.70703483943016
394,Brian Ezeh,Prairie View A&M,2007-2008,21.11496926988703
395,Brian Fisher,Winston-Salem,2007-2008,14.814285370642802
396,Brian Freeman,Long Beach St.,2007-2008,18.820127966183108
397,Brian Gettinger,UMKC,2007-2008,16.34809605601558
398,Brian Gilbert,Jacksonville,2007-2008,7.813790888107323
399,Brian Gilmore,American U.,2007-2008,30.81517560481938
400,Brian Glowiak,Hartford,2007-2008,17.892197222217327
401,Brian Grandieri,Pennsylvania,2007-2008,25.05550576791235
402,Brian Haak,Northern Iowa,2007-2008,14.565811293181062
403,Brian Henderson,Old Dominion,2007-2008,22.94473209351703
404,Brian Hodges,MD Baltimore Cty,2007-2008,25.048582391781213
405,Brian Johnson,Delaware,2007-2008,10.07551916493414
406,Brian Johnson,Mississippi St.,2007-2008,17.122554330417557
407,Brian Kreefer,Cornell,2007-2008,18.881981809756706
408,Brian Laing,Seton Hall,2007-2008,27.88985032772984
409,Brian Lillis,Albany,2007-2008,31.80673018840932
410,Brian Lytle,Fairleigh Dickinson,2007-2008,6.452989188464679
411,Brian Marks,Central Arkansas,2007-2008,19.184063463838775
412,Brian McKenzie,Providence,2007-2008,23.00921615791857
413,Brian Mills,Mercer,2007-2008,18.394971103950397
414,Brian Moten,Bowling Green,2007-2008,22.06860125402183
415,Brian Pfohl,Mercer,2007-2008,22.287178652316502
416,Brian Qvale,Montana,2007-2008,12.439078166307125
417,Brian Randle,Illinois,2007-2008,3.715803616073663
418,Brian Richards,Navy,2007-2008,12.394893970481395
419,Brian Roberts,Dayton,2007-2008,32.41127171314925
420,Brian Rudolph,Loyola-Maryland,2007-2008,17.01783669010495
421,Brian Smith,Mississippi,2007-2008,3.792989976097045
422,Brian Waters,Elon University,2007-2008,11.871209408410905
423,Brian Williams,Tennessee,2007-2008,5.112827957469272
424,Brian Zoubek,Duke,2007-2008,28.50644000942508
425,Brice Brooks,Sacred Heart,2007-2008,24.076535321023716
426,Brice Gallow,Long Beach St.,2007-2008,11.319127120845776
427,Brigham Waginger,Western Carolina,2007-2008,15.180604302082264
428,Bristan Kelley,Northern Illinois,2007-2008,11.192402146668616
429,Brock Young,East Carolina,2007-2008,16.463014749248337
430,Brockeith Pane,Houston,2007-2008,13.804421354064447
431,Broderick Gilchrest,Middle Tennessee St.,2007-2008,2.813205969841941
432,Brody Angley,Santa Clara,2007-2008,22.87786995577238
433,Brody Van Brocklin,Weber St.,2007-2008,14.107679868715154
434,Brook Lopez,Stanford,2007-2008,41.60279914033836
435,Bruce Carter,Murray St.,2007-2008,33.34893630179072
436,Bruce Price,Tennessee St.,2007-2008,9.343458647604175
437,Bryan Ayala,North Carolina Central,2007-2008,15.004367605462546
438,Bryan Beasley,Rice,2007-2008,2.7767571854795627
439,Bryan Bostic,Presbyterian,2007-2008,20.33764703583486
440,Bryan Bouchie,Valparaiso,2007-2008,22.00948318270924
441,Bryan Davis,Texas A&M,2007-2008,14.361482689326268
442,Bryan Friday,Samford,2007-2008,18.5989696133422
443,Bryan Geffen,Quinnipiac,2007-2008,21.59982763207785
444,Bryan Harvey,Fresno St.,2007-2008,18.79135496097096
445,Bryan LeDuc,Pacific,2007-2008,31.507061322149493
446,Bryan Mullins,Southern Illinois,2007-2008,24.80818154584058
