,MATCH,DATE,PT_DIFF,HOME,AWAY,TEAM_x,A_x,BLK_x,DEF_x,OFF_x,PF_x,PTS_x,STL_x,TO_x,TOT_x,3P_x,3PA_x,FG_x,FGA_x,FT_x,FTA_x,PER_x,TEAM_y,A_y,BLK_y,DEF_y,OFF_y,PF_y,PTS_y,STL_y,TO_y,TOT_y,3P_y,3PA_y,FG_y,FGA_y,FT_y,FTA_y,PER_y
0,New Orleans vs. Vermont,2006-11-07,-17.0,New Orleans,Vermont,New Orleans,12.0,3.5,20.714285714285715,8.357142857142858,20.571428571428573,77.46428571428571,6.892857142857143,12.035714285714286,29.071428571428573,8.035714285714286,18.642857142857142,26.464285714285715,57.25,13.357142857142858,19.035714285714285,18.43017368697586,Vermont,14.733333333333333,4.533333333333333,26.233333333333334,14.233333333333333,19.366666666666667,75.7,5.733333333333333,17.133333333333333,40.46666666666667,5.333333333333333,15.1,25.066666666666666,57.6,15.8,23.7,18.271086014019147
1,Hampton vs. Maryland,2006-11-07,-27.0,Hampton,Maryland,Hampton,11.0,3.033333333333333,19.9,10.966666666666667,21.066666666666666,62.96666666666667,8.566666666666666,18.533333333333335,30.866666666666667,5.433333333333334,18.3,20.766666666666666,49.03333333333333,15.633333333333333,23.0,16.125720429940408,Maryland,17.636363636363637,7.03030303030303,25.060606060606062,11.393939393939394,18.12121212121212,80.48484848484848,7.636363636363637,16.0,36.45454545454545,5.363636363636363,14.454545454545455,26.96969696969697,58.18181818181818,15.212121212121213,22.060606060606062,8.258732693276347
2,Youngstown St. vs. Central Michigan,2006-11-08,-24.0,Youngstown St.,Central Michigan,Youngstown St.,12.148148148148149,3.0,21.703703703703702,9.222222222222221,15.0,67.55555555555556,5.037037037037037,13.88888888888889,30.925925925925927,5.592592592592593,16.555555555555557,25.51851851851852,59.44444444444444,15.148148148148149,21.296296296296298,18.410309633040697,Central Michigan,10.066666666666666,2.5,18.733333333333334,9.366666666666667,24.266666666666666,67.23333333333333,7.7,17.633333333333333,28.1,6.633333333333334,18.566666666666666,21.333333333333332,51.3,16.6,22.733333333333334,15.51183145849022
3,Brown vs. Michigan St,2006-11-08,-11.0,Brown,Michigan St,Brown,11.620689655172415,2.413793103448276,17.586206896551722,5.068965517241379,17.93103448275862,58.206896551724135,6.827586206896552,14.068965517241379,22.655172413793103,6.724137931034483,17.93103448275862,18.75862068965517,42.6551724137931,15.551724137931034,21.75862068965517,17.825357912950974,Michigan St,16.78787878787879,4.909090909090909,22.666666666666668,10.575757575757576,19.575757575757574,68.39393939393939,5.363636363636363,15.424242424242424,33.24242424242424,5.7272727272727275,15.121212121212121,23.272727272727273,49.63636363636363,14.121212121212121,20.03030303030303,20.676882522998316
4,Hampton vs. New Orleans,2006-11-08,1.0,Hampton,New Orleans,Hampton,11.0,3.033333333333333,19.9,10.966666666666667,21.066666666666666,62.96666666666667,8.566666666666666,18.533333333333335,30.866666666666667,5.433333333333334,18.3,20.766666666666666,49.03333333333333,15.633333333333333,23.0,16.125720429940408,New Orleans,12.0,3.5,20.714285714285715,8.357142857142858,20.571428571428573,77.46428571428571,6.892857142857143,12.035714285714286,29.071428571428573,8.035714285714286,18.642857142857142,26.464285714285715,57.25,13.357142857142858,19.035714285714285,18.43017368697586
5,Vermont vs. Maryland,2006-11-08,18.0,Vermont,Maryland,Vermont,14.733333333333333,4.533333333333333,26.233333333333334,14.233333333333333,19.366666666666667,75.7,5.733333333333333,17.133333333333333,40.46666666666667,5.333333333333333,15.1,25.066666666666666,57.6,15.8,23.7,18.271086014019147,Maryland,17.636363636363637,7.03030303030303,25.060606060606062,11.393939393939394,18.12121212121212,80.48484848484848,7.636363636363637,16.0,36.45454545454545,5.363636363636363,14.454545454545455,26.96969696969697,58.18181818181818,15.212121212121213,22.060606060606062,8.258732693276347
6,Brown vs. Central Michigan,2006-11-09,-13.0,Brown,Central Michigan,Brown,11.620689655172415,2.413793103448276,17.586206896551722,5.068965517241379,17.93103448275862,58.206896551724135,6.827586206896552,14.068965517241379,22.655172413793103,6.724137931034483,17.93103448275862,18.75862068965517,42.6551724137931,15.551724137931034,21.75862068965517,17.825357912950974,Central Michigan,10.066666666666666,2.5,18.733333333333334,9.366666666666667,24.266666666666666,67.23333333333333,7.7,17.633333333333333,28.1,6.633333333333334,18.566666666666666,21.333333333333332,51.3,16.6,22.733333333333334,15.51183145849022
7,Youngstown St. vs. Michigan St,2006-11-09,25.0,Youngstown St.,Michigan St,Youngstown St.,12.148148148148149,3.0,21.703703703703702,9.222222222222221,15.0,67.55555555555556,5.037037037037037,13.88888888888889,30.925925925925927,5.592592592592593,16.555555555555557,25.51851851851852,59.44444444444444,15.148148148148149,21.296296296296298,18.410309633040697,Michigan St,16.78787878787879,4.909090909090909,22.666666666666668,10.575757575757576,19.575757575757574,68.39393939393939,5.363636363636363,15.424242424242424,33.24242424242424,5.7272727272727275,15.121212121212121,23.272727272727273,49.63636363636363,14.121212121212121,20.03030303030303,20.676882522998316
8,Chicago St. vs. St. Bonaventure,2006-11-09,3.0,Chicago St.,St. Bonaventure,Chicago St.,11.074074074074074,2.111111111111111,15.296296296296296,8.925925925925926,17.14814814814815,58.370370370370374,6.925925925925926,12.407407407407407,24.22222222222222,5.592592592592593,16.703703703703702,22.555555555555557,53.2962962962963,13.592592592592593,18.555555555555557,17.77365351254572,St. Bonaventure,12.655172413793103,3.0344827586206895,19.413793103448278,9.827586206896552,16.75862068965517,66.03448275862068,5.0,14.206896551724139,29.24137931034483,6.172413793103448,18.137931034482758,20.413793103448278,49.172413793103445,12.689655172413794,18.896551724137932,17.237726132068918
9,Alcorn St. vs. Texas,2006-11-09,-59.0,Alcorn St.,Texas,Alcorn St.,9.178571428571429,2.642857142857143,21.071428571428573,10.357142857142858,23.071428571428573,66.67857142857143,6.535714285714286,17.892857142857142,31.428571428571427,4.928571428571429,17.0,23.571428571428573,56.714285714285715,15.5,22.392857142857142,15.766906840394094,Texas,14.9375,6.15625,25.96875,13.59375,18.84375,89.09375,8.03125,13.28125,39.5625,10.25,25.65625,31.53125,70.34375,20.1875,27.15625,2.6530249797140053
