,MATCH,DATE,PT_DIFF,HOME,AWAY,TEAM_x,A_x,BLK_x,DEF_x,OFF_x,PF_x,PTS_x,STL_x,TO_x,TOT_x,3P_x,3PA_x,FG_x,FGA_x,FT_x,FTA_x,PER_x,TEAM_y,A_y,BLK_y,DEF_y,OFF_y,PF_y,PTS_y,STL_y,TO_y,TOT_y,3P_y,3PA_y,FG_y,FGA_y,FT_y,FTA_y,PER_y
0,Texas Southern vs. Eastern Washington,2014-11-14,24,Texas Southern,Eastern Washington,Texas Southern,11.53125,3.21875,22.0625,9.40625,18.21875,73.875,6.625,13.40625,31.46875,5.6875,17.5625,25.25,56.5625,17.6875,26.5625,19.38777286906312,Eastern Washington,13.413793103448276,4.379310344827586,23.448275862068964,8.517241379310345,17.413793103448278,84.96551724137932,6.448275862068965,11.10344827586207,31.96551724137931,10.931034482758621,27.655172413793103,29.06896551724138,62.310344827586206,15.89655172413793,21.862068965517242,25.054846152367105
1,Citadel vs. VMI,2014-11-14,-11,Citadel,VMI,Citadel,12.8,2.08,18.88,7.28,15.16,65.84,4.32,13.24,26.16,7.16,17.76,22.12,49.44,14.44,18.72,19.280357878010197,VMI,13.461538461538462,6.0,22.96153846153846,12.23076923076923,22.76923076923077,82.23076923076923,8.192307692307692,15.961538461538462,35.19230769230769,11.692307692307692,36.80769230769231,27.846153846153847,71.38461538461539,14.846153846153847,21.46153846153846,18.528646787992976
2,Tennessee vs. VCU,2014-11-14,-16,Tennessee,VCU,Tennessee,11.6,3.5,19.3,10.5,19.566666666666666,65.8,8.0,12.4,29.8,6.466666666666667,19.5,23.466666666666665,55.733333333333334,12.4,17.6,3.8627924044659423,VCU,13.0,4.323529411764706,22.147058823529413,10.970588235294118,19.058823529411764,74.38235294117646,9.705882352941176,10.735294117647058,33.11764705882353,8.323529411764707,24.147058823529413,25.5,60.794117647058826,15.058823529411764,22.61764705882353,23.164552303229467
3,San Diego vs. Boise St.,2014-11-14,6,San Diego,Boise St.,San Diego,13.321428571428571,4.0,22.428571428571427,9.0,21.285714285714285,68.46428571428571,6.857142857142857,12.178571428571429,31.428571428571427,6.642857142857143,19.357142857142858,23.464285714285715,55.857142857142854,14.892857142857142,21.571428571428573,8.85325136207296,Boise St.,11.548387096774194,2.2903225806451615,21.322580645161292,7.096774193548387,16.677419354838708,67.16129032258064,5.806451612903226,9.838709677419354,28.419354838709676,8.225806451612904,20.93548387096774,23.483870967741936,51.54838709677419,11.96774193548387,16.516129032258064,21.29728017383945
4,N.C. Asheville vs. Wake Forest,2014-11-14,-11,N.C. Asheville,Wake Forest,N.C. Asheville,13.076923076923077,4.6923076923076925,21.46153846153846,8.653846153846153,19.0,70.5,6.884615384615385,13.615384615384615,30.115384615384617,7.846153846153846,22.192307692307693,24.192307692307693,55.42307692307692,14.26923076923077,19.192307692307693,21.64335141189513,Wake Forest,14.258064516129032,3.4838709677419355,24.032258064516128,9.806451612903226,16.870967741935484,68.0,6.387096774193548,13.0,33.83870967741935,6.32258064516129,18.677419354838708,23.612903225806452,55.32258064516129,14.451612903225806,22.838709677419356,19.62396478840156
5,Samford vs. Purdue,2014-11-14,40,Samford,Purdue,Samford,12.933333333333334,3.033333333333333,19.566666666666666,7.6,19.9,69.0,7.233333333333333,12.466666666666667,27.166666666666668,6.366666666666666,18.633333333333333,24.0,54.63333333333333,14.633333333333333,21.133333333333333,19.002580369753975,Purdue,15.242424242424242,5.242424242424242,23.424242424242426,10.454545454545455,19.242424242424242,71.3030303030303,5.545454545454546,12.787878787878787,33.878787878787875,5.848484848484849,17.87878787878788,24.848484848484848,55.21212121212121,15.757575757575758,23.0,11.532405346538917
6,Alabama A&M vs. Dayton,2014-11-14,-24,Alabama A&M,Dayton,Alabama A&M,12.296296296296296,2.4074074074074074,20.22222222222222,11.0,19.77777777777778,61.96296296296296,5.481481481481482,13.703703703703704,31.22222222222222,5.666666666666667,19.59259259259259,20.925925925925927,52.888888888888886,14.444444444444445,22.14814814814815,13.918219888453503,Dayton,13.823529411764707,2.5,22.264705882352942,5.0,15.705882352941176,67.73529411764706,7.029411764705882,11.235294117647058,27.264705882352942,6.970588235294118,19.264705882352942,22.41176470588235,48.35294117647059,15.941176470588236,23.058823529411764,21.289867192951142
7,Fairleigh Dickinson vs. St. Joseph's,2014-11-14,1,Fairleigh Dickinson,St. Joseph's,Fairleigh Dickinson,10.464285714285714,2.892857142857143,16.857142857142858,7.821428571428571,21.107142857142858,63.785714285714285,8.285714285714286,11.785714285714286,24.678571428571427,6.714285714285714,20.571428571428573,22.035714285714285,54.17857142857143,13.0,18.571428571428573,18.30409067153323,St. Joseph's,12.633333333333333,4.1,21.8,9.166666666666666,15.6,61.333333333333336,6.366666666666666,11.933333333333334,30.966666666666665,5.5,17.966666666666665,21.933333333333334,54.266666666666666,11.966666666666667,19.2,17.938929884381277
8,Massachusetts Lowell vs. Ohio St.,2014-11-14,-37,Massachusetts Lowell,Ohio St.,Massachusetts Lowell,10.678571428571429,0.9642857142857143,19.0,5.857142857142857,18.071428571428573,59.857142857142854,6.892857142857143,13.107142857142858,24.857142857142858,7.428571428571429,21.25,20.5,50.642857142857146,11.428571428571429,17.392857142857142,15.23365684020718,Ohio St.,15.705882352941176,5.235294117647059,23.764705882352942,9.941176470588236,16.5,77.5,7.794117647058823,11.5,33.705882352941174,6.9411764705882355,18.735294117647058,28.352941176470587,58.64705882352941,13.852941176470589,20.38235294117647,26.080732392709734
9,Morgan St. vs. Penn St.,2014-11-14,-13,Morgan St.,Penn St.,Morgan St.,9.866666666666667,2.8,17.5,12.166666666666666,17.366666666666667,57.766666666666666,5.4,9.966666666666667,29.666666666666668,4.266666666666667,15.566666666666666,20.466666666666665,56.7,12.566666666666666,19.933333333333334,15.471413033697653,Penn St.,9.205882352941176,4.029411764705882,22.529411764705884,8.588235294117647,19.676470588235293,63.294117647058826,5.735294117647059,11.147058823529411,31.11764705882353,6.294117647058823,18.941176470588236,22.38235294117647,53.3235294117647,12.235294117647058,17.558823529411764,18.135175294649734
10,Belmont vs. Wright St.,2014-11-14,-3,Belmont,Wright St.,Belmont,14.566666666666666,1.5666666666666667,20.933333333333334,6.866666666666666,14.2,70.66666666666667,6.333333333333333,12.4,27.8,9.8,25.9,25.033333333333335,52.3,10.8,15.666666666666666,20.50716078527371,Wright St.,12.571428571428571,2.1785714285714284,19.0,5.571428571428571,17.464285714285715,59.42857142857143,4.678571428571429,11.178571428571429,24.571428571428573,5.857142857142857,17.071428571428573,21.714285714285715,49.92857142857143,10.142857142857142,14.928571428571429,15.763830250422092
11,Savannah State vs. Eastern Kentucky,2014-11-14,23,Savannah State,Eastern Kentucky,Savannah State,8.821428571428571,2.1785714285714284,16.857142857142858,8.0,18.714285714285715,54.535714285714285,8.5,15.214285714285714,24.857142857142858,3.4285714285714284,13.214285714285714,20.607142857142858,50.392857142857146,9.892857142857142,17.357142857142858,12.433008254482553,Eastern Kentucky,14.3,3.0,17.8,5.4,15.6,70.1,8.9,11.366666666666667,23.2,8.766666666666667,24.533333333333335,23.966666666666665,51.8,13.4,17.166666666666668,20.065629683908956
12,Long Beach St. vs. Brigham Young,2014-11-14,5,Long Beach St.,Brigham Young,Long Beach St.,11.10344827586207,2.4827586206896552,22.517241379310345,9.655172413793103,19.655172413793103,68.86206896551724,6.827586206896552,13.586206896551724,32.172413793103445,7.137931034482759,21.06896551724138,24.06896551724138,57.58620689655172,13.586206896551724,19.620689655172413,17.685353578613263,Brigham Young,17.566666666666666,3.066666666666667,25.0,10.266666666666667,21.366666666666667,88.2,7.266666666666667,12.333333333333334,35.266666666666666,8.933333333333334,22.7,29.233333333333334,63.266666666666666,20.8,27.033333333333335,22.16642066645657
