,MATCH,DATE,PT_DIFF,HOME,AWAY,TEAM_x,A_x,BLK_x,DEF_x,OFF_x,PF_x,PTS_x,STL_x,TO_x,TOT_x,3P_x,3PA_x,FG_x,FGA_x,FT_x,FTA_x,PER_x,TEAM_y,A_y,BLK_y,DEF_y,OFF_y,PF_y,PTS_y,STL_y,TO_y,TOT_y,3P_y,3PA_y,FG_y,FGA_y,FT_y,FTA_y,PER_y
0,Rhode Island vs. Pittsburgh,2010-11-08,8.0,Rhode Island,Pittsburgh,Rhode Island,12.151515151515152,3.5454545454545454,21.727272727272727,9.454545454545455,16.939393939393938,65.57575757575758,6.636363636363637,11.575757575757576,31.181818181818183,6.151515151515151,18.181818181818183,22.272727272727273,52.0,11.484848484848484,16.272727272727273,19.702993492532805,Pittsburgh,17.818181818181817,3.3636363636363638,24.757575757575758,12.878787878787879,18.363636363636363,76.0,4.818181818181818,11.666666666666666,37.63636363636363,5.484848484848484,14.818181818181818,24.666666666666668,53.09090909090909,14.454545454545455,22.272727272727273,23.043718220551543
1,UC Irvine vs. Illinois,2010-11-08,14.0,UC Irvine,Illinois,UC Irvine,12.466666666666667,1.7666666666666666,24.8,8.666666666666666,22.3,77.06666666666666,6.733333333333333,13.3,33.46666666666667,6.8,20.033333333333335,23.433333333333334,56.666666666666664,16.133333333333333,22.933333333333334,16.28807871486707,Illinois,16.176470588235293,4.411764705882353,22.705882352941178,8.470588235294118,17.058823529411764,69.58823529411765,5.352941176470588,11.941176470588236,31.176470588235293,6.294117647058823,16.558823529411764,23.941176470588236,51.8235294117647,10.705882352941176,15.058823529411764,3.723848517585588
2,Seattle vs. Maryland,2010-11-08,29.0,Seattle,Maryland,Seattle,11.419354838709678,1.903225806451613,21.322580645161292,12.161290322580646,21.29032258064516,68.09677419354838,8.35483870967742,17.06451612903226,33.483870967741936,6.096774193548387,18.870967741935484,24.0,58.935483870967744,15.225806451612904,22.838709677419356,15.338727581792986,Maryland,17.612903225806452,4.193548387096774,25.516129032258064,11.35483870967742,16.870967741935484,79.80645161290323,7.064516129032258,13.806451612903226,36.87096774193548,4.709677419354839,13.96774193548387,26.677419354838708,56.74193548387097,14.903225806451612,21.483870967741936,8.342123626402522
3,Navy vs. Texas,2010-11-08,-31.0,Navy,Texas,Navy,12.724137931034482,2.4827586206896552,20.93103448275862,6.724137931034483,21.17241379310345,70.06896551724138,9.206896551724139,15.206896551724139,27.655172413793103,7.068965517241379,22.75862068965517,22.82758620689655,54.89655172413793,16.482758620689655,23.620689655172413,16.37102991080159,Texas,14.696969696969697,5.545454545454546,27.363636363636363,12.787878787878787,18.636363636363637,81.66666666666667,6.212121212121212,12.636363636363637,40.15151515151515,6.2727272727272725,17.696969696969695,27.727272727272727,63.21212121212121,17.03030303030303,25.12121212121212,2.1944187886861513
4,Illinois-Chicago vs. Pittsburgh,2010-11-10,-43.0,Illinois-Chicago,Pittsburgh,Illinois-Chicago,11.482758620689655,2.7586206896551726,22.06896551724138,10.620689655172415,17.93103448275862,62.827586206896555,4.379310344827586,15.517241379310345,32.689655172413794,4.482758620689655,13.413793103448276,22.551724137931036,51.827586206896555,9.517241379310345,14.551724137931034,16.244389562815186,Pittsburgh,17.818181818181817,3.3636363636363638,24.757575757575758,12.878787878787879,18.363636363636363,76.0,4.818181818181818,11.666666666666666,37.63636363636363,5.484848484848484,14.818181818181818,24.666666666666668,53.09090909090909,14.454545454545455,22.272727272727273,23.043718220551543
5,Toledo vs. Illinois,2010-11-10,39.0,Toledo,Illinois,Toledo,12.266666666666667,1.4333333333333333,20.7,7.966666666666667,17.533333333333335,59.1,5.7,16.433333333333334,28.666666666666668,6.033333333333333,17.8,22.733333333333334,53.4,14.566666666666666,22.5,15.57527608028733,Illinois,16.176470588235293,4.411764705882353,22.705882352941178,8.470588235294118,17.058823529411764,69.58823529411765,5.352941176470588,11.941176470588236,31.176470588235293,6.294117647058823,16.558823529411764,23.941176470588236,51.8235294117647,10.705882352941176,15.058823529411764,3.723848517585588
6,Charleston vs. Maryland,2010-11-10,-1.0,Charleston,Maryland,Charleston,14.2,4.171428571428572,23.085714285714285,10.257142857142858,15.685714285714285,80.08571428571429,6.0,12.342857142857143,33.34285714285714,8.028571428571428,21.857142857142858,28.114285714285714,59.371428571428574,11.942857142857143,16.114285714285714,14.363167425663631,Maryland,17.612903225806452,4.193548387096774,25.516129032258064,11.35483870967742,16.870967741935484,79.80645161290323,7.064516129032258,13.806451612903226,36.87096774193548,4.709677419354839,13.96774193548387,26.677419354838708,56.74193548387097,14.903225806451612,21.483870967741936,8.342123626402522
7,Louisiana Tech vs. Texas,2010-11-10,-31.0,Louisiana Tech,Texas,Louisiana Tech,9.096774193548388,1.8064516129032258,20.129032258064516,8.096774193548388,18.774193548387096,56.54838709677419,5.0,15.03225806451613,28.225806451612904,5.064516129032258,15.64516129032258,18.580645161290324,45.45161290322581,11.32258064516129,16.677419354838708,13.490185763827053,Texas,14.696969696969697,5.545454545454546,27.363636363636363,12.787878787878787,18.636363636363637,81.66666666666667,6.212121212121212,12.636363636363637,40.15151515151515,6.2727272727272725,17.696969696969695,27.727272727272727,63.21212121212121,17.03030303030303,25.12121212121212,2.1944187886861513
8,Wis.-Milwaukee vs. Portland,2010-11-12,20.0,Wis.-Milwaukee,Portland,Wis.-Milwaukee,13.548387096774194,2.3225806451612905,22.387096774193548,9.483870967741936,18.419354838709676,72.41935483870968,5.258064516129032,14.258064516129032,31.870967741935484,7.129032258064516,20.580645161290324,21.06451612903226,50.0,12.774193548387096,19.870967741935484,16.660176155128273,Portland,14.419354838709678,3.161290322580645,22.64516129032258,9.516129032258064,18.0,73.19354838709677,5.483870967741935,12.838709677419354,32.16129032258065,6.838709677419355,17.387096774193548,24.322580645161292,54.516129032258064,14.96774193548387,20.0,10.68646161158213
9,Towson vs. Miami (OH),2010-11-12,3.0,Towson,Miami (OH),Towson,10.517241379310345,2.9655172413793105,20.310344827586206,8.758620689655173,17.03448275862069,67.3103448275862,5.482758620689655,11.137931034482758,29.06896551724138,6.379310344827586,17.24137931034483,22.03448275862069,49.44827586206897,12.310344827586206,17.655172413793103,19.180825663173078,Miami (OH),11.612903225806452,2.774193548387097,22.64516129032258,8.129032258064516,17.451612903225808,68.19354838709677,4.903225806451613,14.32258064516129,30.774193548387096,6.483870967741935,18.70967741935484,20.548387096774192,47.61290322580645,10.580645161290322,14.64516129032258,32.92314121992742
