,PLAYER,TEAM,YEAR,PER
88,Alex Kirk,New Mexico,2013-2014,14.61423442823811
89,Alex Majewski,Texas-Pan American,2013-2014,12.231146646841147
90,Alex Mitola,Dartmouth,2013-2014,21.584438921049397
91,Alex Ogundadegbe,Binghamton,2013-2014,11.069310983858541
92,Alex Olah,Northwestern,2013-2014,10.198303529660855
93,Alex Osborne,Loyola Marymount,2013-2014,20.06258116257306
94,Alex Phillips,Nebraska Omaha,2013-2014,15.196475580005163
95,Alex Poythress,Kentucky,2013-2014,7.028141958299388
96,Alex Ramon,Colgate,2013-2014,2.579543598505783
97,Alex Rosenberg,Columbia,2013-2014,33.84353356430718
98,Alex Thompson,Auburn,2013-2014,7.309573050462592
99,Alex Tiffin,Sacramento State,2013-2014,7.278034061661398
100,Alex Young,UC Irvine,2013-2014,19.74419280966032
101,Alfonzo Houston,North Carolina Central,2013-2014,19.043431631664685
102,Algie Key,Alabama,2013-2014,4.077020512385629
103,Alhaji Fullah,Charleston Southern,2013-2014,27.201740312263293
104,Allan Dempster,Bethune-Cookman,2013-2014,15.878305813626998
105,Allen Dickerson,Radford,2013-2014,13.092547249254329
106,Allen Huddleston,Fresno St.,2013-2014,22.881763288486635
107,Allen Payne,Auburn,2013-2014,19.443258229554154
108,Allen Roberts,Penn St.,2013-2014,18.346277522425524
109,Alonzo Nelson-Ododa,Richmond,2013-2014,19.368287457427147
110,Alonzo Traylor,North Dakota,2013-2014,14.50306654969322
111,Alvin Ellis III,Michigan St,2013-2014,10.644189471390874
112,Aly Ahmed,Cal. State - Bakersfield,2013-2014,23.44322435531136
113,Alyx Foster,Portland St.,2013-2014,5.526631893394957
114,Alzee Williams,North Texas,2013-2014,20.511283653453578
115,Amadi Udenyi,Pepperdine,2013-2014,13.390079601230033
116,Amadou Sidibe,Fairfield,2013-2014,18.110225104924456
117,Ambrose Mosley,Old Dominion,2013-2014,19.348174419801065
118,Amdy Fall,St. Francis (NY),2013-2014,44.79947049576844
119,Amedeo Della Valle,Ohio St.,2013-2014,13.123623417316198
120,Amida Brimah,Connecticut,2013-2014,23.961959600044842
121,Amile Jefferson,Duke,2013-2014,29.27000522244276
122,Amin Torres,Nicholls State,2013-2014,14.07147086039804
123,Amir Williams,Ohio St.,2013-2014,27.04311236139949
124,Amos Olatayo,Louisiana-Monroe,2013-2014,25.289601970707846
125,Amos Wilson,Lamar,2013-2014,19.960367684963842
126,Amric Fields,Texas Christian,2013-2014,22.21927728652968
127,Anali Okoloji,George Mason,2013-2014,12.535830119333495
128,Andell Cumberbatch,St. Bonaventure,2013-2014,20.608330397167258
129,Anders Broman,South Dakota State,2013-2014,9.109392718099203
130,Andre Adams,Prairie View A&M,2013-2014,4.225161534106394
131,Andre Armstrong,Coppin St.,2013-2014,19.52610780945765
132,Andre Dawkins,Duke,2013-2014,31.54066280576389
133,Andre Hollins,Minnesota,2013-2014,24.222273230073718
134,Andre Smith,Winthrop,2013-2014,22.563740132835044
135,Andre Stringer,Louisiana State,2013-2014,26.6475162583265
136,Andre Washington,Wake Forest,2013-2014,24.012273667182807
137,Andre' Hatchett,Idaho State,2013-2014,25.74351331556757
138,Andrew Andrews,Washington,2013-2014,5.973726073324843
139,Andrew Bock,Pacific,2013-2014,23.34721686811859
140,Andrew Chrabascz,Butler,2013-2014,26.711315186056975
141,Andrew Drone,Rice,2013-2014,14.078838299983431
142,Andrew Harrison,Kentucky,2013-2014,5.350711652895333
143,Andrew McAuliffe,Davidson,2013-2014,7.81288788914119
144,Andrew Nicholas,Monmouth-NJ,2013-2014,18.859047237406653
145,Andrew Osemhen,Kennesaw St.,2013-2014,5.578099275496163
146,Andrew Rowsey,N.C. Asheville,2013-2014,27.627599993764676
147,Andrew Ryan,Campbell,2013-2014,21.923782753739747
148,Andrew Smith,Liberty,2013-2014,29.59665043389949
149,Andrew Wiggins,Kansas,2013-2014,16.41692702309791
150,Andrey Semenov,James Madison,2013-2014,18.982225424572256
151,Andy Martin,Montana,2013-2014,8.232554157947085
152,Anell Alexis,Norfolk State,2013-2014,21.920328003622174
153,Angel Matias,Georgia Southern,2013-2014,20.619741979833915
154,Angel Nunez,Gonzaga,2013-2014,24.380817121777593
155,Angelo Warner,Morehead St.,2013-2014,28.75746577863037
156,Angus Brandt,Oregon St.,2013-2014,28.048304128576493
157,Anson Winder,Brigham Young,2013-2014,24.106815700820686
158,Anthlon Bell,Arkansas,2013-2014,4.1152366197184485
159,Anthony Barber,N.C. State,2013-2014,19.03463539646117
160,Anthony Beane Jr.,Southern Illinois,2013-2014,24.482136229502927
161,Anthony Brown,Stanford,2013-2014,23.242320386250846
162,Anthony Clemmons,Iowa,2013-2014,4.91183278796099
163,Anthony Dallier,Yale,2013-2014,9.651759629347856
164,Anthony Drmic,Boise St.,2013-2014,26.856651995637435
165,Anthony Evans,Alcorn St.,2013-2014,10.971882506119798
166,Anthony Gill,Virginia,2013-2014,10.572936861942063
167,Anthony Henderson,Bowling Green,2013-2014,18.91666190994739
168,Anthony Hickey,Louisiana State,2013-2014,18.16130893805743
169,Anthony Holliday,Lamar,2013-2014,14.445532228414365
170,Anthony Horton,Incarnate Word,2013-2014,21.296068956213194
171,Anthony Hubbard,Morgan St.,2013-2014,24.10864277570358
172,Anthony Ireland,Loyola Marymount,2013-2014,29.214953389601284
173,Anthony Jackson,Stony Brook,2013-2014,18.26015194020177
174,Anthony Johnson,Northern Colorado,2013-2014,7.599485781930282
175,Anthony Lee,Temple,2013-2014,27.35464066551778
176,Anthony Lindauer,High Point,2013-2014,12.958943037011908
177,Anthony Mayo,Stony Brook,2013-2014,6.289306827533101
178,Anthony McDonald,Mississippi Valley State,2013-2014,16.511681541104263
179,Anthony Monaco,Northern Kentucky,2013-2014,9.472491949774499
180,Anthony Myers-Pate,Robert Morris,2013-2014,17.841985250820247
181,Anthony Myles,Rider,2013-2014,24.891585218786425
182,Anthony Perez,Mississippi,2013-2014,6.597188011542416
183,Anthony Silvestri,Cal Poly SLO,2013-2014,15.622392389619385
184,Anthony Stitt,Charleston,2013-2014,7.648758947909842
185,Anthony Thomas,Charleston,2013-2014,9.30740551201521
186,Anthony Thompson,Holy Cross,2013-2014,22.872105560783698
187,Anthony Walker,Texas-Arlington,2013-2014,20.395006285654382
188,Anthony White,St. Francis (NY),2013-2014,29.495800542442304
189,Anthony White Jr.,Mercer,2013-2014,24.353771178201676
190,Antoine Allen,South Alabama,2013-2014,16.384412603988093
191,Antoine Mason,Niagara,2013-2014,29.786637985276737
192,Antoine Myers,Troy,2013-2014,21.872053408628062
193,Anton Grady,Cleveland St.,2013-2014,27.398963368517595
194,Anton Wilson,Detroit,2013-2014,13.785970031143481
195,Antonio Barton,Tennessee,2013-2014,3.6955017090930107
196,Antonio Biglow,Montana St.,2013-2014,15.488566074896479
197,Antonio Bivins,Massachusetts Lowell,2013-2014,31.772889369077525
198,Antonio Campbell,Ohio,2013-2014,13.694742182334613
199,Antonio Robinson,East Carolina,2013-2014,16.05812991007382
200,Antonius Cleveland,SE Missouri St.,2013-2014,19.98535538826582
201,Antonnio Benton,Southeastern Louisiana,2013-2014,20.995647563909827
202,Antwan Burrus,Liberty,2013-2014,27.641988599960644
203,Antwan Scott,Grambling State,2013-2014,24.893710521704485
204,Antwan Space,Texas A&M,2013-2014,7.7157678632761435
205,Antwon Oliver,Campbell,2013-2014,12.953413755638655
206,Aqeel Quinn,San Diego St.,2013-2014,16.63763445436576
207,Arlon Harper,Charleston Southern,2013-2014,27.38490202759523
208,Armani Cotton,Yale,2013-2014,20.039722277787675
209,Armani Flannigan,North Texas,2013-2014,18.44691983413034
210,Armani Moore,Tennessee,2013-2014,4.782932661274206
211,Arnaud William Adala Moto,Wake Forest,2013-2014,18.580175288176527
212,Arnold Fripp,Coppin St.,2013-2014,19.966244432024745
213,Arthur Capers,Alabama A&M,2013-2014,19.37941817399125
214,Asauhn Dixon-Tatum,Auburn,2013-2014,23.794937413692352
215,Ashton Moore,Citadel,2013-2014,21.31176920518378
216,Ashton Pankey,Manhattan,2013-2014,22.258600577845744
217,Askia Booker,Colorado,2013-2014,8.890244835567875
218,Atif Russell,Pepperdine,2013-2014,16.42202953764189
219,Aubrey Ball,Central Arkansas,2013-2014,17.724066201941092
220,Augustine Rubit,South Alabama,2013-2014,36.195479560292085
221,Aurimas Majauskas,Sam Houston St.,2013-2014,30.374413863813736
222,Ausar Madison,Howard,2013-2014,5.226836577827213
223,Austin Ajukwa,Clemson,2013-2014,18.745174059198764
224,Austin Anderson,Presbyterian,2013-2014,9.512248105095182
225,Austin Arians,Wis.-Milwaukee,2013-2014,18.294504586593163
226,Austin Burgett,Notre Dame,2013-2014,13.07612221013867
227,Austin Chatman,Creighton,2013-2014,18.674614013066346
228,Austin Cooke,Abilene Christian,2013-2014,18.3916129954145
229,Austin Etherington,Indiana,2013-2014,3.730954815788081
230,Austin Hamilton,Elon University,2013-2014,20.424784793318853
231,Austin Hollins,Minnesota,2013-2014,28.36747227982721
232,Austin Keel,Central Michigan,2013-2014,19.129039211830765
233,Austin Lewis,McNeese St.,2013-2014,15.830731663504219
234,Austin McBroom,Saint Louis,2013-2014,16.814864558579973
235,Austin Mills,Pepperdine,2013-2014,8.938083506386835
236,Austin Nichols,Memphis,2013-2014,25.112688592609253
237,Austin Price,Lehigh,2013-2014,16.574092995636267
238,Austin Quick,UC Riverside,2013-2014,15.773967422912888
239,Austin Ramljak,Rice,2013-2014,16.656506567072366
240,Austin Richie,Western Michigan,2013-2014,14.966559111221954
241,Austin Ruder,Missouri St.,2013-2014,6.854601665131372
242,Austin Stewart,Central Michigan,2013-2014,22.235088142768404
243,Austin Tillotson,Colgate,2013-2014,29.584705084966266
244,Auston Barnes,Bradley,2013-2014,20.218373339796262
245,Avery Dingman,Creighton,2013-2014,14.200969784513537
246,Avery Johnson,UC Davis,2013-2014,12.909318605501097
247,Avery Moore,Jacksonville St.,2013-2014,19.38310377311514
248,Avibakuro Preh,Idaho State,2013-2014,15.732435622720507
249,Avry Holmes,San Francisco,2013-2014,22.880083947606167
250,B.J. Glasford,Stetson,2013-2014,10.977980668326957
251,Babatunde Olumuyiwa,South Carolina Upstate,2013-2014,21.412695924035894
252,Badou Diagne,Coastal Carolina,2013-2014,24.080024854723813
253,Barrington Stevens III,South Alabama,2013-2014,12.962547858015773
254,Basil Smotherman,Purdue,2013-2014,11.359180068513693
255,Baye Moussa Keita,Syracuse,2013-2014,17.715258747055348
256,Beau Beech,North Florida,2013-2014,18.08190439451766
257,Beau Levesque,St. Mary's,2013-2014,11.326036681956834
258,Beejay Anya,N.C. State,2013-2014,17.505505678798997
259,Ben Aird,Utah Valley,2013-2014,27.090058659939576
260,Ben Brackney,Bucknell,2013-2014,17.477946539644112
261,Ben Brust,Wisconsin,2013-2014,24.828621262804006
262,Ben Carter,Oregon,2013-2014,8.55121615702508
263,Ben Cherry,Charlotte,2013-2014,14.49745430530974
264,Ben Clifford,Utah St.,2013-2014,16.11542783094983
265,Ben Dickinson,Loyola Marymount,2013-2014,25.414576758797928
266,Ben Dillard,Arkansas-Little Rock,2013-2014,15.946369326761067
267,Ben Eblen,NC-Wilmington,2013-2014,11.579457698735997
268,Ben Emelogu,Virginia Tech,2013-2014,19.557434271576618
269,Ben Hazel,Princeton,2013-2014,14.640042413331102
270,Ben Millaud-Meunier,St. Francis (PA),2013-2014,39.53953646497778
271,Ben Mockford,St. Francis (NY),2013-2014,38.89553369151156
272,Ben Moore,Southern Methodist,2013-2014,31.77036495967748
273,Ben Vozzola,CSU Northridge,2013-2014,9.467373864983943
274,Benny Parker,Nebraska,2013-2014,6.9198985124979355
275,Bernard Morena,Kennesaw St.,2013-2014,10.547750764636154
276,Bernard Thompson,Florida Gulf Coast,2013-2014,27.122820494057084
277,Biggie Minnis,Rhode Island,2013-2014,10.286685808137298
278,Billy Baron,Canisius,2013-2014,40.52223118181021
279,Billy Garrett Jr.,DePaul,2013-2014,20.47342940661769
280,Billy Ingram,Alabama St.,2013-2014,7.773432400056641
281,Billy Reader,Morehead St.,2013-2014,22.98697797124634
282,Bira Seck,Idaho,2013-2014,7.051238907429089
283,Blake Bozeman,Morgan St.,2013-2014,6.341664029988294
284,Blake Davis,Grand Canyon,2013-2014,13.456606471514727
285,Blake Hibbitts,Central Michigan,2013-2014,15.226860195763908
286,Blake Jenkins,Belmont,2013-2014,23.483351621290346
287,Blake Ralling,Mississippi Valley State,2013-2014,11.294341740397186
288,Blake Simmons,Evansville,2013-2014,15.406063836652251
289,Bo Barnes,Arizona St.,2013-2014,18.955231665376694
290,Bo Calhoun,Ball St.,2013-2014,9.08403380376537
291,Bobby Brown,Alabama St.,2013-2014,24.099506922437268
292,Bobby Capobianco,Valparaiso,2013-2014,19.56683141155583
293,Bobby Hain,Youngstown St.,2013-2014,23.61327410726338
294,Bobby Hunter,Illinois St.,2013-2014,25.845372448319285
295,Bobby Jones,Tenn-Martin,2013-2014,15.344879472659281
296,Bobby King,Florida A&M,2013-2014,19.45748477971865
297,Bobby Portis,Arkansas,2013-2014,8.010375158360857
298,Bobby Sharp,Portland,2013-2014,9.929514264469093
299,Bobby Word,Oral Roberts,2013-2014,16.81158517023605
300,Bola Olaniyan,Southern Illinois,2013-2014,19.380496960415574
301,Boris Bojanovsky,Florida St.,2013-2014,24.813335759632825
302,Brad Waldow,St. Mary's,2013-2014,18.65856793022339
303,Brady Heslip,Baylor,2013-2014,25.151355624816997
304,Brandan Stith,East Carolina,2013-2014,19.60849236060817
305,Brandan Walton,North Texas,2013-2014,19.21243853211997
306,Branden Dawson,Michigan St,2013-2014,35.82862691526903
307,Branden Frazier,Fordham,2013-2014,26.146892024177255
308,Brandon Ashley,Arizona,2013-2014,10.31552084920522
309,Brandon Barnes,Cal. State - Bakersfield,2013-2014,19.605379092595747
310,Brandon Boggs,Western Carolina,2013-2014,25.8941258950915
311,Brandon Bos,South Dakota,2013-2014,10.075219779044073
312,Brandon Britt,William & Mary,2013-2014,28.162041123629553
313,Brandon Burnett,Indiana St.,2013-2014,16.001426830875534
314,Brandon Cataldo,Portland St.,2013-2014,31.670708636850744
315,Brandon Clark,Santa Clara,2013-2014,30.31296140384928
316,Brandon Conley,Oral Roberts,2013-2014,23.222067402370534
317,Brandon Edwards,Texas-Arlington,2013-2014,34.307702859269014
318,Brandon Ellis,Alabama A&M,2013-2014,15.985610398412984
319,Brandon Gfeller,Montana,2013-2014,3.4833892184252355
320,Brandon Goode,Norfolk State,2013-2014,30.160465787125887
321,Brandon Goodwin,Central Florida,2013-2014,12.724095483844364
322,Brandon Graham,Alabama St.,2013-2014,19.258381848988936
323,Brandon Harris,Western Kentucky,2013-2014,18.115822805560583
324,Brandon Holcomb,Radford,2013-2014,21.35742453535193
325,Brandon McDonnell,Dartmouth,2013-2014,20.469851385786907
326,Brandon Mitchell,San Jose St.,2013-2014,12.713636803491449
327,Brandon Mobley,Seton Hall,2013-2014,18.61332272905095
328,Brandon Morris,Georgia,2013-2014,5.5339242528698405
329,Brandon Morris,Houston,2013-2014,6.685196629566274
330,Brandon Parrish,Texas Christian,2013-2014,10.965959742132021
331,Brandon Peel,Central Conn. St.,2013-2014,27.081013855096607
332,Brandon Pye,Texas A&M CC,2013-2014,16.58249742857129
333,Brandon Randolph,Xavier,2013-2014,8.326232053887768
334,Brandon Reed,Arkansas St.,2013-2014,18.762668303753333
335,Brandon Regis,McNeese St.,2013-2014,9.579704813282799
336,Brandon Roberts,Samford,2013-2014,8.474750508129638
337,Brandon Sherrod,Yale,2013-2014,21.343281381440665
338,Brandon Spearman,Hawaii,2013-2014,23.919908965101634
339,Brandon St. Louis,Coppin St.,2013-2014,11.352129268352547
340,Brandon Swannegan,Tulsa,2013-2014,21.314832278348106
341,Brandon Taylor,Penn St.,2013-2014,19.847711289142257
342,Brandon Taylor,Utah,2013-2014,5.257335347841844
343,Brandon Vega,Winthrop,2013-2014,13.713253614521639
344,Brandon Venturini,Navy,2013-2014,19.00216189660568
345,Brandon Watkins,West Virginia,2013-2014,18.518778116166757
346,Brandon West,Jackson State,2013-2014,37.53753504402646
347,Brandon Williams,Texas-Arlington,2013-2014,14.339684918895372
348,Brandon Young,DePaul,2013-2014,24.854369507978333
349,Brandyn Curry,Harvard,2013-2014,25.410094229762972
350,Branford Jones,Long Beach St.,2013-2014,20.015781004559127
351,Brayden Carlson,South Dakota State,2013-2014,23.365665013462422
352,Braylon Rayson,Central Michigan,2013-2014,19.131750020292824
353,Brendan Lane,Pepperdine,2013-2014,30.647918860712316
354,Brenden Evans,Utah Valley,2013-2014,14.90283294877014
355,Brent Arrington,Morehead St.,2013-2014,23.272635223808138
356,Brent Jones,St. Francis (NY),2013-2014,47.118457585683096
357,Brenton Williams,South Carolina,2013-2014,10.220474932432058
358,Breon Key,Hampton,2013-2014,20.856186346861474
359,Brett Bailey,San Diego,2013-2014,6.5880593163104555
360,Brett Bisping,Siena,2013-2014,28.70671433284159
361,Brett Comer,Florida Gulf Coast,2013-2014,24.085761290672878
362,Brett Olson,Denver,2013-2014,26.58414073940201
363,Brett Roseboro,MD Baltimore Cty,2013-2014,18.026389497748077
364,Brian Bennett,Cal Poly SLO,2013-2014,16.23341344097981
365,Brian Brown,VMI,2013-2014,13.700928073565157
366,Brian Darden,Hampton,2013-2014,18.681638924434687
367,Brian Fitzpatrick,Bucknell,2013-2014,24.257911635262285
368,Brian Holmes,Georgia Southern,2013-2014,17.21148225387574
369,Brian Oliver,Seton Hall,2013-2014,21.594883187585037
370,Brian Pegg,Stetson,2013-2014,17.78738602037394
371,Brian Steele,South Carolina,2013-2014,3.9818825057720058
372,Brian Sullivan,Davidson,2013-2014,20.85567724419589
373,Brian Voelkel,Vermont,2013-2014,27.63396520706293
374,Brian White,Citadel,2013-2014,23.65952031070473
375,Brian Williams,Jacksonville St.,2013-2014,19.260030421014008
376,Brian Williams,Oklahoma St.,2013-2014,17.80038238468633
377,Briante Weber,VCU,2013-2014,28.74480446644709
378,Brice Johnson,North Carolina,2013-2014,19.950996719928067
379,Brison White,Northwestern St.,2013-2014,24.329926957921753
380,Bronson Koenig,Wisconsin,2013-2014,15.123739349993635
381,Bronson Verhines,Southern Illinois,2013-2014,15.146785306563661
382,Bruce Beckford,No.Carolina A&T,2013-2014,19.783474770887324
383,Bryan Akinkugbe,No.Carolina A&T,2013-2014,16.0828796357116
384,Bryan Smith,Fordham,2013-2014,14.273580174622287
385,Bryant Mbamalu,Louisiana-Lafayette,2013-2014,21.133458483215893
386,Bryant Rucker,Denver,2013-2014,20.000557782027478
387,Bryce Alford,UCLA,2013-2014,19.190966385364785
388,Bryce Clark,Southern,2013-2014,1.631056145864777
389,Bryce Cotton,Providence,2013-2014,33.08750618784772
390,Bryce Dejean-Jones,UNLV,2013-2014,27.540363187870863
391,Bryce Pressley,Portland,2013-2014,10.962522618956902
392,Bryce Scott,Lafayette,2013-2014,10.40157121007256
393,Bryn Forbes,Cleveland St.,2013-2014,23.68801074444198
394,Brynton Lemar,UC Davis,2013-2014,13.503428261827686
395,Bryon Allen,George Mason,2013-2014,25.813224161353265
396,Bryson Scott,Purdue,2013-2014,10.58341872144115
397,Bud Thomas,Mercer,2013-2014,20.695440199208047
398,Buddy Hield,Oklahoma,2013-2014,14.000499259781707
399,Byron Ashe,Mount St. Mary's,2013-2014,15.769131127246455
400,Byron Wesley,Southern California,2013-2014,28.955616088636134
401,C.J. Barksdale,Virginia Tech,2013-2014,29.528146829852766
402,C.J. Blackwell,Loyola Marymount,2013-2014,11.827358400763412
403,C.J. Bray,Citadel,2013-2014,13.52064965814092
404,C.J. Cooper,Texas-El Paso,2013-2014,15.144769328885577
405,C.J. Fair,Syracuse,2013-2014,24.934187956700633
406,C.J. Ford,Murray St.,2013-2014,7.205077170710337
407,C.J. Neumann,Wofford,2013-2014,17.98821142347204
408,C.J. Reese,SE Missouri St.,2013-2014,0.7950148468942193
409,C.J. Washington,UAB,2013-2014,28.493253174209528
410,C.J. Wilcox,Washington,2013-2014,8.423266822462626
411,CJ Carter,Nebraska Omaha,2013-2014,21.53319394522781
412,Cadarian Raines,Virginia Tech,2013-2014,19.202660945230246
413,Cade Towers,Nicholls State,2013-2014,1.5645207985050857
414,Caden Dickerson,Western Kentucky,2013-2014,9.664352505710312
415,Cady Lalanne,Massachusetts,2013-2014,15.631124175820718
416,Cal Hanks,Southern Utah,2013-2014,5.32075461279453
417,Caleb Chowbay,Belmont,2013-2014,7.221974153152706
418,Caleb Crayton,Houston Baptist,2013-2014,13.56723544115277
419,Caleb Johnson,UMKC,2013-2014,13.461653623725931
420,Caleb Steffensmeier,Nebraska Omaha,2013-2014,12.206918467693514
421,Caleb White,East Carolina,2013-2014,18.782335822592493
422,Calen Coleman,Montana St.,2013-2014,17.654400675853303
423,Calvin Godfrey,Southern,2013-2014,3.581875569975225
424,Calvin Newell,Central Florida,2013-2014,16.81531615931318
425,Cam Griffin,Denver,2013-2014,25.343953408366495
426,Cameron Ayers,Bucknell,2013-2014,25.601782887496917
427,Cameron Bairstow,New Mexico,2013-2014,20.439820539487524
428,Cameron Black,Bowling Green,2013-2014,20.024298117927437
429,Cameron Clark,Oklahoma,2013-2014,15.147004490846111
430,Cameron Craig,SIU - Edwardsville,2013-2014,4.67405366142113
431,Cameron Dobbs,Mississippi Valley State,2013-2014,19.51596242321379
432,Cameron Forte,Georgia,2013-2014,7.304460591078794
433,Cameron Fowler,Niagara,2013-2014,3.3231502764416017
434,Cameron Golden,Arkansas St.,2013-2014,17.23794923199261
435,Cameron Monroe,Southern,2013-2014,0.15563633396651483
436,Cameron Payne,Murray St.,2013-2014,29.056694532883284
437,Cameron Reynolds,Tulane,2013-2014,6.252779921162416
438,Cameron Ridley,Texas,2013-2014,3.4036457981715422
439,Cameron Wright,Pittsburgh,2013-2014,22.4715639002657
440,Candon Rusin,Vermont,2013-2014,17.61718877386493
441,Cannen Cunningham,Southern Methodist,2013-2014,30.261022817411668
442,Canyon Barry,Charleston,2013-2014,7.158837962723012
443,Caris LeVert,Michigan,2013-2014,5.629693044066909
444,Carl Baptiste,Delaware,2013-2014,16.589270030284755
445,Carl Engstrom,Alabama,2013-2014,2.286445270170871
446,Carlos Lopez-Sosa,UNLV,2013-2014,9.107073840627287
