,PLAYER,TEAM,YEAR,PER
79,Alec Kobre,Pacific,2014-2015,14.931296006324848
80,Alec Peters,Valparaiso,2014-2015,37.16462297025642
81,Alec Wintering,Portland,2014-2015,15.320790907697562
82,Aleks Abrams,Cal Poly SLO,2014-2015,7.204878305547572
83,Aleksa Jugovic,Tennessee Tech,2014-2015,20.178504377063792
84,Aleksa Nikolic,Marshall,2014-2015,5.848540865093525
85,Aleksejs Rostov,Western Kentucky,2014-2015,10.91771202020465
86,Alex Anderson,Tenn-Martin,2014-2015,22.94273125508668
87,Alex Barlow,Butler,2014-2015,19.95166363954008
88,Alex Bates,East Tennessee St.,2014-2015,7.7281435755255
89,Alex Carr,Utah Valley,2014-2015,2.3331348313290317
90,Alex Caruso,Texas A&M,2014-2015,12.791985475041882
91,Alex Davis,Fresno St.,2014-2015,14.408771957425468
92,Alex Etherington,Indiana St.,2014-2015,8.89764427785073
93,Alex Fountain,Houston Baptist,2014-2015,13.558435440814128
94,Alex Gavrilovic,Towson,2014-2015,20.862856275217275
95,Alex Hamilton,Louisiana Tech,2014-2015,28.48205983923159
96,Alex Harris,Cal St. Fullerton,2014-2015,27.32860744546201
97,Alex Larsson,UC Riverside,2014-2015,13.548364057580377
98,Alex Mitola,Dartmouth,2014-2015,22.66544249172517
99,Alex Murphy,Florida,2014-2015,1.9560190687228791
100,Alex Olah,Northwestern,2014-2015,15.338897290006827
101,Alex Peters,Samford,2014-2015,4.589925663731768
102,Alex Ramon,Colgate,2014-2015,15.297241017770551
103,Alex Robinson,Texas A&M,2014-2015,8.121405479728418
104,Alex Thompson,Auburn,2014-2015,7.632110123796753
105,Alex Tiffin,Sacramento State,2014-2015,13.359784976450177
106,Alex Young,UC Irvine,2014-2015,22.128409519798417
107,Alexander Aka Gorski,Wyoming,2014-2015,7.153431734713057
108,Alfonzo McKinnie,Green Bay,2014-2015,19.879609677981154
109,Alonzo Nelson-Ododa,Richmond,2014-2015,26.67611455870807
110,Alvin Ellis III,Michigan St,2014-2015,7.929934795687093
111,Aly Ahmed,Cal. State - Bakersfield,2014-2015,29.34881610320138
112,Amadi Udenyi,Pepperdine,2014-2015,16.68339212843494
113,Amadou Sidibe,Fairfield,2014-2015,21.330358773599034
114,Amanze Egekeze,Belmont,2014-2015,19.777662637922898
115,Amar Alibegovic,St. John's,2014-2015,6.196509131548598
116,Amar Stukes,La Salle,2014-2015,12.813860489925213
117,Ambrose Mosley,Old Dominion,2014-2015,16.397857382754513
118,Amdy Fall,St. Francis (NY),2014-2015,57.11618556352171
119,Ameen Tanksley,Hofstra,2014-2015,28.87493111500277
120,Amere May,Delaware State,2014-2015,30.73649119674564
121,Amida Brimah,Connecticut,2014-2015,33.78849685337904
122,Amile Jefferson,Duke,2014-2015,27.48195754051034
123,Amin Torres,Nicholls State,2014-2015,21.75831056113193
124,Amir Bell,Princeton,2014-2015,18.324825899196906
125,Amir Williams,Ohio St.,2014-2015,30.368865394641436
126,Amric Fields,Texas Christian,2014-2015,24.60899402796648
127,Anali Okoloji,Eastern Michigan,2014-2015,22.543269894167665
128,Anas Mahmoud,Louisville,2014-2015,16.68035736218519
129,Andell Cumberbatch,St. Bonaventure,2014-2015,18.95552041492435
130,Andre Chatfield,Harvard,2014-2015,16.47068112166859
131,Andre Frederick,Robert Morris,2014-2015,16.937307291036955
132,Andre Hollins,Minnesota,2014-2015,25.344214678118064
133,Andre Slavik,Idaho State,2014-2015,5.735343664139149
134,Andre Smith,Winthrop,2014-2015,22.288956578878313
135,Andre Walker,Hofstra,2014-2015,16.27720668442813
136,Andre Walker,Loyola-Maryland,2014-2015,18.82900686036937
137,Andre Yates,Cleveland St.,2014-2015,16.739539250095845
138,Andreas Bigum,Texas-Pan American,2014-2015,-3.714669706058835
139,Andrew Andrews,Washington,2014-2015,6.4111530302565
140,Andrew Chrabascz,Butler,2014-2015,24.56712514425792
141,Andrew Drone,Rice,2014-2015,18.623637404079386
142,Andrew Guillory,Southeastern Louisiana,2014-2015,18.490575079159758
143,Andrew Harrison,Kentucky,2014-2015,7.671304297661119
144,Andrew McAuliffe,Davidson,2014-2015,18.384133644693744
145,Andrew Nicholas,Monmouth-NJ,2014-2015,17.11306464733314
146,Andrew Rowsey,N.C. Asheville,2014-2015,29.35310933036092
147,Andrew Ryan,Campbell,2014-2015,23.668156531830768
148,Andrew Scocca,Bryant,2014-2015,10.471969901623273
149,Andrew Smith,Liberty,2014-2015,27.212491906232668
150,Andris Misters,Jacksonville,2014-2015,11.9523147532928
151,Angel Delgado,Seton Hall,2014-2015,29.70692933426102
152,Angel Matias,Georgia Southern,2014-2015,24.50873611221475
153,Angel Rivera,Stetson,2014-2015,22.419470100719877
154,Angel Rodriguez,Miami-Florida,2014-2015,25.245759047897536
155,Angelo Chol,San Diego St.,2014-2015,21.687064227478654
156,Angelo Warner,Morehead St.,2014-2015,28.8296702386647
157,Angus Riley,Bryant,2014-2015,9.884921481544596
158,Anson Winder,Brigham Young,2014-2015,30.0567750774229
159,Anthlon Bell,Arkansas,2014-2015,4.760865188845818
160,Anthony Barber,N.C. State,2014-2015,24.555210255511327
161,Anthony Beane Jr.,Southern Illinois,2014-2015,24.743269269918898
162,Anthony Brown,Stanford,2014-2015,27.47371676090507
163,Anthony Clemmons,Iowa,2014-2015,5.490969123142682
164,Anthony Collins,South Florida,2014-2015,17.063367243748846
165,Anthony D'Orazio,Rider,2014-2015,16.75570025407856
166,Anthony Dallier,Yale,2014-2015,14.382344731189864
167,Anthony Elechi,Morehead St.,2014-2015,15.471120492123061
168,Anthony Gill,Virginia,2014-2015,13.062178074981762
169,Anthony Glover,Chicago St.,2014-2015,14.115219292249119
170,Anthony Henderson,Bowling Green,2014-2015,25.36220272882304
171,Anthony Hickey,Oklahoma St.,2014-2015,25.92495936869201
172,Anthony Holliday,Lamar,2014-2015,27.471638896554808
173,Anthony Johnson,Northern Colorado,2014-2015,24.35687109920894
174,Anthony Johnson,Northern Illinois,2014-2015,24.984913097441886
175,Anthony Lee,Ohio St.,2014-2015,19.500714307745238
176,Anthony Lindauer,High Point,2014-2015,17.65404852050826
177,Anthony Livingston,Arkansas St.,2014-2015,26.663826330993853
178,Anthony McDonald,North Carolina Central,2014-2015,19.477627269259756
179,Anthony Monaco,Northern Kentucky,2014-2015,6.691774630603796
180,Anthony Morse,Tennessee Tech,2014-2015,18.35390172090503
181,Anthony Mosley,Delaware,2014-2015,4.624615053882128
182,Anthony Odunsi,Houston Baptist,2014-2015,24.8463129894088
183,Anthony Perez,Mississippi,2014-2015,4.451666398911167
184,Anthony Silvestri,Cal Poly SLO,2014-2015,-3.935542659331091
185,Anthony Stitt,Charleston,2014-2015,5.477171269877296
186,Anthony Thompson,Holy Cross,2014-2015,13.838339578327368
187,Anthony Walker,Texas-Arlington,2014-2015,25.246918702539784
188,Antino Jackson,Akron,2014-2015,14.774611024792502
189,Antoine Mason,Auburn,2014-2015,24.50328286408699
190,Anton Beard,Arkansas,2014-2015,4.231216159538991
191,Anton Gill,Louisville,2014-2015,10.394180934247265
192,Anton Grady,Cleveland St.,2014-2015,33.68225218158941
193,Anton Wilson,Detroit,2014-2015,21.126181904513295
194,Antonio Campbell,Ohio,2014-2015,13.469085318622183
195,Antonio Jenifer,St. Francis (NY),2014-2015,37.56817730449803
196,Antonio Robinson,East Carolina,2014-2015,17.351629654126175
197,Antonio Woods,Pennsylvania,2014-2015,14.300825443385062
198,Antonius Cleveland,SE Missouri St.,2014-2015,24.612315066283493
199,Antwan Space,Texas A&M,2014-2015,9.509971532175703
200,Antwoine Anderson,Fordham,2014-2015,10.711268917524375
201,Antwon Clayton,Jacksonville,2014-2015,8.411059723868867
202,Aqeel Quinn,San Diego St.,2014-2015,25.439380711518254
203,Aric Dickerson,Delaware State,2014-2015,0.934291005691803
204,Arkadiy Mkrtychyan,Idaho,2014-2015,13.306798318706658
205,Arkeem Jospeh,Tenn-Martin,2014-2015,14.418361307997582
206,Arlon Harper,Charleston Southern,2014-2015,24.7835584636716
207,Armani Cotton,Yale,2014-2015,17.934302501505343
208,Armani Flannigan,North Texas,2014-2015,24.560248611065823
209,Armani Moore,Tennessee,2014-2015,5.735205761312547
210,Arnold Fripp,Coppin St.,2014-2015,21.48676511752122
211,Arthur Edwards,New Mexico,2014-2015,7.072289502720905
212,Arturs Bremers,No.Carolina A&T,2014-2015,11.439612142564563
213,Asa Duvall,Lipscomb,2014-2015,10.172587835627434
214,Asad Lamot,NC-Greensboro,2014-2015,12.220478478999501
215,Ashton Moore,Citadel,2014-2015,26.03728351198154
216,Ashton Pankey,Manhattan,2014-2015,30.507452019936334
217,Askia Booker,Colorado,2014-2015,11.617930133205913
218,Assane Diop,Austin Peay,2014-2015,8.412157038586193
219,Atif Russell,Pepperdine,2014-2015,18.089276003055712
220,Aubrey Dawkins,Michigan,2014-2015,4.2375755252063705
221,Aurimas Majauskas,Sam Houston St.,2014-2015,36.2386422487647
222,Austin Ajukwa,Clemson,2014-2015,14.581918058706746
223,Austin Anderson,Presbyterian,2014-2015,7.0184843652170725
224,Austin Chatman,Creighton,2014-2015,19.458530037234976
225,Austin Colbert,Illinois,2014-2015,3.1359096852126753
226,Austin Cooke,Abilene Christian,2014-2015,21.249248250837354
227,Austin Etherington,Butler,2014-2015,10.561114050614165
228,Austin Gillmann,Saint Louis,2014-2015,11.862766318671373
229,Austin Hamilton,Elon University,2014-2015,21.021196239165697
230,Austin Henry,Incarnate Word,2014-2015,7.115494971844983
231,Austin Keel,Central Michigan,2014-2015,26.102119500054314
232,Austin Lewis,McNeese St.,2014-2015,22.530389965965146
233,Austin Loop,Marshall,2014-2015,19.203329367448006
234,Austin McBroom,Saint Louis,2014-2015,19.100222333106736
235,Austin Nichols,Memphis,2014-2015,34.15390517700912
236,Austin Price,Lehigh,2014-2015,22.48355415385003
237,Austin Quick,UC Riverside,2014-2015,17.495398669923013
238,Austin Richie,Western Michigan,2014-2015,17.262804443522626
239,Austin Ruder,Missouri St.,2014-2015,6.518202280845339
240,Austin Sparks,South Dakota,2014-2015,5.243990060247683
241,Austin Stewart,Central Michigan,2014-2015,23.32770768545319
242,Austin Tilghman,Monmouth-NJ,2014-2015,10.86159325344067
243,Austin Tillotson,Colgate,2014-2015,22.066401063962825
244,Austin Torres,Notre Dame,2014-2015,25.144576259695313
245,Austin Waddoups,Southern Utah,2014-2015,10.941634191788424
246,Austin Williams,Drexel,2014-2015,4.216245087254984
247,Austin Williams,No.Carolina A&T,2014-2015,4.37322783916
248,Auston Barnes,Bradley,2014-2015,19.98274739042853
249,Avery Dingman,Creighton,2014-2015,11.216916968774445
250,Avery Johnson,UC Davis,2014-2015,16.72307966815054
251,Avery Moore,Jacksonville St.,2014-2015,16.74335619113527
252,Avery Woodson,Memphis,2014-2015,15.089034335861305
253,Ayodeji Egbeyemi,Loyola Marymount,2014-2015,17.653023029472852
254,Ayron Hutton,Quinnipiac,2014-2015,10.077580975914035
255,B.J. Gladden,Akron,2014-2015,11.525908296863454
256,B.J. Glasford,Stetson,2014-2015,2.7348477516599665
257,B.J. Johnson,Syracuse,2014-2015,15.983824521860454
258,B.J. Taylor,Central Florida,2014-2015,22.509635125886483
259,B.J. Tyson,East Carolina,2014-2015,28.9616746433604
260,BJ Edwards,Jacksonville,2014-2015,-0.8235841918927137
261,Badou Diagne,Coastal Carolina,2014-2015,25.97017694902544
262,Bakary Konate,Minnesota,2014-2015,16.346792489160887
263,Barnett Harris,Delaware,2014-2015,4.862857077310585
264,Barrington Stevens III,South Alabama,2014-2015,11.348701257869562
265,Baryn Houston,Alabama A&M,2014-2015,6.841299146371462
266,Basil Smotherman,Purdue,2014-2015,8.930220871589386
267,Basil Thompson,St. Francis (PA),2014-2015,32.285289316547065
268,Beau Beech,North Florida,2014-2015,24.08538228319993
269,Beejay Anya,N.C. State,2014-2015,23.377334008913405
270,Ben Bentil,Providence,2014-2015,18.935603193630403
271,Ben Dickinson,NC-Greensboro,2014-2015,6.416960606271806
272,Ben Dillard,Arkansas-Little Rock,2014-2015,15.153277069606995
273,Ben Emelogu,Southern Methodist,2014-2015,9.006650612746368
274,Ben Grace,MD Baltimore Cty,2014-2015,11.898572796173726
275,Ben Hazel,Princeton,2014-2015,17.00968843338247
276,Ben Lawson,Western Kentucky,2014-2015,19.139617190207716
277,Ben Millaud-Meunier,St. Francis (PA),2014-2015,43.21844836124447
278,Ben Moore,Southern Methodist,2014-2015,24.843517072651615
279,Ben Oberfeld,Bucknell,2014-2015,15.21594279330137
280,Ben Richardson,Loyola-Chicago,2014-2015,16.457152699661716
281,Ben Wilson,Idaho State,2014-2015,14.520921731003815
282,Benny Parker,Nebraska,2014-2015,5.585190971689587
283,Bernard Morena,Kennesaw St.,2014-2015,19.72601083445097
284,Bernard Thompson,Florida Gulf Coast,2014-2015,25.93851566007595
285,Biggie Minnis,Rhode Island,2014-2015,10.561948833938777
286,Billy Garrett Jr.,DePaul,2014-2015,24.01173929303502
287,Billy Jackson,Mississippi Valley State,2014-2015,4.202870051665775
288,Billy Reader,Morehead St.,2014-2015,21.522889454181357
289,BillyDee Williams,West Virginia,2014-2015,5.365492364012169
290,Bira Seck,Idaho,2014-2015,11.009658971605413
291,Bishop Daniels,Rutgers,2014-2015,12.770721454776563
292,Bishop Mency,Rice,2014-2015,11.280054781653773
293,Blaise Mbargorba,Boston U,2014-2015,9.941067658280257
294,Blake Bozeman,Morgan St.,2014-2015,14.849185122579721
295,Blake Brumwell,Montana St.,2014-2015,7.862017137384897
296,Blake Hibbitts,Central Michigan,2014-2015,12.430802349874499
297,Blake Simmons,Evansville,2014-2015,15.628478331869879
298,Blake Simpson,Coppin St.,2014-2015,0.060266450135987554
299,Bo Barnes,Arizona St.,2014-2015,24.239091910644113
300,Bo Calhoun,Ball St.,2014-2015,25.175278362106763
301,Bo Zeigler,South Florida,2014-2015,15.920525261318522
302,Bobby Ahearn,Binghamton,2014-2015,16.87410542968375
303,Bobby Brown,Alabama St.,2014-2015,18.598355927416815
304,Bobby Hain,Youngstown St.,2014-2015,27.83175146284011
305,Bobby Hunter,Illinois St.,2014-2015,21.091762799485537
306,Bobby Portis,Arkansas,2014-2015,10.237722841456476
307,Bobby Sharp,Portland,2014-2015,6.621893174038125
308,Bobby Wehrli,Dayton,2014-2015,13.42373098443519
309,Bobby Word,Oral Roberts,2014-2015,21.65051125311822
310,Bogdan Bliznyuk,Eastern Washington,2014-2015,31.631187181677976
311,Bola Olaniyan,Southern Illinois,2014-2015,20.608285896125857
312,Bonzie Colson,Notre Dame,2014-2015,40.69523935687633
313,Boris Bojanovsky,Florida St.,2014-2015,29.180149972672528
314,Bosko Kostur,Bryant,2014-2015,21.59890348121159
315,Boston Gubler,Utah Valley,2014-2015,5.648656600076638
316,Brad Schaub,Massachusetts Lowell,2014-2015,8.77456390233613
317,Brad Waldow,St. Mary's,2014-2015,19.70898427155982
318,Braeden Anderson,Fresno St.,2014-2015,3.431179848136729
319,Brandan Kearney,Detroit,2014-2015,16.316500490956265
320,Branden Dawson,Michigan St,2014-2015,33.657628596894845
321,Brandon Alston,Lehigh,2014-2015,8.812590337446958
322,Brandon Ashley,Arizona,2014-2015,9.867736879377036
323,Brandon Bos,South Dakota,2014-2015,10.625887107054004
324,Brandon Chauca,California,2014-2015,3.713902268334004
325,Brandon Clark,Santa Clara,2014-2015,25.719005835851465
326,Brandon Conley,Oral Roberts,2014-2015,17.34947411999625
327,Brandon Ford,Howard,2014-2015,15.867369614846519
328,Brandon Gfeller,Montana,2014-2015,12.417880733179032
329,Brandon Goodwin,Central Florida,2014-2015,19.461475820671247
330,Brandon Graham,Alabama St.,2014-2015,16.029972565259868
331,Brandon Hatton,Vermont,2014-2015,14.873107923297647
332,Brandon Holcomb,Radford,2014-2015,21.335536627892168
333,Brandon Mitchell,San Jose St.,2014-2015,12.804360203336337
334,Brandon Mobley,Seton Hall,2014-2015,26.210956820488384
335,Brandon Nazione,Eastern Michigan,2014-2015,15.645901982687082
336,Brandon Parrish,Texas Christian,2014-2015,15.119763345664184
337,Brandon Peel,Central Conn. St.,2014-2015,21.920586518412186
338,Brandon Perry,San Diego,2014-2015,11.736944694249114
339,Brandon Pye,Texas A&M CC,2014-2015,15.692411894188107
340,Brandon Randolph,Xavier,2014-2015,15.425355874863802
341,Brandon Roberts,Samford,2014-2015,19.922750332818943
342,Brandon Stewart,Bethune-Cookman,2014-2015,20.159023604293317
343,Brandon Swannegan,Tulsa,2014-2015,22.0285441562227
344,Brandon Taylor,Penn St.,2014-2015,21.797323521461
345,Brandon Taylor,Utah,2014-2015,6.189511710365239
346,Brandon Venturini,Navy,2014-2015,22.470433271687572
347,Brandon Williams,Texas-Arlington,2014-2015,20.898214144220407
348,Branford Jones,Long Beach St.,2014-2015,16.933393801283916
349,Brannen Greene,Kansas,2014-2015,12.395536638705602
350,Braxton Huggins,New Mexico St.,2014-2015,15.494529652151416
351,Braxton Ogbueze,Charlotte,2014-2015,20.013713219738225
352,Braxton Tucker,Portland St.,2014-2015,25.171570737238483
353,Braylon Rayson,Central Michigan,2014-2015,25.486964608720832
354,Brekkott Chapman,Utah,2014-2015,6.53308168825593
355,Brendan Kilpatrick,Vermont,2014-2015,13.634286763453382
356,Brenden Evans,Utah Valley,2014-2015,14.451111515465739
357,Brent Arrington,Morehead St.,2014-2015,26.315291873603073
358,Brent Jones,St. Francis (NY),2014-2015,50.91630467704048
359,Brent Wrapp,Cal. State - Bakersfield,2014-2015,20.067610668069662
360,Brenton Scott,Indiana St.,2014-2015,21.123724551972973
361,Breon Key,Hampton,2014-2015,15.654308946273764
362,Brett Bailey,San Diego,2014-2015,4.399197027396454
363,Brett Boese,Washington St.,2014-2015,13.85892345053869
364,Brett Comer,Florida Gulf Coast,2014-2015,30.020451912556418
365,Brett Jolly,Saint Louis,2014-2015,6.893679620377543
366,Brett Olson,Denver,2014-2015,27.785894291761053
367,Brett Prahl,Wis.-Milwaukee,2014-2015,18.039331680575227
368,Brett Wishon,Lipscomb,2014-2015,15.906871089388774
369,Brian Bennett,Cal Poly SLO,2014-2015,25.78914674719995
370,Brian Bernardi,Hofstra,2014-2015,19.883688620068945
371,Brian Brown,VMI,2014-2015,16.98809297619849
372,Brian Darden,Hampton,2014-2015,18.23431376445016
373,Brian Greene Jr.,Florida Gulf Coast,2014-2015,-3.8553725167449597
374,Brian Pearson,Savannah State,2014-2015,21.840952810970546
375,Brian Pegg,Stetson,2014-2015,21.605999439118733
376,Brian Richardson,High Point,2014-2015,16.478470870700537
377,Brian Steele,South Carolina,2014-2015,1.8230227829875598
378,Brian Sullivan,Davidson,2014-2015,22.57694089909592
379,Brian White,Citadel,2014-2015,25.024049897922428
380,Brian Williams,Louisiana-Lafayette,2014-2015,23.9577071627657
381,Briante Weber,VCU,2014-2015,33.12476292210441
382,Brice Johnson,North Carolina,2014-2015,21.57390694006607
383,Brice Kofane,Monmouth-NJ,2014-2015,16.591596154267652
384,Broderick Newbill,UMKC,2014-2015,17.646490615209114
385,Bronson Koenig,Wisconsin,2014-2015,21.10357410943942
386,Bruce Beckford,No.Carolina A&T,2014-2015,28.464477630173754
387,Bryan Akinkugbe,No.Carolina A&T,2014-2015,10.947312028774649
388,Bryan Sekunda,Stony Brook,2014-2015,7.112348507614217
389,Bryan Smith,Fordham,2014-2015,17.580991861207092
390,Bryant McIntosh,Northwestern,2014-2015,9.952685224240623
391,Bryant Rucker,Denver,2014-2015,14.382519163197538
392,Bryce Alford,UCLA,2014-2015,25.16185769541284
393,Bryce Cashman,North Dakota,2014-2015,5.36791300858994
394,Bryce Dejean-Jones,Iowa St.,2014-2015,31.028531439245487
395,Bryce Douvier,Texas A&M CC,2014-2015,20.22841304217214
396,Bryce Dulin,Navy,2014-2015,13.615465642460368
397,Bryce Pressley,Portland,2014-2015,10.903624990020854
398,Bryce Scott,Lafayette,2014-2015,9.332794299951027
399,Bryce Washington,Louisiana-Lafayette,2014-2015,21.19086257662889
400,Bryn Forbes,Michigan St,2014-2015,19.071366532010558
401,Brynton Lemar,UC Davis,2014-2015,3.315044490333297
402,Bryson Scott,Purdue,2014-2015,10.543604641563554
403,Buddy Hield,Oklahoma,2014-2015,18.111477746128223
404,Byron Ashe,Mount St. Mary's,2014-2015,27.149406930590203
405,Byron Hawkins,Towson,2014-2015,14.02794633649523
406,Byron Wesley,Gonzaga,2014-2015,27.61065098728272
407,C.J. Anderson,Massachusetts,2014-2015,4.259615856775867
408,C.J. Bray,Citadel,2014-2015,17.458122902806064
409,C.J. Carr,SIU - Edwardsville,2014-2015,19.142108146908402
410,C.J. Cooper,Texas-El Paso,2014-2015,16.73221059335421
411,C.J. Foster,Arkansas St.,2014-2015,4.011577483610613
412,C.J. Gettys,NC-Wilmington,2014-2015,22.13796634330363
413,C.J. Neumann,Wofford,2014-2015,18.594196189200023
414,C.J. Rivers,Drake,2014-2015,16.052938218166908
415,C.J. Turman,Florida Atlantic,2014-2015,17.616473119592158
416,C.J. Washington,UAB,2014-2015,16.74285205436082
417,CJ Carter,Nebraska Omaha,2014-2015,24.082143521827003
418,Cady Lalanne,Massachusetts,2014-2015,16.11415124361909
419,Cal Hanks,Southern Utah,2014-2015,21.602763724880564
420,Caleb Chowbay,Belmont,2014-2015,15.704691465673882
421,Caleb Crayton,Houston Baptist,2014-2015,7.34640456304801
422,Caleb Donnelly,Northeastern,2014-2015,24.26369341170683
423,Caleb Martin,N.C. State,2014-2015,18.495296209989437
424,Caleb White,East Carolina,2014-2015,21.37822070149984
425,Calvin Crawford,Manhattan,2014-2015,13.40955622014863
426,Calvin Godfrey,Memphis,2014-2015,23.49191493628379
427,Calvin Hermanson,St. Mary's,2014-2015,10.087097702719523
428,Cam Delaney,Denver,2014-2015,14.14606505609273
429,Cam Gregory,Loyola-Maryland,2014-2015,21.297999808711662
430,Cam Griffin,Denver,2014-2015,30.372414642966827
431,Cam Ward,Vermont,2014-2015,21.366271205555165
432,Cameron Blakley,Charlotte,2014-2015,17.16861651998538
433,Cameron Forte,Georgia,2014-2015,6.949336878577254
434,Cameron Fowler,Niagara,2014-2015,8.656344690353343
435,Cameron Golden,Arkansas St.,2014-2015,19.43438722408368
436,Cameron Harvey,Stetson,2014-2015,3.6375983830544305
437,Cameron Jackson,Wofford,2014-2015,23.789048467390717
438,Cameron Johnson,Charleston,2014-2015,6.699186903527328
439,Cameron Jones,Radford,2014-2015,25.970385714403704
440,Cameron Michael,Northern Colorado,2014-2015,25.27220005669838
441,Cameron Monroe,Southern,2014-2015,0.8975193688089329
442,Cameron Naylor,Texas State,2014-2015,15.133722383116094
443,Cameron Neubauer,San Diego,2014-2015,7.235814296772385
444,Cameron Payne,Murray St.,2014-2015,41.27130853768455
445,Cameron Ridley,Texas,2014-2015,2.8585478018205337
