,MATCH,DATE,PT_DIFF
192,Alcorn St. vs. Oklahoma,2007-11-12,-40
193,Southeastern Louisiana vs. Louisiana State,2007-11-12,10
194,UC Riverside vs. Texas-Arlington,2007-11-12,21
195,Wis.-Green Bay vs. Ohio St.,2007-11-12,23
196,Hampton vs. Maryland,2007-11-12,-6
197,Youngstown St. vs. UCLA,2007-11-12,31
198,Delaware State vs. Wis.-Green Bay,2007-11-13,-20
199,Cleveland St. vs. George Mason,2007-11-13,-9
200,Norfolk State vs. Longwood,2007-11-13,13
201,Chicago St. vs. Michigan St,2007-11-13,-33
202,American U. vs. Loyola-Maryland,2007-11-13,-4
203,MD Baltimore Cty vs. La Salle,2007-11-13,-7
204,Colgate vs. Canisius,2007-11-13,-14
205,Alabama vs. Mercer,2007-11-13,7
206,Fordham vs. Missouri,2007-11-13,-24
207,Xavier vs. Miami (OH),2007-11-13,2
208,Idaho vs. Gonzaga,2007-11-13,37
209,Stetson vs. UAB,2007-11-13,-37
210,South Alabama vs. Mississippi,2007-11-13,3
211,Northern Arizona vs. Arizona,2007-11-13,7
212,Oral Roberts vs. Texas A&M,2007-11-13,-14
213,Long Beach St. vs. Montana St.,2007-11-13,-18
214,Cal. State - Bakersfield vs. St. Mary's,2007-11-13,-28
215,New Jersey Tech vs. Washington,2007-11-13,-41
216,Texas-El Paso vs. Texas A&M CC,2007-11-13,-15
217,Campbell vs. Coastal Carolina,2007-11-13,-9
218,Vanderbilt vs. Toledo,2007-11-13,-7
219,Western Illinois vs. Morehead St.,2007-11-13,12
220,South Florida vs. Buffalo,2007-11-13,7
221,St. Joseph's vs. Syracuse,2007-11-13,-3
222,Holy Cross vs. Fairfield,2007-11-13,-13
223,Youngstown St. vs. Weber St.,2007-11-13,-3
224,High Point vs. Utah,2007-11-13,-13
225,Rice vs. Texas Christian,2007-11-13,-27
226,Richmond vs. East Carolina,2007-11-13,-2
227,Jackson State vs. Stephen F. Austin,2007-11-13,-15
228,Loyola-Chicago vs. Eastern Illinois,2007-11-13,-7
229,Kennesaw St. vs. Auburn,2007-11-13,12
230,Arkansas-Pine Bluff vs. Wichita St.,2007-11-13,-5
231,Columbia vs. Ohio St.,2007-11-13,-14
232,Wyoming vs. Denver,2007-11-13,11
233,Washington St. vs. Boise St.,2007-11-13,-12
234,Fairleigh Dickinson vs. Siena,2007-11-13,-22
235,Nevada vs. UC Irvine,2007-11-13,9
236,North Carolina vs. Davidson,2007-11-14,-4
237,St. Peter's vs. Lehigh,2007-11-14,4
238,Manhattan vs. Wagner,2007-11-14,13
239,Robert Morris vs. Navy,2007-11-14,-16
240,Quinnipiac vs. Binghamton,2007-11-14,13
241,Albany vs. Central Conn. St.,2007-11-14,3
242,Sacred Heart vs. Hartford,2007-11-14,15
243,Presbyterian vs. Radford,2007-11-14,-14
244,New Jersey Tech vs. High Point,2007-11-14,23
245,St. Francis (NY) vs. St. John's,2007-11-14,-8
246,Grambling State vs. Georgia,2007-11-14,13
247,Iona vs. Princeton,2007-11-14,-8
248,McNeese St. vs. Louisiana State,2007-11-14,4
249,Texas Tech vs. Sam Houston St.,2007-11-14,2
250,Yale vs. Massachusetts,2007-11-14,9
251,Utah Valley vs. Arkansas St.,2007-11-14,-4
252,UC Davis vs. New Mexico St.,2007-11-14,10
253,Southern Utah vs. Sacramento State,2007-11-14,-4
254,Utah vs. Washington,2007-11-14,-6
255,Oral Roberts vs. Texas A&M CC,2007-11-14,-5
256,Louisiana-Monroe vs. Michigan St,2007-11-14,-18
257,North Carolina Central vs. Florida,2007-11-14,54
258,Bucknell vs. Towson,2007-11-14,14
259,Rhode Island vs. Brown,2007-11-14,-14
260,Wis.-Milwaukee vs. Ball St.,2007-11-14,-7
261,Morgan St. vs. St. Francis (PA),2007-11-14,24
262,Howard vs. Virginia,2007-11-14,-39
263,Indiana St. vs. Butler,2007-11-14,28
264,Drexel vs. Florida Gulf Coast,2007-11-14,19
265,New Orleans vs. Northwestern St.,2007-11-14,4
266,Jacksonville vs. South Carolina State,2007-11-14,12
267,Boston U vs. George Washington,2007-11-14,-13
268,Oklahoma St. vs. North Texas,2007-11-14,9
269,Texas Southern vs. Texas-Arlington,2007-11-14,-30
270,Detroit vs. Saint Louis,2007-11-14,-8
271,SE Missouri St. vs. Illinois St.,2007-11-14,19
272,Iowa St. vs. Bradley,2007-11-14,9
273,Idaho State vs. Brigham Young,2007-11-14,21
274,Texas-El Paso vs. Texas A&M,2007-11-14,5
275,Northern Colorado vs. Iowa,2007-11-14,12
276,Southern Mississippi vs. California,2007-11-14,8
277,Houston vs. VCU,2007-11-15,-1
278,Temple vs. Providence,2007-11-15,2
279,Lipscomb vs. Appalachian St.,2007-11-15,23
280,William & Mary vs. N.C. State,2007-11-15,19
281,Stony Brook vs. Maryland - E. Shore,2007-11-15,1
282,Valparaiso vs. IUPU - Ft. Wayne,2007-11-15,-10
283,Gardner-Webb vs. Connecticut,2007-11-15,29
284,Mississippi Valley State vs. Pittsburgh,2007-11-15,-33
285,Fairfield vs. American U.,2007-11-15,-8
286,Belmont vs. Samford,2007-11-15,9
287,San Jose St. vs. Middle Tennessee St.,2007-11-15,-1
288,Stanford vs. Northwestern,2007-11-15,-11
289,Utah St. vs. Cal Poly SLO,2007-11-15,14
290,Colorado St. vs. Oregon St.,2007-11-15,13
291,Marist vs. Miami-Florida,2007-11-15,-24
292,Charleston vs. Arkansas,2007-11-15,26
293,Colorado vs. Florida A&M,2007-11-15,24
294,Bethune-Cookman vs. Purdue,2007-11-15,-26
295,Hampton vs. Kent St.,2007-11-15,-6
296,Southern California vs. Citadel,2007-11-15,-27
297,Michigan vs. Georgetown,2007-11-15,22
298,Clemson vs. Mississippi St.,2007-11-15,2
299,Northeastern vs. Maryland,2007-11-15,2
300,Central Arkansas vs. Tenn-Martin,2007-11-15,3
301,Savannah State vs. Wisconsin,2007-11-15,-47
302,Oklahoma vs. Memphis,2007-11-15,10
303,UC Riverside vs. Eastern Washington,2007-11-15,8
304,Marist vs. Houston,2007-11-16,6
305,Charlotte vs. Georgia Tech,2007-11-16,-5
306,Rhode Island vs. South Florida,2007-11-16,7
307,Texas State vs. Colgate,2007-11-16,6
308,Providence vs. Arkansas,2007-11-16,-16
309,Baylor vs. Wichita St.,2007-11-16,9
310,NC-Greensboro vs. Texas-Pan American,2007-11-16,14
311,St. Bonaventure vs. Loyola Marymount,2007-11-16,-11
312,Norfolk State vs. Central Florida,2007-11-16,14
313,Coastal Carolina vs. Cincinnati,2007-11-16,15
314,LIU Brooklyn vs. Army,2007-11-16,-10
315,Prairie View A&M vs. Tennessee,2007-11-16,-14
316,Florida A&M vs. Wisconsin,2007-11-16,-48
317,Southern vs. Missouri,2007-11-16,45
318,UC Davis vs. Texas,2007-11-16,31
319,Louisiana-Lafayette vs. Louisiana Tech,2007-11-16,8
320,Auburn vs. Alabama St.,2007-11-16,-3
321,Nicholls State vs. Tulane,2007-11-16,-22
322,Lipscomb vs. Middle Tennessee St.,2007-11-16,-6
323,Connecticut vs. Memphis,2007-11-16,-11
324,Jackson State vs. Brigham Young,2007-11-16,39
325,Idaho vs. Washington St.,2007-11-16,-31
326,Boise St. vs. Montana St.,2007-11-16,-2
327,Illinois vs. Hawaii,2007-11-16,-2
328,Cleveland St. vs. Georgia Southern,2007-11-16,-2
329,Miami-Florida vs. VCU,2007-11-16,6
330,Illinois-Chicago vs. Winthrop,2007-11-16,-14
331,Savannah State vs. Colorado,2007-11-16,15
332,Appalachian St. vs. San Jose St.,2007-11-16,-2
333,Florida Atlantic vs. Stetson,2007-11-16,6
334,Gardner-Webb vs. Oklahoma,2007-11-16,-14
335,Central Michigan vs. Niagara,2007-11-16,-6
336,Toledo vs. Old Dominion,2007-11-16,31
337,Canisius vs. Penn St.,2007-11-16,-53
338,Fordham vs. Syracuse,2007-11-16,-17
339,Jacksonville St. vs. Kennesaw St.,2007-11-16,-6
340,Mercer vs. Harvard,2007-11-16,18
341,Western Michigan vs. Loyola-Chicago,2007-11-16,-2
342,Lamar vs. Mississippi,2007-11-16,-38
343,Arkansas St. vs. Tulsa,2007-11-16,-16
344,Charleston vs. Temple,2007-11-16,3
345,Florida St. vs. UAB,2007-11-16,8
346,Monmouth-NJ vs. Notre Dame,2007-11-16,-43
347,Fairleigh Dickinson vs. Lafayette,2007-11-16,6
348,Presbyterian vs. New Mexico,2007-11-16,31
349,South Carolina Upstate vs. Akron,2007-11-16,4
350,Portland St. vs. Indiana - Purdue,2007-11-16,-2
351,South Florida vs. Florida Atlantic,2007-11-17,-31
352,Hartford vs. Louisville,2007-11-17,-35
353,Stanford vs. Siena,2007-11-17,12
354,Northwestern vs. DePaul,2007-11-17,1
355,Alabama A&M vs. Nebraska,2007-11-17,-14
356,Indiana St. vs. North Texas,2007-11-17,-9
357,Manhattan vs. Hofstra,2007-11-17,2
358,Eastern Kentucky vs. East Tennessee St.,2007-11-17,20
359,Morehead St. vs. Bowling Green,2007-11-17,16
360,Jacksonville St. vs. Texas State,2007-11-17,-3
361,Eastern Michigan vs. Oakland,2007-11-17,-15
362,Florida St. vs. Cleveland St.,2007-11-17,3
363,Lipscomb vs. San Jose St.,2007-11-17,7
364,Liberty vs. East Carolina,2007-11-17,-2
365,Dayton vs. George Mason,2007-11-17,-11
366,St. Joseph's vs. Boston U,2007-11-17,-9
367,Rutgers vs. Florida,2007-11-17,25
368,St. Francis (NY) vs. Maine,2007-11-17,3
369,Presbyterian vs. Loyola Marymount,2007-11-17,7
370,MD Baltimore Cty vs. Richmond,2007-11-17,2
371,Columbia vs. Albany,2007-11-17,32
372,Idaho State vs. Long Beach St.,2007-11-17,-5
373,Wis.-Green Bay vs. Massachusetts,2007-11-17,15
374,Colgate vs. Kennesaw St.,2007-11-17,28
375,North Carolina Central vs. North Dakota State,2007-11-17,-53
376,Appalachian St. vs. Middle Tennessee St.,2007-11-17,5
377,Holy Cross vs. Hampton,2007-11-17,-8
378,Furman vs. Saint Louis,2007-11-17,-14
379,Montana vs. South Dakota State,2007-11-17,9
380,Northern Illinois vs. Southern Illinois,2007-11-17,-20
381,Centenary vs. Southern Methodist,2007-11-17,17
382,Butler vs. Evansville,2007-11-17,13
383,Duquesne vs. Rice,2007-11-17,27
384,UNLV vs. San Diego,2007-11-17,-11
385,NC-Greensboro vs. Missouri St.,2007-11-17,27
386,Oregon vs. Portland,2007-11-17,24
387,Santa Clara vs. Nevada,2007-11-17,13
388,Portland St. vs. Akron,2007-11-17,-3
389,Stephen F. Austin vs. Texas Tech,2007-11-17,-16
390,N.C. Asheville vs. Campbell,2007-11-17,-12
391,Murray St. vs. Western Kentucky,2007-11-17,-24
392,Georgia Southern vs. UAB,2007-11-17,2
393,Arkansas-Pine Bluff vs. Texas Christian,2007-11-17,-14
394,Delaware vs. Rider,2007-11-17,-5
395,UMKC vs. Northern Arizona,2007-11-17,15
396,Tennessee St. vs. Colorado St.,2007-11-17,19
397,Howard vs. Pennsylvania,2007-11-17,15
398,Florida A&M vs. Savannah State,2007-11-17,-8
399,Illinois-Chicago vs. Charlotte,2007-11-17,1
400,South Carolina Upstate vs. Indiana - Purdue,2007-11-17,26
401,Cornell vs. Ohio,2007-11-17,-13
402,Gardner-Webb vs. Radford,2007-11-17,10
403,Wagner vs. St. Peter's,2007-11-17,3
404,Lehigh vs. St. Francis (PA),2007-11-17,5
405,La Salle vs. Mount St. Mary's,2007-11-17,3
406,James Madison vs. Dartmouth,2007-11-17,-15
407,New Hampshire vs. Central Conn. St.,2007-11-17,-8
408,Western Illinois vs. Kansas St.,2007-11-17,13
409,Georgia St vs. Elon University,2007-11-17,22
410,Southern California vs. South Carolina,2007-11-17,-10
411,Binghamton vs. Chicago St.,2007-11-17,-21
412,Navy vs. Texas-San Antonio,2007-11-17,-10
413,UC Riverside vs. Gonzaga,2007-11-17,36
414,Tenn-Martin vs. Mississippi St.,2007-11-17,16
415,Colorado vs. Wisconsin,2007-11-17,-26
416,Belmont vs. Austin Peay,2007-11-17,15
417,Grambling State vs. South Alabama,2007-11-17,-20
418,Mississippi Valley State vs. Creighton,2007-11-17,30
419,Rhode Island vs. Stetson,2007-11-17,15
420,Monmouth-NJ vs. Wichita St.,2007-11-17,9
421,Cal St. Fullerton vs. Southern Utah,2007-11-17,15
422,Denver vs. Northern Colorado,2007-11-17,-18
423,St. Bonaventure vs. New Mexico,2007-11-17,27
424,Sacramento State vs. San Francisco,2007-11-17,-30
425,Fresno St. vs. Cal. State - Bakersfield,2007-11-17,1
426,CSU Northridge vs. Pepperdine,2007-11-17,8
427,Utah St. vs. UC Irvine,2007-11-17,19
428,Virginia vs. Arizona,2007-11-17,-3
429,Marist vs. Temple,2007-11-18,-4
430,Cleveland St. vs. Florida Atlantic,2007-11-18,10
431,Jackson State vs. Louisville,2007-11-18,-31
432,South Carolina Upstate vs. Oregon St.,2007-11-18,19
433,Stony Brook vs. American U.,2007-11-18,8
434,Old Dominion vs. Clemson,2007-11-18,13
435,UAB vs. Rhode Island,2007-11-18,5
436,Prairie View A&M vs. West Virginia,2007-11-18,-65
437,NC-Wilmington vs. Illinois St.,2007-11-18,16
438,Tennessee St. vs. Akron,2007-11-18,2
439,Bucknell vs. Villanova,2007-11-18,-6
440,Vermont vs. Loyola-Maryland,2007-11-18,4
441,Stetson vs. Georgia Southern,2007-11-18,13
442,Winthrop vs. Georgia Tech,2007-11-18,-6
443,New Orleans vs. N.C. State,2007-11-18,-2
444,Miami-Florida vs. Providence,2007-11-18,6
445,Texas Southern vs. Texas-El Paso,2007-11-18,-21
446,Baylor vs. Notre Dame,2007-11-18,4
447,Portland St. vs. Colorado St.,2007-11-18,1
448,Longwood vs. Indiana,2007-11-18,51
449,Robert Morris vs. Seton Hall,2007-11-18,-4
450,Charleston vs. Houston,2007-11-18,-15
451,Mercer vs. Boston College,2007-11-18,17
452,Coppin St. vs. Kent St.,2007-11-18,-23
453,Florida Gulf Coast vs. Iowa,2007-11-18,-13
454,Northern Iowa vs. Wis.-Milwaukee,2007-11-18,7
455,Texas-Arlington vs. Arkansas-Little Rock,2007-11-18,-10
456,Maryland - E. Shore vs. Bradley,2007-11-18,27
457,VCU vs. Arkansas,2007-11-18,10
458,Presbyterian vs. St. Bonaventure,2007-11-18,-7
459,Iona vs. North Carolina,2007-11-18,-35
460,Eastern Washington vs. Washington,2007-11-18,-14
461,Sacred Heart vs. Fairfield,2007-11-18,9
462,Loyola Marymount vs. New Mexico,2007-11-18,-28
463,Florida St. vs. South Florida,2007-11-18,-1
464,Alcorn St. vs. Hawaii,2007-11-18,-29
465,Illinois-Chicago vs. Wichita St.,2007-11-19,-7
466,Monmouth-NJ vs. Charlotte,2007-11-19,-2
467,Notre Dame vs. Georgia Tech,2007-11-19,1
468,Western Michigan vs. Detroit,2007-11-19,-1
469,Coastal Carolina vs. Wright St.,2007-11-19,-23
470,Belmont vs. Alabama,2007-11-19,-2
471,Wyoming vs. Lamar,2007-11-19,-4
472,Northern Arizona vs. Mississippi Valley State,2007-11-19,-9
473,Princeton vs. Duke,2007-11-19,22
474,Santa Clara vs. Utah,2007-11-19,15
475,UMKC vs. Arizona,2007-11-19,19
476,San Diego St. vs. San Diego,2007-11-19,-5
477,Arizona St. vs. Illinois,2007-11-19,-23
478,Louisiana State vs. Oklahoma St.,2007-11-19,-6
479,Maryland vs. UCLA,2007-11-19,-12
480,North Carolina Central vs. Wake Forest,2007-11-19,-17
481,Fairleigh Dickinson vs. Rider,2007-11-19,-15
482,Auburn vs. Charleston Southern,2007-11-19,30
483,Northeastern vs. Boston U,2007-11-19,-7
484,North Dakota State vs. Tennessee Tech,2007-11-19,18
485,Winthrop vs. Baylor,2007-11-19,8
486,Radford vs. Air Force,2007-11-19,5
487,Missouri vs. Michigan St,2007-11-19,3
488,Weber St. vs. Cal. State - Bakersfield,2007-11-19,-5
489,Nicholls State vs. California,2007-11-19,12
490,Oklahoma St. vs. Marquette,2007-11-20,30
491,Maine vs. Quinnipiac,2007-11-20,5
492,Buffalo vs. Niagara,2007-11-20,-17
493,Georgia St vs. Florida St.,2007-11-20,30
494,Northern Illinois vs. Indiana St.,2007-11-20,10
495,Iona vs. Old Dominion,2007-11-20,-11
496,Longwood vs. Kent St.,2007-11-20,18
497,Columbia vs. LIU Brooklyn,2007-11-20,-10
498,MD Baltimore Cty vs. Lafayette,2007-11-20,3
499,Vermont vs. New Jersey Tech,2007-11-20,-20
500,N.C. Asheville vs. Western Carolina,2007-11-20,10
501,Elon University vs. Georgia,2007-11-20,-11
502,Middle Tennessee St. vs. Tennessee,2007-11-20,-69
503,Loyola-Maryland vs. Seton Hall,2007-11-20,-14
504,Dartmouth vs. Rutgers,2007-11-20,-5
505,North Florida vs. Florida,2007-11-20,51
506,Drexel vs. Virginia,2007-11-20,-14
507,Norfolk State vs. Nebraska,2007-11-20,35
508,Eastern Illinois vs. Western Illinois,2007-11-20,-18
509,Harvard vs. Holy Cross,2007-11-20,-11
510,Minnesota vs. Iowa St.,2007-11-20,-10
511,Richmond vs. Rice,2007-11-20,-6
512,Louisiana-Lafayette vs. Oral Roberts,2007-11-20,-9
513,Southern vs. Southeastern Louisiana,2007-11-20,12
514,Cal Poly SLO vs. Southern Utah,2007-11-20,7
515,Troy vs. Utah Valley,2007-11-20,-21
516,Austin Peay vs. Utah St.,2007-11-20,-3
517,Hartford vs. Brigham Young,2007-11-20,24
518,San Francisco vs. UC Santa Barbara,2007-11-20,-5
519,Princeton vs. Arizona St.,2007-11-20,19
520,Army vs. Cornell,2007-11-20,-15
