,PLAYER,TEAM,YEAR,PER
836,Derrick Henry,The Citadel,2015-2016,27.269441708127452
837,Derrick Jones Jr.,UNLV,2015-2016,31.590350558205657
838,Derrick Walton Jr,Michigan,2015-2016,5.721273880966267
839,Derrick Woods,St. Bonaventure,2015-2016,13.951274367979073
840,Derrico Peck,Maryland - E. Shore,2015-2016,22.925125421656336
841,Derrien King,Washington St.,2015-2016,10.817235485125252
842,Derryck Thornton,Duke,2015-2016,12.872221864164986
843,Deshaun Thrower,Stony Brook,2015-2016,4.406436961093888
844,Desi Rodriguez,Seton Hall,2015-2016,30.191442355116852
845,Desmond Ringer,Mercer,2015-2016,19.223692528046982
846,Desonta Bradford,East Tennessee St.,2015-2016,27.722706707712778
847,Desure Buie,Hofstra,2015-2016,12.856610095010971
848,Detrick Mostella,Tennessee,2015-2016,3.4501228550660814
849,Deuce Bello,East Tennessee St.,2015-2016,21.217602724976572
850,Devaugntah Williams,Texas Tech,2015-2016,20.554577224321566
851,Devin Berry,Arkansas-Pine Bluff,2015-2016,12.88656459783492
852,Devin Cannady,Princeton,2015-2016,32.312134600407944
853,Devin Carter,Arkansas St.,2015-2016,23.797197088401507
854,Devin Coleman,Temple,2015-2016,17.377135994884966
855,Devin Foster,Penn St.,2015-2016,12.959580442141489
856,Devin Martin,Maryland - E. Shore,2015-2016,24.389817152789107
857,Devin Morgan Jr.,Delaware State,2015-2016,19.964444710107163
858,Devin Patterson,Nebraska Omaha,2015-2016,25.857342858514567
859,Devin Peterson,Western Carolina,2015-2016,8.067761190522898
860,Devin Robinson,Florida,2015-2016,2.898743274596985
861,Devin Sibley,Furman,2015-2016,20.930298604299228
862,Devin Thomas,Wake Forest,2015-2016,32.56437211826639
863,Devin Thornton,SIU - Edwardsville,2015-2016,8.173490060335995
864,Devin Watson,San Francisco,2015-2016,28.196006184327835
865,Devin Williams,West Virginia,2015-2016,32.39505873724762
866,Devin Wilson,Virginia Tech,2015-2016,7.364626449820723
867,Devine Eke,Maine,2015-2016,28.32976104313148
868,Devon Baulkman,Tennessee,2015-2016,4.47426381581003
869,Devon Begley,Northeastern,2015-2016,4.2635619193022105
870,Devon Bookert,Florida St.,2015-2016,23.9055759287459
871,Devon Carter,Lehigh,2015-2016,14.682854102456247
872,Devon Friend,Chicago St.,2015-2016,12.183919569381347
873,Devon Hall,Virginia,2015-2016,4.4309622471356445
874,Devon Thomas,Texas Tech,2015-2016,12.000680609788787
875,Devon Turk,Loyola-Chicago,2015-2016,19.901601387957275
876,Devonne Pinkard,Delaware,2015-2016,4.834887530881245
877,Devonta Abron,Texas Christian,2015-2016,25.650054379459796
878,Devonta Pollard,Houston,2015-2016,10.786849678757926
879,Devonta Walker,Louisiana-Lafayette,2015-2016,25.339551884865244
880,Devontae Cacok,NC-Wilmington,2015-2016,25.964522166612845
881,Devontae Morgan,James Madison,2015-2016,18.33281294521116
882,Devonte Banner,Norfolk State,2015-2016,18.505004156131427
883,Devonte Boykins,Georgia Southern,2015-2016,11.688679464268755
884,Devonte Brown,Indiana St.,2015-2016,20.352093900689383
885,Devonte Hall,Northwestern St.,2015-2016,21.857860603370888
886,Devonte Hampton,Alcorn St.,2015-2016,13.47411427638885
887,Devonte' Graham,Kansas,2015-2016,12.755669806000107
888,Dexter McClanahan,Savannah State,2015-2016,17.09343636948664
889,Dexter Werner,North Dakota State,2015-2016,31.166606953458587
890,Deyonta Davis,Michigan St,2015-2016,33.339016211438704
891,Deyshonee Much,Iona,2015-2016,25.20385167623903
892,Dezmond James,Air Force,2015-2016,5.6552107527599516
893,Diago Quinn,Monmouth-NJ,2015-2016,17.552674024324215
894,Diamante Lewis,Bethune-Cookman,2015-2016,19.500856027833944
895,Diamond Stone,Maryland,2015-2016,13.19280259434592
896,Diante Baldwin,NC-Greensboro,2015-2016,23.65859653489619
897,Dikembe Dixson,Illinois-Chicago,2015-2016,18.951800820706573
898,Dillon Brooks,Oregon,2015-2016,17.14269973339883
899,Dimi Cook,Southeastern Louisiana,2015-2016,16.98244790491741
900,Dimitri Floras,Quinnipiac,2015-2016,10.01240804435488
901,Dimitrije Cabarkapa,James Madison,2015-2016,28.467862877373157
902,Dinjiyl Walker,Oklahoma,2015-2016,6.5238036036634925
903,Dion Wade,Miami (OH),2015-2016,35.10313975136345
904,Dion Wright,St. Bonaventure,2015-2016,28.574311809555038
905,Dionte Adams,Hampton,2015-2016,22.73911772063043
906,Dirk Williams,UAB,2015-2016,30.932747714906515
907,Divine Myles,Stetson,2015-2016,26.69166648133388
908,Dmitri Thompson,Elon University,2015-2016,19.525902057678174
909,Dom Hoffman,Bucknell,2015-2016,25.2124755671307
910,Domantas Sabonis,Gonzaga,2015-2016,40.25296684606028
911,Dominic Artis,Texas-El Paso,2015-2016,22.359780319255666
912,Dominic Green,Washington,2015-2016,1.6960907871950155
913,Dominic Magee,Grand Canyon,2015-2016,18.61561704913235
914,Dominic Nelson,Southeastern Louisiana,2015-2016,9.459222342666573
915,Dominic Robb,Niagara,2015-2016,23.485756086149596
916,Dominik Olejniczak,Drake,2015-2016,29.54346087048564
917,Dominique Collier,Colorado,2015-2016,5.572297406541759
918,Dominique Dunning,UC Irvine,2015-2016,12.418435668489138
919,Dominique Elliott,Maryland - E. Shore,2015-2016,27.2709102996423
920,Dominique Hawkins,Kentucky,2015-2016,4.436669094037176
921,Dominque Uhl,Iowa,2015-2016,7.011290243691994
922,Don MuepoKelly,South Alabama,2015-2016,22.494712941297127
923,Donaven Dorsey,Washington,2015-2016,2.70122936035973
924,Donivine Stewart,Portland St.,2015-2016,14.465910097331928
925,Donnell Gresham Jr.,Northeastern,2015-2016,13.538586524056734
926,Donovan Mitchell,Louisville,2015-2016,25.52751846169121
927,Donovan Smith,Quinnipiac,2015-2016,21.533966183027978
928,Donovon Jack,Penn St.,2015-2016,20.733106469505074
929,Dont'e Reynolds,San Francisco,2015-2016,18.465815000207783
930,Donta Hall,Alabama,2015-2016,7.629464055121274
931,Dontae Caldwell,Maryland - E. Shore,2015-2016,17.671709473045475
932,Dontaveon Robinson,Jackson State,2015-2016,8.502243391618457
933,Dontavious Sears,Lamar,2015-2016,26.809848703108486
934,Dontavious Smith,Massachusetts Lowell,2015-2016,15.716485497585502
935,Donte Clark,Massachusetts,2015-2016,12.784799876765572
936,Donte Fitzpatrick-Dorsey,Mississippi,2015-2016,4.739037412735594
937,Donte Grantham,Clemson,2015-2016,19.04870628583781
938,Donte Ingram,Loyola-Chicago,2015-2016,15.988975278581373
939,Donte McGill,Florida International,2015-2016,27.040422522515037
940,Donte Pretlow,Morgan St.,2015-2016,14.525902424706482
941,Donte Thomas,Arkansas St.,2015-2016,19.33241432831342
942,Donte Thomas,Bradley,2015-2016,21.12286129549288
943,Doral Moore,Wake Forest,2015-2016,37.230135189241885
944,Dorian Chatman,Lamar,2015-2016,17.529152510715868
945,Dorian Finney-Smith,Florida,2015-2016,3.5734037839564445
946,Dorian Pickens,Stanford,2015-2016,24.86565155794053
947,Dorrian Williams,Missouri St.,2015-2016,8.108424824936769
948,DouDou Gueye,South Carolina State,2015-2016,6.9844434582019295
949,Doug Brooks,VCU,2015-2016,18.876485837660912
950,Drake Green,Abilene Christian,2015-2016,1.4254081308432074
951,Drake LaMont,Western Michigan,2015-2016,23.00245884133819
952,Dre Wills,Vermont,2015-2016,23.820708663666572
953,Dreon Barlett,Sacramento State,2015-2016,14.093919743636638
954,Drew Charles,Texas-Arlington,2015-2016,18.6755540475619
955,Drew Edwards,Providence,2015-2016,14.067868501707686
956,Drew Eubanks,Oregon St.,2015-2016,22.220900588613635
957,Drew Hackett,Illinois-Chicago,2015-2016,-1.4717279195769608
958,Drew McDonald,Northern Kentucky,2015-2016,32.12635180158199
959,Drew Urquhart,Vermont,2015-2016,17.000613718495604
960,Drick Bernstine,North Dakota,2015-2016,10.019032165236327
961,Duane Notice,South Carolina,2015-2016,7.827130175221487
962,Duane Wilson,Marquette,2015-2016,19.571617866059935
963,Duby Okeke,Winthrop,2015-2016,24.59827832214879
964,Duda Sanadze,San Diego,2015-2016,8.620989572325602
965,Duke Douglas,Denver,2015-2016,17.676537954164537
966,Duke Ethridge,Chattanooga,2015-2016,28.74710723632213
967,Duncan Robinson,Michigan,2015-2016,5.6757160299633584
968,Dupree McBrayer,Minnesota,2015-2016,14.67730946290104
969,Duran Porter,Abilene Christian,2015-2016,22.74600326944392
970,Durand Johnson,St. John's,2015-2016,17.67295874124438
971,Dusan Perovic,Binghamton,2015-2016,8.423588183131104
972,Dusan Ristic,Arizona,2015-2016,9.817668235205435
973,Dusty Baker,Weber St.,2015-2016,15.51904754405637
974,Dusty Hannahs,Arkansas,2015-2016,6.49212804115553
975,Dwain Whitfield,Mississippi Valley State,2015-2016,7.332367347138547
976,Dwaun Anderson,Wagner,2015-2016,20.699425173894728
977,Dwayne Bacon,Florida St.,2015-2016,26.43452737349844
978,Dwayne Benjamin,Oregon,2015-2016,10.137459979922708
979,Dwayne Lautier-Ogunleye,Bradley,2015-2016,11.40343052085706
980,Dwayne Morgan,UNLV,2015-2016,13.695058814376985
981,Dwayne Sutton,N.C. Asheville,2015-2016,27.069433067378252
982,Dylan Cox,Army,2015-2016,20.917406496913756
983,Dylan Haines,Boston U,2015-2016,17.053653810732367
984,Dylan Miller,North Dakota State,2015-2016,17.982396966417888
985,Dylan Osetkowski,Tulane,2015-2016,23.150757964663907
986,Dylan Poston,Gardner-Webb,2015-2016,16.041807778608195
987,Dylan Sherwood,NC-Wilmington,2015-2016,19.973558813292545
988,Dylan Smith,N.C. Asheville,2015-2016,19.573011396962524
989,Dylan Windler,Belmont,2015-2016,18.60630435347584
990,Dyshawn Pierre,Dayton,2015-2016,25.878773473790883
991,E'Torrion Wilridge,Georgia,2015-2016,2.9163396819497414
992,E. Victor Nickerson,Valparaiso,2015-2016,9.447075775880835
993,Earl Peterson,Loyola-Chicago,2015-2016,17.136504909047517
994,Earl Potts Jr.,Fairleigh Dickinson,2015-2016,27.173196559427385
995,Earl Watson,Rhode Island,2015-2016,23.000229050632374
996,Earvin Morris Jr,Texas-El Paso,2015-2016,25.255887094972778
997,Ed Drew,Presbyterian,2015-2016,19.110798756543137
998,"Ed Polite, Jr.",Radford,2015-2016,28.21809710924941
999,Eddie Keith,Towson,2015-2016,15.009148993705866
1000,Edmond Sumner,Xavier,2015-2016,23.127629978303883
1001,Edward Alade,Navy,2015-2016,19.58373701113818
1002,Edward Morrow,Nebraska,2015-2016,10.236479604985306
1003,Edward Simpson Jr,Middle Tennessee St.,2015-2016,12.863398365569706
1004,Edward Stephens,South Carolina State,2015-2016,23.065605254327398
1005,Egidijus Mockevicius,Evansville,2015-2016,40.10439473995849
1006,Egor Koulechov,Rice,2015-2016,27.270552707739785
1007,Ehab Amin,Texas A&M CC,2015-2016,33.097824232553805
1008,Elbert Robinson III,Louisiana State,2015-2016,10.15175407250339
1009,Elgin Cook,Oregon,2015-2016,15.421557280127365
1010,Eli Cain,DePaul,2015-2016,17.19137128174734
1011,Eli Carter,Boston College,2015-2016,20.110673385451218
1012,Eli Pepper,Lipscomb,2015-2016,21.49315988476325
1013,Elias Desport,St. Peter's,2015-2016,9.836083405817536
1014,Elijah Brown,New Mexico,2015-2016,17.08482739586522
1015,Elijah Foster,Nevada,2015-2016,10.130092386588586
1016,Elijah Long,Mount St. Mary's,2015-2016,11.741706583299996
1017,Elijah Macon,West Virginia,2015-2016,19.64261950296567
1018,Elijah Minnie,Robert Morris,2015-2016,23.253351853614095
1019,Elijah Pughsley,Western Carolina,2015-2016,13.856979053636897
1020,Elijah Stewart,Southern California,2015-2016,21.03604893357248
1021,Elijah Wilson,Coastal Carolina,2015-2016,17.291852038694365
1022,Elisha Boone,St. Peter's,2015-2016,19.28400983514091
1023,Elliot Cole,Chicago St.,2015-2016,18.03554618223819
1024,Elmo Stephen,Florida International,2015-2016,19.95516025319409
1025,Elston Jones,Utah St.,2015-2016,18.371716316235233
1026,Emani Gant,Texas State,2015-2016,33.06568405840472
1027,Emarius Logan,Appalachian St.,2015-2016,9.858828975114585
1028,Emile Blackman,Niagara,2015-2016,20.44822907559692
1029,Emmanuel Chibuogwu,Seattle,2015-2016,13.172803676729483
1030,Emmanuel Ndumanya,Santa Clara,2015-2016,10.26788621771448
1031,Emmanuel Omogbo,Colorado St.,2015-2016,27.651436391572155
1032,Emmanuel Toney,Texas A&M CC,2015-2016,13.541811487155602
1033,Emmanuel Tselentakis,New Jersey Tech,2015-2016,11.437773410944299
1034,Emmett Naar,St. Mary's,2015-2016,14.14159182418616
1035,Emondre Rickman,Indiana St.,2015-2016,17.420931600884828
1036,Enoch Hood,North Carolina Central,2015-2016,18.570808678076535
1037,Eric Anderson,Yale,2015-2016,5.854598851766041
1038,Eric Bowles,Central Conn. St.,2015-2016,-0.14790813267608824
1039,Eric Childress,UC Santa Barbara,2015-2016,19.514137867684568
1040,Eric Cooper Jr,Nevada,2015-2016,14.265435880303485
1041,Eric Davis Jr.,Texas,2015-2016,1.459300859670066
1042,Eric Eaves,South Carolina State,2015-2016,29.554544911236768
1043,Eric Fanning,Boston U,2015-2016,30.998700993186713
1044,Eric Garcia,Wofford,2015-2016,22.809963307549957
1045,Eric Green,Holy Cross,2015-2016,16.560855838603327
1046,Eric Jacobsen,Arizona State,2015-2016,24.096014718468783
1047,Eric James,Duquesne,2015-2016,19.120666630533318
1048,Eric Johnson,Boston U,2015-2016,14.803014036697622
1049,Eric Katenda,North Texas,2015-2016,22.968761848668898
1050,Eric Laster,Loyola-Maryland,2015-2016,17.13145523348217
1051,Eric McClellan,Gonzaga,2015-2016,24.09124331617187
1052,Eric McGill,SE Missouri St.,2015-2016,9.802086379415245
1053,Eric Nottage,Florida International,2015-2016,14.133623373150266
1054,Eric Robertson,Chattanooga,2015-2016,19.289623315666088
1055,Eric Robertson,South Dakota,2015-2016,9.630610154500635
1056,Eric Stafford,Lafayette,2015-2016,2.221641640042725
1057,Eric Stuteville,Sacramento State,2015-2016,22.77923222339869
1058,Eric Truog,Marist,2015-2016,14.146951641934246
1059,Eric Washington,Miami (OH),2015-2016,57.22016174224991
1060,Erick Neal,Texas-Arlington,2015-2016,25.321545503422506
1061,Erik Durham,Jacksonville St.,2015-2016,23.04884918955828
1062,Erik McCree,Louisiana Tech,2015-2016,25.007505536550767
1063,Erik Nakken,Idaho State,2015-2016,8.625296273981226
1064,Erik Thomas,New Orleans,2015-2016,32.14652282657311
1065,Ernest Aflakpui,Temple,2015-2016,21.20658575655194
1066,Ernie Duncan,Vermont,2015-2016,22.904939407518246
1067,Eron Harris,Michigan St,2015-2016,21.54872333283659
1068,Erten Gazi,DePaul,2015-2016,6.673706581277984
1069,Ervin Meznieks,Boston College,2015-2016,9.07350066297124
1070,Ervin Mitchell,Grambling State,2015-2016,25.670752316211704
1071,Esa Ahmad,West Virginia,2015-2016,17.823473465187742
1072,Ethan Happ,Wisconsin,2015-2016,34.79544551764799
1073,Ethan Montalvo,Texas State,2015-2016,18.39790449739189
1074,Ethan O'Day,Vermont,2015-2016,27.57290616880798
1075,Ethan Stair,Mercer,2015-2016,13.953068923892593
1076,Ethan Telfair,Idaho State,2015-2016,31.96273444302252
1077,Evan Bailey,Charleston,2015-2016,6.057508288515664
1078,Evan Boudreaux,Dartmouth,2015-2016,30.395368625095067
1079,Evan Bradds,Belmont,2015-2016,37.699007164711745
1080,Evan Cooper,Hartford,2015-2016,16.43862412152545
1081,Evan Cummins,Harvard,2015-2016,21.914389945371738
1082,Evan Fisher,Siena,2015-2016,8.659436594921017
1083,Evan Fitzner,St. Mary's,2015-2016,11.814444693278334
1084,Evan Hall,Indiana - Purdue,2015-2016,19.954985255325052
1085,Evan Maxwell,Liberty,2015-2016,24.76301217439698
1086,Evan Nolte,Virginia,2015-2016,4.2518306390027325
1087,Evan Phoenix,Central Conn. St.,2015-2016,14.465689801001846
1088,Evan Singletary,Albany,2015-2016,20.858248480402164
1089,Evan Wessel,Wichita St.,2015-2016,10.722618135943828
1090,Evann Hall,Idaho State,2015-2016,15.934481332950604
1091,Everett Clemons,Indiana St.,2015-2016,18.405722708274993
1092,Everett Osborne,Texas Rio Grande Valley,2015-2016,13.546778457230063
1093,Everson Davis,Binghamton,2015-2016,11.020762610595979
1094,Eyimofe Edukugho,Sacred Heart,2015-2016,19.35724085046135
1095,Ezra Talbert,Liberty,2015-2016,17.85664843091799
1096,Fabijan Krslovic,Montana,2015-2016,7.983067309940122
1097,Faith Pope,Texas-Arlington,2015-2016,23.519948382957516
1098,Farad Cobb,Cincinnati,2015-2016,22.97845127026513
1099,Fatodd Lewis,Tenn-Martin,2015-2016,6.110680481384931
1100,Federico Mussini,St. John's,2015-2016,13.71104822588398
1101,Felix Balamou,St. John's,2015-2016,14.521905343271154
1102,Felix Rivera-Vega,Northern Arizona,2015-2016,16.913931991017765
1103,Felix Von Hofe,Eastern Washington,2015-2016,22.400103127722076
1104,Filip Cvjeticanin,Florida Gulf Coast,2015-2016,11.157137557226282
1105,Fletcher Magee,Wofford,2015-2016,27.657816923475224
1106,Four McGlynn,Rhode Island,2015-2016,17.117957144363867
1107,Francis Alonso,NC-Greensboro,2015-2016,22.129548586288422
1108,Francis Kiapway,Ball St.,2015-2016,16.071473713681282
1109,Francisco Amiel,Colgate,2015-2016,6.7745014487045125
1110,Francisco Santiago,Youngstown St.,2015-2016,15.941292580743742
1111,Francois Lewis,Florida A&M,2015-2016,13.098652061464414
1112,Frank Eaves,Appalachian St.,2015-2016,26.822311926996086
1113,Frank Mason,Kansas,2015-2016,14.0224452055522
1114,Frank Rogers,San Jose St.,2015-2016,19.804347698495338
1115,Frank Toohey,Air Force,2015-2016,22.418193959495767
1116,Franklin Howard,Syracuse,2015-2016,10.91815059004584
1117,Franko House,Ball St.,2015-2016,30.773364983379395
1118,Franz Rassman,Loyola-Maryland,2015-2016,20.702747622647415
1119,Fred Iruafemi,VMI,2015-2016,19.35082470059633
1120,Fred Richardson III,Colorado St.,2015-2016,13.41912113641631
1121,Fred Sims Jr.,Chicago St.,2015-2016,17.370907111628377
1122,Fred Thomas,Mississippi St.,2015-2016,16.53152593575952
1123,Fred VanVleet,Wichita St.,2015-2016,30.821056758854432
1124,Frederic Dure,Arkansas St.,2015-2016,10.901513464148223
1125,Fredrick Edmond,Western Kentucky,2015-2016,28.183071654457088
1126,Gabe DeVoe,Clemson,2015-2016,13.870691843836791
1127,Gabe Levin,Long Beach St.,2015-2016,24.01701287112681
1128,Gabe McCray,South Carolina State,2015-2016,24.90730464598425
1129,Gabe Snider,Illinois-Chicago,2015-2016,14.889686226129824
1130,Gabe Taylor,Portland,2015-2016,9.97899904888942
1131,Gabe Vincent,UC Santa Barbara,2015-2016,20.257054863044303
1132,Gabe York,Arizona,2015-2016,8.187494848650406
1133,Galal Cancer,Kent St.,2015-2016,15.249362190013002
1134,Galen Robinson Jr.,Houston,2015-2016,7.692226939166323
1135,Garland Owens,Boston College,2015-2016,12.686078031872448
1136,Garret Covington,Western Illinois,2015-2016,25.20017420539967
1137,Garrison Goode,UC Davis,2015-2016,4.38382230119612
1138,Garrison Matthews,Lipscomb,2015-2016,25.409327811405845
1139,Gary Chivichyan,Idaho State,2015-2016,17.706375056648863
1140,Gary Clark,Cincinnati,2015-2016,34.006447675507545
1141,Gary Payton II,Oregon St.,2015-2016,35.72170166699713
1142,Gary Williams Jr.,San Jose St.,2015-2016,15.604124226947897
1143,Gavin Block,Ohio,2015-2016,8.129612360755777
1144,Gavin Schilling,Michigan St,2015-2016,19.081760232837038
1145,Gavin Skelly,Northwestern,2015-2016,11.499527375297385
1146,Gavin Ware,Mississippi St.,2015-2016,39.05976080715564
1147,Ge'Lawn Guyn,East Tennessee St.,2015-2016,28.49186942296984
1148,Gee McGhee,Murray St.,2015-2016,20.111202817444703
1149,Geno Crandall,North Dakota,2015-2016,10.660327382685566
1150,Geno Luzcando,Idaho State,2015-2016,26.055822017950337
1151,Gentrey Thomas,UC Riverside,2015-2016,16.40295303433211
1152,Geoff Beans,Furman,2015-2016,17.942323493368857
1153,Geoffrey Groselle,Creighton,2015-2016,37.546084667742775
1154,George Blagojevic,Hartford,2015-2016,16.996020247941455
1155,George Brammeier,Lipscomb,2015-2016,21.949937146896378
1156,George King,Colorado,2015-2016,9.49603293678742
1157,George Marshall,South Dakota State,2015-2016,24.927398065144654
1158,Georges Niang,Iowa St.,2015-2016,36.325558876110975
1159,Georgi Boyanov,South Alabama,2015-2016,28.87541031892119
1160,Georgios Angelou,St. Francis (PA),2015-2016,29.87266163249377
1161,Geovonie McKnight,Miami (OH),2015-2016,42.87962200685837
1162,Gerald Blackshear,Detroit,2015-2016,17.411254321524495
1163,Gerard Martin,Grand Canyon,2015-2016,15.047553407330463
1164,Gerry Blakes,Arizona State,2015-2016,18.092185583228932
1165,Ghassan Nehme,Fairleigh Dickinson,2015-2016,19.16333869122935
1166,Ghiavonni Robinson,Arkansas-Pine Bluff,2015-2016,13.024805681867994
1167,Giddy Potts,Middle Tennessee St.,2015-2016,32.896144301558714
1168,Gio McLean,Quinnipiac,2015-2016,16.186896675842355
1169,Glenn Feidanga,LIU Brooklyn,2015-2016,11.166015564102171
1170,Glenn Hollaway,Alabama St.,2015-2016,18.7512507361328
1171,Gligorije Rakocevic,Oregon St.,2015-2016,10.964881409004672
1172,Glynn Watson Jr.,Nebraska,2015-2016,9.691083186193065
1173,Graham Woodward,Drake,2015-2016,15.387999124106614
1174,Grandy Glaze,Grand Canyon,2015-2016,33.01555005580718
1175,Grant Benzinger,Wright St.,2015-2016,12.917430633946323
1176,Grant Fiorentinos,SIU - Edwardsville,2015-2016,22.81706929550889
1177,Grant Leach,UMKC,2015-2016,8.439296885827162
1178,Grant Lozoya,Stetson,2015-2016,9.808403474042503
1179,Grant Mullins,Columbia,2015-2016,28.49018299035245
1180,Grant Verhoeven,Stanford,2015-2016,13.495054365379936
1181,Grayson Allen,Duke,2015-2016,36.209425692337625
1182,Grayson Moore,Utah St.,2015-2016,19.255360144433226
1183,Greg Brown,St. Francis (PA),2015-2016,34.7068591177502
1184,Greg King,Eastern Kentucky,2015-2016,7.816222671263576
1185,Greg Lewis,Rutgers,2015-2016,10.96851386320644
1186,Greg Malinowski,William & Mary,2015-2016,22.982483922888317
1187,Greg McClinton,Wake Forest,2015-2016,17.586785477813436
1188,Greg Mortimer,South Carolina State,2015-2016,15.00162196062332
1189,Greg Pryor,Chattanooga,2015-2016,19.61431065939894
1190,Greg Senat,Wagner,2015-2016,10.13761004204349
1191,Greg Tucker,Jacksonville St.,2015-2016,17.813600706172924
1192,Gregory Graves,Mount St. Mary's,2015-2016,18.79891935548661
1193,Greig Stire,Albany,2015-2016,24.103888933321237
1194,Griffin Kinney,Appalachian St.,2015-2016,16.27087359461677
1195,Guilien Smith,Dartmouth,2015-2016,12.654529906574574
1196,Gunnar Olafsson,St. Francis (NY),2015-2016,15.1559630726248
1197,Gus Riley,Bryant,2015-2016,14.513983781254447
1198,Haanif Cheatham,Marquette,2015-2016,19.477435556529773
1199,Haboubacar Mutombo,Western Carolina,2015-2016,20.50594325874009
1200,Haiishen McIntyre,High Point,2015-2016,22.596974507893137
1201,Hakeem Baxter,UAB,2015-2016,12.596097514328935
1202,Hakeem Rogers,Tennessee Tech,2015-2016,24.026333085434047
1203,Hallice Cooke,Iowa St.,2015-2016,12.636669162608605
1204,Hameed Ali,Texas A&M CC,2015-2016,23.56189289345999
1205,Harold McBride,Gardner-Webb,2015-2016,23.250300847686997
1206,Harris Brown,Evansville,2015-2016,1.4711626377317015
1207,Hassan Martin,Rhode Island,2015-2016,33.02218757195248
1208,Hassan Thomas,Illinois-Chicago,2015-2016,12.52005454224029
1209,Hayden Dalton,Wyoming,2015-2016,19.674607262790367
1210,Hayden Farquhar,Abilene Christian,2015-2016,11.00496145248437
1211,Hayden Graham,Air Force,2015-2016,21.739071465982743
1212,Hayden Howell,Abilene Christian,2015-2016,17.183240403395896
1213,Hayden Schenck,Utah Valley,2015-2016,16.512225510899235
1214,Hayward Register,Louisiana-Lafayette,2015-2016,15.528938372380262
1215,Henrik Jadersten,Santa Clara,2015-2016,13.922841863649909
1216,Henry Brooks,Wagner,2015-2016,13.484045338376038
1217,Henry Caruso,Princeton,2015-2016,33.77421811785317
1218,Henry Ellenson,Marquette,2015-2016,29.29717376862451
1219,Herve Aholode,Gardner-Webb,2015-2016,8.903968754048263
1220,Hooper Vint,Texas-El Paso,2015-2016,21.949907874677102
1221,Horace Spencer,Auburn,2015-2016,18.514141412590934
1222,Houston Kessler,Georgia,2015-2016,2.238672606234494
1223,Hunter Mickelson,Kansas,2015-2016,14.99212550774047
1224,Hunter Seacat,William & Mary,2015-2016,13.695868963297366
1225,Hunter Ware,Bryant,2015-2016,16.23948070244066
1226,I.J. Ready,Mississippi St.,2015-2016,20.87429872798911
1227,Ian Baker,New Mexico St.,2015-2016,25.345527164289162
1228,Ian Theisen,South Dakota State,2015-2016,19.590700330410094
1229,Iba Camara,New Hampshire,2015-2016,22.576818906475598
1230,Ibby Djimde,Southern Illinois,2015-2016,12.3585414907901
1231,Ibn Muhammad,Iona,2015-2016,13.551674326391975
1232,Ibrahim Sylla,Northern Colorado,2015-2016,18.660296264363186
1233,Idris Taqqee,St. Bonaventure,2015-2016,15.637676799526197
1234,Idy Diallo,Boston College,2015-2016,6.494221987918631
1235,Ike Iroegbu,Washington St.,2015-2016,21.066812473625802
1236,Ike Nwamu,UNLV,2015-2016,18.557773308280886
1237,Ike Smith,Georgia Southern,2015-2016,21.843604241815072
1238,Ikenna Smart,Buffalo,2015-2016,14.555835076041538
1239,Ilias Theodorou,Pacific,2015-2016,18.66227868945425
1240,Ilija Stojiljkovic,Maine,2015-2016,10.788082012015325
1241,Iman Johnson,Samford,2015-2016,18.377299284863696
1242,Ioannis Dimakopoulos,UC Irvine,2015-2016,17.724794750219896
1243,Isaac Banks,East Tennessee St.,2015-2016,19.263057271516356
1244,Isaac Cohen,Columbia,2015-2016,18.6773851550901
1245,Isaac Copeland,Georgetown,2015-2016,20.57517071419212
1246,Isaac Fleming,Hawaii,2015-2016,21.99857971199206
1247,Isaac Haas,Purdue,2015-2016,21.795698376459505
1248,Isaac Hamilton,UCLA,2015-2016,24.847637902042294
1249,Isaac Humphries,Kentucky,2015-2016,4.0413960699284965
1250,Isaac McGlone,Eastern Kentucky,2015-2016,11.891624926248907
1251,Isaac Thornton,San Jose St.,2015-2016,18.857903008238036
1252,Isaac White,Massachusetts Lowell,2015-2016,18.473846596223023
1253,Isaac Williams,Mississippi Valley State,2015-2016,21.144550541679703
1254,Isaiah Blackmon,St. Francis (PA),2015-2016,54.958544652878544
1255,Isaiah Briscoe,Kentucky,2015-2016,4.928199150504021
1256,Isaiah Cousins,Oklahoma,2015-2016,12.708918123831696
1257,Isaiah Dennis,Georgia St,2015-2016,16.646643561883828
1258,Isaiah Felder,Savannah State,2015-2016,8.838722840108106
1259,Isaiah Hicks,North Carolina,2015-2016,19.60304668715516
1260,Isaiah Ivey,Gardner-Webb,2015-2016,20.508510859904995
1261,Isaiah Johnson,Akron,2015-2016,38.26787801579655
1262,Isaiah Lamb,Marist,2015-2016,16.422249210426806
1263,Isaiah Miles,St. Joseph's,2015-2016,35.08060288601983
1264,Isaiah Omoregie,Florida A&M,2015-2016,22.216594523540373
1265,Isaiah Pineiro,Portland St.,2015-2016,30.077278065251498
1266,Isaiah Robinson,Houston Baptist,2015-2016,25.32978855227897
1267,Isaiah Still,Robert Morris,2015-2016,13.876707954441216
1268,Isaiah Taylor,Texas,2015-2016,2.7112504987135018
1269,Isaiah Thomas,Northern Arizona,2015-2016,10.769077899104994
1270,Isaiah Tripp,Abilene Christian,2015-2016,15.241595122058076
