,PLAYER,TEAM,YEAR,PER
826,DeShawn Painter,N.C. State,2011-2012,19.06845306925459
827,DeShawn Patterson,Southeastern Louisiana,2011-2012,15.122667592169995
828,DeShawn Stephens,San Diego St.,2011-2012,23.028353775175155
829,DeShon Minnis,Texas Tech,2011-2012,6.424275540767614
830,DeVontae Wright,Citadel,2011-2012,17.889258299735033
831,Deandre Mathieu,Morehead St.,2011-2012,17.047022442571507
832,Dee Bost,Mississippi St.,2011-2012,31.489635867831492
833,Dee Brown,Bowling Green,2011-2012,21.92749776923109
834,Dee Davis,Xavier,2011-2012,6.959536098628467
835,Dee Goens,Holy Cross,2011-2012,13.411362256460675
836,Deividas Dulkys,Florida St.,2011-2012,20.14016574282493
837,Dejan Kostur,Idaho State,2011-2012,6.654763422807504
838,Delbert Love,Kennesaw St.,2011-2012,20.201650226511934
839,Delwan Graham,Jacksonville,2011-2012,14.432727936698736
840,Demarco Cox,Mississippi,2011-2012,6.424370375158503
841,Demarquelle Tabb,Alabama A&M,2011-2012,27.39681860269774
842,Demetri Wheeler,Grambling State,2011-2012,7.843797650131845
843,Demetric Williams,Wichita St.,2011-2012,17.038533881366497
844,Demetrius Harris,Wis.-Milwaukee,2011-2012,11.024913321790883
845,Demetrius Treadwell,Akron,2011-2012,31.593809598836327
846,Demetrius Walker,New Mexico,2011-2012,11.222260612626235
847,Demetrius Ward,Western Michigan,2011-2012,22.948553504089794
848,Demitrius Conger,St. Bonaventure,2011-2012,29.52182880116775
849,Demondre Chapman,Prairie View A&M,2011-2012,22.00307414981503
850,Deniz Kilicli,West Virginia,2011-2012,23.824171220092584
851,Dennis Clifford,Boston College,2011-2012,19.779349398217764
852,Dennis Diaz,Stetson,2011-2012,7.073241147014425
853,Dennis Kramer,San Diego,2011-2012,11.89996757190955
854,Dennis Mavin,Florida Atlantic,2011-2012,16.72768442768326
855,Dennis Ogbe,Tennessee Tech,2011-2012,21.09564673454548
856,Dennis Tinnon,Marshall,2011-2012,33.28859841320048
857,Denton Koon,Princeton,2011-2012,23.79284076069434
858,Denver Holmes,Evansville,2011-2012,23.815641781740947
859,Denzel Brito,Loyola-Chicago,2011-2012,11.357024616824477
860,Denzel Johnson,Santa Clara,2011-2012,18.352147183362742
861,Deon Jones,Towson,2011-2012,10.118048801787605
862,Deon Mitchell,Northern Iowa,2011-2012,16.311189163917422
863,Deonte Alexander,Lipscomb,2011-2012,19.164198116232175
864,Deonte Burton,Nevada,2011-2012,30.96440035769916
865,Dera Nd-Ezuma,Rider,2011-2012,16.92534597802513
866,Derek Elston,Indiana,2011-2012,8.551210533047044
867,Derek Jackson,Central Michigan,2011-2012,23.168363394805464
868,Derek Needham,Fairfield,2011-2012,22.197855203642998
869,Derek Selvig,Montana,2011-2012,13.427411660957798
870,Derek Thompson,Eastern Michigan,2011-2012,24.937151315042655
871,Deremy Geiger,Idaho,2011-2012,14.128488944601763
872,Derian Shaffer,SIU - Edwardsville,2011-2012,18.784709761443107
873,Deric Hill,Florida International,2011-2012,8.414340761354305
874,Deric Rudolph,Savannah State,2011-2012,17.773609624562877
875,Derick Beltran,Southern,2011-2012,2.498720736885607
876,Derick Flowers,UC Irvine,2011-2012,13.844721318222051
877,Derrell Armstrong,NC-Greensboro,2011-2012,30.33684177564849
878,Derrell Robertson Jr.,DePaul,2011-2012,9.125531622108124
879,Derrell Taylor,Jackson State,2011-2012,19.531786432823075
880,Derrick Gordon,Western Kentucky,2011-2012,19.740812193527915
881,Derrick Marks,Boise St.,2011-2012,25.702434557937714
882,Derrick Nix,Michigan St,2011-2012,31.99785990549526
883,Derrick Randall,Rutgers,2011-2012,19.72739964537637
884,Derrick Rodgers,Portland,2011-2012,6.230160175586076
885,Derrick Thomas,Drexel,2011-2012,16.37048707372638
886,Derrick Williams,Richmond,2011-2012,33.53712464958787
887,Derrick Wilson,Marquette,2011-2012,10.72068072639475
888,Derrio Green,Charlotte,2011-2012,17.680300002731514
889,Derrious Gilmore,Wyoming,2011-2012,15.579585211032207
890,Desharick Guidry,McNeese St.,2011-2012,24.470689061354204
891,Deshaun Thomas,Ohio St.,2011-2012,35.104466655524284
892,Desmond Haymon,Stephen F. Austin,2011-2012,17.37957749492283
893,Desmond Simmons,Washington,2011-2012,6.389123563638286
894,Desmond Wade,Fairfield,2011-2012,17.822608678650994
895,Deuce Bello,Baylor,2011-2012,19.554645414580055
896,Devante Wallace,High Point,2011-2012,14.405440961679536
897,Deville Smith,Mississippi St.,2011-2012,20.733611860467203
898,Devin Booker,Clemson,2011-2012,28.9338772347777
899,Devin Brown,Holy Cross,2011-2012,24.187584979887987
900,Devin Cherry,Cornell,2011-2012,5.962097275292365
901,Devin Coleman,Clemson,2011-2012,14.224118796785424
902,Devin Joint,South Carolina State,2011-2012,13.290684127024834
903,Devin McNeil,Samford,2011-2012,15.96214973662237
904,Devin Oliver,Dayton,2011-2012,20.001208304072346
905,Devin Price,Marist,2011-2012,21.988520150228275
906,Devoe Joseph,Oregon,2011-2012,16.175091687088702
907,Devon Archie,Iowa,2011-2012,6.017636514249864
908,Devon Atkinson,Morehead St.,2011-2012,9.417488199113514
909,Devon Collier,Oregon St.,2011-2012,39.66105621552952
910,Devon Lamb,Lamar,2011-2012,35.87683093197373
911,Devon McMillan,Fordham,2011-2012,10.091166198102943
912,Devon Moore,James Madison,2011-2012,18.21879197610207
913,Devon Saddler,Delaware,2011-2012,14.895738783396597
914,Devon White,La Salle,2011-2012,20.65664217102642
915,Devonta Abron,Arkansas,2011-2012,5.567736470399247
916,Devonta White,Georgia St,2011-2012,24.20132688655406
917,Devonte Elliott,Nevada,2011-2012,12.098650009263324
918,Dewan Clayborn,Central Arkansas,2011-2012,15.012034908384912
919,Dewayne Dedmon,Southern California,2011-2012,28.076915957012044
920,Dewayne Jackson,Morgan St.,2011-2012,26.987621003481603
921,Dexter Ellington,Texas Southern,2011-2012,15.254454560599157
922,Dexter Kernich-Drew,Washington St.,2011-2012,12.082410937279105
923,Dexter Moore,Coastal Carolina,2011-2012,17.785222789142605
924,Dexter Strickland,North Carolina,2011-2012,13.506668632440645
925,Dezmine Wells,Xavier,2011-2012,26.21267602795512
926,Diamon Alexander,Alabama A&M,2011-2012,5.284109242781437
927,Diamond Taylor,Southern Illinois,2011-2012,13.777135528331959
928,Dijon Farr,Utah,2011-2012,4.70625463214322
929,Dimitri Batten,Old Dominion,2011-2012,27.0188469667112
930,Dion Dixon,Cincinnati,2011-2012,25.23153917984767
931,Dion Nesmith,Monmouth-NJ,2011-2012,21.445688927330377
932,Dion Waiters,Jacksonville St.,2011-2012,34.91461642297873
933,Dion Waiters,Syracuse,2011-2012,34.017920758556166
934,Djim Bandoumel,Idaho,2011-2012,13.648956659094946
935,Dockery Walker,Brown,2011-2012,19.8312619348342
936,Dom Morris,Boston U,2011-2012,20.532538310093695
937,Domas Rinksalis,Wofford,2011-2012,8.513932948398873
938,Dominic Cheek,Villanova,2011-2012,25.17560639974208
939,Dominic Early,Furman,2011-2012,11.751654575597904
940,Dominique Buckley,Toledo,2011-2012,20.946961399633075
941,Dominique Ferguson,Florida International,2011-2012,18.86287011342969
942,Dominique McKoy,Rhode Island,2011-2012,15.118659277075881
943,Dominique Morrison,Oral Roberts,2011-2012,37.05521555645256
944,Dominique O'Connor,San Francisco,2011-2012,14.973215588777496
945,Dominique Rutledge,West Virginia,2011-2012,23.386059326988953
946,Dominique Sutton,North Carolina Central,2011-2012,35.36114773079337
947,Don McAvoy III,Western Illinois,2011-2012,15.852134482429173
948,Donald Johnson,Cal. State - Bakersfield,2011-2012,34.032198368191324
949,Donavan Foster,Detroit,2011-2012,10.929138879864215
950,Donley Minor,Lamar,2011-2012,8.063810164651004
951,Donnavan Kirk,DePaul,2011-2012,18.425822248263632
952,Donovan Gibbs,Indiana - Purdue,2011-2012,18.026495290185476
953,Donovan Kates,Manhattan,2011-2012,14.971490838516788
954,Donovan Ross,Southeastern Louisiana,2011-2012,10.767486543074577
955,Donta Harper,Gardner-Webb,2011-2012,20.953815788892367
956,Dontae Cannon,McNeese St.,2011-2012,20.58531025924833
957,Dontay Hampton,Chattanooga,2011-2012,24.427278104527435
958,Donte Hill,Old Dominion,2011-2012,20.498333471951142
959,Donte Morales,NC-Wilmington,2011-2012,16.15152613992703
960,Donte Poole,Murray St.,2011-2012,30.856705392216245
961,Donte Williams,Georgia,2011-2012,6.146227980416522
962,Donya Jackson,Navy,2011-2012,11.729356895417997
963,Dorenzo Hudson,Virginia Tech,2011-2012,21.485318726323992
964,Dorian Cason,Portland,2011-2012,8.424092944841666
965,Dorian Finney-Smith,Virginia Tech,2011-2012,19.11274060950128
966,Dorian Green,Colorado St.,2011-2012,28.004449461767315
967,Doron Lamb,Kentucky,2011-2012,11.163272640107259
968,Doug Anderson,Detroit,2011-2012,29.73317316956224
969,Doug Davis,Princeton,2011-2012,25.36138158475493
970,Doug McDermott,Creighton,2011-2012,48.86795562810498
971,Drake U'u,Cal Poly SLO,2011-2012,22.13704668416174
972,Draymond Green,Michigan St,2011-2012,39.58002955158374
973,Drazen Zlovaric,Chattanooga,2011-2012,23.14232150016008
974,Drew Crawford,Northwestern,2011-2012,16.811996351887384
975,Drew Crowell,Wofford,2011-2012,28.428358057547864
976,Drew Ferry,Cornell,2011-2012,19.15841565185869
977,Drew Gordon,New Mexico,2011-2012,18.6173928045245
978,Drew Hanlen,Belmont,2011-2012,27.9206478583676
979,Drew Kelly,Morehead St.,2011-2012,28.12851197475394
980,Drew Lundberg,North Dakota State,2011-2012,19.60853185402918
981,Drew McGhee,Miami (OH),2011-2012,46.52013620030299
982,Drew Parker,NC-Greensboro,2011-2012,14.131514222093887
983,Drew Spradlin,Elon University,2011-2012,17.379890943160635
984,Drew Valentine,Oakland,2011-2012,24.341528645126402
985,Drew Viney,Loyola Marymount,2011-2012,32.269533072413736
986,Drew Wiley,Boise St.,2011-2012,19.7827136813402
987,Drew Windler,Samford,2011-2012,31.021476372213996
988,DuShawn Brooks,Youngstown St.,2011-2012,21.530042997573773
989,Durand Scott,Miami - Florida,2011-2012,30.462214861025654
990,Durrell Norman,Northern Arizona,2011-2012,26.45154185331191
991,Dustin Dibble,UMKC,2011-2012,14.716210835015861
992,Dustin Hobaugh,Houston Baptist,2011-2012,8.804565415994249
993,Dustin Ware,Georgia,2011-2012,5.372092790959359
994,Dwan McMillan,Hofstra,2011-2012,12.590682582225195
995,Dwayne Evans,Saint Louis,2011-2012,26.854422905807137
996,Dwayne Lathan,Indiana St.,2011-2012,27.999575301845297
997,Dwayne Smith,George Washington,2011-2012,24.165993371454196
998,Dwight Powell,Stanford,2011-2012,23.803174736146563
999,Dwight Smith,Colorado St.,2011-2012,22.564615698847632
1000,Dwight Tarwater,Cornell,2011-2012,12.234185138393212
1001,Dylan Ennis,Rice,2011-2012,23.10971883339113
1002,Dylan Garrity,Sacramento State,2011-2012,20.258735194921215
1003,Dylan Hale,North Dakota State,2011-2012,4.373976548159021
1004,Dylan Moody,Fairleigh Dickinson,2011-2012,1.2413489013077603
1005,Dylan Royer,Cal Poly SLO,2011-2012,26.60863960795864
1006,Dylan Talley,Nebraska,2011-2012,16.34757236799412
1007,Dylon Cormier,Loyola-Maryland,2011-2012,30.56342112939452
1008,Dyricus Simms-Edwards,Bradley,2011-2012,19.210527238220152
1009,E. Victor Nickerson,Charlotte,2011-2012,9.485722329005883
1010,E.J. Farris,Utah St.,2011-2012,13.764443632850334
1011,E.J. Singler,Oregon,2011-2012,15.09347167978251
1012,Earl Brown,St. Francis (PA),2011-2012,46.63736437507198
1013,Earl Jefferson,Texas-Pan American,2011-2012,8.584681612914775
1014,Earl Pettis,La Salle,2011-2012,32.93162747741283
1015,Ebuka Anyaorah,North Carolina Central,2011-2012,15.614702484637682
1016,Ed Waite,Monmouth-NJ,2011-2012,24.469810501596463
1017,Eddie Hardy Jr.,Alabama A&M,2011-2012,5.965110470601341
1018,Eddie Ludwig,Louisiana State,2011-2012,13.801142323320061
1019,Eddie Miller,UC Davis,2011-2012,19.72739609723623
1020,Eddie Mitchell,Rider,2011-2012,9.591612018428593
1021,Eddie Murray,Florida Gulf Coast,2011-2012,26.059024693179826
1022,Eddie Rios,Texas State,2011-2012,24.055369666864376
1023,Edis Dervisevic,Long Beach St.,2011-2012,18.159884908725402
1024,Edward Daniel,Murray St.,2011-2012,28.989105474343347
1025,Edward Townsel,Arkansas St.,2011-2012,16.378180019017456
1026,Egheosa Edomwonyi,Elon University,2011-2012,6.422815955706882
1027,Ehimen Orukpe,Wichita St.,2011-2012,19.461650202323774
1028,Eitan Chemerinski,Cornell,2011-2012,21.93571951038151
1029,Elfrid Payton,Louisiana-Lafayette,2011-2012,17.863442296903035
1030,Elgin Bailey,Southeastern Louisiana,2011-2012,18.748887827234796
1031,Eli Carter,Rutgers,2011-2012,23.479092584998266
1032,Eli Holman,Detroit,2011-2012,42.30220474563661
1033,Elias Harris,Gonzaga,2011-2012,35.578650565165375
1034,Elijah Johnson,Kansas,2011-2012,12.425852228574202
1035,Ella Ellis,Army,2011-2012,33.83125794971656
1036,Elliott Berry,UC Riverside,2011-2012,18.850138664326174
1037,Elliott Eliason,Minnesota,2011-2012,19.382191640892152
1038,Elliott Lloyd,Northern Colorado,2011-2012,17.17324175868466
1039,Elston Turner,Texas A&M,2011-2012,12.471990054186053
1040,Emanuel Chapman,North Carolina Central,2011-2012,11.961931925737249
1041,Emil Jones,Troy,2011-2012,24.314977230880782
1042,Emmanuel Addo,Northern Colorado,2011-2012,27.362544205376437
1043,Emmanuel Okoroba,Hampton,2011-2012,8.440501035810694
1044,Emmy Andujar,Manhattan,2011-2012,25.985994428662607
1045,Enique Mason,Texas-Pan American,2011-2012,16.341400388276792
1046,Enoch Hood,James Madison,2011-2012,15.636207187432797
1047,Ephraim Ekanem,Northern Arizona,2011-2012,19.634285216398453
1048,Eric Atkins,Notre Dame,2011-2012,22.87322043177193
1049,Eric Buckner,Georgia St,2011-2012,35.0261514496239
1050,Eric Carlson,North Dakota State,2011-2012,28.39294787237065
1051,Eric Evans,Duquesne,2011-2012,23.780559663859773
1052,Eric Ferguson,Georgia Southern,2011-2012,40.96622331325432
1053,Eric Gaines,Kent St.,2011-2012,14.97421998932176
1054,Eric Griffin,Campbell,2011-2012,40.387635364664696
1055,Eric Lawton,Arkansas-Little Rock,2011-2012,5.916177274280328
1056,Eric May,Iowa,2011-2012,6.560613777933394
1057,Eric McClellan,Tulsa,2011-2012,18.955849058038684
1058,Eric Moreland,Oregon St.,2011-2012,26.78476086556128
1059,Eric Mosley,St. Bonaventure,2011-2012,25.333453817468715
1060,Eric Obeysekere,Holy Cross,2011-2012,19.47480062047137
1061,Eric Smith,South Carolina,2011-2012,4.669776689432817
1062,Eric Strangis,Southern California,2011-2012,3.554239001142318
1063,Eric Stutz,Eastern Kentucky,2011-2012,26.311198596812474
1064,Eric Wallace,Seattle,2011-2012,24.03569905340954
1065,Eric Washington,Presbyterian,2011-2012,19.62561374058391
1066,Erick Green,Virginia Tech,2011-2012,32.245499542206325
1067,Erick Smith,Bryant,2011-2012,4.860007247279174
1068,Erik Buggs,Valparaiso,2011-2012,10.341077055123746
1069,Erik Copes,George Mason,2011-2012,17.66190109233633
1070,Erik Etherly,Loyola-Maryland,2011-2012,36.794135648868995
1071,Erik Fromm,Butler,2011-2012,12.600894791312493
1072,Erik Murphy,Florida,2011-2012,3.552541381424693
1073,Erik Swoope,Miami - Florida,2011-2012,17.22026697887757
1074,Erin Straughn,East Carolina,2011-2012,19.205556182439153
1075,Erique Gumbs,Towson,2011-2012,12.070715412112806
1076,Erving Walker,Florida,2011-2012,3.4173181696917814
1077,Estan Tyler,UMKC,2011-2012,11.098051889890343
1078,Ethan Wragge,Creighton,2011-2012,26.82154555077022
1079,Eugene Phelps,Long Beach St.,2011-2012,21.388254875691903
1080,Evan Bruinsma,Detroit,2011-2012,25.041345393453955
1081,Evan Conti,Quinnipiac,2011-2012,11.49639247431551
1082,Evan Hymes,Siena,2011-2012,18.071001846947084
1083,Evan Kelley,Sacred Heart,2011-2012,14.464520695995434
1084,Evan Ravenel,Ohio St.,2011-2012,22.278616428788478
1085,Evan Richard,Wis.-Milwaukee,2011-2012,8.190194514787665
1086,Evan Roquemore,Santa Clara,2011-2012,24.315469748120996
1087,Evan Smotrycz,Michigan,2011-2012,5.960773216065805
1088,Evin Graham,Jacksonville,2011-2012,3.6119245986487916
1089,Fab Melo,Syracuse,2011-2012,31.26890010288508
1090,Fabio Ribeiro,Louisiana-Monroe,2011-2012,10.508515820315825
1091,Falando Jones,Mississippi Valley State,2011-2012,24.33801792907087
1092,Femi Akinpetide,Sacred Heart,2011-2012,6.96582535523803
1093,Ferg Myrick,New Hampshire,2011-2012,20.28841024049546
1094,Ferrakohn Hall,Memphis,2011-2012,13.824674187423966
1095,Festus Ezeli,Vanderbilt,2011-2012,31.75066668779144
1096,Filip Cvjeticanin,Florida Gulf Coast,2011-2012,26.792526174961743
1097,Finis Craddock,Central Michigan,2011-2012,11.871994492144788
1098,Flenard Whitfield,Western Michigan,2011-2012,20.899698859359653
1099,Four McGlynn,Vermont,2011-2012,27.06362634467137
1100,Fran Dougherty,Pennsylvania,2011-2012,19.29250127139425
1101,Francis-Cedric Martel,Richmond,2011-2012,15.726625644356059
1102,Francisco Cruz,Wyoming,2011-2012,23.324032389628393
1103,Frank Gaines,IUPU - Ft. Wayne,2011-2012,36.967566245886346
1104,Frank Kaminsky,Wisconsin,2011-2012,21.5654367871015
1105,Frankie Dobbs,Bryant,2011-2012,22.02315925841961
1106,Frankie Eteuati,CSU Northridge,2011-2012,7.162072292495886
1107,Frankie Sullivan,Auburn,2011-2012,25.57646005954967
1108,Franklin Milian,Canisius,2011-2012,19.325314297347603
1109,Frantz Massenat,Drexel,2011-2012,30.24941126651357
1110,Fred Brown,Louisiana-Monroe,2011-2012,25.017914948843053
1111,Fred Chatmon,UMKC,2011-2012,17.985932644020863
1112,Fred Heldring,William & Mary,2011-2012,10.411645161626442
1113,Fred Landers,North Florida,2011-2012,13.915896278040055
1114,Fred Miller,South Carolina Upstate,2011-2012,8.264112775103012
1115,Fred Sturdivant,Texas Southern,2011-2012,29.821578750025697
1116,Freddie Goldstein,South Alabama,2011-2012,18.319489006575985
1117,Freddie Jackson,NC-Wilmington,2011-2012,12.993346033204
1118,Freddie Riley,Massachusetts,2011-2012,14.577161285513451
1119,Freddie Wilson,Seton Hall,2011-2012,12.68933675622722
1120,Frederick Coleman,Southern,2011-2012,1.221465386279855
1121,Fuquan Edwin,Seton Hall,2011-2012,29.99691297597364
1122,G.J. Vilarino,Appalachian St.,2011-2012,9.68985872315985
1123,Gabas Maldunas,Dartmouth,2011-2012,26.678316768506754
1124,Gabe Knutson,Lehigh,2011-2012,36.596634781048046
1125,Gabe Rogers,Northern Arizona,2011-2012,9.378791638021895
1126,Gabriel McCulley,Texas-El Paso,2011-2012,31.453265179576892
1127,Gabriel Moton,Boston College,2011-2012,10.217000199827199
1128,Gaby Belardo,Canisius,2011-2012,18.31644055571336
1129,Gaellen Bewernick,Northern Arizona,2011-2012,21.831238064035443
1130,Galal Cancer,Cornell,2011-2012,12.308746769746788
1131,Garlon Green,Texas Christian,2011-2012,21.630349035528567
1132,Garrett Frick,New Jersey Tech,2011-2012,10.677601948819017
1133,Garrett Green,San Diego St.,2011-2012,23.649709565928458
1134,Garrett Jackson,Southern California,2011-2012,19.125805070794883
1135,Garrett Jefferson,Hawaii,2011-2012,16.428832313043632
1136,Garrett Johnson,Fresno St.,2011-2012,21.17688918958804
1137,Garrett Sim,Oregon,2011-2012,13.480186064835182
1138,Garrett Stutz,Wichita St.,2011-2012,39.47704051596424
1139,Garrett Swanson,Idaho State,2011-2012,10.605219356352784
1140,Garrius Adams,Miami - Florida,2011-2012,19.05489525919475
1141,Garrius Holloman,Bethune-Cookman,2011-2012,26.86577059996212
1142,Garvey Young,Quinnipiac,2011-2012,17.725624007844548
1143,Gary Bell Jr.,Gonzaga,2011-2012,23.82850679774984
1144,Gary Browne,West Virginia,2011-2012,20.730364999721345
1145,Gary Franklin,Baylor,2011-2012,6.655907425589532
1146,Gary Love,Tenn-Martin,2011-2012,7.453366613507078
1147,Gary Roberson,Northwestern St.,2011-2012,16.25702254274335
1148,Gary Stewart,Northwestern St.,2011-2012,17.37347373342158
1149,Gary Talton,Illinois-Chicago,2011-2012,20.681425247214687
1150,Gary Winston,Portland St.,2011-2012,15.263124967896342
1151,Gavin Hoffmann,San Francisco,2011-2012,6.1138526331861085
1152,Ge'Lawn Guyn,Cincinnati,2011-2012,13.51522695538253
1153,Geddes Robinson,Utah Valley,2011-2012,29.724063699424537
1154,Gelaun Wheelwright,Weber St.,2011-2012,16.795603067142004
1155,Gene Swindle,James Madison,2011-2012,12.386368932064338
1156,Genesis Maciel,Hartford,2011-2012,17.415428442625636
1157,George Beamon,Manhattan,2011-2012,38.50035538849419
1158,George Fant,Western Kentucky,2011-2012,28.55128134449853
1159,George Goode,Fairleigh Dickinson,2011-2012,30.359840403819533
1160,George Valentine,Winthrop,2011-2012,26.44175727376669
1161,Gerald McLemore,Maine,2011-2012,25.136364690411696
1162,Gerald Robinson,Georgia,2011-2012,8.204134383353963
1163,Gerard Coleman,Providence,2011-2012,23.47015450380277
1164,Gerardo Suero,Albany,2011-2012,42.828526161899376
1165,Gideon Gamble,Winthrop,2011-2012,7.570088631672952
1166,Gilles Dierickx,Florida International,2011-2012,8.578706722529576
1167,Gilvydas Biruta,Rutgers,2011-2012,24.279461265196694
1168,Glen Rice Jr.,Georgia Tech,2011-2012,34.685015067068825
1169,Glenn Andrews,Howard,2011-2012,23.682168505218097
1170,Glenn Powell,Jacksonville,2011-2012,15.004817064346675
1171,God's Gift Achiuwa,St. John's,2011-2012,24.291767943936485
1172,Godwin Okonji,Loyola Marymount,2011-2012,18.208259052356155
1173,Gorgui Dieng,Louisville,2011-2012,30.241837117327115
1174,Grant Gibbs,Creighton,2011-2012,23.11626080484629
1175,Grant White,Jacksonville St.,2011-2012,7.895099550871499
1176,Green Hill,Alabama A&M,2011-2012,10.926383160944928
1177,Greg Allen,Southern California,2011-2012,11.743590165624518
1178,Greg Gantt,Florida Atlantic,2011-2012,30.576884386713093
1179,Greg Mangano,Yale,2011-2012,38.44738053294672
1180,Greg Mays,Green Bay,2011-2012,12.826404305698244
1181,Greg Rice,Indiana - Purdue,2011-2012,14.322170581815524
1182,Greg Robbins,Richmond,2011-2012,20.276879723429072
1183,Greg Smith,Colorado St.,2011-2012,24.47887154732273
1184,Greg Somogyi,UC Santa Barbara,2011-2012,27.24080300947402
1185,Greg Travis,Illinois-Chicago,2011-2012,8.287618688181247
1186,Greg Whittington,Georgetown,2011-2012,15.836520710043686
1187,Gregory Echenique,Creighton,2011-2012,36.05546208493002
1188,Gregory Womack,Maryland - E. Shore,2011-2012,7.779211528445917
1189,Griffan Callahan,South Dakota St.,2011-2012,0.772686322047604
1190,Griffan Callahan,South Dakota State,2011-2012,27.33663713615282
1191,Guy Landry Edi,Gonzaga,2011-2012,21.000590772661926
1192,Hakim McCullar,Delaware,2011-2012,5.786748558394266
1193,Hal Bateman,Stephen F. Austin,2011-2012,17.73002233699289
1194,Halil Kanacevic,St. Joseph's,2011-2012,26.893785626392454
1195,Hameed Ali,Texas A&M CC,2011-2012,7.341302567335818
1196,Hamidu Rahman,New Mexico St.,2011-2012,32.449579457039185
1197,Hank Thorns,Texas Christian,2011-2012,22.261879766549264
1198,Haralds Karlis,Seton Hall,2011-2012,12.347078938517695
1199,Harold Washington,Canisius,2011-2012,27.773352424974878
1200,Harouna Mutombo,Western Carolina,2011-2012,30.047346020987728
1201,Harper Kamp,California,2011-2012,14.382383661212549
1202,Harrison Barnes,North Carolina,2011-2012,19.040131026413047
1203,Harrison DuPont,UC Davis,2011-2012,12.279363873034441
1204,Harrison Gaines,UC Riverside,2011-2012,18.41515100983239
1205,Hauns Brereton,Hawaii,2011-2012,24.747724552177196
1206,Hayden Hoerdemann,Western Michigan,2011-2012,21.954915209940463
1207,Hayden Humes,Illinois-Chicago,2011-2012,21.0216829528793
1208,Heath Hoffman,Sacramento State,2011-2012,21.785215212870217
1209,Hector Harold,Pepperdine,2011-2012,6.751013229204358
1210,Henry Brooks,Pennsylvania,2011-2012,13.528756641935866
1211,Henry Sims,Georgetown,2011-2012,31.800892388520968
1212,Herb Pope,Seton Hall,2011-2012,36.535076418260225
1213,Herdie Lawrence,Austin Peay,2011-2012,8.549686745477088
1214,Hernst Laroche,New Mexico St.,2011-2012,24.15308073631624
1215,Hillary Haley,Maryland - E. Shore,2011-2012,16.051960079407912
1216,Holden Greiner,Lehigh,2011-2012,25.99153363698674
1217,Hollis Thompson,Georgetown,2011-2012,29.025170260892345
1218,Holton Hunsaker,Utah Valley,2011-2012,17.857644409085676
1219,Hugh Greenwood,New Mexico,2011-2012,11.60677140680989
1220,Hugh Mingo,Louisiana-Monroe,2011-2012,17.551827501640542
1221,Hugh Robertson,South Florida,2011-2012,20.60272992680257
1222,Humpty Hitchens,James Madison,2011-2012,22.185866710219546
1223,Hunter Mickelson,Arkansas,2011-2012,5.423439351624418
1224,Ian Chiles,Indiana - Purdue,2011-2012,28.20808855802773
1225,Ian Chiles,Morgan St.,2011-2012,26.88741834437981
1226,Ian Clark,Belmont,2011-2012,29.72816909018633
1227,Ian Francis,Alcorn St.,2011-2012,21.530401933308415
1228,Ian Hummer,Princeton,2011-2012,37.33910508203605
1229,Ian Miller,Florida St.,2011-2012,25.77682362747822
1230,Igor Nujic,Texas-San Antonio,2011-2012,17.629246214639547
1231,Ike Azotam,Quinnipiac,2011-2012,40.67923859361186
1232,Isaiah Canaan,Murray St.,2011-2012,39.15140626098592
1233,Isaiah McCray,IUPU - Ft. Wayne,2011-2012,10.321323223008939
1234,Isaiah Morton,Marist,2011-2012,12.433137177803903
1235,Isaiah Rhine,Missouri St.,2011-2012,7.538886876369483
1236,Isaiah Roberts,Navy,2011-2012,16.84400436068076
1237,Isaiah Salafia,Yale,2011-2012,4.206464752278294
1238,Isaiah Sykes,Central Florida,2011-2012,29.76140772789014
1239,Isaiah Wilkerson,New Jersey Tech,2011-2012,36.83499750130066
1240,Ishaq Pitt,Maryland - E. Shore,2011-2012,13.198547761636565
1241,Ishmael Hollis,Western Carolina,2011-2012,19.836831594948755
1242,Isiah Brown,East Tennessee St.,2011-2012,31.92424303257745
1243,Isiah Gandy,Nebraska Omaha,2011-2012,4.595626908514006
1244,Isiah Umipig,Cal St. Fullerton,2011-2012,20.33786126659597
1245,Isiah Williams,Utah Valley,2011-2012,24.63323984192219
1246,Issac Butts,Appalachian St.,2011-2012,28.753052097536028
1247,Issiah Grayson,Cal. State - Bakersfield,2011-2012,22.137180453264648
1248,Ivan Aska,Murray St.,2011-2012,26.115646018826446
1249,Ivo Baltic,Ohio,2011-2012,9.1984382119011
1250,Ivory White,Alabama St.,2011-2012,24.743820545541432
1251,J'Covan Brown,Texas,2011-2012,3.505203752559146
1252,J.D. Pelham,Lafayette,2011-2012,1.0351769742380055
1253,J.J. Avila,Navy,2011-2012,38.72392547570662
1254,J.J. Mann,Belmont,2011-2012,26.856720533962733
1255,J.J. Moore,Pittsburgh,2011-2012,24.9278410538836
1256,J.J. Thomas,Louisiana-Lafayette,2011-2012,18.559658593079522
1257,J.J. Thompson,Houston,2011-2012,3.5787198613139806
1258,J.L. Lewis,Louisiana Tech,2011-2012,14.385900309711232
1259,J.P. Primm,N.C. Asheville,2011-2012,31.925337091494693
1260,J.R. Cadot,Texas Christian,2011-2012,33.0616185249542
1261,J.R. Sims,Eastern Michigan,2011-2012,8.763549163070111
1262,J.T. Sulton,Middle Tennessee St.,2011-2012,28.21820295890303
