,PLAYER,TEAM,YEAR,PER
50,Adam Young,Cal. State - Bakersfield,2011-2012,17.649122426302668
51,Adjehi Baru,Charleston,2011-2012,12.35083550672823
52,Adonis Burbage,Central Conn. St.,2011-2012,11.060850934671233
53,Adonis Thomas,Memphis,2011-2012,23.540076602859454
54,Adreian Payne,Michigan St,2011-2012,33.20181046442431
55,Adrian Diaz,Kansas St.,2011-2012,21.572634699486283
56,Adrian Fields,McNeese St.,2011-2012,13.670639040601678
57,Adrian Forbes,Auburn,2011-2012,13.611591528823697
58,Adrian Powell,No.Carolina A&T,2011-2012,24.829140601376558
59,Adrian Rodgers,South Carolina Upstate,2011-2012,15.456204143679418
60,Adrian Satchell,MD Baltimore Cty,2011-2012,11.614425910512438
61,Adrick McKinney,Texas Christian,2011-2012,14.730618134134597
62,Adrien Coleman,Bethune-Cookman,2011-2012,24.400638993054823
63,Aerris Smith,Wofford,2011-2012,16.66703766344527
64,Ahmad Ibrahim,Rice,2011-2012,14.915152302920868
65,Ahmad Starks,Oregon St.,2011-2012,23.025093713992096
66,Akeem Anderson,Maryland - E. Shore,2011-2012,7.483910691911802
67,Akeem Ellis,Coppin St.,2011-2012,25.720492638671246
68,Akeem Johnson,St. Francis (NY),2011-2012,67.2922631526472
69,Akil Mitchell,Virginia,2011-2012,5.887000736205507
70,Aksel Bolin,Northern Illinois,2011-2012,20.437624585025677
71,Al Rapier,Stony Brook,2011-2012,22.271851001550136
72,Al'Lonzo Coleman,Presbyterian,2011-2012,42.79514980650391
73,Alan Jones,Troy,2011-2012,24.132518519372862
74,Alan Williams,UC Santa Barbara,2011-2012,42.321697863336844
75,Alan-Michael Thompson,Louisiana-Lafayette,2011-2012,11.103808929598419
76,Alandise Harris,Houston,2011-2012,11.171901031486355
77,Alasdair Fraser,Maine,2011-2012,27.355324927875913
78,Alberto Estwick,Fordham,2011-2012,8.158776836368537
79,Alec Brown,Green Bay,2011-2012,33.80351188495411
80,Alec Williams,San Diego St.,2011-2012,13.810393187588714
81,Alex Abreu,Akron,2011-2012,25.75791600403426
82,Alex Dragicevich,Notre Dame,2011-2012,19.487291524720277
83,Alex Francis,Bryant,2011-2012,27.103019267237332
84,Alex Gavrilovic,Dayton,2011-2012,18.17183497563108
85,Alex Giergen,Towson,2011-2012,2.0911344742945652
86,Alex Jackson,Quinnipiac,2011-2012,7.208987360799458
87,Alex Johnson,N.C. State,2011-2012,15.670829323715472
88,Alex Len,Maryland,2011-2012,8.850965692102388
89,Alex Marcotullio,Northwestern,2011-2012,10.444305531026137
90,Alex Ogundadegbe,Binghamton,2011-2012,8.906710415409902
91,Alex Oriakhi,Connecticut,2011-2012,23.375027406141257
92,Alex Osborne,Loyola Marymount,2011-2012,21.49996377510508
93,Alex Rosenberg,Columbia,2011-2012,18.51531797308225
94,Alex Tiffin,UC Davis,2011-2012,5.321532808596316
95,Alex Tucker,Florida Atlantic,2011-2012,17.53572804272636
96,Alex Vouyoukas,Texas-San Antonio,2011-2012,21.801752591345018
97,Alex Welhouse,Nebraska Omaha,2011-2012,19.86826455341355
98,Alex Young,Indiana - Purdue,2011-2012,41.720936731525356
99,Alexis Moore,Southern California,2011-2012,7.049191719894765
100,Alexis Wangmene,Texas,2011-2012,1.9265545152147132
101,Alfonzo Hubbard,Utah Valley,2011-2012,28.456298151611957
102,Alfonzo McKinnie,Eastern Illinois,2011-2012,35.387898569886936
103,Ali Langford,Niagara,2011-2012,19.188456840271613
104,Aliaksei Patsevich,Southern Methodist,2011-2012,10.973992513452105
105,Alioune Diouf,James Madison,2011-2012,12.955792471295426
106,Allan Guei,CSU Northridge,2011-2012,5.322646890956659
107,Allan Saint-Gelias,South Dakota,2011-2012,5.875057015859659
108,Allen Crabbe,California,2011-2012,16.41366957742648
109,Allen Jiles IV,CSU Northridge,2011-2012,16.758623808511178
110,Allen Payne,Auburn,2011-2012,19.139469456837602
111,Allen Tate,Seattle,2011-2012,7.694399461563722
112,Alonzo Edwards,North Texas,2011-2012,9.787628316262978
113,Aloys Cabell,Jacksonville,2011-2012,12.92364683572922
114,Aloysius Henry,NC-Greensboro,2011-2012,25.089390228490664
115,Alphonso Leary,Howard,2011-2012,16.56396277468035
116,Alshwan Hymes,Canisius,2011-2012,20.87678121485493
117,Alvin Abreu,New Hampshire,2011-2012,18.703290119305976
118,Alwayne Bigby,Northeastern,2011-2012,9.437155266478289
119,Alzee Williams,North Texas,2011-2012,20.323268370985076
120,Amara Thompson,Stetson,2011-2012,5.6024226685722365
121,Amaurys Fermin,Cal Poly SLO,2011-2012,17.73959624521475
122,Ameen Tanksley,Niagara,2011-2012,21.133605641670528
123,Ameer Ali,Morgan St.,2011-2012,21.20455248435171
124,Amere May,Delaware State,2011-2012,15.353677418253877
125,Amin Stevens,Florida A&M,2011-2012,39.06959044792511
126,Amir Celestin,Campbell,2011-2012,12.573044697071264
127,Amir Garrett,St. John's,2011-2012,19.477519644762662
128,Amos Studivant,Mississippi Valley State,2011-2012,13.068759320929335
129,Amric Fields,Texas Christian,2011-2012,29.416908255621635
130,Andre Coimbra,Central Michigan,2011-2012,19.725258859000103
131,Andre Cornelius,George Mason,2011-2012,15.562759694731135
132,Andre Dawkins,Duke,2011-2012,20.31535521003913
133,Andre Drummond,Connecticut,2011-2012,33.03106574979846
134,Andre Hollins,Minnesota,2011-2012,22.508508537053373
135,Andre Ingram,Minnesota,2011-2012,15.948820315839567
136,Andre Jones,Winthrop,2011-2012,26.409390899561327
137,Andre Marhold,Duquesne,2011-2012,16.31129151909822
138,Andre Mattison,Florida Atlantic,2011-2012,18.501456695532788
139,Andre Roberson,Colorado,2011-2012,14.747927970056187
140,Andre Smith,Winthrop,2011-2012,12.44394755504438
141,Andre Stringer,Louisiana State,2011-2012,18.514980045247015
142,Andre Walker,Xavier,2011-2012,19.44264428163305
143,Andre Williamson,Appalachian St.,2011-2012,28.028807802992358
144,Andre Young,Clemson,2011-2012,30.151795351788433
145,Andre' Hatchett,Idaho State,2011-2012,14.684694208228965
146,Andres Torres,Hartford,2011-2012,23.010643340511482
147,Andrew Bock,Pacific,2011-2012,7.821412577654392
148,Andrew Brommer,Iowa,2011-2012,4.795658815656011
149,Andrew Fitzgerald,Oklahoma,2011-2012,13.27441240685965
150,Andrew Lawrence,Charleston,2011-2012,15.061851307670162
151,Andrew McCarthy,Brown,2011-2012,30.027742491509574
152,Andrew Nicholas,Monmouth-NJ,2011-2012,17.636605354977736
153,Andrew Nicholson,St. Bonaventure,2011-2012,47.94155478507613
154,Andrew Osemhen,Kennesaw St.,2011-2012,7.153274282948908
155,Andrew Rogers,Maine,2011-2012,13.358084729455474
156,Andrew Ryan,Campbell,2011-2012,13.302882852900867
157,Andrew Smith,Butler,2011-2012,29.63226668735805
158,Andrew Steele,Alabama,2011-2012,6.745407289037278
159,Andrew Stire,Army,2011-2012,17.21077191973332
160,Andrew Zimmermann,Stanford,2011-2012,20.92844392321245
161,Andrey Semenov,James Madison,2011-2012,24.110830519272497
162,Andy Diaz,North Florida,2011-2012,23.97922999953236
163,Anell Alexis,Marist,2011-2012,21.12843071571023
164,Angel Rodriguez,Kansas St.,2011-2012,20.41080593477692
165,Angelo Caloiaro,San Francisco,2011-2012,38.323635761571595
166,Angelo Chol,Arizona,2011-2012,7.902004577171491
167,Angelo Johnson,Southern Miss,2011-2012,2.4224982784020717
168,Angelo Johnson,Southern Mississippi,2011-2012,14.922527481958646
169,Angelo Warner,Morehead St.,2011-2012,21.564350395343425
170,Anqus Brandt,Oregon St.,2011-2012,23.5943947108472
171,Anson Winder,Brigham Young,2011-2012,18.810784494013852
172,Anthony Booker,Iowa St.,2011-2012,24.480193255735983
173,Anthony Borden,Central Arkansas,2011-2012,6.356344698070649
174,Anthony Breeze,Bethune-Cookman,2011-2012,27.50598592410229
175,Anthony Brown,Stanford,2011-2012,19.314193133616957
176,Anthony Collins,South Florida,2011-2012,24.021812445926088
177,Anthony Cousin,Illinois St.,2011-2012,13.252020627460412
178,Anthony D'Orazio,Lehigh,2011-2012,10.082250379906
179,Anthony Davis,Kentucky,2011-2012,20.45750939272654
180,Anthony Downing,Missouri St.,2011-2012,11.756254333783135
181,Anthony Drmic,Boise St.,2011-2012,27.418580005368927
182,Anthony Ervin,St. Francis (PA),2011-2012,42.78262065001046
183,Anthony Estes,No.Carolina A&T,2011-2012,13.179219679243793
184,Anthony Fields,Wake Forest,2011-2012,2.8211873911358105
185,Anthony Gill,South Carolina,2011-2012,7.04175006562618
186,Anthony Hickey,Louisiana State,2011-2012,22.425292756457093
187,Anthony Hill,Houston Baptist,2011-2012,11.595447810924727
188,Anthony Horton,Campbell,2011-2012,18.05994725390058
189,Anthony Ireland,Loyola Marymount,2011-2012,30.26880929723009
190,Anthony Jackson,Stony Brook,2011-2012,24.34681430571253
191,Anthony James,Northern Iowa,2011-2012,24.880145938996737
192,Anthony Johnson,Purdue,2011-2012,9.701872308549342
193,Anthony Jones,Baylor,2011-2012,27.707579312193914
194,Anthony Lee,Temple,2011-2012,24.31263410027808
195,Anthony Malhoit,Rhode Island,2011-2012,25.51160540724802
196,Anthony Marshall,UNLV,2011-2012,26.890289211803932
197,Anthony Miles,Lamar,2011-2012,33.63383557961158
198,Anthony Myers,Robert Morris,2011-2012,23.74586201935862
199,Anthony Myles,Rider,2011-2012,23.99799570663512
200,Anthony Nieves,Alcorn St.,2011-2012,19.65169268517319
201,Anthony Odunsi,Utah,2011-2012,1.607162471225932
202,Anthony Raffa,Coastal Carolina,2011-2012,35.212350637182325
203,Anthony Stitt,Charleston,2011-2012,10.560953097254247
204,Anthony Stover,UCLA,2011-2012,16.470955018531402
205,Anthony Strickland,Eastern Michigan,2011-2012,11.797442017621982
206,Anthony Taylor,Longwood,2011-2012,-1.854853577596176
207,Anthony Thompson,Bradley,2011-2012,19.4878106849961
208,Anthony Winbush,Loyola-Maryland,2011-2012,20.701529520537736
209,Antione Lundy,South Alabama,2011-2012,32.07817096711829
210,Antoine Mason,Niagara,2011-2012,22.11103651180386
211,Antoine Young,Creighton,2011-2012,25.745006971240166
212,Anton Dickerson,Howard,2011-2012,17.718605501581525
213,Anton Grady,Cleveland St.,2011-2012,35.044689873689904
214,Antone Christian,Northern Illinois,2011-2012,14.726916606649791
215,Antonio Barton,Memphis,2011-2012,19.514583731858405
216,Antonio Bostic,Stephen F. Austin,2011-2012,20.318082721784698
217,Antonio Green,Eastern Michigan,2011-2012,18.53052097912063
218,Antonio Williams,Coppin St.,2011-2012,28.323199458412013
219,Antonnio Benton,Southeastern Louisiana,2011-2012,15.581485910016557
220,Antuan Bootle,Sam Houston St.,2011-2012,16.17757746614811
221,Antwaine Wiggins,Charleston,2011-2012,16.126879882700027
222,Antwan Burrus,Liberty,2011-2012,25.945310988712798
223,Antwan Carter,Longwood,2011-2012,33.494741898555695
224,Antwaun Boyd,IUPU - Ft. Wayne,2011-2012,12.447030589974366
225,Aqeel Quinn,CSU Northridge,2011-2012,12.733718885215312
226,Aquil Younger,Drexel,2011-2012,-3.400513587160627
227,Ardarius Simmons,Chicago St.,2011-2012,15.620246470823995
228,Ari Feldman,CSU Northridge,2011-2012,16.462183066633695
229,Aric Brooks,Morgan St.,2011-2012,25.747009597302664
230,Arjun Ohri,New Jersey Tech,2011-2012,15.437720690249899
231,Arlon Harper,Charleston Southern,2011-2012,28.837753192159628
232,Armen Marks,James Madison,2011-2012,19.246842527143073
233,Armond Battle,Wright St.,2011-2012,16.156825040189563
234,Arnett Moultrie,Mississippi St.,2011-2012,38.316925476987755
235,Arnold Louis,Savannah State,2011-2012,30.78532873831123
236,Arnold Mayorga,LIU Brooklyn,2011-2012,18.80659689649204
237,Arsalan Kazemi,Rice,2011-2012,38.452615108400614
238,Art Bernadri,Houston Baptist,2011-2012,26.941391670667006
239,Art Steward,Montana,2011-2012,13.850430661003013
240,Arthur Bouedo,Wyoming,2011-2012,14.621063740953346
241,Ashen Ward,Youngstown St.,2011-2012,21.153818397825177
242,Ashley Hamilton,Loyola Marymount,2011-2012,20.7459127465656
243,Ashton Gibbs,Pittsburgh,2011-2012,22.891887257028717
244,Ashton Moore,Citadel,2011-2012,9.383292225471417
245,Ashton Pankey,Maryland,2011-2012,6.6093033872174445
246,Askia Booker,Colorado,2011-2012,8.536597456340408
247,Assane Sene,Virginia,2011-2012,5.943229148674633
248,Augustine Rubit,South Alabama,2011-2012,34.574953952763
249,Augustus Gilchrist,South Florida,2011-2012,20.193744505383183
250,Auraumn Nuiriankh,Buffalo,2011-2012,10.37449674845689
251,Austin Akers,Eastern Illinois,2011-2012,5.534430619824032
252,Austin Allen,Arkansas-Pine Bluff,2011-2012,19.990610865409423
253,Austin Chatman,Creighton,2011-2012,11.965751378022242
254,Austin Dufault,Colorado,2011-2012,9.159453908803973
255,Austin Hamilton,Elon University,2011-2012,16.638146422129193
256,Austin Harper,Eastern Michigan,2011-2012,9.90324901556588
257,Austin Hollins,Minnesota,2011-2012,23.433620741218345
258,Austin Johnson,Rutgers,2011-2012,11.06616812406742
259,Austin Keel,Central Michigan,2011-2012,10.685323038511932
260,Austin McBroom,Central Michigan,2011-2012,24.074808121209884
261,Austin Morgan,Yale,2011-2012,22.068467151739046
262,Austin Quick,UC Riverside,2011-2012,8.360298472138531
263,Austin Richie,Western Michigan,2011-2012,12.018626467990629
264,Austin Rivers,Duke,2011-2012,25.506928271320938
265,Austin Seferian-Jenkins,Washington,2011-2012,3.2047176454269715
266,Austin Thornton,Michigan St,2011-2012,21.902297813803752
267,Austin Tillotson,Monmouth-NJ,2011-2012,17.009025409518127
268,Austin Witter,No.Carolina A&T,2011-2012,19.188238678454407
269,Auston Barnes,Central Michigan,2011-2012,13.271737296909798
270,Avery Dingman,Creighton,2011-2012,21.63043613815273
271,Avery Johnson,San Francisco,2011-2012,8.731409757694777
272,Avery Moore,Florida A&M,2011-2012,22.021069348109272
273,Ayodeji Egbeyemi,Loyola Marymount,2011-2012,12.636835966866686
274,Ayotunde Oyeniyi,Fairleigh Dickinson,2011-2012,16.85526287191094
275,Aziz N'Diaye,Washington,2011-2012,6.951601215710381
276,B.J. Bailey,Lehigh,2011-2012,19.243174244312335
277,B.J. Monteiro,Duquesne,2011-2012,31.595855174673968
278,B.J. Shearry,UC Riverside,2011-2012,18.698570542183095
279,B.J. Young,Arkansas,2011-2012,8.164004266554288
280,Babatunde Olumuyiwa,South Carolina Upstate,2011-2012,20.949394159724466
281,Bandja Sy,New Mexico St.,2011-2012,24.75804978775512
282,Bassey Inameti,Tennessee Tech,2011-2012,14.885678877639672
283,Baye Moussa Keita,Syracuse,2011-2012,22.40964958077452
284,Beau Levesque,St. Mary's,2011-2012,9.221335199051317
285,Ben Aird,Utah Valley,2011-2012,25.23219614830938
286,Ben Altit,Bryant,2011-2012,10.891412087601415
287,Ben Averkamp,Loyola-Chicago,2011-2012,29.547443440979
288,Ben Boggs,Valparaiso,2011-2012,8.759243771998625
289,Ben Brackney,Bucknell,2011-2012,23.28798349495419
290,Ben Brust,Wisconsin,2011-2012,23.746518143226155
291,Ben Cherry,Tulane,2011-2012,0.9696324611032128
292,Ben Clifford,Utah St.,2011-2012,21.319660338095304
293,Ben Crenca,Vermont,2011-2012,22.937696185329845
294,Ben Dickinson,Binghamton,2011-2012,21.833240634156883
295,Ben Dillard,Arkansas-Little Rock,2011-2012,20.28853018530358
296,Ben Drayton III,Georgia Southern,2011-2012,25.08152690818904
297,Ben Eblen,Alabama,2011-2012,1.0054801042389803
298,Ben Hazel,Princeton,2011-2012,12.395747096734311
299,Ben Mockford,St. Francis (NY),2011-2012,30.58980326980712
300,Ben Olayinka,Northern Arizona,2011-2012,12.525810791329349
301,Ben Simons,Drake,2011-2012,30.17104815795681
302,Ben Smith,Wichita St.,2011-2012,24.547089479466248
303,Berend Weijs,Maryland,2011-2012,5.429157481583569
304,Bernard James,Florida St.,2011-2012,35.23207552211755
305,Bernard Sullivan,Clemson,2011-2012,3.3832985292188424
306,Bernard Thompson,Florida Gulf Coast,2011-2012,28.056850018443782
307,Bilal Dixon,Providence,2011-2012,27.51963568698653
308,Bill Freeman,Nebraska Omaha,2011-2012,24.571673045751087
309,Billy Baron,Rhode Island,2011-2012,26.712068834448715
310,Billy Oliver,Penn St.,2011-2012,15.776700854550112
311,Blaise Ffrench,St. Peter's,2011-2012,13.218407637746468
312,Blaise Staab,Columbia,2011-2012,19.085887826843166
313,Blake Allen,Youngstown St.,2011-2012,25.60597798830155
314,Blake Bozeman,Morgan St.,2011-2012,8.197412234410772
315,Blake Foeman,Denver,2011-2012,7.617062741212714
316,Blake Jenkins,Belmont,2011-2012,25.549040100433178
317,Blake Jolivette,American U.,2011-2012,15.836066677820618
318,Blake Metcalf,Albany,2011-2012,21.964299753601086
319,Blake Nash,South Florida,2011-2012,17.134684122363613
320,Blake Smith,Radford,2011-2012,22.353112175119165
321,Blake Wilkinson,Utah,2011-2012,2.6649081724192656
322,Bo Holston,Citadel,2011-2012,11.469540207473441
323,Bo Ingram,Texas-Arlington,2011-2012,23.43402775691529
324,Bo Spencer,Nebraska,2011-2012,17.44158688901053
325,Bobby Austin,Furman,2011-2012,16.678308551751403
326,Bobby Miles,Hawaii,2011-2012,8.070255590515734
327,Brad Loesing,Wofford,2011-2012,24.236517918121887
328,Brad Redford,Xavier,2011-2012,15.27974414140636
329,Brad Tinsley,Vanderbilt,2011-2012,25.54904853121725
330,Brad Waldow,St. Mary's,2011-2012,19.920094301697244
331,Bradford Burgess,VCU,2011-2012,28.044675379781214
332,Bradley Beal,Florida,2011-2012,3.995654347672372
333,Bradley Gay,Texas-Arlington,2011-2012,19.366695804287474
334,Brady Heslip,Baylor,2011-2012,24.666127484901825
335,Brandan Kearney,Michigan St,2011-2012,11.422042944181156
336,Brandan Walton,North Texas,2011-2012,19.848095394086055
337,Branden Dawson,Michigan St,2011-2012,35.35639728520866
338,Branden Frazier,Fordham,2011-2012,20.266722267229135
339,Brandon Allen,Alabama A&M,2011-2012,18.00024651541057
340,Brandon Bailey,Howard,2011-2012,5.652029421688121
341,Brandon Baker,Belmont,2011-2012,19.64951966049025
342,Brandon Boggs,Western Carolina,2011-2012,18.93288556612058
343,Brandon Bos,South Dakota,2011-2012,5.5102837663219635
344,Brandon Brekke,North Dakota,2011-2012,16.13855441581707
345,Brandon Britt,William & Mary,2011-2012,14.203097645212535
346,Brandon Clark,Santa Clara,2011-2012,16.133638648697545
347,Brandon Davies,Brigham Young,2011-2012,33.96351213661607
348,Brandon Davis,Lamar,2011-2012,21.374269943239014
349,Brandon Dawson,Kennesaw St.,2011-2012,10.445417062444227
350,Brandon Dorsett,Grambling State,2011-2012,12.626886418980467
351,Brandon Edwards,Texas-Arlington,2011-2012,24.043707905871447
352,Brandon Ellis,Alabama A&M,2011-2012,19.595528820171168
353,Brandon Ford,Howard,2011-2012,13.764178069786931
354,Brandon Garrett,Murray St.,2011-2012,13.189392564570237
355,Brandon Gibson,Louisiana Tech,2011-2012,20.647644001821014
356,Brandon Hall,St. Peter's,2011-2012,14.041996909374804
357,Brandon Hayman,Samford,2011-2012,17.806703744560114
358,Brandon Herman,Robert Morris,2011-2012,7.257019472343315
359,Brandon James,Colgate,2011-2012,20.887344629115667
360,Brandon McGee,Georgia St,2011-2012,17.26783317495382
361,Brandon Mobley,Seton Hall,2011-2012,20.143822900980762
362,Brandon Moore,Florida International,2011-2012,17.396245307095814
363,Brandon Paul,Illinois,2011-2012,4.26866591020504
364,Brandon Penn,Rider,2011-2012,27.514442886947105
365,Brandon Peterson,Arkansas St.,2011-2012,22.724834592090737
366,Brandon Pokley,Western Michigan,2011-2012,18.9936959299869
367,Brandon Provost,Texas-Pan American,2011-2012,26.93756517757823
368,Brandon Reed,Georgia Tech,2011-2012,14.530315675353755
369,Brandon Richardson,Nebraska,2011-2012,12.808120637854941
370,Brandon Riley,South Carolina State,2011-2012,22.259597552001487
371,Brandon Sebirumbi,Furman,2011-2012,29.439927339232757
372,Brandon Sherrod,Yale,2011-2012,15.74185246417303
373,Brandon Smith,California,2011-2012,4.468421260723502
374,Brandon Thompson,LIU Brooklyn,2011-2012,15.441092615911918
375,Brandon Triche,Syracuse,2011-2012,29.879030764505995
376,Brandon Ubel,Nebraska,2011-2012,14.292576064377414
377,Brandon Venturini,Navy,2011-2012,6.428028341826948
378,Brandon Walters,Siena,2011-2012,20.822515679120524
379,Brandon Wheeless,Norfolk State,2011-2012,20.214609019667808
380,Brandon Wood,Michigan St,2011-2012,23.509678065161772
381,Brandon Young,DePaul,2011-2012,29.8503536819296
382,Brandyn Curry,Harvard,2011-2012,23.620698229960755
383,Branimir Mikulic,High Point,2011-2012,13.916474994738852
384,Brayden Carlson,South Dakota St.,2011-2012,0.5235065069485534
385,Brayden Carlson,South Dakota State,2011-2012,18.542631195491772
386,Brendan Bald,Vermont,2011-2012,10.48249479177352
387,Brendan Connolly,Princeton,2011-2012,24.394202582859243
388,Brendan Keane,Northern Colorado,2011-2012,6.008143137150895
389,Brendon Lavender,Arizona,2011-2012,8.831048183355314
390,Brennan Cougill,Green Bay,2011-2012,29.41071805866567
391,Brennan Wyatt,Navy,2011-2012,12.478753631402629
392,Brent Arrington,Mississippi Valley State,2011-2012,18.628191400587514
393,Brent Jones,St. Francis (NY),2011-2012,34.15082036419118
394,Brenton Williams,South Carolina,2011-2012,8.102845748898424
395,Breon Key,Old Dominion,2011-2012,19.27521936623271
396,Brett Comer,Florida Gulf Coast,2011-2012,20.259361039034932
397,Brett Ervin,Elon University,2011-2012,19.011997677664844
398,Brett Kingma,Oregon,2011-2012,7.140345773492127
399,Brett McClanahan,Akron,2011-2012,10.131744829471254
400,Brett Olson,Denver,2011-2012,17.393556282148314
401,Briahn Smith,Fairleigh Dickinson,2011-2012,13.924458400855618
402,Brian Barbour,Columbia,2011-2012,30.64765343428964
403,Brian Benson,New Hampshire,2011-2012,25.07004578868558
404,Brian Bryant,Mississippi St.,2011-2012,23.267667087739888
405,Brian Conklin,Saint Louis,2011-2012,32.10458058505953
406,Brian Fitzpatrick,Bucknell,2011-2012,28.559625392964332
407,Brian Neller,MD Baltimore Cty,2011-2012,18.860472744285598
408,Brian Richardson,South Carolina,2011-2012,2.4086167182350215
409,Brian Stafford,Denver,2011-2012,32.13098307345324
410,Brian Sullivan,Miami (OH),2011-2012,40.22615284212918
411,Brian Voelkel,Vermont,2011-2012,26.12722563312618
412,Brian Walsh,Akron,2011-2012,24.864869859798553
413,Brian Williams,Jacksonville St.,2011-2012,23.770648859786494
414,Brian Williams,Oklahoma St.,2011-2012,23.489038924064495
415,Briante Weber,VCU,2011-2012,27.301252486165204
416,Brice Kofane,Providence,2011-2012,20.951480660492386
417,Brice Massamba,UNLV,2011-2012,20.65979210878607
418,Brock Motum,Washington St.,2011-2012,38.64501505814673
419,Brock Zylstra,Brigham Young,2011-2012,21.806144415990595
420,Brockeith Pane,Utah St.,2011-2012,21.828276174178757
421,Brooks Ybarra,Texas State,2011-2012,30.381713125208854
422,Bruce Ellington,South Carolina,2011-2012,6.101140133966563
423,Bruce Massey,Middle Tennessee St.,2011-2012,22.435654420367733
424,Bryan Bynes,George Washington,2011-2012,12.304884397990397
425,Bryan Cohen,Bucknell,2011-2012,15.16015208707023
426,Bryan Dougher,Stony Brook,2011-2012,25.293124072627993
427,Bryan Hammond,Nicholls State,2011-2012,12.554572899964157
428,Bryan Narcisse,Clemson,2011-2012,14.63822444911036
429,Bryan Smith,Fordham,2011-2012,15.550722637336445
430,Bryant Allen,Illinois St.,2011-2012,19.891118515080354
431,Bryant Irwin,Furman,2011-2012,17.86542851808152
432,Bryant Mbamalu,Louisiana-Lafayette,2011-2012,15.681292334905798
433,Bryant Purvis,Grambling State,2011-2012,2.218824558439945
434,Bryce Cartwright,Iowa,2011-2012,5.988077885524894
435,Bryce Cotton,Providence,2011-2012,23.317528885292614
436,Bryon Allen,George Mason,2011-2012,16.67403455224093
437,Bryson Barnes,Furman,2011-2012,26.383199073193385
438,Bryson Johnson,Bucknell,2011-2012,19.545373273943277
439,Bubu Palo,Iowa St.,2011-2012,19.889020365463747
440,Bud Thomas,Mercer,2011-2012,21.632710870168953
441,Byron Fulton,Weber St.,2011-2012,23.520187288983255
442,Byron Wesley,Southern California,2011-2012,16.14619049636864
443,C.J. Aiken,St. Joseph's,2011-2012,32.86889739842985
444,C.J. Barksdale,Virginia Tech,2011-2012,21.583859544616526
445,C.J. Blackwell,Loyola Marymount,2011-2012,23.014994037031787
446,C.J. Bray,Citadel,2011-2012,12.129607371376697
447,C.J. Cooper,Texas-El Paso,2011-2012,11.26213968930305
