,PLAYER,TEAM,YEAR,PER
119,Amida Brimah,Connecticut,2016-2017,25.809911575225563
120,Amidou Bamba,Coastal Carolina,2016-2017,18.81743693810166
121,Amile Jefferson,Duke,2016-2017,33.25899506584783
122,Amir Bell,Princeton,2016-2017,16.989193934385284
123,Amir Coffey,Minnesota,2016-2017,22.068429963621963
124,Amir Warnock,Alabama St.,2016-2017,17.767525402533778
125,Amos Given,Mississippi Valley State,2016-2017,14.266942992750485
126,Anas Mahmoud,Louisville,2016-2017,30.140562249155735
127,Anders Broman,Winthrop,2016-2017,22.46434646051125
128,Andre Ferguson,Portland,2016-2017,0.6417366560240669
129,Andre Fox,High Point,2016-2017,21.265985252958583
130,Andre Jones,Arkansas-Little Rock,2016-2017,8.053068797554513
131,Andre Jones,Little Rock,2016-2017,2.196883218746141
132,Andre Statam,Jacksonville St.,2016-2017,14.033295007685256
133,Andre Walker,Loyola-Maryland,2016-2017,22.375442624861698
134,Andre Wallace,South Dakota State,2016-2017,14.709082814133303
135,Andre Washington,East Carolina,2016-2017,26.08340967673912
136,Andre Wesson,Ohio St.,2016-2017,9.289911388425116
137,Andre Wolford,St. Francis (PA),2016-2017,45.0968317593364
138,Andrew Bargmann,Colgate,2016-2017,11.639941992730805
139,Andrew Bastien,Utah Valley,2016-2017,23.68317196531816
140,Andrew Brown,Furman,2016-2017,17.008509487092013
141,Andrew Chrabascz,Butler,2016-2017,24.663426033968175
142,Andrew Drone,Rice,2016-2017,20.332011424500216
143,Andrew Eudy,Campbell,2016-2017,22.200103077909148
144,Andrew Fishler,Mercer,2016-2017,27.061947934410597
145,Andrew Fleming,Maine,2016-2017,18.991325934186744
146,Andrew Jones,Texas,2016-2017,2.3802107353684434
147,Andrew Kostecka,Loyola-Maryland,2016-2017,22.737612002232996
148,Andrew McAuliffe,Davidson,2016-2017,12.006034662812185
149,Andrew Ramirez,Hartford,2016-2017,12.990263562618376
150,Andrew Robinson,Quinnipiac,2016-2017,16.829579974271933
151,Andrew Rowsey,Marquette,2016-2017,33.34099855822053
152,Andrew White III,Syracuse,2016-2017,25.71999287647407
153,Andrien White,Charlotte,2016-2017,23.713843079138204
154,Andris Misters,Jacksonville,2016-2017,7.437923682728699
155,Anfernee McLemore,Auburn,2016-2017,29.409115802370366
156,Angel Delgado,Seton Hall,2016-2017,34.12415350165977
157,Angel Rivera,Stetson,2016-2017,16.88053212367381
158,Anthony Bonner,Colorado St.,2016-2017,10.924945067760962
159,Anthony Boswell,Florida International,2016-2017,3.7244636109594698
160,Anthony Cowan,Maryland,2016-2017,7.738875718546284
161,Anthony Dallier,Yale,2016-2017,17.24218541296872
162,Anthony Durham,Rider,2016-2017,13.660928143585677
163,Anthony Eaves,Chicago St.,2016-2017,10.337840962969787
164,Anthony Green,Northeastern,2016-2017,22.78158631256487
165,Anthony Lamb,Vermont,2016-2017,34.99016458607584
166,Anthony Lawrence Jr.,Miami-Florida,2016-2017,22.004912726773394
167,Anthony Lindauer,High Point,2016-2017,21.442704289222306
168,Anthony Livingston,Texas Tech,2016-2017,22.550639108149063
169,Anthony Mosley,Delaware,2016-2017,11.580355495541589
170,Anthony Tarke,New Jersey Tech,2016-2017,25.9930524480464
171,Anthony Thompson,Holy Cross,2016-2017,13.567174845010308
172,Anthony Townes,Pacific,2016-2017,33.12513370070429
173,Anthony Vanhook,Charlotte,2016-2017,28.924117967047916
174,Anthony Wilson,Kennesaw St.,2016-2017,18.33348218075388
175,Anthony Wright,Cleveland St.,2016-2017,21.30319566716787
176,Antino Jackson,Akron,2016-2017,19.92723223501772
177,Antoine Pittman,Bradley,2016-2017,13.338686624207464
178,Anton Beard,Arkansas,2016-2017,4.908208099219595
179,Anton Waters,Western Kentucky,2016-2017,21.90595783367322
180,Antonio Blakeney,Louisiana State,2016-2017,26.367781793186232
181,Antonio Gillespie,Morgan St.,2016-2017,14.761627571585016
182,Antonio Green,Texas Rio Grande Valley,2016-2017,18.8940442037802
183,Antonius Cleveland,SE Missouri St.,2016-2017,31.514605154241718
184,Antravious Simmons,Florida Gulf Coast,2016-2017,20.26384926050064
185,Antwain Johnson,Middle Tennessee St.,2016-2017,10.892722969491587
186,Antwan Maxwell Jr.,Charleston Southern,2016-2017,10.288284474293901
187,Antwoine Anderson,Fordham,2016-2017,17.93625340586248
188,Antwon Clayton,Jacksonville,2016-2017,8.2217396650864
189,Antwon Lillard,Bowling Green,2016-2017,18.773183895034816
190,Antwon Portley,St. Peter's,2016-2017,14.333464391079973
191,Ar'Mond Davis,Alabama,2016-2017,4.374781364816923
192,Arell Hennings,UC Davis,2016-2017,8.690609702227668
193,Aric Holman,Mississippi St.,2016-2017,26.04411041332136
194,Ariston Johnson,Alabama A&M,2016-2017,2.2627057959195773
195,Arkadiy Mkrtychyan,Idaho,2016-2017,11.48787580666905
196,Arkel Lamar,MD Baltimore City,2016-2017,19.328416743646034
197,Arkel Lamar,MD Baltimore Cty,2016-2017,19.07954099506863
198,Arkim Robertson,Cal St. Fullerton,2016-2017,22.075362024264713
199,Arlando Cook,Arkansas,2016-2017,3.805454443704145
200,Armani Branch,VMI,2016-2017,24.23988865534129
201,Armani Chaney,Tennessee St.,2016-2017,3.9519896595874107
202,Armel Potter,Charleston Southern,2016-2017,19.83804640864315
203,Armon Fletcher,Southern Illinois,2016-2017,24.25569178167615
204,Armoni Brooks,Houston,2016-2017,7.402639482011879
205,Arnaldo Toro,George Washington,2016-2017,21.47076679181828
206,Artem Tavakalyan,Delaware State,2016-2017,19.454912018829177
207,Artur Labinowicz,Coastal Carolina,2016-2017,16.512213324478473
208,Asa Cantwell,Houston Baptist,2016-2017,10.737417600777004
209,Asante Gist,Eastern Kentucky,2016-2017,18.4866679098728
210,Ashley Williams,Western Carolina,2016-2017,10.05862198971807
211,Ashton Spears,Jacksonville St.,2016-2017,22.483060838743036
212,Assane Diop,Austin Peay,2016-2017,6.627303494397909
213,Atif Russell,Houston Baptist,2016-2017,27.853428235783078
214,Aubrey Williams,Kennesaw St.,2016-2017,30.980099514561758
215,August Haas,Wis.-Milwaukee,2016-2017,8.734448962111045
216,Aundre Jackson,Loyola-Chicago,2016-2017,37.13751467247093
217,Aurimas Majauskas,Sam Houston St.,2016-2017,26.86290060906393
218,Austen Awosika,Cal St. Fullerton,2016-2017,19.841307769688104
219,Austin Ajukwa,Charlotte,2016-2017,22.99978279736167
220,Austin Arians,Wake Forest,2016-2017,19.796141518656576
221,Austin Dassent,Savannah State,2016-2017,17.77024632623951
222,Austin Donaldson,Georgia St,2016-2017,7.848240576311087
223,Austin Howard,Maine,2016-2017,13.000299879986937
224,Austin Karrer,Texas-San Antonio,2016-2017,14.014933007079724
225,Austin Loop,Marshall,2016-2017,19.74954053952858
226,Austin Luke,Belmont,2016-2017,19.84402301859627
227,Austin Meyer,Rice,2016-2017,20.730027098070888
228,Austin Nehls,Central Conn. St.,2016-2017,21.11413480295576
229,Austin Pauga,Northern Illinois,2016-2017,13.348359965881935
230,Austin Price,Lehigh,2016-2017,25.041186632263415
231,Austin Reaves,Wichita St.,2016-2017,25.224891495702593
232,Austin Ruder,Missouri St.,2016-2017,8.703483337197836
233,Austin Sparks,South Dakota,2016-2017,3.593943304136452
234,Austin Tilghman,Monmouth-NJ,2016-2017,22.605089167123964
235,Austin Torres,Notre Dame,2016-2017,17.45072874883268
236,Austin Venable,Presbyterian,2016-2017,11.185445543354469
237,Austin Vereen,VMI,2016-2017,5.280819879348794
238,Austin Weiher,Southern Illinois,2016-2017,11.966794082391317
239,Austin White,High Point,2016-2017,9.175431404669059
240,Austin Wiley,Auburn,2016-2017,26.922715072536864
241,Austin Williams,Drexel,2016-2017,18.424255614733877
242,Austin Williams,No.Carolina A&T,2016-2017,20.625587739925244
243,Auston Evans,Lafayette,2016-2017,2.986167411932513
244,Avery Johnson Jr.,Alabama,2016-2017,2.347807856728513
245,Avery Lomax,Prairie View A&M,2016-2017,8.476926570561474
246,Avery Patterson,Alcorn St.,2016-2017,7.968135818934064
247,Avery Woodson,Butler,2016-2017,23.7073915417887
248,Averyl Ugba,Grambling State,2016-2017,35.55781547764932
249,Avi Toomer,Bucknell,2016-2017,10.919616076849554
250,Avry Holmes,Clemson,2016-2017,25.012455764232413
251,Azariah Sykes,Morgan St.,2016-2017,11.054563247488804
252,Aziz Seck,Northern Arizona,2016-2017,6.755650868040733
253,B.J. Gladden,Georgia Southern,2016-2017,13.762140961168745
254,B.J. Glasford,Stetson,2016-2017,14.529679246815544
255,B.J. Johnson,La Salle,2016-2017,29.59584707504574
256,B.J. Maxwell,Abilene Christian,2016-2017,21.114193979186012
257,B.J. Miller,Troy,2016-2017,7.395306361095194
258,B.J. Stith,Old Dominion,2016-2017,19.84348392025789
259,B.J. Taylor,Central Florida,2016-2017,26.184100066586414
260,B.J. Tyson,East Carolina,2016-2017,17.49017480346978
261,Bailey Walker,Northwestern St.,2016-2017,0.7787789105809079
262,Bakari Copeland,Maryland - E. Shore,2016-2017,28.84788057102143
263,Bakary Konate,Minnesota,2016-2017,15.761904818711564
264,Balint Mocsan,Idaho State,2016-2017,14.603183084028789
265,Barnett Harris,Delaware,2016-2017,10.153500435973571
266,Barret Benson,Northwestern,2016-2017,13.197550484595162
267,Barry Brown,Kansas St.,2016-2017,20.912745093247114
268,Barry Ogalue,Long Beach St.,2016-2017,18.251058006753215
269,Bashir Ahmed,St. John's,2016-2017,21.050325264959476
270,Basil Smotherman,Purdue,2016-2017,9.724962740122375
271,Baylee Steele,Eastern Michigan,2016-2017,18.39128604607256
272,Beejay Anya,N.C. State,2016-2017,15.557408967641267
273,Ben Emelogu,Southern Methodist,2016-2017,13.002194957560077
274,Ben Kone,Oregon St.,2016-2017,5.891412202749466
275,Ben Lammers,Georgia Tech,2016-2017,33.60190309788358
276,Ben Lawson,Western Kentucky,2016-2017,26.330592235705648
277,Ben Marcus,Arkansas-Little Rock,2016-2017,20.3845942752634
278,Ben Moore,Southern Methodist,2016-2017,32.51278479785401
279,Ben Richardson,Loyola-Chicago,2016-2017,17.819863899496713
280,Benas Griciunas,Charlotte,2016-2017,14.936586388123274
281,Bennett Koch,Northern Iowa,2016-2017,30.616618683977492
282,Benson Osayande,Montana St.,2016-2017,19.50194454345703
283,Bertrand Nkali,Houston,2016-2017,5.544743840478421
284,Bilal Abdur-Rahim,Southern Miss,2016-2017,24.95461130884435
285,Billy Brown,North Dakota,2016-2017,2.330498096142351
286,Billy Garrett Jr.,DePaul,2016-2017,24.515632806181948
287,Billy Giles,Robert Morris,2016-2017,22.39518020555181
288,Billy Wampler,Drake,2016-2017,18.97424609553715
289,Bjorn Broman,Winthrop,2016-2017,11.985834578369616
290,Blake Francis,Wagner,2016-2017,20.10875867455083
291,Blake Hamilton,Buffalo,2016-2017,28.336776709576515
292,Blake Paul,Tulane,2016-2017,13.671951229923613
293,Blake Reynolds,Yale,2016-2017,23.31443351163692
294,Blake Simpson,Coppin St.,2016-2017,9.753354333169321
295,Bo Zeigler,South Florida,2016-2017,16.328620253524583
296,Bobby Ahearn,Binghamton,2016-2017,19.780715230534476
297,Bobby Conley,Texas State,2016-2017,18.62305068103867
298,Bobby Moorehead,Montana,2016-2017,4.946225497395286
299,Bobby Word,Cleveland St.,2016-2017,16.710691405975947
300,Bogdan Bliznyuk,Eastern Washington,2016-2017,32.969779273365845
301,Bola Olaniyan,Alabama,2016-2017,5.459309964870128
302,Bolden Brace,Northeastern,2016-2017,18.453034337993717
303,Bonzie Colson,Notre Dame,2016-2017,42.401396105527965
304,Bosko Kostur,Bryant,2016-2017,26.639454745009033
305,Brad Brechting,Oakland,2016-2017,23.167442694574262
306,Brad Greene,UC Irvine,2016-2017,18.07348688736981
307,Braden Burke,Robert Morris,2016-2017,8.748523778586524
308,Braden Koelliker,Colorado St.,2016-2017,16.82133302066958
309,Bradley George,Denver,2016-2017,10.039391692877368
310,Bradley Hayes,Georgetown,2016-2017,22.042534059642623
311,Brady Ellingson,Iowa,2016-2017,7.572954038419451
312,Braian Angola-Rodas,Florida St.,2016-2017,24.301977970865007
313,Brailen Neely,Oakland,2016-2017,15.324593189877335
314,Brandan Stith,Old Dominion,2016-2017,34.36846731881736
315,Branden Aughburns,Hampton,2016-2017,18.39423845891295
316,Branden Jenkins,Louisiana State,2016-2017,1.208731971294791
317,Brandon Alston,Lehigh,2016-2017,14.189097365686282
318,Brandon Anderson,Brown,2016-2017,14.465983679044307
319,Brandon Armstrong,South Dakota,2016-2017,2.330784350166316
320,Brandon Averette,Oklahoma St.,2016-2017,17.744975965645487
321,Brandon Boyd,Idaho State,2016-2017,20.155398535017802
322,Brandon Brown,Loyola Marymount,2016-2017,25.79882411804648
323,Brandon Childress,Wake Forest,2016-2017,15.305410195428262
324,Brandon Clarke,San Jose St.,2016-2017,41.0166820003918
325,Brandon Cyrus,DePaul,2016-2017,12.502765386672706
326,Brandon Gfeller,Montana,2016-2017,7.519915772999268
327,Brandon Gilbeck,Western Illinois,2016-2017,24.88053132814086
328,Brandon Goodwin,Florida Gulf Coast,2016-2017,37.34089741540836
329,Brandon Hollins,Portland St.,2016-2017,22.0572767349565
330,Brandon Jackson,SIU - Edwardsville,2016-2017,8.400440807560903
331,Brandon Johnson,Western Michigan,2016-2017,22.608049208263054
332,Brandon Maxwell,Northern Kentucky,2016-2017,-1.3032183987793333
333,Brandon Miller,Gardner-Webb,2016-2017,20.14383255172852
334,Brandon Mitchell,San Jose St.,2016-2017,17.045961885177807
335,Brandon Murphy,Indiana St.,2016-2017,16.269373084394953
336,Brandon Parrish,Texas Christian,2016-2017,15.536170285603653
337,Brandon Randolph,Utah Valley,2016-2017,15.3184412531845
338,Brandon Robinson,North Carolina,2016-2017,7.515045689749475
339,Brandon Rosser,UC Riverside,2016-2017,9.05607870860134
340,Brandon Sampson,Louisiana State,2016-2017,21.242770199302054
341,Brandon Smith,UC Irvine,2016-2017,8.03899318081588
342,Brandon Suggs,Bethune-Cookman,2016-2017,15.662043155805621
343,Brandon Tabb,Bethune-Cookman,2016-2017,26.12332941124007
344,Brandon Walters,Middle Tennessee St.,2016-2017,24.939709807902315
345,Brandon Watkins,West Virginia,2016-2017,25.37953960490303
346,Braun Hartfield,Youngstown St.,2016-2017,22.925283557796615
347,Braxton Bonds,Houston Baptist,2016-2017,21.333858166875583
348,Braxton Huggins,New Mexico St.,2016-2017,24.5144044266296
349,Braxton Key,Alabama,2016-2017,5.852870632558711
350,Braxton Ogbueze,Charlotte,2016-2017,15.07862822391594
351,Brayden Holker,Southern Utah,2016-2017,15.114547282634218
352,Braylon Rayson,Central Michigan,2016-2017,24.867673096212958
353,Brayon Blake,Idaho,2016-2017,13.09954679352208
354,Breein Tyree,Mississippi,2016-2017,5.153700752991356
355,Brendan Barry,Dartmouth,2016-2017,21.22934733646313
356,Brendan Casper,St. Joseph's,2016-2017,18.847655994569976
357,Brendan Westendorf,Seattle,2016-2017,23.727566581360534
358,Brendon Ganaway,Southern,2016-2017,0.7096242710685473
359,Brendon Myles,Florida A&M,2016-2017,14.717948301744007
360,Brennan Gillis,Northern Kentucky,2016-2017,18.057677684370997
361,Brent Calhoun,IUPU - Ft. Wayne,2016-2017,29.316950638922737
362,Brent Wrapp,Cal. State - Bakersfield,2016-2017,18.389601242468256
363,Brenton Scott,Indiana St.,2016-2017,23.818855655528395
364,Brett Bailey,San Diego,2016-2017,13.99536927212918
365,Brett Bisping,Siena,2016-2017,25.51669262652579
366,Brett Frantz,Youngstown St.,2016-2017,9.468712557825066
367,Brett Prahl,Wis.-Milwaukee,2016-2017,27.72047024394819
368,Brevin Pritzl,Wisconsin,2016-2017,18.187066845325752
369,Brian Bernardi,Hofstra,2016-2017,16.44630213605285
370,Brian Dawkins,Elon University,2016-2017,27.717489455568955
371,Brian Greene Jr.,Chicago St.,2016-2017,4.546723344114217
372,Brian Parker,Marist,2016-2017,21.415804306919743
373,Brian Pegg,Stetson,2016-2017,16.609995446664286
374,Brian Starr,Towson,2016-2017,13.224346522672096
375,Brian White,The Citadel,2016-2017,19.26364556621517
376,Brion Sanchious,Murray St.,2016-2017,10.403667937120376
377,Brison Gresham,Massachusetts,2016-2017,11.241259312032032
378,Brock Gardner,Liberty,2016-2017,17.907405303407142
379,Brock Stull,Wis.-Milwaukee,2016-2017,25.010246353318436
380,Brocke Stepteau,Hawaii,2016-2017,11.196135944761261
381,Broderick Newbill,UMKC,2016-2017,20.585537763527565
382,Broderick Robinson,UMKC,2016-2017,14.115205036928398
383,Bronson Kessinger,Indiana St.,2016-2017,8.182168110262607
384,Bronson Koenig,Wisconsin,2016-2017,24.463228948843568
385,Brooks DeBisschop,Northern Arizona,2016-2017,17.799837757903138
386,Bruce Brown,Miami-Florida,2016-2017,28.881938631738688
387,Bruce Moore,Bucknell,2016-2017,14.918305586414075
388,Bruno Skokna,Loyola-Chicago,2016-2017,5.937633591511894
389,Bryan Gee,Longwood,2016-2017,5.97787443638471
390,Bryan Gellineau,Norfolk State,2016-2017,15.515811419791497
391,Bryan Sekunda,Stony Brook,2016-2017,16.854166254440727
392,Bryant Crawford,Wake Forest,2016-2017,29.38009997661064
393,Bryant McIntosh,Northwestern,2016-2017,10.508334607971399
394,Bryce Aiken,Harvard,2016-2017,24.00047394860893
395,Bryce Alford,UCLA,2016-2017,28.277591579089933
396,Bryce Barnes,Wis.-Milwaukee,2016-2017,14.296844733293362
397,Bryce Brown,Auburn,2016-2017,16.148122812344056
398,Bryce Canda,Portland St.,2016-2017,20.448117244655414
399,Bryce Dulin,Navy,2016-2017,21.78239297344299
400,Bryce Jones,Murray St.,2016-2017,22.07430630058257
401,Bryce Moore,Western Michigan,2016-2017,8.73216930378908
402,Bryce Nze,Wis.-Milwaukee,2016-2017,28.535098102067575
403,Bryce Peters,Colorado,2016-2017,5.0221584483395745
404,Bryce Washington,Louisiana-Lafayette,2016-2017,30.547056753675655
405,Brynton Lemar,UC Davis,2016-2017,26.136782563685237
406,Bryson Scott,IUPU - Ft. Wayne,2016-2017,30.9453573188077
407,Bryson Williams,Fresno St.,2016-2017,26.73106345905769
408,Buay Tuach,Loyola Marymount,2016-2017,24.193947002076143
409,Burak Eslik,SIU - Edwardsville,2016-2017,17.045838908021516
410,Burton Sampson,Belmont,2016-2017,2.2724748313389247
411,Byron Frohnen,Texas-San Antonio,2016-2017,19.108471332631495
412,C.J. Anderson,Massachusetts,2016-2017,8.992020380186474
413,C.J. Bobbitt,Denver,2016-2017,19.575020848507346
414,C.J. Bryce,NC-Wilmington,2016-2017,29.151304597978132
415,C.J. Burks,Marshall,2016-2017,16.360085399933475
416,C.J. Duff,Western Illinois,2016-2017,10.494281849705438
417,C.J. Foster,Arkansas St.,2016-2017,13.099615455055577
418,C.J. Gettys,Rutgers,2016-2017,25.46682854582215
419,C.J. Jackson,Ohio St.,2016-2017,19.077662655110338
420,C.J. Massinburg,Buffalo,2016-2017,23.99838367433931
421,C.J. Rivers,Drake,2016-2017,16.465244436965648
422,CJ Davis,Columbia,2016-2017,15.741940536719191
423,CJ Siples,Air Force,2016-2017,11.715568397478004
424,CJ Walker,Florida St.,2016-2017,21.792241945662
425,Calaen Robinson,Portland St.,2016-2017,20.36580133815151
426,Caleb Swanigan,Purdue,2016-2017,19.44019349569248
427,Caleb Tanner,Radford,2016-2017,17.313068717144308
428,Caleb White,East Carolina,2016-2017,18.266657005140246
429,Caleb Wood,Pennsylvania,2016-2017,13.43565752273678
430,Callum Barker,Bradley,2016-2017,16.255291489015704
431,Calvin Crawford,Manhattan,2016-2017,19.76129537198126
432,Calvin Hermanson,St. Mary's,2016-2017,12.667754525446862
433,Cam Delaney,Sam Houston St.,2016-2017,13.977519360063756
434,Cam Gregory,Loyola-Maryland,2016-2017,33.416533801591605
435,Cam Miller,Lipscomb,2016-2017,13.541455632413205
436,Cam Ward,Vermont,2016-2017,12.95324178247795
437,Cameron Harvey,Wis.-Milwaukee,2016-2017,8.494547127599596
438,Cameron Jackson,Wofford,2016-2017,41.50924943631349
439,Cameron Johnson,Charleston,2016-2017,9.756359312139313
440,Cameron Johnson,Pittsburgh,2016-2017,18.121096950897623
441,Cameron McGriff,Oklahoma St.,2016-2017,15.246778712298052
442,Cameron Morse,Youngstown St.,2016-2017,26.163379379567342
443,Cameron Neubauer,San Diego,2016-2017,10.207034070019231
