,PLAYER,TEAM,YEAR,PER
835,Dennis Ashley,Maine,2016-2017,9.039490282228469
836,Dennis Smith Jr.,N.C. State,2016-2017,33.16175503602981
837,Denzel Dulin,Alcorn St.,2016-2017,13.415751393717587
838,Denzel Gregg,St. Bonaventure,2016-2017,24.57032102968402
839,Denzel Ingram,NC-Wilmington,2016-2017,26.28831250618043
840,Denzel Mahoney,SE Missouri St.,2016-2017,27.32223463913316
841,Denzell Taylor,Old Dominion,2016-2017,18.479895067194946
842,Denzell Watts,UAB,2016-2017,21.63023409716711
843,Deon Barrett,Texas-El Paso,2016-2017,10.907024262480371
844,Deon Edwin,Kent St.,2016-2017,28.73800299595104
845,Deondre Burns,Arkansas-Little Rock,2016-2017,18.497295386464007
846,Deondre Burns,Little Rock,2016-2017,5.167934562617903
847,Deontae Hawkins,Illinois St.,2016-2017,32.78239472082002
848,Deontae North,Portland St.,2016-2017,27.906984639433727
849,Deonte Burton,Iowa St.,2016-2017,29.167623575301505
850,Dequon Miller,Missouri St.,2016-2017,10.784733696339758
851,Derail Green,North Texas,2016-2017,15.6281076488131
852,Derek Ogbeide,Georgia,2016-2017,6.607334374617776
853,Derek Roscoe,Jackson State,2016-2017,17.155610149356693
854,Derek Sloan,Cleveland St.,2016-2017,21.187718860129788
855,Derek Willis,Kentucky,2016-2017,6.622655710997918
856,Dererk Pardon,Northwestern,2016-2017,15.809034739198875
857,Derick Newton,Stetson,2016-2017,30.271998845712716
858,Deron Powers,Hofstra,2016-2017,21.973224006995945
859,Derreck Brooks,Central Arkansas,2016-2017,24.732402511269918
860,Derric Jean,Louisiana Tech,2016-2017,17.63016338405772
861,Derrick Brooks,Wofford,2016-2017,11.859180632257972
862,Derrick Dandridge,Florida A&M,2016-2017,15.226850097801917
863,Derrick Walton Jr,Michigan,2016-2017,6.223828646158999
864,Derrick White,Colorado,2016-2017,13.398174185531149
865,Derrico Peck,Maryland - E. Shore,2016-2017,22.234065757676927
866,Derrik Smits,Valparaiso,2016-2017,12.157694648759168
867,Deshaun Morman,Towson,2016-2017,23.751015365288744
868,Deshon Bayless,Arkansas-Pine Bluff,2016-2017,15.421042656489584
869,Deshon Taylor,Fresno St.,2016-2017,27.085810877808136
870,Desi Rodriguez,Seton Hall,2016-2017,26.29352847314837
871,Desmond Bane,Texas Christian,2016-2017,19.533033506756173
872,Desmond Ridenour,Kent St.,2016-2017,19.161472950200505
873,Desmond Ringer,Mercer,2016-2017,22.191444095871383
874,Desmond Williams,Florida A&M,2016-2017,26.201475308495407
875,Desonta Bradford,East Tennessee St.,2016-2017,23.446036461731904
876,Devearl Ramsey,Nevada,2016-2017,7.10867544538053
877,Deven Dorsett,Maryland - E. Shore,2016-2017,2.428195769161676
878,Deven Simms,Arkansas St.,2016-2017,28.4187410738821
879,Devin Berry,Arkansas-Pine Bluff,2016-2017,10.57439940732643
880,Devin Cannady,Princeton,2016-2017,27.613738349510335
881,Devin Carter,Arkansas St.,2016-2017,26.139776923428467
882,Devin Davis,Houston,2016-2017,8.97288293474858
883,Devin Gage,DePaul,2016-2017,19.12846484937094
884,Devin Harris,Jacksonville,2016-2017,12.911782428213419
885,Devin Haygood,Youngstown St.,2016-2017,21.992869513299073
886,Devin Kirby,Montana St.,2016-2017,4.347338626140807
887,Devin Liggeons,Wagner,2016-2017,7.902158427957137
888,Devin Mitchell,Georgia St,2016-2017,18.92568381158613
889,Devin Morgan Jr.,Delaware State,2016-2017,21.63995671427535
890,Devin Peterson,Western Carolina,2016-2017,11.696608677839217
891,Devin Robinson,Florida,2016-2017,3.370762208079874
892,Devin Sibley,Furman,2016-2017,30.154389863545166
893,Devin Thornton,SIU - Edwardsville,2016-2017,19.882862614721812
894,Devin Wyatt,Incarnate Word,2016-2017,17.082759069801366
895,Devocio Butler,Colorado St.,2016-2017,21.82965832573799
896,Devon Begley,Northeastern,2016-2017,19.374238900791674
897,Devon Daniels,Utah,2016-2017,6.278226886872622
898,Devon Goodman,Pennsylvania,2016-2017,16.387720126411175
899,Devon Hall,Virginia,2016-2017,6.682253819422091
900,Devon Oakley,Hampton,2016-2017,16.398396438227838
901,Devon Thomas,Texas Tech,2016-2017,17.340026304859993
902,Devonne Pinkard,Delaware,2016-2017,6.256146523450595
903,Devonnte Holland,Radford,2016-2017,18.37591233807479
904,Devontae Cacok,NC-Wilmington,2016-2017,41.83747113131945
905,Devontavius Payne,East Tennessee St.,2016-2017,23.439470188247803
906,Devonte Boykins,Georgia Southern,2016-2017,7.962474669018506
907,Devonte Campbell,Albany,2016-2017,24.596702243074816
908,Devonte Green,Indiana,2016-2017,5.6983064650910995
909,Devonte Hall,Northwestern St.,2016-2017,21.232185438323352
910,Devonte Klines,Montana St.,2016-2017,11.454316284315254
911,Devonte' Graham,Kansas,2016-2017,13.321287860010639
912,Dewan Huell,Miami-Florida,2016-2017,23.02476892652946
913,Dexter McClanahan,Savannah State,2016-2017,25.566479098516105
914,Dexter Werner,North Dakota State,2016-2017,44.1510061478059
915,Deyshonee Much,Iona,2016-2017,19.764996099885273
916,Diago Quinn,Monmouth-NJ,2016-2017,13.606049783297312
917,Diamante Langston,Abilene Christian,2016-2017,2.7362023926414087
918,Diamante Lewis,Bethune-Cookman,2016-2017,20.021971048129124
919,Diante Baldwin,NC-Greensboro,2016-2017,25.0418038613909
920,Dikymbe Martin,UC Riverside,2016-2017,17.64838833331889
921,Dillon Avare,Eastern Kentucky,2016-2017,11.227286128289158
922,Dillon Brooks,Oregon,2016-2017,19.200470659935206
923,Dimi Cook,Southeastern Louisiana,2016-2017,12.525150066272682
924,Dimitrije Cabarkapa,James Madison,2016-2017,16.311864288883417
925,Dion Wade,Miami (OH),2016-2017,27.60999618106143
926,Dion Wiley,Maryland,2016-2017,5.162521035827448
927,Diontae Jones,Grambling State,2016-2017,8.58322304884129
928,Dirk Williams,UAB,2016-2017,16.77196279310974
929,Dishon Lowery,Wofford,2016-2017,11.551192399136353
930,Divine Myles,Stetson,2016-2017,29.068810972442687
931,Djery Baptiste,Vanderbilt,2016-2017,12.829373604181606
932,Djimon Henson,Morehead St.,2016-2017,13.907111626643303
933,Djordjije Mumin,Central Florida,2016-2017,5.777072999030925
934,Dmitri Thompson,Elon University,2016-2017,19.692754855535025
935,Dominic Artis,Texas-El Paso,2016-2017,26.418016668718526
936,Dominic Green,Washington,2016-2017,2.6861616647105353
937,Dominic Nelson,Southeastern Louisiana,2016-2017,16.21582004034423
938,Dominic Robb,Niagara,2016-2017,22.146935439555328
939,Dominique Collier,Colorado,2016-2017,6.153268547974412
940,Dominique Hawkins,Kentucky,2016-2017,3.8523395030942544
941,Dominique Matthews,Illinois-Chicago,2016-2017,18.615406349359105
942,Dominque Uhl,Iowa,2016-2017,5.522334852879733
943,Don Coleman,California,2016-2017,5.376048753418534
944,Don MuepoKelly,South Alabama,2016-2017,29.696421934830028
945,Donald Hicks,Radford,2016-2017,10.445655169129301
946,Donovan Fields,Cal Poly SLO,2016-2017,23.46207756996692
947,Donovan Franklin,Indiana St.,2016-2017,9.054916060925123
948,Donovan Jackson,Iowa St.,2016-2017,20.340604002301074
949,Donovan Mitchell,Louisville,2016-2017,31.94532412872461
950,Donovan Smith,Quinnipiac,2016-2017,27.754526671543154
951,Donovan Theme-Love,Wofford,2016-2017,13.267294737059398
952,Donta Hall,Alabama,2016-2017,7.701146092477781
953,Dontae Caldwell,Maryland - E. Shore,2016-2017,21.215436872818977
954,Dontaveon Robinson,Jackson State,2016-2017,6.598450784142696
955,Dontay Caruthers,Buffalo,2016-2017,17.174370648889255
956,Donte Clark,Massachusetts,2016-2017,10.848095440340353
957,Donte DiVincenzo,Villanova,2016-2017,20.865510048220663
958,Donte Grantham,Clemson,2016-2017,18.672459322544686
959,Donte Ingram,Loyola-Chicago,2016-2017,29.038365437185387
960,Donte McGill,Florida International,2016-2017,28.31931073861768
961,Donte Thomas,Arkansas St.,2016-2017,21.637871540951853
962,Donte Thomas,Bradley,2016-2017,21.89583877364403
963,Donte Watson,No.Carolina A&T,2016-2017,20.8344981210781
964,Dontel Highsmith,Northern Illinois,2016-2017,17.00108309337974
965,Doral Moore,Wake Forest,2016-2017,17.845279969088807
966,Dorian Chatman,Lamar,2016-2017,24.33442546457449
967,Dorian Pickens,Stanford,2016-2017,22.34303884276819
968,Doug Brooks,VCU,2016-2017,20.297388935188117
969,Doug Taylor,Ohio,2016-2017,11.28209533338915
970,Drake Green,Abilene Christian,2016-2017,13.27579158160291
971,Drake LaMont,Western Michigan,2016-2017,24.4892000077752
972,Drake Wilks,Grambling State,2016-2017,11.619835295686032
973,Dre Wills,Vermont,2016-2017,29.4880715546824
974,Dre'Kalo Clayton,Austin Peay,2016-2017,7.257902165130246
975,Drew Charles,Texas-Arlington,2016-2017,19.330265974571997
976,Drew Eubanks,Oregon St.,2016-2017,30.52823663222886
977,Drew McDonald,Northern Kentucky,2016-2017,31.401486208750942
978,Drew Rackley,N.C. Asheville,2016-2017,18.723918134633582
979,Drew Urquhart,Vermont,2016-2017,24.52743548497111
980,Drick Bernstine,North Dakota,2016-2017,9.798561779910424
981,Dru Smith,Evansville,2016-2017,17.928595185227625
982,Duane Clark,UMKC,2016-2017,11.116416214069849
983,Duane Gibson,Evansville,2016-2017,17.374986954355148
984,Duane Notice,South Carolina,2016-2017,6.178079665539211
985,Duane Wilson,Marquette,2016-2017,19.05908005915564
986,Duby Okeke,Winthrop,2016-2017,15.147091950644736
987,Duke Douglas,Denver,2016-2017,17.166017982124618
988,Dulani Robinson,Texas Southern,2016-2017,16.567144165309724
989,Duncan Robinson,Michigan,2016-2017,5.439199399479924
990,Duop Reath,Louisiana State,2016-2017,24.028299260854652
991,Dupree McBrayer,Minnesota,2016-2017,21.989767189816636
992,Dusan Kovacevic,Davidson,2016-2017,8.020089248649434
993,Dusan Perovic,Binghamton,2016-2017,16.50908262660089
994,Dusan Ristic,Arizona,2016-2017,9.405787016812237
995,Dustin Thomas,Arkansas,2016-2017,4.4488073080564625
996,Dusty Baker,Weber St.,2016-2017,26.154260221225755
997,Dusty Hannahs,Arkansas,2016-2017,6.464696551096594
998,Dwayne Bacon,Florida St.,2016-2017,28.59725385211384
999,Dwayne Lautier-Ogunleye,Bradley,2016-2017,15.905100601992652
1000,Dwight Ramos,Cal St. Fullerton,2016-2017,12.374684022205104
1001,Dylan Ennis,Oregon,2016-2017,12.118120740493902
1002,Dylan Frye,Bowling Green,2016-2017,17.50102363157668
1003,Dylan Johns,CSU Northridge,2016-2017,10.08458796967773
1004,Dylan Miller,North Dakota State,2016-2017,26.52347444307606
1005,Dylan Windler,Belmont,2016-2017,25.989695325155534
1006,E'Torrion Wilridge,Georgia,2016-2017,2.7777080111616916
1007,E.C. Matthews,Rhode Island,2016-2017,24.465425475806715
1008,E.J. Boyce,San Jose St.,2016-2017,11.217979481074144
1009,E.J. Crawford,Iona,2016-2017,20.42990280125765
1010,Earl Potts Jr.,Fairleigh Dickinson,2016-2017,19.38043723686615
1011,Ebuka Izundu,Miami-Florida,2016-2017,26.866472238027438
1012,Ed Drew,Presbyterian,2016-2017,19.613250805607862
1013,Ed Morrow,Nebraska,2016-2017,12.81024992541783
1014,"Ed Polite, Jr.",Radford,2016-2017,31.46615771593526
1015,Eddie Davis III,Southern Miss,2016-2017,15.950322907666253
1016,Eddie Keith II,Towson,2016-2017,14.923740053879781
1017,Eddy Polanco,Southeastern Louisiana,2016-2017,25.347684717480615
1018,Edmond Sumner,Xavier,2016-2017,29.60974880743893
1019,Edogi TK,Tulsa,2016-2017,31.304192507234358
1020,Edric Dennis,Jackson State,2016-2017,14.492609678685463
1021,Edrice Adebayo,Kentucky,2016-2017,8.829759274104207
1022,Edward Alade,Navy,2016-2017,22.691350290214977
1023,Edward Simpson,Middle Tennessee St.,2016-2017,11.973442493682299
1024,Edward Stephens,South Carolina State,2016-2017,16.62733041679656
1025,Egor Koulechov,Rice,2016-2017,31.977478184931957
1026,Ehab Amin,Texas A&M CC,2016-2017,35.44694975532894
1027,Eli Cain,DePaul,2016-2017,23.52524367021833
1028,Eli Chuha,New Mexico St.,2016-2017,33.97082484376749
1029,Eli Pemberton,Hofstra,2016-2017,24.40660336200164
1030,Eli Pepper,Lipscomb,2016-2017,15.60383990146144
1031,Eli Wright,Mississippi St.,2016-2017,14.518464221452726
1032,Eliel Gonzalez,No.Carolina A&T,2016-2017,20.77326478791453
1033,Elijah Brown,New Mexico,2016-2017,15.85548771603642
1034,Elijah Bryant,Brigham Young,2016-2017,25.39948896550149
1035,Elijah Davis,Wagner,2016-2017,4.358848315972772
1036,Elijah Hughes,East Carolina,2016-2017,16.555319715710713
1037,Elijah Lee,Pepperdine,2016-2017,12.278852389496015
1038,Elijah Long,Mount St. Mary's,2016-2017,24.447920174593936
1039,Elijah Macon,West Virginia,2016-2017,26.095034828636813
1040,Elijah Mays,Florida A&M,2016-2017,16.000195794973525
1041,Elijah Pughsley,Western Carolina,2016-2017,1.692003204309793
1042,Elijah Schmidt,Texas A&M CC,2016-2017,0.35581968269993164
1043,Elijah Stewart,Southern California,2016-2017,25.649825981121584
1044,Elijah Thomas,Clemson,2016-2017,31.97000345509421
1045,Elijah Wilson,Coastal Carolina,2016-2017,18.1919001555979
1046,Elliott Welmer,Saint Louis,2016-2017,18.82555979897944
1047,Elmo Stephen,Florida International,2016-2017,21.300926273058206
1048,Emanuel Shepherd,Southern,2016-2017,2.70923390085878
1049,Emarius Logan,Appalachian St.,2016-2017,9.91579653539905
1050,Emile Blackman,Duquesne,2016-2017,18.252157709009513
1051,Emmanuel Chibuogwu,Seattle,2016-2017,14.206623861789948
1052,Emmanuel Ndumanya,Santa Clara,2016-2017,12.162059246793547
1053,Emmanuel Nzekwesi,Oral Roberts,2016-2017,23.292742970013972
1054,Emmanuel Omogbo,Colorado St.,2016-2017,36.24652972393484
1055,Emmett Naar,St. Mary's,2016-2017,10.111611878318582
1056,Emmitt Holt,Providence,2016-2017,28.171469607169044
1057,Emondre Rickman,Indiana St.,2016-2017,24.308381378985498
1058,Eric Adams,Samford,2016-2017,25.016921306903136
1059,Eric Bowles,Central Conn. St.,2016-2017,13.90808682029553
1060,Eric Carter,Delaware,2016-2017,10.656498816681001
1061,Eric Childress,UC Santa Barbara,2016-2017,17.402814519296168
1062,Eric Curry,Minnesota,2016-2017,21.000645725737805
1063,Eric Davis Jr.,Texas,2016-2017,0.9667654573032778
1064,Eric Eaves,South Carolina State,2016-2017,31.136942654126855
1065,Eric Fanning,Boston U,2016-2017,26.66618443161036
1066,Eric Garcia,Wofford,2016-2017,30.266017902066974
1067,Eric James,Duquesne,2016-2017,16.038936963697857
1068,Eric Johnson,Boston U,2016-2017,12.995711410675286
1069,Eric Lockett,Florida International,2016-2017,12.18105622141208
1070,Eric Mika,Brigham Young,2016-2017,42.97158908263763
1071,Eric Monroe,Yale,2016-2017,12.441561889763113
1072,Eric Nottage,Florida International,2016-2017,23.503234548496373
1073,Eric Paschall,Villanova,2016-2017,20.674296774579563
1074,Eric Stafford,Lafayette,2016-2017,6.042315695840999
1075,Eric Stuteville,Sacramento State,2016-2017,30.17156599124851
1076,Eric Vila,Texas A&M,2016-2017,5.662633169653719
1077,Erick Neal,Texas-Arlington,2016-2017,20.068807313972997
1078,Erik Durham,Jacksonville St.,2016-2017,23.854272323616666
1079,Erik Johansson,Loyola Marymount,2016-2017,12.493556031743687
1080,Erik McCree,Louisiana Tech,2016-2017,30.29488751386102
1081,Erik Nakken,Idaho State,2016-2017,6.240920415772976
1082,Erik Thomas,New Orleans,2016-2017,38.75711092551884
1083,Ernest Aflakpui,Temple,2016-2017,17.455100879842025
1084,Ernie Duncan,Vermont,2016-2017,21.483794800119544
1085,Eron Harris,Michigan St,2016-2017,21.874185520972077
1086,Ervin Mitchell,Grambling State,2016-2017,22.65636568497116
1087,Esa Ahmad,West Virginia,2016-2017,28.706632314645653
1088,Ethan Happ,Wisconsin,2016-2017,46.0462788781129
1089,Ethan Lee,Central Arkansas,2016-2017,10.56660395120224
1090,Ethan Telfair,Idaho State,2016-2017,21.24527551700341
1091,Eugene German,Northern Illinois,2016-2017,20.717313832699936
1092,Eugene Jones Jr.,Alabama A&M,2016-2017,6.3237711426619425
1093,Eugene Omoruyi,Rutgers,2016-2017,12.02704694543412
1094,Evan Bailey,Charleston,2016-2017,3.377038189494598
1095,Evan Boudreaux,Dartmouth,2016-2017,27.241506787316343
1096,Evan Bradds,Belmont,2016-2017,41.12206836279445
1097,Evan Clayborne,Cleveland St.,2016-2017,15.748412625981375
1098,Evan Fisher,Siena,2016-2017,3.578806061300641
1099,Evan Fitzner,St. Mary's,2016-2017,11.229754789033398
1100,Evan Hall,Indiana - Purdue,2016-2017,23.36141692774492
1101,Evan Leonard,UC Irvine,2016-2017,10.186609341370346
1102,Evan Payne,Long Beach St.,2016-2017,23.391815446121186
1103,Evan Taylor,Nebraska,2016-2017,5.7678454289181555
1104,Evan Wardlow,Santa Clara,2016-2017,10.88309886411269
1105,Evan Wieck,Navy,2016-2017,18.699727409599316
1106,Evan Wiley,Alabama A&M,2016-2017,14.849984391227267
1107,Everett Clemons,Indiana St.,2016-2017,25.40169466162591
1108,Everson Davis,Binghamton,2016-2017,13.354059453575434
1109,Eyassu Worku,UC Irvine,2016-2017,17.491204542005498
1110,Ezekiel Balogun,The Citadel,2016-2017,29.460269314622185
1111,Ezra Talbert,Liberty,2016-2017,15.859098602798472
1112,Fabijan Krslovic,Montana,2016-2017,11.999018928738106
1113,Faith Pope,Texas-Arlington,2016-2017,27.825028829428792
1114,Fallou Ndoye,Cal. State - Bakersfield,2016-2017,1.445454494773976
1115,Fard Muhammad,Binghamton,2016-2017,14.505902210753671
1116,Fatodd Lewis,Tenn-Martin,2016-2017,19.009217601318802
1117,Federico Mussini,St. John's,2016-2017,20.590496789293663
1118,Felix Von Hofe,Eastern Washington,2016-2017,16.47224307833236
1119,Fiifi Aidoo,Grand Canyon,2016-2017,13.23747404447999
1120,Fletcher Magee,Wofford,2016-2017,27.236209195854137
1121,Francis Alonso,NC-Greensboro,2016-2017,27.391621936962977
1122,Francis Kiapway,Ball St.,2016-2017,10.789904511825242
1123,Francisco Amiel,Colgate,2016-2017,8.998673145981478
1124,Francisco Santiago,Youngstown St.,2016-2017,22.626196572364282
1125,Frank Bartley IV,Louisiana-Lafayette,2016-2017,26.798462264149695
1126,Frank Booker,Florida Atlantic,2016-2017,13.154074260967525
1127,Frank Howard,Syracuse,2016-2017,19.500665221027415
1128,Frank Jackson,Duke,2016-2017,24.683997376493302
1129,Frank Mason,Kansas,2016-2017,18.27629193181778
1130,Frank Ryder,San Diego,2016-2017,7.821517648619814
1131,Frank Toohey,Air Force,2016-2017,25.880707703825927
1132,Frankie Ferrari,San Francisco,2016-2017,20.05519715667462
1133,Frankie Hughes,Missouri,2016-2017,3.7302090128645005
1134,Frankie Johnson,The Citadel,2016-2017,15.25141435535863
1135,Franko House,Ball St.,2016-2017,31.330081970629205
1136,Fred Iruafemi,VMI,2016-2017,12.887567609779506
1137,Fred Sims Jr.,Chicago St.,2016-2017,18.07268924994597
1138,Freddie McSwain,Indiana,2016-2017,8.178660745038595
1139,Gabe Bealer,Utah,2016-2017,3.60777077347692
1140,Gabe DeVoe,Clemson,2016-2017,18.596226751023426
1141,Gabe Taylor,Portland,2016-2017,9.813273497710998
1142,Gabe Vincent,UC Santa Barbara,2016-2017,19.278719637045764
1143,Gage Loy,Texas Rio Grande Valley,2016-2017,13.752159495186984
1144,Galen Robinson Jr.,Houston,2016-2017,5.137508911748532
1145,Garland Owens,Boston College,2016-2017,11.722839700840035
1146,Garret Covington,Western Illinois,2016-2017,25.437861069804292
1147,Garrett Gilkeson,VMI,2016-2017,3.3593371029013914
1148,Garrett Sams,North Florida,2016-2017,20.61903227362607
1149,Garrison Goode,UC Davis,2016-2017,8.073807877518714
1150,Garrison Mathews,Lipscomb,2016-2017,32.766175838496636
1151,Gary Clark,Cincinnati,2016-2017,34.3026495033175
1152,Gary Williams Jr.,San Jose St.,2016-2017,21.151209810035045
1153,Gavin Block,Ohio,2016-2017,8.583562822400804
1154,Gavin Skelly,Northwestern,2016-2017,14.1696562440497
1155,Gee McGhee,Murray St.,2016-2017,18.57482486621622
1156,Geno Crandall,North Dakota,2016-2017,14.242243646074437
1157,Geno Luzcando,Idaho State,2016-2017,20.878435416985955
1158,Geno Thorpe,South Florida,2016-2017,23.691915752359623
1159,Gentrey Thomas,UC Riverside,2016-2017,14.463368664662802
1160,Geoff Beans,Furman,2016-2017,17.761693821223986
1161,George Blagojevic,Hartford,2016-2017,10.334180254559021
1162,George Brammeier,Lipscomb,2016-2017,23.363764888571826
1163,George Kiernan,Navy,2016-2017,23.83944264716319
1164,George King,Colorado,2016-2017,8.887584312338873
1165,George Willborn III,Texas-San Antonio,2016-2017,13.672307517403286
1166,Georgi Boyanov,South Alabama,2016-2017,26.777527098345843
1167,Georgie Pacheco-Ortiz,Liberty,2016-2017,18.67849448119756
1168,Georgios Angelou,St. Francis (PA),2016-2017,29.699474044108726
1169,Gerald Blackshear,Detroit,2016-2017,4.319717803444701
1170,Gerald Blackshear,Detroit Mercy,2016-2017,17.90719788222884
1171,Gerard Martin,Grand Canyon,2016-2017,13.175226308485632
1172,Gerdarius Troutman,Florida Atlantic,2016-2017,29.33290615199328
1173,Ghiavonni Robinson,Arkansas-Pine Bluff,2016-2017,12.355940091596683
1174,Giacomo Zilli,N.C. Asheville,2016-2017,21.85028251152691
1175,Gian Clavell,Colorado St.,2016-2017,30.34915219625466
1176,Gianni Ford,St. Francis (NY),2016-2017,22.728075620235742
1177,Gibson Johnson,Hawaii,2016-2017,26.47311460584823
1178,Giddy Potts,Middle Tennessee St.,2016-2017,32.49425318014996
1179,Gilbert Thomas Jr.,Murray St.,2016-2017,24.26717556379582
1180,Gino Littles,Texas-San Antonio,2016-2017,12.183353577635046
1181,Giovanni De Nicolao,Texas-San Antonio,2016-2017,11.686697794441134
1182,Glenn Hollaway,Alabama St.,2016-2017,4.649365715540063
1183,Glenn Sanabria,St. Francis (NY),2016-2017,34.94133894329991
1184,Gligorije Rakocevic,Oregon St.,2016-2017,11.37048127993211
1185,Glynn Watson Jr.,Nebraska,2016-2017,11.916878405948879
1186,Godwin Boahen,Illinois-Chicago,2016-2017,19.761075260987862
1187,Graham Woodward,Drake,2016-2017,14.956337513127124
1188,Grant Benzinger,Wright St.,2016-2017,21.640103809910194
1189,Grant Mullins,California,2016-2017,9.632560641438399
1190,Grant Riller,Charleston,2016-2017,14.822175716481384
1191,Grant Verhoeven,Stanford,2016-2017,19.17131034261726
1192,Grant Williams,Tennessee,2016-2017,7.000491682510712
1193,Grayson Allen,Duke,2016-2017,26.248359691663644
1194,Greg Alexander,Mount St. Mary's,2016-2017,16.208213117271733
1195,Greg Malinowski,William & Mary,2016-2017,17.405388602352968
1196,Greg McClinton,Wake Forest,2016-2017,7.208842681784282
1197,Greg Mortimer,South Carolina State,2016-2017,19.789625687833954
1198,Greg Pryor,Chattanooga,2016-2017,24.663044219442444
1199,Greg Senat,Wagner,2016-2017,15.761141404297586
1200,Greg Tucker,Jacksonville St.,2016-2017,17.670508492577696
1201,Greig Stire,Albany,2016-2017,24.145999270096716
1202,Griffin Kinney,Appalachian St.,2016-2017,22.02159641967792
1203,Guilien Smith,Dartmouth,2016-2017,20.387427679783574
1204,Gunnar Olafsson,St. Francis (NY),2016-2017,27.953341358286472
1205,Gus Riley,Bryant,2016-2017,8.511192007888386
1206,Gyorgy Goloman,UCLA,2016-2017,24.593915595435302
1207,Haanif Cheatham,Marquette,2016-2017,21.06970758789208
1208,Haboubacar Mutombo,Western Carolina,2016-2017,20.644154960237824
1209,Hakeem Baxter,UAB,2016-2017,16.55559013798831
1210,Hakeem Rogers,Tennessee Tech,2016-2017,20.886191761607055
1211,Hank Hollingsworth,Cal Poly SLO,2016-2017,11.035597371883108
1212,Hanner Mosquera-Perea,East Tennessee St.,2016-2017,27.686181999416604
1213,Harald Frey,Montana St.,2016-2017,22.29887847040252
1214,Harrison Kay,Central Conn. St.,2016-2017,1.3495506599277507
1215,Harry Giles,Duke,2016-2017,27.82878230937376
1216,Hasan Abdullah,Navy,2016-2017,16.86720410189767
1217,Hassan Attia,Hartford,2016-2017,24.590521631543364
1218,Hassan Hussein,Florida International,2016-2017,22.83231600444423
1219,Hassan Martin,Rhode Island,2016-2017,41.032415061944974
1220,Hassani Gravett,South Carolina,2016-2017,1.98816076124134
1221,Hayden Dalton,Wyoming,2016-2017,28.475724182427594
1222,Hayden Farquhar,Abilene Christian,2016-2017,28.802344153460826
1223,Hayden Graham,Air Force,2016-2017,25.14366001861367
1224,Hayden Howell,Abilene Christian,2016-2017,12.706143578680987
1225,Hayden Schenck,Utah Valley,2016-2017,16.17051571080772
1226,Henrik Jadersten,Santa Clara,2016-2017,14.87954958589621
1227,Henry Welsh,Harvard,2016-2017,19.388363167587492
1228,Herb McGee,South Alabama,2016-2017,5.967402597860143
1229,Horace Spencer,Auburn,2016-2017,22.15728640576989
1230,Houston Smith,Bethune-Cookman,2016-2017,10.526548040838202
1231,Howard Thomas,McNeese St.,2016-2017,19.10590586046832
1232,Hudson Price,Charlotte,2016-2017,13.535311683874731
1233,Hunter Janacek,Lafayette,2016-2017,6.5000950599576495
1234,Hunter Rhodes,Northern Iowa,2016-2017,18.2079953401195
1235,Hunter Sabety,Hofstra,2016-2017,31.51403068253951
1236,Hunter Ware,Bryant,2016-2017,6.218406445593036
1237,I.J. Ready,Mississippi St.,2016-2017,21.347520628865652
1238,Ian Baker,New Mexico St.,2016-2017,27.45000960587933
1239,Ian Boyd,George Mason,2016-2017,19.64063830440573
1240,Ian Carter,Dartmouth,2016-2017,10.04533833742609
1241,Ian Kinard,South Carolina State,2016-2017,11.075613532148362
1242,Ian Sistare,Dartmouth,2016-2017,11.625035073581236
1243,Ian Theisen,South Dakota State,2016-2017,20.111035229983074
1244,Iba Camara,New Hampshire,2016-2017,25.2646384822515
1245,Ibrahim Sylla,Northern Colorado,2016-2017,18.355429707272634
1246,Ibrahima Diallo,Rutgers,2016-2017,4.195816027935489
1247,Ido Flaisher,Hawaii,2016-2017,18.89682435679836
1248,Idris Taqqee,St. Bonaventure,2016-2017,16.460538417374494
1249,Ike Anigbogu,UCLA,2016-2017,26.04261540055626
1250,Ike Iroegbu,Washington St.,2016-2017,21.234692971244115
1251,Ike Smith,Georgia Southern,2016-2017,38.1906003872494
1252,Ikemefuna Ngwudo,Dartmouth,2016-2017,11.248791196068458
1253,Ikenna Ndugba,Bryant,2016-2017,13.231433763606148
1254,Ikenna Smart,Buffalo,2016-2017,19.009492279597488
1255,Ilija Stojiljkovic,Maine,2016-2017,6.585879791254158
1256,Imani Miller,Hampton,2016-2017,5.640919812299136
1257,Immanuel King,Texas State,2016-2017,18.800141779745992
1258,Ioannis Dimakopoulos,UC Irvine,2016-2017,33.074346603256274
1259,Isaac Banks,East Tennessee St.,2016-2017,16.395385471643767
1260,Isaac Belton,Longwood,2016-2017,10.063794602852974
1261,Isaac Haas,Purdue,2016-2017,18.086498501666032
1262,Isaac Hamilton,UCLA,2016-2017,21.138943652466445
1263,Isaac Humphries,Kentucky,2016-2017,7.346347296516661
1264,Isaac Johnson,Appalachian St.,2016-2017,24.63168976298122
1265,Isaac McGlone,Eastern Kentucky,2016-2017,13.33468437532698
1266,Isaac Neilson,Utah Valley,2016-2017,33.86315134883226
1267,Isaac Taylor,Maryland - E. Shore,2016-2017,15.506751774367437
1268,Isaac Thornton,San Jose St.,2016-2017,15.543797351781738
1269,Isaac Williams,Mississippi Valley State,2016-2017,24.285310518563175
1270,Isaiah Blackmon,St. Francis (PA),2016-2017,58.07179026329861
