,MATCH,DATE,PT_DIFF
114,Idaho vs. Long Beach St.,2011-11-12,-8
115,St. Francis (NY) vs. Seton Hall,2011-11-12,4
116,Vermont vs. South Florida,2011-11-12,2
117,Grambling State vs. Houston,2011-11-12,-46
118,Youngstown St. vs. Samford,2011-11-12,-7
119,Northern Arizona vs. San Francisco,2011-11-12,-19
120,Southern Utah vs. San Diego St.,2011-11-12,33
121,Louisiana-Lafayette vs. North Dakota State,2011-11-12,-20
122,Nicholls State vs. Louisiana State,2011-11-12,22
123,South Alabama vs. Mississippi St.,2011-11-12,15
124,Fairleigh Dickinson vs. Providence,2011-11-12,-11
125,New Jersey Tech vs. Manhattan,2011-11-12,14
126,Western Illinois vs. Dayton,2011-11-12,29
127,Cal. State - Bakersfield vs. Oregon St.,2011-11-12,-24
128,Hartford vs. Penn St.,2011-11-12,-15
129,Wagner vs. Princeton,2011-11-12,-16
130,Colgate vs. Binghamton,2011-11-12,-4
131,Northern Iowa vs. Old Dominion,2011-11-12,17
132,William & Mary vs. Hampton,2011-11-12,15
133,Bryant vs. UC Davis,2011-11-12,7
134,Army vs. Citadel,2011-11-12,-11
135,New Mexico St. vs. Northern Colorado,2011-11-12,14
136,VMI vs. Air Force,2011-11-12,10
137,Green Bay vs. Duquesne,2011-11-13,18
138,Cleveland St. vs. Vanderbilt,2011-11-13,13
139,South Carolina State vs. Virginia,2011-11-13,-37
140,Northwestern St. vs. Arkansas-Little Rock,2011-11-13,6
141,Bryant vs. Southern Utah,2011-11-13,-17
142,Chicago St. vs. Creighton,2011-11-13,-34
143,Lamar vs. Louisville,2011-11-13,-20
144,North Dakota State vs. Northern Arizona,2011-11-13,12
145,Charleston Southern vs. Wichita St.,2011-11-13,-28
146,UC Riverside vs. Texas-El Paso,2011-11-13,11
147,Chattanooga vs. Indiana,2011-11-13,-25
148,UC Davis vs. San Diego St.,2011-11-13,15
149,Bowling Green vs. Georgia,2011-11-13,-9
150,Morehead St. vs. N.C. State,2011-11-13,-30
151,Louisiana-Lafayette vs. San Francisco,2011-11-13,-1
152,Jackson State vs. Baylor,2011-11-13,33
153,Alabama St. vs. Cincinnati,2011-11-13,-25
154,Gardner-Webb vs. Lipscomb,2011-11-13,3
155,George Washington vs. California,2011-11-13,27
156,Tenn-Martin vs. Ohio,2011-11-13,9
157,MD Baltimore Cty vs. St. John's,2011-11-13,-23
158,Southeastern Louisiana vs. Tulsa,2011-11-13,-15
159,North Carolina vs. N.C. Asheville,2011-11-13,-16
160,Southern vs. Texas A&M,2011-11-13,-25
161,Jacksonville St. vs. Marshall,2011-11-13,-14
162,Canisius vs. James Madison,2011-11-13,-9
163,Central Arkansas vs. Sacramento State,2011-11-13,-21
164,UMKC vs. Bradley,2011-11-13,10
165,Georgia St vs. Portland,2011-11-13,-5
166,Ball St. vs. Arizona,2011-11-13,10
167,Rider vs. Pittsburgh,2011-11-13,8
168,Middle Tennessee St. vs. Loyola Marymount,2011-11-13,-7
169,Texas-Pan American vs. Northwestern,2011-11-13,24
170,Boston U vs. Texas,2011-11-13,-36
171,NC-Wilmington vs. Maryland,2011-11-13,9
172,Florida Atlantic vs. Washington,2011-11-13,-6
173,Brown vs. Albany,2011-11-14,9
174,Manhattan vs. Syracuse,2011-11-14,-36
175,Norfolk State vs. Marquette,2011-11-14,33
176,LIU Brooklyn vs. Old Dominion,2011-11-14,-8
177,Liberty vs. William & Mary,2011-11-14,3
178,American U. vs. Maryland - E. Shore,2011-11-14,-2
179,East Carolina vs. Campbell,2011-11-14,2
180,Radford vs. Penn St.,2011-11-14,16
181,Central Conn. St. vs. Niagara,2011-11-14,-9
182,Furman vs. Columbia,2011-11-14,-4
183,Central Florida vs. Florida St.,2011-11-14,-23
184,Monmouth-NJ vs. Virginia Tech,2011-11-14,-45
185,Florida Atlantic vs. Georgia St,2011-11-14,7
186,Temple vs. Pennsylvania,2011-11-14,-6
187,Coppin St. vs. Loyola-Maryland,2011-11-14,-10
188,Wagner vs. Connecticut,2011-11-14,12
189,Denver vs. Texas A&M CC,2011-11-14,7
190,Kennesaw St. vs. Auburn,2011-11-14,13
191,Indiana St. vs. Louisiana-Monroe,2011-11-14,12
192,No.Carolina A&T vs. Iowa,2011-11-14,16
193,South Dakota State vs. Minnesota,2011-11-14,16
194,Wis.-Milwaukee vs. Northern Illinois,2011-11-14,-2
195,Utah Valley vs. Houston,2011-11-14,13
196,Oakland vs. Alabama,2011-11-14,17
197,Richmond vs. Davidson,2011-11-14,13
198,SIU - Edwardsville vs. Illinois,2011-11-14,20
199,Portland vs. Washington,2011-11-14,-30
200,UC Irvine vs. San Jose St.,2011-11-14,1
201,Nevada vs. UNLV,2011-11-14,-4
202,Nebraska vs. Southern California,2011-11-14,3
203,Washington St. vs. Gonzaga,2011-11-14,8
204,CSU Northridge vs. Hawaii,2011-11-14,-19
205,Binghamton vs. Cornell,2011-11-14,-15
206,Savannah State vs. North Florida,2011-11-14,5
207,NC-Greensboro vs. Georgetown,2011-11-14,41
208,Northeastern vs. Massachusetts,2011-11-14,16
209,New Hampshire vs. Boston College,2011-11-14,3
210,Delaware State vs. Georgia Tech,2011-11-14,-18
211,Marist vs. South Florida,2011-11-14,-14
212,Lafayette vs. St. Francis (PA),2011-11-14,3
213,Stetson vs. Florida A&M,2011-11-14,-18
214,Eastern Kentucky vs. Presbyterian,2011-11-14,-28
215,Murray St. vs. Morgan St.,2011-11-14,-11
216,Providence vs. Fairfield,2011-11-14,-8
217,High Point vs. Purdue,2011-11-14,-2
218,Tennessee St. vs. Western Kentucky,2011-11-14,-3
219,Southern Methodist vs. Colorado St.,2011-11-14,19
220,Loyola-Chicago vs. Kansas St.,2011-11-14,13
221,Grambling State vs. Mississippi,2011-11-14,-30
222,Mercer vs. Missouri,2011-11-14,-18
223,Bethune-Cookman vs. Houston Baptist,2011-11-14,-2
224,Mississippi Valley State vs. DePaul,2011-11-14,10
225,Towson vs. Michigan,2011-11-14,17
226,Idaho State vs. North Dakota,2011-11-14,-16
227,Detroit vs. Notre Dame,2011-11-14,-6
228,Florida International vs. George Mason,2011-11-14,3
229,Stephen F. Austin vs. San Diego,2011-11-14,5
230,Fresno St. vs. Stanford,2011-11-14,-16
231,Northern Iowa vs. St. Mary's,2011-11-14,-16
232,Drexel vs. Rider,2011-11-15,18
233,Kent St. vs. West Virginia,2011-11-15,10
234,San Diego St. vs. Baylor,2011-11-15,10
235,Brown vs. Manhattan,2011-11-15,-2
236,Albany vs. Syracuse,2011-11-15,-24
237,Lehigh vs. Fairleigh Dickinson,2011-11-15,-11
238,Robert Morris vs. St. Peter's,2011-11-15,17
239,IUPU - Ft. Wayne vs. Xavier,2011-11-15,-23
240,Winthrop vs. Virginia,2011-11-15,21
241,Charlotte vs. Central Michigan,2011-11-15,-2
242,Yale vs. Quinnipiac,2011-11-15,6
243,Stony Brook vs. Sacred Heart,2011-11-15,11
244,South Carolina vs. Elon University,2011-11-15,5
245,Chattanooga vs. Butler,2011-11-15,11
246,Florida vs. Ohio St.,2011-11-15,-7
247,Arkansas-Pine Bluff vs. Oklahoma St.,2011-11-15,-27
248,Indiana - Purdue vs. Arkansas-Little Rock,2011-11-15,5
249,Nicholls State vs. Tulane,2011-11-15,-46
250,Southern Methodist vs. Fresno St.,2011-11-15,2
251,Missouri St. vs. Arkansas St.,2011-11-15,-31
252,Monmouth-NJ vs. George Mason,2011-11-15,32
253,Northern Colorado vs. Wyoming,2011-11-15,-19
254,Iowa St. vs. Drake,2011-11-15,9
255,South Dakota vs. Eastern Washington,2011-11-15,9
256,Austin Peay vs. California,2011-11-15,-17
257,Seattle vs. Portland St.,2011-11-15,1
258,Middle Tennessee St. vs. UCLA,2011-11-15,20
259,Morehead St. vs. Charleston,2011-11-15,15
260,Belmont vs. Memphis,2011-11-15,-16
261,Rhode Island vs. Texas,2011-11-15,-10
262,Florida International vs. Virginia Tech,2011-11-15,-15
263,Rutgers vs. Miami - Florida,2011-11-15,15
264,Canisius vs. Longwood,2011-11-15,4
265,Harvard vs. Holy Cross,2011-11-15,9
266,Louisiana State vs. Coastal Carolina,2011-11-15,8
267,La Salle vs. Villanova,2011-11-15,-7
268,Michigan St vs. Duke,2011-11-15,5
269,Appalachian St. vs. East Tennessee St.,2011-11-15,-13
270,Dayton vs. Miami (OH),2011-11-15,-5
271,Lamar vs. Ohio,2011-11-15,-7
272,Jacksonville St. vs. Cincinnati,2011-11-15,14
273,Eastern Michigan vs. Texas Southern,2011-11-15,-17
274,Bucknell vs. Vanderbilt,2011-11-15,-12
275,Saint Louis vs. Southern Illinois,2011-11-15,19
276,Pepperdine vs. Arizona St.,2011-11-15,-6
277,Kansas vs. Kentucky,2011-11-15,-18
278,Utah St. vs. Weber St.,2011-11-15,-10
279,Santa Clara vs. UC Santa Barbara,2011-11-15,-33
280,Texas-San Antonio vs. Oral Roberts,2011-11-15,-1
281,Colorado St. vs. Stanford,2011-11-15,-12
282,Louisiana-Monroe vs. Tennessee,2011-11-16,-23
283,Princeton vs. N.C. State,2011-11-16,2
284,Cornell vs. Buffalo,2011-11-16,9
285,Mount St. Mary's vs. Hartford,2011-11-16,-13
286,Howard vs. Old Dominion,2011-11-16,-10
287,St. Francis (NY) vs. Lafayette,2011-11-16,6
288,Jackson State vs. Wright St.,2011-11-16,-17
289,Clemson vs. Citadel,2011-11-16,-23
290,Florida Atlantic vs. American U.,2011-11-16,6
291,Colgate vs. Wisconsin,2011-11-16,-27
292,Creighton vs. UAB,2011-11-16,10
293,SE Missouri St. vs. Bradley,2011-11-16,1
294,Oakland vs. Arkansas,2011-11-16,23
295,Texas-San Antonio vs. Oklahoma St.,2011-11-16,5
296,Long Beach St. vs. Pittsburgh,2011-11-16,10
297,Hofstra vs. Oregon St.,2011-11-16,-10
298,Arkansas-Pine Bluff vs. Oral Roberts,2011-11-16,-36
299,Stetson vs. Florida St.,2011-11-16,13
300,South Dakota State vs. Georgia,2011-11-16,11
301,Jacksonville vs. Savannah State,2011-11-16,-3
302,Navy vs. Siena,2011-11-16,-9
303,Georgia Southern vs. Wake Forest,2011-11-16,-9
304,Vermont vs. Dartmouth,2011-11-16,-12
305,LIU Brooklyn vs. Penn St.,2011-11-16,-9
306,Sam Houston St. vs. Notre Dame,2011-11-16,33
307,North Carolina Central vs. Wagner,2011-11-16,-4
308,Loyola-Chicago vs. Eastern Illinois,2011-11-16,4
309,Utah vs. Boise St.,2011-11-16,21
310,North Texas vs. Texas Tech,2011-11-16,-5
311,Green Bay vs. North Dakota State,2011-11-16,-4
312,Nebraska Omaha vs. UMKC,2011-11-16,-3
313,Indiana vs. Evansville,2011-11-16,-21
314,Grambling State vs. Utah Valley,2011-11-16,-30
315,New Mexico St. vs. New Mexico,2011-11-16,-9
316,Cal. State - Bakersfield vs. Cal Poly SLO,2011-11-16,-2
317,San Jose St. vs. San Francisco,2011-11-16,2
318,Temple vs. Western Michigan,2011-11-17,14
319,Purdue vs. Iona,2011-11-17,-1
320,Maryland vs. Alabama,2011-11-17,20
321,Texas A&M vs. Mississippi St.,2011-11-17,9
322,Northwestern St. vs. Alabama St.,2011-11-17,-7
323,Hampton vs. Richmond,2011-11-17,-21
324,Fairfield vs. Minnesota,2011-11-17,-10
325,Alcorn St. vs. West Virginia,2011-11-17,-35
326,Western Carolina vs. Presbyterian,2011-11-17,-7
327,Wichita St. vs. Colorado,2011-11-17,-9
328,Niagara vs. Missouri,2011-11-17,31
329,Southern vs. Rice,2011-11-17,15
330,Georgia Tech vs. St. Joseph's,2011-11-17,-13
331,Tenn-Martin vs. Arkansas St.,2011-11-17,18
332,Western Illinois vs. Michigan,2011-11-17,4
333,Lipscomb vs. Illinois,2011-11-17,15
334,Canisius vs. UNLV,2011-11-17,-25
335,Southern California vs. San Diego St.,2011-11-17,2
336,Sacramento State vs. Washington St.,2011-11-17,-11
337,Tulsa vs. Western Kentucky,2011-11-17,16
338,Louisiana State vs. Northwestern,2011-11-17,-6
339,VCU vs. Seton Hall,2011-11-17,15
340,New Jersey Tech vs. Massachusetts,2011-11-17,21
341,Loyola-Maryland vs. MD Baltimore Cty,2011-11-17,10
342,Mercer vs. Furman,2011-11-17,-20
343,Pennsylvania vs. Rider,2011-11-17,6
344,No.Carolina A&T vs. Campbell,2011-11-17,28
345,Maine vs. Connecticut,2011-11-17,20
346,Prairie View A&M vs. Florida Gulf Coast,2011-11-17,9
347,Sacred Heart vs. Rutgers,2011-11-17,16
348,Northern Illinois vs. Iowa,2011-11-17,33
349,North Florida vs. Florida,2011-11-17,36
350,SIU - Edwardsville vs. Illinois St.,2011-11-17,30
351,Southern Miss vs. Denver,2011-11-17,7
352,Idaho vs. Montana,2011-11-17,-5
353,Arizona vs. St. John's,2011-11-17,9
354,Pacific vs. Nevada,2011-11-17,24
355,Eastern Washington vs. Oregon,2011-11-17,-8
356,Norfolk State vs. Drexel,2011-11-18,-5
357,Purdue vs. Temple,2011-11-18,8
358,Northwestern vs. Tulsa,2011-11-18,4
359,Drake vs. Mississippi,2011-11-18,-4
360,Lehigh vs. William & Mary,2011-11-18,25
361,Texas State vs. Toledo,2011-11-18,3
362,Texas Christian vs. Virginia,2011-11-18,2
363,Texas Southern vs. Michigan St,2011-11-18,35
364,Miami (OH) vs. Xavier,2011-11-18,-6
365,St. Peter's vs. Fairleigh Dickinson,2011-11-18,11
366,Binghamton vs. Fordham,2011-11-18,-15
367,McNeese St. vs. Georgia St,2011-11-18,19
368,Arkansas-Little Rock vs. Eastern Michigan,2011-11-18,-11
369,Mississippi St. vs. Arizona,2011-11-18,-10
370,Boston College vs. Holy Cross,2011-11-18,-22
371,Houston vs. Arkansas,2011-11-18,-9
372,New Mexico vs. Arizona St.,2011-11-18,-5
373,Houston Baptist vs. Louisiana-Lafayette,2011-11-18,-9
374,VCU vs. Georgia Tech,2011-11-18,13
375,Wichita St. vs. Alabama,2011-11-18,10
376,Longwood vs. Brigham Young,2011-11-18,32
377,Stanford vs. UC Davis,2011-11-18,21
378,Western Kentucky vs. Louisiana State,2011-11-18,19
379,Maryland - E. Shore vs. Tulane,2011-11-18,-21
380,Western Michigan vs. Iona,2011-11-18,6
381,Texas A&M vs. St. John's,2011-11-18,-1
382,Ball St. vs. Indiana St.,2011-11-18,-7
383,Davidson vs. Duke,2011-11-18,-13
384,Cal St. Fullerton vs. Nicholls State,2011-11-18,10
385,Seton Hall vs. St. Joseph's,2011-11-18,8
386,Maryland vs. Colorado,2011-11-18,-7
387,St. Bonaventure vs. Cleveland St.,2011-11-18,3
388,Samford vs. Jacksonville,2011-11-18,13
389,Eastern Kentucky vs. Liberty,2011-11-18,8
390,Delaware vs. Villanova,2011-11-18,-10
391,Kennesaw St. vs. Chattanooga,2011-11-18,-6
392,High Point vs. Central Florida,2011-11-18,12
393,UC Riverside vs. Youngstown St.,2011-11-18,-4
394,Coppin St. vs. Oklahoma,2011-11-18,-27
395,Indiana - Purdue vs. Wis.-Milwaukee,2011-11-18,-13
396,South Carolina Upstate vs. Texas-Pan American,2011-11-18,4
397,Winthrop vs. Marquette,2011-11-18,22
398,Akron vs. Valparaiso,2011-11-18,-3
399,Delaware State vs. Notre Dame,2011-11-18,-24
400,Jackson State vs. Ohio St.,2011-11-18,-44
401,Penn St. vs. Kentucky,2011-11-19,38
402,Buffalo vs. Princeton,2011-11-19,-8
403,NC-Wilmington vs. Dayton,2011-11-19,25
404,Florida Gulf Coast vs. Southern Methodist,2011-11-19,-1
405,Southern Illinois vs. Northeastern,2011-11-19,7
406,CSU Northridge vs. Boise St.,2011-11-19,42
407,Towson vs. Belmont,2011-11-19,46
408,Oakland vs. Grambling State,2011-11-19,-30
409,Cal Poly SLO vs. Southern California,2011-11-19,6
410,Colgate vs. Syracuse,2011-11-19,-45
411,Montana St. vs. Utah,2011-11-19,6
412,Eastern Kentucky vs. William & Mary,2011-11-19,19
413,Sacred Heart vs. Richmond,2011-11-19,25
414,Toledo vs. South Carolina Upstate,2011-11-19,-5
415,NC-Greensboro vs. Middle Tennessee St.,2011-11-19,22
416,Marist vs. Vermont,2011-11-19,-9
417,Nicholls State vs. Houston Baptist,2011-11-19,-10
418,Vanderbilt vs. N.C. State,2011-11-19,-7
419,Bryant vs. Dartmouth,2011-11-19,-4
420,Louisiana-Monroe vs. Southeastern Louisiana,2011-11-19,-3
421,Siena vs. Mount St. Mary's,2011-11-19,-12
422,Chicago St. vs. No.Carolina A&T,2011-11-19,-17
423,George Mason vs. Florida Atlantic,2011-11-19,5
424,Alabama St. vs. Jacksonville St.,2011-11-19,-13
425,Alcorn St. vs. Kent St.,2011-11-19,-19
426,Weber St. vs. UC Irvine,2011-11-19,-8
427,Gardner-Webb vs. South Carolina State,2011-11-19,-5
428,Texas State vs. Texas-Pan American,2011-11-19,-2
429,North Dakota vs. Bradley,2011-11-19,9
430,LIU Brooklyn vs. Radford,2011-11-19,22
431,Wyoming vs. Green Bay,2011-11-19,8
432,Texas-El Paso vs. New Mexico St.,2011-11-19,16
433,Hawaii vs. Gonzaga,2011-11-19,19
434,Texas vs. Oregon St.,2011-11-19,5
435,Southern Utah vs. Utah St.,2011-11-19,-3
436,San Jose St. vs. Santa Clara,2011-11-19,-26
437,Charlotte vs. Lamar,2011-11-19,-18
438,Louisville vs. Butler,2011-11-19,-16
439,Army vs. Central Conn. St.,2011-11-19,-16
440,Navy vs. Quinnipiac,2011-11-19,-24
441,Old Dominion vs. South Florida,2011-11-19,2
442,James Madison vs. La Salle,2011-11-19,-9
443,Virginia vs. Drexel,2011-11-19,-14
444,St. Francis (NY) vs. Hofstra,2011-11-19,4
445,Troy vs. East Tennessee St.,2011-11-19,10
446,Florida A&M vs. Providence,2011-11-19,-22
447,Presbyterian vs. Cincinnati,2011-11-19,-2
448,Long Beach St. vs. San Diego St.,2011-11-19,-4
449,Hartford vs. Brown,2011-11-19,7
450,Lipscomb vs. Illinois St.,2011-11-19,8
451,Duquesne vs. Akron,2011-11-19,-5
452,San Francisco vs. Seattle,2011-11-19,6
453,MD Baltimore Cty vs. VMI,2011-11-19,-5
454,Winthrop vs. Drake,2011-11-19,4
455,American U. vs. Columbia,2011-11-19,8
456,Wagner vs. Lafayette,2011-11-19,-6
457,Robert Morris vs. Pennsylvania,2011-11-19,6
458,Northwestern St. vs. Marshall,2011-11-19,22
459,Charleston vs. Clemson,2011-11-19,3
460,St. Francis (PA) vs. Bucknell,2011-11-19,31
461,North Florida vs. Miami - Florida,2011-11-19,13
462,Lehigh vs. Liberty,2011-11-19,10
463,Wofford vs. Wisconsin,2011-11-19,36
464,Savannah State vs. Indiana,2011-11-19,29
465,Louisiana Tech vs. Texas-Arlington,2011-11-19,-7
466,Appalachian St. vs. Tennessee Tech,2011-11-19,5
467,Austin Peay vs. Oral Roberts,2011-11-19,-12
468,Cal St. Fullerton vs. Louisiana-Lafayette,2011-11-19,6
469,Southern Mississippi vs. Colorado St.,2011-11-19,-21
470,UMKC vs. Utah Valley,2011-11-19,-4
471,Harvard vs. Loyola Marymount,2011-11-19,10
472,Pepperdine vs. Cal. State - Bakersfield,2011-11-19,9
473,Western Michigan vs. Colorado,2011-11-20,5
474,Washington vs. Saint Louis,2011-11-20,13
475,Old Dominion vs. Kentucky,2011-11-20,10
476,Coppin St. vs. Connecticut,2011-11-20,17
477,Western Carolina vs. Iowa St.,2011-11-20,32
478,Rhode Island vs. Nebraska,2011-11-20,20
479,Boston U vs. Cornell,2011-11-20,-5
480,Eastern Illinois vs. Northern Illinois,2011-11-20,12
481,Towson vs. NC-Greensboro,2011-11-20,12
482,Georgia Tech vs. Louisiana State,2011-11-20,-9
483,South Alabama vs. Florida St.,2011-11-20,41
484,Nebraska Omaha vs. South Dakota,2011-11-20,-2
485,Murray St. vs. UAB,2011-11-20,7
486,Iowa vs. Creighton,2011-11-20,23
487,Nicholls State vs. Louisiana-Lafayette,2011-11-20,27
488,Texas Southern vs. Wis.-Milwaukee,2011-11-20,-35
489,William & Mary vs. Liberty,2011-11-20,-1
490,Temple vs. Wichita St.,2011-11-20,4
491,Tulsa vs. St. Joseph's,2011-11-20,4
492,Tennessee St. vs. South Carolina,2011-11-20,-1
493,Arkansas-Little Rock vs. Michigan St,2011-11-20,-22
494,North Carolina Central vs. Wake Forest,2011-11-20,-14
495,Purdue vs. Alabama,2011-11-20,9
496,Montana vs. San Diego,2011-11-20,13
497,Mississippi vs. Marquette,2011-11-20,30
498,Morgan St. vs. UNLV,2011-11-20,-37
499,Western Kentucky vs. VCU,2011-11-20,5
500,Hampton vs. Rutgers,2011-11-20,-14
501,Holy Cross vs. Fairfield,2011-11-20,21
502,Loyola-Maryland vs. New Hampshire,2011-11-20,6
503,Arkansas St. vs. Ohio,2011-11-20,-15
504,Loyola-Chicago vs. Furman,2011-11-20,12
505,Iona vs. Maryland,2011-11-20,26
506,Mississippi Valley State vs. North Carolina,2011-11-20,-26
507,Houston Baptist vs. Cal St. Fullerton,2011-11-20,-5
508,South Florida vs. Penn St.,2011-11-20,4
509,Eastern Kentucky vs. Lehigh,2011-11-20,-25
510,Stephen F. Austin vs. Texas Tech,2011-11-20,-12
511,Eastern Michigan vs. Indiana - Purdue,2011-11-20,2
512,Maryland - E. Shore vs. Rice,2011-11-20,-32
513,Duquesne vs. Valparaiso,2011-11-20,-16
514,Belmont vs. Middle Tennessee St.,2011-11-20,0
515,SE Missouri St. vs. Oregon,2011-11-20,25
516,South Carolina Upstate vs. Texas State,2011-11-20,8
517,Vermont vs. LIU Brooklyn,2011-11-20,5
518,Norfolk State vs. Texas Christian,2011-11-20,13
519,Northern Colorado vs. Northern Iowa,2011-11-20,-9
