,MATCH,DATE,PT_DIFF
101,Northwestern St. vs. Indiana,2008-11-15,18.0
102,Florida St. vs. Jacksonville,2008-11-15,2.0
103,Oakland vs. Cleveland St.,2008-11-15,3.0
104,Buffalo vs. Youngstown St.,2008-11-15,8.0
105,Maine vs. Kennesaw St.,2008-11-15,-13.0
106,N.C. State vs. New Orleans,2008-11-15,6.0
107,Fairfield vs. Memphis,2008-11-15,-27.0
108,Austin Peay vs. Evansville,2008-11-15,-8.0
109,Louisiana Tech vs. Louisiana-Lafayette,2008-11-15,2.0
110,Nevada vs. Montana St.,2008-11-15,-9.0
111,Washington vs. Portland,2008-11-15,6.0
112,Denver vs. Northern Iowa,2008-11-15,-5.0
113,Morgan St. vs. La Salle,2008-11-15,3.0
114,Jackson State vs. Louisiana State,2008-11-15,-14.0
115,Temple vs. Charleston,2008-11-15,-5.0
116,Centenary vs. Mississippi St.,2008-11-15,-22.0
117,UC Irvine vs. Southern California,2008-11-15,23.0
118,Dartmouth vs. Army,2008-11-15,15.0
119,Portland St. vs. Rice,2008-11-15,4.0
120,Prairie View A&M vs. Missouri,2008-11-15,21.0
121,Oral Roberts vs. Tulsa,2008-11-15,-7.0
122,Hofstra vs. Western Michigan,2008-11-15,3.0
123,Chattanooga vs. Tennessee,2008-11-15,-39.0
124,Canisius vs. Akron,2008-11-15,10.0
125,Elon University vs. West Virginia,2008-11-15,-45.0
126,Texas Christian vs. Clemson,2008-11-15,12.0
127,McNeese St. vs. Tulane,2008-11-15,-6.0
128,Pacific vs. California,2008-11-15,12.0
129,Butler vs. Drake,2008-11-15,10.0
130,Bowling Green vs. Minnesota,2008-11-15,-7.0
131,Mississippi Valley State vs. Washington St.,2008-11-15,-51.0
132,Howard vs. Navy,2008-11-16,-11.0
133,Columbia vs. Seton Hall,2008-11-16,-21.0
134,William & Mary vs. Ohio,2008-11-16,19.0
135,North Florida vs. Savannah State,2008-11-16,-15.0
136,SE Missouri St. vs. Kansas St.,2008-11-16,20.0
137,New Mexico vs. Creighton,2008-11-16,7.0
138,Citadel vs. VCU,2008-11-16,-23.0
139,VMI vs. Virginia,2008-11-16,-10.0
140,Houston Baptist vs. Middle Tennessee St.,2008-11-16,-17.0
141,Long Beach St. vs. Wisconsin,2008-11-16,-7.0
142,Cal. State - Bakersfield vs. Air Force,2008-11-16,8.0
143,Texas A&M CC vs. Illinois,2008-11-16,19.0
144,Arkansas-Little Rock vs. Pepperdine,2008-11-16,1.0
145,Old Dominion vs. Charlotte,2008-11-16,-1.0
146,Texas Christian vs. Charleston,2008-11-16,11.0
147,Wofford vs. Dayton,2008-11-16,3.0
148,Towson vs. Niagara,2008-11-16,17.0
149,Mercer vs. Alabama,2008-11-16,-3.0
150,Wis.-Milwaukee vs. Iowa St.,2008-11-16,18.0
151,San Francisco vs. Texas State,2008-11-16,14.0
152,East Tennessee St. vs. Hofstra,2008-11-16,-1.0
153,Tennessee St. vs. Loyola-Maryland,2008-11-16,3.0
154,No.Carolina A&T vs. Central Florida,2008-11-16,19.0
155,Central Arkansas vs. Northwestern,2008-11-16,-42.0
156,Bradley vs. Florida,2008-11-16,-23.0
157,San Jose St. vs. Nebraska,2008-11-16,17.0
158,Florida A&M vs. Wichita St.,2008-11-16,-24.0
159,Rutgers vs. Delaware,2008-11-16,-8.0
160,St. Joseph's vs. Holy Cross,2008-11-16,4.0
161,Winthrop vs. South Carolina,2008-11-16,23.0
162,Temple vs. Clemson,2008-11-16,4.0
163,Rhode Island vs. Duke,2008-11-16,3.0
164,Arkansas-Pine Bluff vs. Texas A&M,2008-11-16,-29.0
165,Morehead St. vs. Vanderbilt,2008-11-16,-26.0
166,Loyola Marymount vs. UC Davis,2008-11-16,-9.0
167,Idaho vs. Michigan St,2008-11-16,-38.0
168,Georgia St vs. Minnesota,2008-11-16,-8.0
169,Norfolk State vs. Longwood,2008-11-16,-7.0
170,South Carolina Upstate vs. Notre Dame,2008-11-16,36.0
171,UMKC vs. Kansas,2008-11-16,15.0
172,Cal St. Fullerton vs. Hawaii,2008-11-16,14.0
173,James Madison vs. Davidson,2008-11-17,35.0
174,North Carolina Central vs. Kent St.,2008-11-17,41.0
175,Miami (OH) vs. Pittsburgh,2008-11-17,-29.0
176,Army vs. Quinnipiac,2008-11-17,-2.0
177,Eastern Michigan vs. Purdue,2008-11-17,-29.0
178,New Jersey Tech vs. Penn St.,2008-11-17,-27.0
179,Delaware State vs. Lehigh,2008-11-17,-18.0
180,Brown vs. George Mason,2008-11-17,-37.0
181,Toledo vs. Xavier,2008-11-17,-16.0
182,Furman vs. Charleston Southern,2008-11-17,11.0
183,St. Bonaventure vs. Marist,2008-11-17,-23.0
184,Chattanooga vs. Missouri,2008-11-17,-28.0
185,Mount St. Mary's vs. Virginia Tech,2008-11-17,-5.0
186,Austin Peay vs. Belmont,2008-11-17,2.0
187,Santa Clara vs. UAB,2008-11-17,-3.0
188,Albany vs. DePaul,2008-11-17,-11.0
189,Loyola-Chicago vs. Georgia,2008-11-17,-21.0
190,Oakland vs. Oregon,2008-11-17,3.0
191,Florida Atlantic vs. Arizona,2008-11-17,13.0
192,Fresno St. vs. St. Mary's,2008-11-17,-14.0
193,Loyola-Maryland vs. Boston College,2008-11-17,33.0
194,MD Baltimore Cty vs. Morgan St.,2008-11-17,-7.0
195,Missouri St. vs. Central Michigan,2008-11-17,-3.0
196,Troy vs. NC-Wilmington,2008-11-17,12.0
197,Hartford vs. Connecticut,2008-11-17,43.0
198,Colgate vs. Central Conn. St.,2008-11-17,-1.0
199,Monmouth-NJ vs. Florida International,2008-11-17,19.0
200,Fordham vs. Villanova,2008-11-17,-39.0
201,St. Francis (PA) vs. American U.,2008-11-17,21.0
202,Boise St. vs. Siena,2008-11-17,-30.0
203,Jacksonville vs. Georgetown,2008-11-17,9.0
204,Chicago St. vs. Marquette,2008-11-17,-19.0
205,Louisiana-Monroe vs. Mississippi St.,2008-11-17,-29.0
206,North Texas vs. Oklahoma St.,2008-11-17,-12.0
207,Sam Houston St. vs. Texas Tech,2008-11-17,-11.0
208,Texas-San Antonio vs. Iowa,2008-11-17,6.0
209,Mississippi Valley State vs. Oklahoma,2008-11-17,-41.0
210,Cornell vs. St. John's,2008-11-17,-11.0
211,Utah St. vs. UC Santa Barbara,2008-11-17,-2.0
212,Massachusetts vs. Memphis,2008-11-17,-22.0
213,Idaho State vs. Hawaii,2008-11-17,3.0
214,Pennsylvania vs. Drexel,2008-11-18,2.0
215,Centenary vs. Baylor,2008-11-18,35.0
216,Loyola-Maryland vs. Cornell,2008-11-18,10.0
217,Indiana - Purdue vs. Indiana,2008-11-18,3.0
218,Loyola-Chicago vs. Purdue,2008-11-18,-32.0
219,Stony Brook vs. Lafayette,2008-11-18,9.0
220,Delaware vs. Robert Morris,2008-11-18,-11.0
221,Gardner-Webb vs. Longwood,2008-11-18,-1.0
222,Florida St. vs. La Salle,2008-11-18,4.0
223,Tenn-Martin vs. Tennessee,2008-11-18,-27.0
224,Coastal Carolina vs. Savannah State,2008-11-18,-1.0
225,Bethune-Cookman vs. Stetson,2008-11-18,-6.0
226,Texas Southern vs. Cincinnati,2008-11-18,31.0
227,Sacred Heart vs. Fairfield,2008-11-18,16.0
228,Stephen F. Austin vs. Texas A&M,2008-11-18,-7.0
229,Tulane vs. Texas,2008-11-18,25.0
230,Louisiana Tech vs. Grambling State,2008-11-18,-6.0
231,Central Florida vs. Valparaiso,2008-11-18,-17.0
232,Lamar vs. Louisiana-Lafayette,2008-11-18,10.0
233,Florida Atlantic vs. Santa Clara,2008-11-18,4.0
234,Idaho vs. Gonzaga,2008-11-18,34.0
235,Kentucky vs. North Carolina,2008-11-18,-19.0
236,Wis.-Green Bay vs. Utah,2008-11-18,19.0
237,New Mexico St. vs. Southern California,2008-11-18,-13.0
238,Georgia Southern vs. Texas-El Paso,2008-11-18,-17.0
239,Davidson vs. Oklahoma,2008-11-18,-4.0
240,Sacramento State vs. UC Riverside,2008-11-18,-12.0
241,Fairleigh Dickinson vs. Washington St.,2008-11-18,-22.0
242,Nevada vs. San Diego,2008-11-18,-14.0
243,San Francisco vs. California,2008-11-18,13.0
244,Arizona St. vs. San Diego St.,2008-11-18,7.0
245,Liberty vs. N.C. Asheville,2008-11-18,-28.0
246,Eastern Michigan vs. Georgia,2008-11-18,-1.0
247,Richmond vs. Syracuse,2008-11-18,-5.0
248,Mississippi Valley State vs. James Madison,2008-11-18,8.0
249,Winthrop vs. Akron,2008-11-18,14.0
250,Boston U vs. Bucknell,2008-11-18,3.0
251,St. Francis (NY) vs. Navy,2008-11-18,12.0
252,Winston-Salem vs. Eastern Kentucky,2008-11-18,25.0
253,Yale vs. Vermont,2008-11-18,31.0
254,Dartmouth vs. Providence,2008-11-18,-18.0
255,Detroit vs. Western Michigan,2008-11-18,-13.0
256,Buffalo vs. Canisius,2008-11-18,5.0
257,St. John's vs. Boston College,2008-11-18,12.0
258,Indiana St. vs. Northern Illinois,2008-11-18,-7.0
259,Youngstown St. vs. Maryland,2008-11-18,24.0
260,Alcorn St. vs. Houston,2008-11-18,-53.0
261,Alabama St. vs. Southern Mississippi,2008-11-18,-13.0
262,South Alabama vs. Mississippi,2008-11-18,18.0
263,Florida Gulf Coast vs. Kansas,2008-11-18,-40.0
264,Northern Colorado vs. Colorado St.,2008-11-18,11.0
265,Montana St. vs. Colorado,2008-11-18,-3.0
266,Tennessee Tech vs. Lipscomb,2008-11-18,-11.0
267,Cleveland St. vs. Washington,2008-11-18,-15.0
268,Brigham Young vs. Pepperdine,2008-11-18,29.0
269,Texas-Pan American vs. UNLV,2008-11-18,-25.0
270,Portland vs. Portland St.,2008-11-18,-5.0
271,CSU Northridge vs. Stanford,2008-11-18,-18.0
272,UAB vs. Arizona,2008-11-18,-1.0
273,NC-Wilmington vs. Wake Forest,2008-11-19,-32.0
274,Maine vs. Princeton,2008-11-19,3.0
275,Ball St. vs. Butler,2008-11-19,-9.0
276,Charlotte vs. Appalachian St.,2008-11-19,3.0
277,Morgan St. vs. Manhattan,2008-11-19,1.0
278,South Florida vs. Virginia,2008-11-19,-2.0
279,Harvard vs. New Hampshire,2008-11-19,11.0
280,New Orleans vs. Nicholls State,2008-11-19,-17.0
281,Binghamton vs. George Washington,2008-11-19,-14.0
282,Texas A&M CC vs. Northwestern,2008-11-19,18.0
283,Nebraska vs. Texas Christian,2008-11-19,12.0
284,Murray St. vs. Arkansas St.,2008-11-19,8.0
285,Wofford vs. Clemson,2008-11-19,53.0
286,Prairie View A&M vs. Wyoming,2008-11-19,-5.0
287,Brown vs. Holy Cross,2008-11-19,5.0
288,Niagara vs. Villanova,2008-11-19,-15.0
289,St. Peter's vs. Wagner,2008-11-19,-15.0
290,Norfolk State vs. William & Mary,2008-11-19,-16.0
291,Campbell vs. East Carolina,2008-11-19,-21.0
292,American U. vs. Howard,2008-11-19,2.0
293,Michigan St vs. IUPU - Ft. Wayne,2008-11-19,-11.0
294,Albany vs. Bryant,2008-11-19,9.0
295,Delaware State vs. Dayton,2008-11-19,20.0
296,South Dakota State vs. VCU,2008-11-19,-16.0
297,Northern Iowa vs. Illinois-Chicago,2008-11-19,7.0
298,Mercer vs. Auburn,2008-11-19,-4.0
299,Kent St. vs. Saint Louis,2008-11-19,2.0
300,Morehead St. vs. Drake,2008-11-19,16.0
301,UMKC vs. Wichita St.,2008-11-19,3.0
302,Florida A&M vs. Alabama,2008-11-19,41.0
303,Eastern Washington vs. UC Irvine,2008-11-19,5.0
304,Fairfield vs. Virginia Tech,2008-11-20,-17.0
305,Chattanooga vs. Memphis,2008-11-20,-12.0
306,Delaware State vs. Ohio St.,2008-11-20,-28.0
307,Sacred Heart vs. Providence,2008-11-20,24.0
308,Duquesne vs. St. Francis (PA),2008-11-20,11.0
309,North Carolina Central vs. Florida Gulf Coast,2008-11-20,8.0
310,George Mason vs. Hampton,2008-11-20,-6.0
311,Longwood vs. West Virginia,2008-11-20,-32.0
312,Cal Poly SLO vs. Rice,2008-11-20,-5.0
313,Southern Illinois vs. Duke,2008-11-20,25.0
314,Charleston vs. Charleston Southern,2008-11-20,10.0
315,Central Michigan vs. Chicago St.,2008-11-20,-10.0
316,Stetson vs. Florida St.,2008-11-20,2.0
317,Alcorn St. vs. Louisiana State,2008-11-20,-32.0
318,UC Davis vs. Arkansas,2008-11-20,9.0
319,Grambling State vs. New Mexico,2008-11-20,-46.0
320,Southeastern Louisiana vs. Lipscomb,2008-11-20,12.0
321,North Florida vs. Brigham Young,2008-11-20,33.0
322,Florida International vs. Washington,2008-11-20,-23.0
323,Texas-Pan American vs. California,2008-11-20,27.0
324,Missouri vs. Xavier,2008-11-20,-4.0
325,Centenary vs. Troy,2008-11-20,4.0
326,Rhode Island vs. Monmouth-NJ,2008-11-20,-23.0
327,Army vs. LIU Brooklyn,2008-11-20,-10.0
328,Hartford vs. Penn St.,2008-11-20,-25.0
329,Southern California vs. Seton Hall,2008-11-20,2.0
330,Rider vs. Lehigh,2008-11-20,-1.0
331,Iowa vs. Citadel,2008-11-20,-22.0
332,Illinois vs. Vanderbilt,2008-11-20,6.0
333,McNeese St. vs. Louisiana-Monroe,2008-11-20,-19.0
334,Southern Utah vs. Florida,2008-11-20,14.0
335,Tulsa vs. Oklahoma St.,2008-11-20,18.0
336,North Texas vs. Sam Houston St.,2008-11-20,5.0
337,Arkansas-Pine Bluff vs. Creighton,2008-11-20,-32.0
338,Mississippi Valley State vs. Montana,2008-11-20,-17.0
339,Michigan vs. UCLA,2008-11-20,3.0
340,Northern Arizona vs. UNLV,2008-11-20,-16.0
341,Fairfield vs. Missouri,2008-11-21,-28.0
342,Virginia Tech vs. Xavier,2008-11-21,-1.0
343,Alcorn St. vs. Troy,2008-11-21,-13.0
344,San Diego vs. Valparaiso,2008-11-21,7.0
345,Chattanooga vs. Southern California,2008-11-21,-27.0
346,Southern Illinois vs. UCLA,2008-11-21,-17.0
347,Alabama St. vs. Illinois St.,2008-11-21,-6.0
348,Winthrop vs. Davidson,2008-11-21,27.0
349,Temple vs. Lafayette,2008-11-21,-16.0
350,Oakland vs. Syracuse,2008-11-21,-20.0
351,Seton Hall vs. Memphis,2008-11-21,14.0
352,Presbyterian vs. Georgia,2008-11-21,8.0
353,North Florida vs. Cal Poly SLO,2008-11-21,34.0
354,Vermont vs. Maryland,2008-11-21,15.0
355,Tennessee vs. Middle Tennessee St.,2008-11-21,-10.0
356,Northern Illinois vs. Tennessee St.,2008-11-21,-2.0
357,Houston Baptist vs. Southern Methodist,2008-11-21,-19.0
358,Pepperdine vs. New Mexico St.,2008-11-21,24.0
359,Notre Dame vs. Loyola Marymount,2008-11-21,-11.0
360,Yale vs. Portland,2008-11-21,19.0
361,Oregon vs. UC Irvine,2008-11-21,7.0
362,Southern Mississippi vs. Miami-Florida,2008-11-21,10.0
363,Morgan St. vs. Marshall,2008-11-21,-5.0
364,MD Baltimore Cty vs. Quinnipiac,2008-11-21,5.0
365,Centenary vs. Northwestern St.,2008-11-21,-9.0
366,Delaware vs. St. Bonaventure,2008-11-21,4.0
367,La Salle vs. Connecticut,2008-11-21,8.0
368,Mississippi vs. Utah,2008-11-21,-11.0
369,Akron vs. Pittsburgh,2008-11-21,-19.0
370,Radford vs. Virginia,2008-11-21,-2.0
371,Kennesaw St. vs. James Madison,2008-11-21,13.0
372,Michigan vs. Duke,2008-11-21,15.0
373,Jackson State vs. Texas A&M,2008-11-21,-18.0
374,Robert Morris vs. Rutgers,2008-11-21,-14.0
375,Bryant vs. Columbia,2008-11-21,-16.0
376,Iona vs. Wisconsin,2008-11-21,-2.0
377,Sacramento State vs. Washington St.,2008-11-21,-21.0
378,CSU Northridge vs. Cal. State - Bakersfield,2008-11-21,-2.0
379,North Carolina vs. UC Santa Barbara,2008-11-21,17.0
380,Rice vs. Brigham Young,2008-11-21,31.0
381,Delaware State vs. Kentucky,2008-11-22,-29.0
382,Drexel vs. Georgetown,2008-11-22,-28.0
383,South Carolina Upstate vs. South Carolina,2008-11-22,22.0
384,Eastern Illinois vs. IUPU - Ft. Wayne,2008-11-22,-4.0
385,Arkansas-Pine Bluff vs. Nebraska,2008-11-22,-14.0
386,Wright St. vs. Central Michigan,2008-11-22,2.0
387,George Washington vs. Auburn,2008-11-22,12.0
388,St. Francis (NY) vs. Hartford,2008-11-22,9.0
389,Wagner vs. Stony Brook,2008-11-22,-3.0
390,Gardner-Webb vs. Oklahoma,2008-11-22,-4.0
391,Nicholls State vs. Tulane,2008-11-22,-2.0
392,N.C. Asheville vs. Campbell,2008-11-22,37.0
393,Fresno St. vs. San Diego St.,2008-11-22,-24.0
394,Harvard vs. Colorado,2008-11-22,13.0
395,Coastal Carolina vs. Florida St.,2008-11-22,-12.0
396,Morgan St. vs. Utah,2008-11-22,-29.0
397,George Mason vs. East Carolina,2008-11-22,-6.0
398,Northern Arizona vs. UC Riverside,2008-11-22,-7.0
399,Marist vs. Robert Morris,2008-11-22,17.0
400,Bryant vs. Quinnipiac,2008-11-22,13.0
401,Houston Baptist vs. Illinois St.,2008-11-22,-37.0
402,Manhattan vs. Fordham,2008-11-22,-14.0
403,Longwood vs. Maryland - E. Shore,2008-11-22,12.0
404,Kansas St. vs. Cleveland St.,2008-11-22,-10.0
405,Central Conn. St. vs. Albany,2008-11-22,1.0
406,High Point vs. N.C. State,2008-11-22,-13.0
407,LIU Brooklyn vs. Canisius,2008-11-22,13.0
408,Monmouth-NJ vs. Pennsylvania,2008-11-22,-21.0
409,Holy Cross vs. Northeastern,2008-11-22,-12.0
410,McNeese St. vs. Texas Christian,2008-11-22,-4.0
411,Ohio vs. Austin Peay,2008-11-22,-11.0
412,Bucknell vs. St. Francis (PA),2008-11-22,-10.0
413,Fairleigh Dickinson vs. Mississippi St.,2008-11-22,-26.0
414,Western Kentucky vs. Murray St.,2008-11-22,28.0
415,Denver vs. Lamar,2008-11-22,-13.0
416,Wis.-Milwaukee vs. Marquette,2008-11-22,20.0
417,Iona vs. Valparaiso,2008-11-22,20.0
418,Central Florida vs. New Mexico,2008-11-22,1.0
419,Idaho State vs. Boise St.,2008-11-22,8.0
420,No.Carolina A&T vs. UNLV,2008-11-22,-13.0
421,North Dakota State vs. Idaho,2008-11-22,9.0
422,Cal Poly SLO vs. Brigham Young,2008-11-22,12.0
423,Western Illinois vs. Cincinnati,2008-11-22,28.0
424,New Orleans vs. Savannah State,2008-11-22,-10.0
425,St. Peter's vs. Boston U,2008-11-22,5.0
426,Georgia Tech vs. Mercer,2008-11-22,6.0
427,Maine vs. Providence,2008-11-22,-21.0
428,Southern vs. Baylor,2008-11-22,42.0
429,Loyola-Chicago vs. Western Michigan,2008-11-22,3.0
430,Boston College vs. Saint Louis,2008-11-22,-3.0
431,Howard vs. St. John's,2008-11-22,-35.0
432,Eastern Kentucky vs. Texas Tech,2008-11-22,-14.0
433,Marshall vs. Wis.-Green Bay,2008-11-22,-6.0
434,Oral Roberts vs. Creighton,2008-11-22,22.0
435,UAB vs. Old Dominion,2008-11-22,-15.0
436,Appalachian St. vs. Niagara,2008-11-22,-15.0
437,Jacksonville St. vs. Georgia St,2008-11-22,-7.0
438,Wofford vs. Texas-Pan American,2008-11-22,-5.0
439,Hampton vs. Towson,2008-11-22,-9.0
440,Morehead St. vs. Louisville,2008-11-22,58.0
441,La Salle vs. Southern Mississippi,2008-11-22,-4.0
442,Coppin St. vs. Purdue,2008-11-22,-20.0
443,Navy vs. William & Mary,2008-11-22,3.0
444,American U. vs. Jacksonville,2008-11-22,8.0
445,Northwestern vs. Brown,2008-11-22,-9.0
446,Colgate vs. Dartmouth,2008-11-22,5.0
447,VCU vs. Rhode Island,2008-11-22,6.0
448,Clemson vs. Charlotte,2008-11-22,-1.0
449,UMKC vs. Florida Atlantic,2008-11-22,18.0
450,Cornell vs. Siena,2008-11-22,-18.0
451,Eastern Michigan vs. Detroit,2008-11-22,15.0
452,Weber St. vs. Long Beach St.,2008-11-22,4.0
453,North Florida vs. Rice,2008-11-22,-22.0
454,MD Baltimore Cty vs. Columbia,2008-11-22,-14.0
455,Louisiana Tech vs. Arkansas-Little Rock,2008-11-22,9.0
456,Florida A&M vs. South Alabama,2008-11-22,-29.0
457,Elon University vs. Tenn-Martin,2008-11-22,-17.0
458,DePaul vs. Illinois-Chicago,2008-11-22,4.0
459,Arkansas vs. Missouri St.,2008-11-22,-5.0
460,Buffalo vs. Evansville,2008-11-22,-15.0
461,Alabama St. vs. Southern Methodist,2008-11-22,-5.0
462,NC-Greensboro vs. Central Arkansas,2008-11-22,13.0
463,Southern Utah vs. Tennessee Tech,2008-11-22,-1.0
464,Louisiana-Lafayette vs. Utah Valley,2008-11-22,-30.0
465,Minnesota vs. Colorado St.,2008-11-22,-1.0
466,Texas-Arlington vs. Eastern Washington,2008-11-22,3.0
467,Oregon St. vs. Nevada,2008-11-22,8.0
468,Fairfield vs. Chattanooga,2008-11-23,-19.0
469,Missouri vs. Southern California,2008-11-23,11.0
470,Montana vs. Duke,2008-11-23,20.0
471,Bethune-Cookman vs. Dayton,2008-11-23,-40.0
472,North Texas vs. Indiana St.,2008-11-23,-11.0
473,St. Bonaventure vs. Rutgers,2008-11-23,-1.0
474,Northwestern St. vs. Louisiana State,2008-11-23,31.0
475,Grambling State vs. Oklahoma St.,2008-11-23,-31.0
476,Pepperdine vs. Arizona St.,2008-11-23,21.0
477,Jackson State vs. Illinois,2008-11-23,14.0
478,Texas A&M CC vs. Tulsa,2008-11-23,-23.0
479,NC-Wilmington vs. Kent St.,2008-11-23,19.0
480,Portland vs. UC Davis,2008-11-23,3.0
481,Cal St. Fullerton vs. Portland St.,2008-11-23,-1.0
482,Miami-Florida vs. Connecticut,2008-11-23,13.0
483,Wofford vs. Air Force,2008-11-23,-13.0
484,San Diego vs. Wisconsin,2008-11-23,-15.0
485,Morgan St. vs. Wis.-Green Bay,2008-11-23,-17.0
