,PLAYER,TEAM,YEAR,PER
32,Adam Constantine,Elon University,2009-2010,31.547006126974992
33,Adam Fletcher,Miami (OH),2009-2010,31.775526299158866
34,Adam Folker,UC Irvine,2009-2010,17.135198484004757
35,Adam Koch,Northern Iowa,2009-2010,33.56084094643206
36,Adam Leonard,Missouri St.,2009-2010,11.349288163252957
37,Adam Lonon,VMI,2009-2010,11.649881297779386
38,Adam Malik,UC Davis,2009-2010,12.249044678696926
39,Adam May,Holy Cross,2009-2010,6.802771011354194
40,Adam Nigon,Colorado St.,2009-2010,19.04057528337705
41,Adam Parzych,Bryant,2009-2010,12.450556011392553
42,Adam Pegg,Delaware,2009-2010,8.392778370702128
43,Adam Sollazzo,East Tennessee St.,2009-2010,16.85707535629036
44,Adam Sterrenberg,Arkansas St.,2009-2010,14.392011449689818
45,Adam Templeton,Drake,2009-2010,25.969351676358784
46,Adam Waddell,Wyoming,2009-2010,24.908216662771032
47,Adam Walker,Howard,2009-2010,15.40590215458563
48,Adam Wire,Cornell,2009-2010,18.377513372442532
49,Adam Young,Alabama A&M,2009-2010,11.149135940578013
50,Adhar Mayen,Hawaii,2009-2010,13.221820701136776
51,Adnan Hodzic,Lipscomb,2009-2010,40.36410645902237
52,Adrian Bowie,Maryland,2009-2010,7.1460975725801275
53,Adrian Gailliard,Western Carolina,2009-2010,13.586129358157441
54,Adrian Oliver,San Jose St.,2009-2010,34.5995050068631
55,Adrian Satchell,MD Baltimore Cty,2009-2010,19.557834069896504
56,Adrian Thomas,Miami-Florida,2009-2010,22.64712691876049
57,Adrian Williams,Brown,2009-2010,8.915523415174851
58,Afam Muojeke,Wyoming,2009-2010,26.817871745467958
59,Ahmad Grant,NC-Wilmington,2009-2010,17.512173725353353
60,Akeem Bennett,St. Francis (NY),2009-2010,48.63763193771034
61,Akeem Johnson,St. Francis (NY),2009-2010,38.22074968534252
62,Akeem Richmond,Rhode Island,2009-2010,25.214621262050702
63,Al Nolen,Minnesota,2009-2010,26.985312289792493
64,Al-Farouq Aminu,Wake Forest,2009-2010,34.51748262952543
65,Albert Abrahams,Bethune-Cookman,2009-2010,34.49881252286319
66,Albert Jackson,Georgia,2009-2010,3.4951489888444978
67,Alberto Estwick,Fordham,2009-2010,13.449005145018832
68,Alden Gibbs,Eastern Washington,2009-2010,13.757877744352244
69,Alec Burks,Colorado,2009-2010,12.035493687873847
70,Aleek Pauline,Norfolk State,2009-2010,12.651545947087882
71,Alejo Rodriguez,Iona,2009-2010,34.92496419217614
72,Alex Bazzell,UMKC,2009-2010,10.94102770118068
73,Alex Franklin,Siena,2009-2010,34.08150267414049
74,Alex Garcia-Mendoza,Arkansas-Little Rock,2009-2010,20.304090807685053
75,Alex Jones,Seattle,2009-2010,27.82273340687696
76,Alex Marcotullio,Northwestern,2009-2010,11.516901598804626
77,Alex Oriakhi,Connecticut,2009-2010,18.26345081827854
78,Alex Osborne,Loyola Marymount,2009-2010,8.17315112302741
79,Alex Richman,Prairie View A&M,2009-2010,11.616399626717346
80,Alex Rubin,Illinois St.,2009-2010,13.65435700854158
81,Alex Savannah,Alcorn St.,2009-2010,3.299567032679994
82,Alex Stepheson,Southern California,2009-2010,24.274724935621233
83,Alex Tucker,Florida Atlantic,2009-2010,20.738040876582758
84,Alex Tyler,Cornell,2009-2010,13.649365289037409
85,Alex Tyus,Florida,2009-2010,3.15855849497995
86,Alex Wolf,Western Michigan,2009-2010,27.39326651071487
87,Alex Young,Indiana - Purdue,2009-2010,33.58795151918231
88,Alexander Starling,Bethune-Cookman,2009-2010,27.202041243111967
89,Alexander Zampier,Yale,2009-2010,28.73972033428079
90,Alexis Wangmene,Texas,2009-2010,1.8425284800421744
91,Alfred Jones,Tennessee Tech,2009-2010,27.732324020246676
92,Ali Farokhmanesh,Northern Iowa,2009-2010,19.400926149636025
93,Alioune Diouf,James Madison,2009-2010,11.867970124695171
94,Allan Saint-Gelias,Grambling State,2009-2010,6.267008370827911
95,Allen Huddleston,Pacific,2009-2010,18.614860065604113
96,Allen Roberts,Miami (OH),2009-2010,20.499390853459733
97,Allen Smith,Arkansas-Pine Bluff,2009-2010,10.172958296415553
98,Allyn Cooks,South Alabama,2009-2010,10.856255471768401
99,Alonzo Brandon,Portland St.,2009-2010,8.586553238621088
100,Alphonso Dawson,Delaware,2009-2010,11.435970607473836
101,Alshwan Hymes,Canisius,2009-2010,4.495228603556841
102,Alvin Abreu,New Hampshire,2009-2010,19.73534620591447
103,Alvin Mofunanya,Fairleigh Dickinson,2009-2010,19.672442460982868
104,Alwayne Bigby,Northeastern,2009-2010,13.192378370126475
105,Alzee Williams,North Texas,2009-2010,7.101002241067837
106,Amadou Mbodji,Jacksonville St.,2009-2010,27.147424277451133
107,Amath M'Baye,Wyoming,2009-2010,13.399623159596535
108,Ameer Ali,Morgan St.,2009-2010,22.672205973641834
109,Amin Stevens,Florida A&M,2009-2010,21.68321699354912
110,Amir Celestin,Campbell,2009-2010,13.223222842765605
111,Amir Johnson,Radford,2009-2010,13.27233559594712
112,Amir Rashid,Central Michigan,2009-2010,11.55491309871966
113,Amorrow Morgan,Idaho State,2009-2010,22.72964275566803
114,Amos Studivant,Mississippi Valley State,2009-2010,18.355680190179722
115,Amu Saaka,Furman,2009-2010,27.768231966581087
116,An'Juan Wilderness,Charlotte,2009-2010,21.62471105543219
117,Anaclet Mulumba-mbayi,Fairleigh Dickinson,2009-2010,8.740665834952582
118,Anatoly Bose,Nicholls State,2009-2010,34.11014317523675
119,Andre Cornelius,George Mason,2009-2010,18.8463475187452
120,Andre Dawkins,Duke,2009-2010,18.84990305967167
121,Andre Jones,Winthrop,2009-2010,13.020250685634394
122,Andre Malone,Auburn,2009-2010,14.020222366747586
123,Andre McFarland,Colorado St.,2009-2010,19.978629570025245
124,Andre Torres,Hartford,2009-2010,18.10965063375071
125,Andre Walker,Vanderbilt,2009-2010,22.9413396390749
126,Andre Williamson,Appalachian St.,2009-2010,24.779712032015084
127,Andre Young,Clemson,2009-2010,21.898826817514955
128,Andres Irarrazabal,Tenn-Martin,2009-2010,19.75141116079303
129,Andrew Anderson,Savannah State,2009-2010,2.826735414963555
130,Andrew Beinert,Holy Cross,2009-2010,18.34302179299502
131,Andrew Bock,Creighton,2009-2010,14.858481043301673
132,Andrew Brommer,Iowa,2009-2010,4.817503911433989
133,Andrew Fitzgerald,Oklahoma,2009-2010,8.852043806772077
134,Andrew Fleming,Long Beach St.,2009-2010,15.3373132943585
135,Andrew Gabriel,Manhattan,2009-2010,12.043495440389137
136,Andrew Goba,Stony Brook,2009-2010,7.066639885337583
137,Andrew Gonzalez,Houston Baptist,2009-2010,25.79993590655949
138,Andrew Goudelock,Charleston,2009-2010,19.28095785662949
139,Andrew Hooper,Denver,2009-2010,24.20531831207323
140,Andrew Jackson (WINSAL),Winston-Salem,2009-2010,14.093917786300874
141,Andrew Jones III,Penn St.,2009-2010,15.47758762998829
142,Andrew Keister,Holy Cross,2009-2010,25.317946967123753
143,Andrew Lawrence,Charleston,2009-2010,8.8498072484258
144,Andrew McCarthy,Brown,2009-2010,26.22110978883803
145,Andrew Nicholson,St. Bonaventure,2009-2010,34.968665667758415
146,Andrew Ott,Penn St.,2009-2010,20.343130639196048
147,Andrew Rogers,Maine,2009-2010,11.409002158869315
148,Andrew Taylor,Xavier,2009-2010,16.149291888222805
149,Andrew Van Nest,Harvard,2009-2010,11.298472012643966
150,Andrew Warren,Bradley,2009-2010,24.19930195538152
151,Andrew Zimmermann,Stanford,2009-2010,10.817080365893274
152,Andy Buechert,Winthrop,2009-2010,18.330506400047053
153,Andy Diaz,North Florida,2009-2010,20.605021273323747
154,Andy King,Samford,2009-2010,20.61353900760349
155,Andy Ogide,Colorado St.,2009-2010,30.30030733224072
156,Andy Polka,Loyola-Chicago,2009-2010,21.073123946273743
157,Andy Rautins,Syracuse,2009-2010,26.13978151980654
158,Angelo Caloiaro,San Francisco,2009-2010,22.182287196687824
159,Angelo Johnson,Southern Mississippi,2009-2010,19.191461896699387
160,Anqus Brandt,Oregon St.,2009-2010,3.7711745546024864
161,Anson Bartlett,Louisiana Tech,2009-2010,14.761035487415679
162,Ante Dzepina,Northern Illinois,2009-2010,10.82275554927988
163,Anthony Allison,SE Missouri St.,2009-2010,11.782944857476357
164,Anthony Banks,Florida Gulf Coast,2009-2010,33.20728589152097
165,Anthony Booker,Southern Illinois,2009-2010,20.707100001030597
166,Anthony Brock,Alabama,2009-2010,4.216911453510891
167,Anthony Campbell,Austin Peay,2009-2010,26.39482093877382
168,Anthony Cordova,South Dakota State,2009-2010,15.997487272557144
169,Anthony Crater,South Florida,2009-2010,8.29574654781002
170,Anthony Ervin,St. Francis (PA),2009-2010,25.619331847377953
171,Anthony Gurley,Massachusetts,2009-2010,22.71145254734184
172,Anthony Hill,Colgate,2009-2010,21.61214251441989
173,Anthony Hill,Wis.-Milwaukee,2009-2010,21.59264261366448
174,Anthony Hitchens,Akron,2009-2010,16.426254684342677
175,Anthony Johnson,Fairfield,2009-2010,36.91368134791404
176,Anthony Johnson,Montana,2009-2010,21.451865961059866
177,Anthony Jones,Baylor,2009-2010,15.921208570176171
178,Anthony Marshall,UNLV,2009-2010,18.560812200618127
179,Anthony Mason Jr.,St. John's,2009-2010,24.278041708873843
180,Anthony Miles,Lamar,2009-2010,22.887081816083526
181,Anthony Minor,Hartford,2009-2010,19.896123610874415
182,Anthony Mitchell,SIU - Edwardsville,2009-2010,2.3845255145144892
183,Anthony Nelson,Niagara,2009-2010,21.11859465441898
184,Anthony Sally,Western Kentucky,2009-2010,10.492270450350361
185,Anthony Simpson,Kent St.,2009-2010,28.083340575128695
186,Anthony Thomas,Boise St.,2009-2010,12.450967189506315
187,Anthony Thompson,Bradley,2009-2010,18.83659569566894
188,Anthony Wells,Cleveland St.,2009-2010,7.437172832929398
189,Anthony Winbush,Loyola-Maryland,2009-2010,16.726939133524592
190,Anthony Wright,Michigan,2009-2010,1.2439191493009187
191,Antoine Allen,Miami-Florida,2009-2010,13.766484522208657
192,Antoine Johnson,Georgia Southern,2009-2010,14.160643719728768
193,Antoine Pearson,Manhattan,2009-2010,20.596869751336733
194,Antoine Perry,Norfolk State,2009-2010,-3.0208276876416726
195,Antoine Watson,Florida International,2009-2010,15.981364075070282
196,Antoine Young,Creighton,2009-2010,16.422680531238047
197,Anton Silver,Gardner-Webb,2009-2010,22.98237759626327
198,Antonio Ballard,Miami (OH),2009-2010,43.92034910341512
199,Antonio Flaggs,Sacramento State,2009-2010,16.796296452026187
200,Antonio Green,Eastern Michigan,2009-2010,14.728450412937097
201,Antonio Hanson,Georgia Southern,2009-2010,19.757982716524655
202,Antonio Haymon,Marshall,2009-2010,21.849856459818387
203,Antonio Lofton,Chicago St.,2009-2010,15.834110676039245
204,Antonio Pena,Villanova,2009-2010,29.322102349313933
205,Antonio Weary,Central Michigan,2009-2010,16.36127111031867
206,Antroine Williford,Bethune-Cookman,2009-2010,9.804224948280272
207,Antuan Bootle,Sam Houston St.,2009-2010,21.14670432197131
208,Antwan Burrus,Liberty,2009-2010,23.982082967954362
209,Antwan Carter,Longwood,2009-2010,31.098622355478767
210,Antwone Snead,IUPU - Ft. Wayne,2009-2010,19.49757744454693
211,Antywan Jones,Troy,2009-2010,23.623985017410696
212,Aramie Brooks,Northwestern St.,2009-2010,15.689908697152495
213,Ari Stewart,Wake Forest,2009-2010,16.7604087172352
214,Aric Miller,Bethune-Cookman,2009-2010,14.549276040693703
215,Aric Van Weelden,Loyola-Chicago,2009-2010,10.44285558884841
216,Ariece Perkins,Grambling State,2009-2010,18.888113190179215
217,Arin Dunn,Colorado St.,2009-2010,4.989930755120426
218,Arinze Onuaku,Syracuse,2009-2010,32.28863053344985
219,Armani Williams,Texas-Arlington,2009-2010,8.714279535761579
220,Armon Bassett,Ohio,2009-2010,14.178833602180521
221,Armon Johnson,Nevada,2009-2010,25.813625878762526
222,Arnett Moultrie,Texas-El Paso,2009-2010,23.075625402753467
223,Arnold Louis,Savannah State,2009-2010,23.736560263255264
224,Arnold Mayorga,LIU Brooklyn,2009-2010,10.710086700991262
225,Arsalan Kazemi,Rice,2009-2010,32.0947570838394
226,Arsenio Williams,South Carolina State,2009-2010,26.84697386072566
227,Arthur Bouedo,Wyoming,2009-2010,3.7380231868001874
228,Artsiom Parakhouski,Radford,2009-2010,41.21296305518678
229,Arturas Lazdauskas,Long Beach St.,2009-2010,13.483505746372396
230,Asenso Ampim,Columbia,2009-2010,22.938396387031755
231,Ashen Ward,Youngstown St.,2009-2010,12.464535849689854
232,Ashley Hamilton,Loyola Marymount,2009-2010,25.5726516940976
233,Ashton Gibbs,Pittsburgh,2009-2010,26.469441243554286
234,Ashton Mitchell,Sam Houston St.,2009-2010,26.235685546079868
235,Asim McQueen,Tulane,2009-2010,16.697533796354925
236,Asown Sayles,Ohio,2009-2010,6.2029699582069435
237,Assane Sene,Virginia,2009-2010,3.5933009511194878
238,Ater Majok,Connecticut,2009-2010,13.227631841714016
239,Aubrey Coleman,Houston,2009-2010,14.503355299565673
240,Augustus Gilchrist,South Florida,2009-2010,28.816343228330002
241,Auryn MacMillan,Gardner-Webb,2009-2010,17.96108830894879
242,Austin Brown,Montana St.,2009-2010,12.574089109647808
243,Austin Cooley,Niagara,2009-2010,13.62330651331884
244,Austin Dahn,Citadel,2009-2010,13.111505214794933
245,Austin Dufault,Colorado,2009-2010,4.968362890514111
246,Austin Freeman,Georgetown,2009-2010,30.426193199631022
247,Austin Hill,Illinois St.,2009-2010,19.626279938937998
248,Austin Johnson,Charleston Southern,2009-2010,11.173773588634557
249,Austin Johnson,Rutgers,2009-2010,10.244124521231582
250,Austin Kenon,VMI,2009-2010,27.400921182588064
251,Austin Kilpatrick,Idaho State,2009-2010,17.393265006479375
252,Austin Morgan,Yale,2009-2010,19.02729955278481
253,Austin Pennick,North Dakota State,2009-2010,8.811334625414059
254,Austin Steed,South Carolina,2009-2010,6.622113214802977
255,Austin Witter,No.Carolina A&T,2009-2010,7.493163541293841
256,Avery Bradley,Texas,2009-2010,2.231505551933528
257,Avery Jukes,Butler,2009-2010,12.569828508507046
258,Avery Merriex,Air Force,2009-2010,4.522938846344552
259,Ayron Hardy,Jacksonville,2009-2010,15.073984317308293
260,B.J. Holmes,Texas A&M,2009-2010,11.193313256582996
261,B.J. Jenkins,Murray St.,2009-2010,29.006367689003095
262,B.J. Monteiro,Duquesne,2009-2010,19.832499930579715
263,Bakari Lewis,UMKC,2009-2010,17.31036292343587
264,Baptiste Bataille,Northeastern,2009-2010,17.96456504274665
265,Barry Latham,Bryant,2009-2010,9.062078313549158
266,Barry Stewart,Mississippi St.,2009-2010,21.26859426023845
267,Bassey Inameti,Tennessee Tech,2009-2010,7.536836147358819
268,Ben Allen,St. Mary's,2009-2010,15.092400322525789
269,Ben Allison,Davidson,2009-2010,18.49305137752484
270,Ben Averkamp,Loyola-Chicago,2009-2010,26.77819348948894
271,Ben Boggs,Virginia Tech,2009-2010,16.409291341649013
272,Ben Botts,IUPU - Ft. Wayne,2009-2010,19.83289101454725
273,Ben Crenca,Vermont,2009-2010,23.190150018923227
274,Ben Dowdell,Santa Clara,2009-2010,16.333617886272656
275,Ben Drayton III,Georgia Southern,2009-2010,20.733655837282864
276,Ben Eaves,Rhode Island,2009-2010,19.495238640050587
277,Ben Eblen,Alabama,2009-2010,1.7004957490892176
278,Ben Finney,Old Dominion,2009-2010,26.074073303350918
279,Ben Hansbrough,Notre Dame,2009-2010,25.69039982664049
280,Ben Jonson,Colgate,2009-2010,21.279260769311268
281,Ben Louis,James Madison,2009-2010,14.3209862313706
282,Ben Simons,Drake,2009-2010,18.4157951884412
283,Ben Smith,Jacksonville,2009-2010,15.68473904025534
284,Ben Smith,Texas-Pan American,2009-2010,28.319576417550962
285,Ben Stywall,NC-Greensboro,2009-2010,31.517023413391772
286,Ben Uzoh,Tulsa,2009-2010,30.642043599622312
287,Ben Wheeler,Lafayette,2009-2010,10.796417680098847
288,Benny Valentine,Eastern Washington,2009-2010,17.217288246748105
289,Benzor Simmons,Tenn-Martin,2009-2010,23.75999910231627
290,Bernard Toombs,Troy,2009-2010,22.24538256463596
291,Biko Paris,Boston College,2009-2010,14.304751088618925
292,Bilal Benn,Niagara,2009-2010,27.193746957050838
293,Bilal Dixon,Providence,2009-2010,26.824235315770817
294,Bill Clark,Duquesne,2009-2010,24.585323375261787
295,Bill Cole,Illinois,2009-2010,3.235468319874021
296,Bill Eaddy,Drake,2009-2010,7.471825459834799
297,Bill Edwards,Penn St.,2009-2010,11.785752510501013
298,Billy Allen,Albany,2009-2010,15.775357226773323
299,Billy Blackmon,Charleston Southern,2009-2010,15.539873560041235
300,Billy Pettiford,Indiana - Purdue,2009-2010,18.605878315167228
301,Billy Robinson,Longwood,2009-2010,15.266338666604188
302,Billy White,San Diego St.,2009-2010,28.67692736996787
303,Bishop Wheatley,Tulsa,2009-2010,9.36663108194508
304,Blake Cushingberry,Oakland,2009-2010,15.793275472330334
305,Blake Hoffarber,Minnesota,2009-2010,26.588693870505086
306,Blake Jolivette,American U.,2009-2010,4.157595800580592
307,Blake Metcalf,Albany,2009-2010,13.806034536014495
308,Blake Sanford,Southern,2009-2010,2.1938399657568586
309,Blake Smith,Radford,2009-2010,22.58491464751936
310,Blake Wallace,San Francisco,2009-2010,15.553283616074179
311,Bo Amusa,Alabama A&M,2009-2010,28.772905622940538
312,Bo Holston,Citadel,2009-2010,9.271216063550781
313,Bo Spencer,Louisiana State,2009-2010,16.27725388473338
314,Bob Bevilacqua,Canisius,2009-2010,9.622715593333782
315,Bobby Capobianco,Indiana,2009-2010,4.28365735423487
316,Bobby Howard,Montana St.,2009-2010,27.167273625250992
317,Bobby Lee,Southern,2009-2010,2.1506295841696907
318,Bobby Maze,Tennessee,2009-2010,5.134662835072081
319,Bol Kong,Gonzaga,2009-2010,22.15209265275553
320,Boubcar Sylla,Wyoming,2009-2010,16.450046491516478
321,Brad Birton,Illinois-Chicago,2009-2010,13.070980064953847
322,Brad Haugabrook,North Florida,2009-2010,13.319209897282306
323,Brad Loesing,Wofford,2009-2010,14.85002654485162
324,Brad Piehl,Robert Morris,2009-2010,5.641378320436306
325,Brad Redford,Xavier,2009-2010,20.690776298189693
326,Brad Reese,Texas Tech,2009-2010,18.279786063713875
327,Brad Tinsley,Vanderbilt,2009-2010,16.087893755138484
328,Brad Wanamaker,Pittsburgh,2009-2010,28.00157633964684
329,Bradford Burgess,VCU,2009-2010,25.367155560371287
330,Brady Jardine,Utah St.,2009-2010,34.16063869315379
331,Brady Morningstar,Kansas,2009-2010,9.439489158174045
332,Brain Cole,NC-Greensboro,2009-2010,13.93551762851571
333,Brandan Smith,Chicago St.,2009-2010,7.319492382933968
334,Branden Doughty,Coppin St.,2009-2010,16.125167269174625
335,Branden Johnson,Montana St.,2009-2010,24.18820099450667
336,Brandis Raley-Ross,South Carolina,2009-2010,6.737767810427326
337,Brandon (HAWAII) Adams,Hawaii,2009-2010,21.78414179571311
338,Brandon Adams,Manhattan,2009-2010,22.744120241164705
339,Brandon Baker,Belmont,2009-2010,16.182941197945134
340,Brandon Baylor,Delaware State,2009-2010,7.7544859453193435
341,Brandon Bowdry,Eastern Michigan,2009-2010,31.447130989044105
342,Brandon Brown,Lipscomb,2009-2010,24.346772801547775
343,Brandon Bryant,Florida A&M,2009-2010,13.595563321875664
344,Brandon Davies,Brigham Young,2009-2010,18.827909934053345
345,Brandon Dowdy,UC Riverside,2009-2010,13.107516304061965
346,Brandon Evans,NC-Greensboro,2009-2010,21.308326569286876
347,Brandon Fields,Nevada,2009-2010,24.314142104300423
348,Brandon Fortenberry,Southeastern Louisiana,2009-2010,19.434971357909905
349,Brandon Giles,Western Carolina,2009-2010,22.142259085735287
350,Brandon Hall,St. Peter's,2009-2010,8.560443239031777
351,Brandon Hazzard,Troy,2009-2010,21.06329894114848
352,Brandon Hobbs,Winston-Salem,2009-2010,14.581751357016053
353,Brandon Jackson,Gardner-Webb,2009-2010,10.365330501837828
354,Brandon James,Colgate,2009-2010,18.476790887396504
355,Brandon Johnson,San Diego,2009-2010,12.710190361486788
356,Brandon Long,Texas-Arlington,2009-2010,17.88439931741409
357,Brandon McPherson,Valparaiso,2009-2010,23.41986680833108
358,Brandon Moore,Eastern Washington,2009-2010,20.272142984517124
359,Brandon Moore,Mercer,2009-2010,20.308502142517405
360,Brandon Parks,Kent St.,2009-2010,12.406260037897262
361,Brandon Paul,Illinois,2009-2010,3.53139136565442
362,Brandon Penn,Rider,2009-2010,16.70088531589458
363,Brandon Peterson,Arkansas St.,2009-2010,20.772303850199002
364,Brandon Reed,Arkansas St.,2009-2010,20.3314865060444
365,Brandon Regis,McNeese St.,2009-2010,2.9944334438988363
366,Brandon Richardson,Nebraska,2009-2010,24.9405367569893
367,Brandon Rogers,Alcorn St.,2009-2010,10.021355702882948
368,Brandon Rozzell,VCU,2009-2010,23.826145915568055
369,Brandon Sebirumbi,Furman,2009-2010,12.018563923558116
370,Brandon Shingles,Morehead St.,2009-2010,15.339507351718218
371,Brandon Smalls,South Carolina State,2009-2010,20.060313247423952
372,Brandon Sperling,Fresno St.,2009-2010,8.300784404603336
373,Brandon Triche,Syracuse,2009-2010,22.432177164078894
374,Brandon Tunnell,Hampton,2009-2010,16.327211565443193
375,Brandon Ubel,Nebraska,2009-2010,10.588969654456845
376,Brandon Webb,Prairie View A&M,2009-2010,16.65101377361301
377,Brandon Wheeless,Norfolk State,2009-2010,15.322933788385887
378,Brandon White,Southern,2009-2010,0.8449303895831141
379,Brandon Williams,Stetson,2009-2010,10.427053180998099
380,Brandon Wood,Valparaiso,2009-2010,31.05035146981755
381,Brandyn Curry,Harvard,2009-2010,23.47981079633691
382,Brant Leitnaker,Indiana St.,2009-2010,14.434785645078996
383,Brawley Chisholm,Ball St.,2009-2010,11.60150511468304
384,Brendan Bald,Vermont,2009-2010,10.651953122728543
385,Brendan Knox,Auburn,2009-2010,26.184623982551212
386,Brendan Lane,UCLA,2009-2010,15.860221575106952
387,Brendan McKillop,Davidson,2009-2010,20.652129166735175
388,Brendan Sullivan,Boston U,2009-2010,2.6069323768959967
389,Brendon Lavender,Arizona,2009-2010,3.3354958675793984
390,Brennan Cougill,Iowa,2009-2010,6.068435253754233
391,Brennen Melvin,Fordham,2009-2010,8.022278479946802
392,Brenton Butler,Fordham,2009-2010,18.907313112410304
393,Brett Gifford,Albany,2009-2010,10.597074326886073
394,Brett Harvey,Loyola-Maryland,2009-2010,22.60518866286853
395,Brett McClanahan,Akron,2009-2010,15.107235159035765
396,Brett McKnight,Akron,2009-2010,27.17627582658378
397,Brett Royster,Florida Atlantic,2009-2010,24.962967964453245
398,Brian Barbour,Columbia,2009-2010,15.455714677017012
399,Brian Benson,New Hampshire,2009-2010,12.863155800090038
400,Brian Carlwell,San Diego St.,2009-2010,22.029845051079857
401,Brian Conklin,Saint Louis,2009-2010,17.003996300422333
402,Brian Diaz,Nebraska,2009-2010,24.57988303388876
403,Brian Fisher,Winston-Salem,2009-2010,15.03817685667927
404,Brian Fitzpatrick,Pennsylvania,2009-2010,10.676005515376175
405,Brian Green,Utah St.,2009-2010,30.53667196955944
406,Brian Grimes,Columbia,2009-2010,17.11739857158449
407,Brian McKenzie,Providence,2009-2010,13.540039933846517
408,Brian McNair,Gardner-Webb,2009-2010,8.659829823796787
409,Brian Mills,Mercer,2009-2010,22.20384637332186
410,Brian Morris,Towson,2009-2010,10.295106756134185
411,Brian Neller,MD Baltimore Cty,2009-2010,12.23993766143902
412,Brian Oliver,Georgia Tech,2009-2010,19.15129939965752
413,Brian Qvale,Montana,2009-2010,18.757080733224562
414,Brian Rudolph,Loyola-Maryland,2009-2010,18.133668103777136
415,Brian Stafford,Denver,2009-2010,23.080657707161382
416,Brian Williams,Tennessee,2009-2010,5.394358537967154
417,Brian Wright,Lipscomb,2009-2010,12.354990538470666
418,Brian Zoubek,Duke,2009-2010,32.88119538963928
419,Brice Massamba,UNLV,2009-2010,24.765155108272435
420,Brigham Waginger,Western Carolina,2009-2010,21.485439740544837
421,Brock Motum,Washington St.,2009-2010,25.79606361584869
422,Brock Young,East Carolina,2009-2010,23.160399291165586
423,Broderick Gilchrest,Idaho State,2009-2010,26.96156220914039
424,Bruce Grimm,East Tennessee St.,2009-2010,13.451095524456255
425,Bryan Beasley,Rice,2009-2010,7.842066538776224
426,Bryan Bynes,George Washington,2009-2010,13.342569591527754
427,Bryan Cohen,Bucknell,2009-2010,13.933868563999365
428,Bryan Davis,Texas A&M,2009-2010,16.97983758529452
429,Bryan Dougher,Stony Brook,2009-2010,26.448725905127105
430,Bryan Emanuel,Cal. State - Bakersfield,2009-2010,12.325462143679712
431,Bryan Friday,Samford,2009-2010,23.639185715131106
432,Bryan Hall,Northern Illinois,2009-2010,9.415922795650415
433,Bryan Louff,Montana St.,2009-2010,10.470800569717845
434,Bryan Sherrer,South Alabama,2009-2010,17.455115284947578
435,Bryan Streeter,Citadel,2009-2010,16.908934728549834
436,Bryant Barr,Davidson,2009-2010,13.667688687347459
437,Bryant Irwin,St. Joseph's,2009-2010,15.288987541785378
438,Bryce Webster,Cal St. Fullerton,2009-2010,20.359185660013402
439,Bryguis Perine,Wis.-Green Bay,2009-2010,24.40488121693348
440,Bryon Pickens,Tennessee Tech,2009-2010,7.025396572602048
441,Bryson Barnes,Furman,2009-2010,23.382263981294116
442,Bryson Hampton,UC Riverside,2009-2010,15.965581392644237
443,Bryson Johnson,Bucknell,2009-2010,19.853946077787473
444,Bryson Pope,Tulsa,2009-2010,12.735767264910283
445,Buchi Awaji,Southern Mississippi,2009-2010,19.088249457552276
446,Byron Walker,Alabama St.,2009-2010,19.828447412710087
