,MATCH,DATE,PT_DIFF
124,New Jersey Tech vs. Kentucky,2015-11-14,30
125,Bryant vs. Duke,2015-11-14,-38
126,Southern Miss vs. Memphis,2015-11-14,18
127,Fordham vs. Texas-Arlington,2015-11-14,-5
128,Cleveland St. vs. Akron,2015-11-14,12
129,Texas Southern vs. Creighton,2015-11-14,23
130,Idaho vs. San Jose St.,2015-11-14,20
131,Radford vs. Georgetown,2015-11-14,-2
132,VMI vs. Penn St.,2015-11-14,12
133,Florida Gulf Coast vs. Ohio,2015-11-14,-10
134,Jacksonville vs. Appalachian St.,2015-11-14,8
135,Hampton vs. Winthrop,2015-11-14,-7
136,Central Arkansas vs. Tulsa,2015-11-14,-17
137,Harvard vs. Providence,2015-11-14,-12
138,CSU Northridge vs. Wright St.,2015-11-14,5
139,Youngstown St. vs. Kent St.,2015-11-14,9
140,The Citadel vs. Butler,2015-11-14,73
141,Sam Houston St. vs. Southern Methodist,2015-11-14,-35
142,Mississippi Valley State vs. Nebraska,2015-11-14,-46
143,Wis.-Milwaukee vs. Lipscomb,2015-11-14,-6
144,Western Michigan vs. DePaul,2015-11-14,6
145,Denver vs. Santa Clara,2015-11-14,22
146,Mount St. Mary's vs. Ohio St.,2015-11-15,-22
147,Howard vs. Rutgers,2015-11-15,-12
148,Vermont vs. Purdue,2015-11-15,28
149,Robert Morris vs. Cincinnati,2015-11-15,62
150,St. Peter's vs. Lafayette,2015-11-15,1
151,Iona vs. Valparaiso,2015-11-15,-25
152,Nicholls State vs. Florida St.,2015-11-15,47
153,Louisiana-Monroe vs. Minnesota,2015-11-15,-11
154,Florida A&M vs. Southern Illinois,2015-11-15,-30
155,Wright St. vs. Northern Illinois,2015-11-15,6
156,Niagara vs. St. Joseph's,2015-11-15,-11
157,Coppin St. vs. Iowa,2015-11-15,-35
158,Hartford vs. Saint Louis,2015-11-15,-17
159,Wis.-Milwaukee vs. Santa Clara,2015-11-15,-6
160,Maryland - E. Shore vs. Missouri,2015-11-15,-18
161,Siena vs. Wisconsin,2015-11-15,-27
162,Loyola Marymount vs. UC Irvine,2015-11-15,-24
163,Coastal Carolina vs. Hawaii,2015-11-15,-11
164,Wake Forest vs. Bucknell,2015-11-15,-8
165,Wagner vs. Seton Hall,2015-11-15,10
166,Army vs. Binghamton,2015-11-15,15
167,Texas-San Antonio vs. Clemson,2015-11-15,33
168,CSU Northridge vs. South Dakota,2015-11-15,-4
169,North Dakota State vs. Illinois,2015-11-15,6
170,Denver vs. Lipscomb,2015-11-15,13
171,SE Missouri St. vs. Evansville,2015-11-15,15
172,Central Conn. St. vs. Pennsylvania,2015-11-15,-16
173,Fairfield vs. North Carolina,2015-11-15,-27
174,N.C. Asheville vs. Western Carolina,2015-11-15,-9
175,Sacramento State vs. Seattle,2015-11-15,12
176,Stetson vs. Richmond,2015-11-15,23
177,South Alabama vs. N.C. State,2015-11-15,18
178,Portland vs. UC Davis,2015-11-15,-13
179,Montana St. vs. Nevada,2015-11-15,-21
180,Charleston Southern vs. Stanford,2015-11-15,-34
181,New Mexico vs. New Mexico St.,2015-11-15,9
182,Cal Poly SLO vs. UCLA,2015-11-15,-5
183,Wyoming vs. Indiana St.,2015-11-16,15
184,Albany vs. Boston U,2015-11-16,-5
185,James Madison vs. West Virginia,2015-11-16,-13
186,Holy Cross vs. Brown,2015-11-16,16
187,New Orleans vs. Duquesne,2015-11-16,20
188,Louisiana-Lafayette vs. Miami-Florida,2015-11-16,-16
189,Charleston vs. Navy,2015-11-16,14
190,Austin Peay vs. Indiana,2015-11-16,-26
191,MD Baltimore Cty vs. St. John's,2015-11-16,-22
192,Texas Rio Grande Valley vs. North Florida,2015-11-16,22
193,Tennessee St. vs. Ohio,2015-11-16,8
194,Lehigh vs. Canisius,2015-11-16,9
195,Morgan St. vs. Towson,2015-11-16,-8
196,Bethune-Cookman vs. Tenn-Martin,2015-11-16,7
197,LIU Brooklyn vs. Loyola-Maryland,2015-11-16,3
198,No.Carolina A&T vs. Florida,2015-11-16,50
199,Morehead St. vs. Illinois St.,2015-11-16,1
200,Arkansas-Pine Bluff vs. Oklahoma St.,2015-11-16,-14
201,Georgia Southern vs. Mississippi,2015-11-16,-10
202,Drake vs. Tulane,2015-11-16,-5
203,Tennessee Tech vs. Air Force,2015-11-16,10
204,Kennesaw St. vs. Louisiana State,2015-11-16,-22
205,San Diego St. vs. Utah,2015-11-16,-5
206,Belmont vs. Arizona State,2015-11-16,9
207,Rice vs. San Francisco,2015-11-16,-26
208,UC Santa Barbara vs. California,2015-11-16,18
209,Nevada vs. Hawaii,2015-11-16,1
210,Buffalo vs. Old Dominion,2015-11-16,-19
211,New Jersey Tech vs. South Florida,2015-11-16,3
212,George Mason vs. Mercer,2015-11-16,-9
213,Tennessee vs. Georgia Tech,2015-11-16,2
214,Radford vs. VCU,2015-11-16,-18
215,Elon University vs. Michigan,2015-11-16,-20
216,Campbell vs. Savannah State,2015-11-16,-2
217,Charlotte vs. East Carolina,2015-11-16,-14
218,South Carolina Upstate vs. Presbyterian,2015-11-16,1
219,Cornell vs. Colgate,2015-11-16,-3
220,Eastern Illinois vs. Ball St.,2015-11-16,17
221,Eastern Kentucky vs. NC-Wilmington,2015-11-16,-19
222,Sacred Heart vs. Yale,2015-11-16,-22
223,Virginia vs. George Washington,2015-11-16,5
224,Oral Roberts vs. South Carolina,2015-11-16,-18
225,Bradley vs. Arizona,2015-11-16,30
226,Chicago St. vs. Iowa St.,2015-11-16,-42
227,Gardner-Webb vs. Vanderbilt,2015-11-16,-36
228,Southeastern Louisiana vs. Texas A&M,2015-11-16,-42
229,Weber St. vs. South Dakota State,2015-11-16,17
230,Southern vs. Mississippi St.,2015-11-16,-4
231,Alabama St. vs. UAB,2015-11-16,-2
232,Indiana - Purdue vs. Marquette,2015-11-16,-4
233,Columbia vs. Kansas St.,2015-11-16,-10
234,Northern Arizona vs. Boise St.,2015-11-16,20
235,Monmouth-NJ vs. Southern California,2015-11-16,-11
236,Montana vs. San Jose St.,2015-11-16,-3
237,Manhattan vs. St. Mary's,2015-11-16,-26
238,Lamar vs. Fresno St.,2015-11-16,8
239,Baylor vs. Oregon,2015-11-16,-7
240,Brigham Young vs. Long Beach St.,2015-11-16,-1
241,Stephen F. Austin vs. Northern Iowa,2015-11-17,10
242,Alabama vs. Dayton,2015-11-17,-32
243,DePaul vs. Penn St.,2015-11-17,-6
244,New Hampshire vs. Connecticut,2015-11-17,19
245,Rider vs. La Salle,2015-11-17,13
246,Furman vs. Appalachian St.,2015-11-17,-9
247,Wis.-Milwaukee vs. Notre Dame,2015-11-17,8
248,San Diego vs. Western Michigan,2015-11-17,-12
249,Pennsylvania vs. Delaware State,2015-11-17,-6
250,Stetson vs. The Citadel,2015-11-17,-1
251,Texas-Arlington vs. Louisiana Tech,2015-11-17,12
252,Wichita St. vs. Tulsa,2015-11-17,10
253,Texas-San Antonio vs. Creighton,2015-11-17,25
254,Jackson State vs. Southern Miss,2015-11-17,18
255,Nebraska vs. Villanova,2015-11-17,-24
256,Idaho vs. Cal. State - Bakersfield,2015-11-17,23
257,Iona vs. Oregon St.,2015-11-17,-20
258,Green Bay vs. East Tennessee St.,2015-11-17,13
259,Valparaiso vs. Rhode Island,2015-11-17,-3
260,Colorado vs. Auburn,2015-11-17,-7
261,Oklahoma vs. Memphis,2015-11-17,-6
262,Missouri vs. Xavier,2015-11-17,-12
263,Grambling State vs. Ohio St.,2015-11-17,-27
264,Hartford vs. Louisville,2015-11-17,-35
265,St. Bonaventure vs. Syracuse,2015-11-17,-13
266,Dartmouth vs. Marist,2015-11-17,-10
267,Massachusetts vs. Harvard,2015-11-17,-6
268,William & Mary vs. Liberty,2015-11-17,-11
269,Kentucky vs. Duke,2015-11-17,-11
270,Hampton vs. American U.,2015-11-17,-13
271,North Dakota vs. Wisconsin,2015-11-17,-14
272,UMKC vs. Nebraska Omaha,2015-11-17,6
273,Middle Tennessee St. vs. Murray St.,2015-11-17,-11
274,Illinois-Chicago vs. Western Illinois,2015-11-17,-27
275,Georgetown vs. Maryland,2015-11-17,-4
276,Jacksonville vs. Florida St.,2015-11-17,19
277,Kansas vs. Michigan St,2015-11-17,-6
278,Cal St. Fullerton vs. Pacific,2015-11-17,1
279,Binghamton vs. Cornell,2015-11-18,-17
280,Buffalo vs. St. Joseph's,2015-11-18,-22
281,Incarnate Word vs. Purdue,2015-11-18,-35
282,Wofford vs. North Carolina,2015-11-18,20
283,Indiana - Purdue vs. N.C. State,2015-11-18,-23
284,Bucknell vs. Robert Morris,2015-11-18,5
285,High Point vs. Drexel,2015-11-18,-9
286,Eastern Michigan vs. Oakland,2015-11-18,-10
287,Jacksonville St. vs. Virginia Tech,2015-11-18,-9
288,Sacred Heart vs. Massachusetts Lowell,2015-11-18,3
289,Western Kentucky vs. Belmont,2015-11-18,5
290,Brown vs. Niagara,2015-11-18,-9
291,Toledo vs. Youngstown St.,2015-11-18,22
292,Prairie View A&M vs. Houston,2015-11-18,41
293,Kent St. vs. Southern Illinois,2015-11-18,-3
294,IUPU - Ft. Wayne vs. Austin Peay,2015-11-18,-3
295,Akron vs. Arkansas,2015-11-18,8
296,Kennesaw St. vs. Arizona State,2015-11-18,38
297,Northern Arizona vs. Gonzaga,2015-11-18,39
298,Tennessee Tech vs. New Mexico St.,2015-11-18,13
299,Seattle vs. Eastern Washington,2015-11-18,6
300,Illinois vs. Providence,2015-11-18,-1
301,Cincinnati vs. Bowling Green,2015-11-18,-33
302,Richmond vs. Wake Forest,2015-11-18,9
303,Quinnipiac vs. Vermont,2015-11-18,-13
304,Morgan St. vs. Old Dominion,2015-11-18,-31
305,Loyola-Maryland vs. MD Baltimore Cty,2015-11-18,19
306,Arkansas St. vs. Savannah State,2015-11-18,-1
307,UC Irvine vs. Central Florida,2015-11-18,-1
308,Army vs. Fairleigh Dickinson,2015-11-18,11
309,Fairfield vs. Northwestern,2015-11-18,-7
310,Saint Louis vs. SIU - Edwardsville,2015-11-18,-10
311,Loyola-Chicago vs. New Mexico,2015-11-18,-24
312,Utah Valley vs. Denver,2015-11-18,13
313,Southern Utah vs. UNLV,2015-11-18,-20
314,Temple vs. Minnesota,2015-11-19,-5
315,Oklahoma St. vs. Towson,2015-11-19,17
316,Miami-Florida vs. Mississippi St.,2015-11-19,26
317,George Washington vs. South Florida,2015-11-19,6
318,Navy vs. South Carolina Upstate,2015-11-19,12
319,Rutgers vs. St. John's,2015-11-19,-2
320,Maine vs. LIU Brooklyn,2015-11-19,5
321,Long Beach St. vs. Seton Hall,2015-11-19,3
322,Hartford vs. St. Peter's,2015-11-19,1
323,Green Bay vs. Georgia Tech,2015-11-19,30
324,Furman vs. Charlotte,2015-11-19,9
325,Alabama St. vs. Mercer,2015-11-19,-21
326,Boston U vs. New Jersey Tech,2015-11-19,-25
327,Louisiana-Monroe vs. Northwestern St.,2015-11-19,16
328,Houston Baptist vs. Texas Christian,2015-11-19,-27
329,Delaware State vs. Nebraska,2015-11-19,-15
330,Texas A&M CC vs. Texas A&M,2015-11-19,25
331,SE Missouri St. vs. Alabama A&M,2015-11-19,18
332,Boise St. vs. Arizona,2015-11-19,21
333,Alcorn St. vs. Grand Canyon,2015-11-19,-33
334,Iowa vs. Marquette,2015-11-19,28
335,South Alabama vs. Louisiana State,2015-11-19,12
336,Oregon St. vs. Rice,2015-11-19,8
337,Virginia vs. Bradley,2015-11-19,-25
338,Santa Clara vs. UC Riverside,2015-11-19,-14
339,Mount St. Mary's vs. Washington,2015-11-19,-33
340,Mississippi vs. George Mason,2015-11-19,6
341,Butler vs. Missouri St.,2015-11-19,34
342,Central Conn. St. vs. Boston College,2015-11-19,25
343,Creighton vs. Indiana,2015-11-19,-21
344,Texas Southern vs. Clemson,2015-11-19,20
345,Colgate vs. Albany,2015-11-19,21
346,Central Arkansas vs. Massachusetts,2015-11-19,-27
347,Marshall vs. Tennessee,2015-11-19,-10
348,Yale vs. Lehigh,2015-11-19,-12
349,New Hampshire vs. Holy Cross,2015-11-19,-4
350,Utah vs. Texas Tech,2015-11-19,-10
351,South Dakota State vs. Illinois St.,2015-11-19,-16
352,Tulane vs. Southern,2015-11-19,8
353,Stony Brook vs. Vanderbilt,2015-11-19,-7
354,UAB vs. Troy,2015-11-19,-16
355,Grambling State vs. Memphis,2015-11-19,-18
356,Mississippi Valley State vs. Air Force,2015-11-19,1
357,Loyola Marymount vs. Colorado St.,2015-11-19,8
358,San Francisco vs. Fresno St.,2015-11-19,7
359,Pepperdine vs. UCLA,2015-11-19,-14
360,Southern Methodist vs. Stanford,2015-11-19,15
361,Minnesota vs. Missouri St.,2015-11-20,5
362,Ohio vs. Tulsa,2015-11-20,-2
363,Temple vs. Butler,2015-11-20,5
364,Florida International vs. James Madison,2015-11-20,-3
365,Siena vs. Radford,2015-11-20,-14
366,Northeastern vs. Florida Atlantic,2015-11-20,-2
367,DePaul vs. South Carolina,2015-11-20,-15
368,Penn St. vs. Duquesne,2015-11-20,26
369,Prairie View A&M vs. Bryant,2015-11-20,13
370,Appalachian St. vs. Hampton,2015-11-20,-21
371,Murray St. vs. Georgia,2015-11-20,11
372,Delaware vs. Iona,2015-11-20,-15
373,Miami-Florida vs. Utah,2015-11-20,24
374,Duke vs. VCU,2015-11-20,8
375,Wright St. vs. Kentucky,2015-11-20,15
376,Columbia vs. Northwestern,2015-11-20,-3
377,Jackson State vs. Baylor,2015-11-20,17
378,Charleston Southern vs. Arkansas,2015-11-20,18
379,South Carolina State vs. Longwood,2015-11-20,-6
380,Long Beach St. vs. Virginia,2015-11-20,-35
381,San Jose St. vs. Montana St.,2015-11-20,12
382,Idaho State vs. Washington St.,2015-11-20,-18
383,Oral Roberts vs. Tenn-Martin,2015-11-20,4
384,George Mason vs. Oklahoma St.,2015-11-20,3
385,Hofstra vs. Florida St.,2015-11-20,-5
386,Mississippi vs. Towson,2015-11-20,16
387,Wisconsin vs. Georgetown,2015-11-20,10
388,Mississippi St. vs. Texas Tech,2015-11-20,-2
389,Ball St. vs. Eastern Kentucky,2015-11-20,-8
390,Texas-Arlington vs. Ohio St.,2015-11-20,-5
391,Rider vs. Maryland,2015-11-20,7
392,East Tennessee St. vs. Villanova,2015-11-20,-35
393,Lipscomb vs. Miami (OH),2015-11-20,-2
394,Stetson vs. West Virginia,2015-11-20,-41
395,Arkansas-Pine Bluff vs. Michigan St,2015-11-20,-46
396,Jacksonville St. vs. Winthrop,2015-11-20,-11
397,Seton Hall vs. Bradley,2015-11-20,-8
398,South Dakota vs. Kansas St.,2015-11-20,21
399,McNeese St. vs. Oklahoma,2015-11-20,-29
400,Louisiana-Lafayette vs. Alabama,2015-11-20,12
401,Detroit vs. Pittsburgh,2015-11-20,-16
402,Indiana St. vs. Norfolk State,2015-11-20,9
403,Xavier vs. Michigan,2015-11-20,-16
404,Portland vs. Colorado,2015-11-20,22
405,Georgia Southern vs. Auburn,2015-11-20,30
406,Savannah State vs. Oregon,2015-11-20,18
407,East Carolina vs. California,2015-11-20,8
408,Furman vs. Connecticut,2015-11-21,25
409,Maryland - E. Shore vs. Wofford,2015-11-21,-10
410,Charleston vs. Davidson,2015-11-21,-1
411,Belmont vs. Evansville,2015-11-21,-5
412,Maine vs. Wagner,2015-11-21,-14
413,Massachusetts Lowell vs. Notre Dame,2015-11-21,-26
414,Fairleigh Dickinson vs. Fordham,2015-11-21,-23
415,Southern Illinois vs. Sam Houston St.,2015-11-21,-5
416,William & Mary vs. Dayton,2015-11-21,3
417,Florida vs. St. Joseph's,2015-11-21,11
418,Florida Atlantic vs. Miami (OH),2015-11-21,8
419,Lafayette vs. New Jersey Tech,2015-11-21,-14
420,Bowling Green vs. North Dakota,2015-11-21,-18
421,Ohio vs. Norfolk State,2015-11-21,-22
422,Austin Peay vs. Cal Poly SLO,2015-11-21,-9
423,Niagara vs. Vermont,2015-11-21,-18
424,Oregon St. vs. UC Santa Barbara,2015-11-21,12
425,Oral Roberts vs. James Madison,2015-11-21,-10
426,Bethune-Cookman vs. Richmond,2015-11-21,-25
427,VMI vs. Virginia Tech,2015-11-21,-24
428,American U. vs. St. Francis (PA),2015-11-21,-20
429,Houston Baptist vs. Illinois St.,2015-11-21,-16
430,Bucknell vs. Manhattan,2015-11-21,13
431,NC-Greensboro vs. Central Florida,2015-11-21,11
432,Youngstown St. vs. Florida Gulf Coast,2015-11-21,3
433,Loyola-Maryland vs. St. Bonaventure,2015-11-21,-12
434,Marist vs. Kent St.,2015-11-21,7
435,Siena vs. Bryant,2015-11-21,-19
436,Kennesaw St. vs. Samford,2015-11-21,-12
437,Lamar vs. Delaware State,2015-11-21,-11
438,Tenn-Martin vs. Florida International,2015-11-21,7
439,Florida A&M vs. Houston,2015-11-21,-45
440,UMKC vs. Drake,2015-11-21,-6
441,Middle Tennessee St. vs. Tennessee St.,2015-11-21,3
442,Chattanooga vs. Illinois,2015-11-21,4
443,Mississippi Valley State vs. New Mexico St.,2015-11-21,-39
444,Texas-San Antonio vs. Southern Utah,2015-11-21,-3
445,New Mexico vs. Southern California,2015-11-21,-8
446,North Florida vs. Louisville,2015-11-21,28
447,Old Dominion vs. Purdue,2015-11-21,-22
448,Stony Brook vs. Western Kentucky,2015-11-21,-1
449,Northeastern vs. Lipscomb,2015-11-21,-12
450,North Carolina vs. Northern Iowa,2015-11-21,-4
451,South Dakota State vs. Texas Christian,2015-11-21,9
452,South Carolina State vs. Eastern Kentucky,2015-11-21,10
453,Monmouth-NJ vs. Drexel,2015-11-21,-8
454,SIU - Edwardsville vs. IUPU - Ft. Wayne,2015-11-21,20
455,Pennsylvania vs. Washington,2015-11-21,-37
456,Cornell vs. Canisius,2015-11-21,25
457,Morgan St. vs. Campbell,2015-11-21,-5
458,N.C. Asheville vs. Texas A&M,2015-11-21,-28
459,Arkansas-Little Rock vs. San Diego St.,2015-11-21,6
460,Prairie View A&M vs. Radford,2015-11-21,-8
461,Longwood vs. Ball St.,2015-11-21,11
462,Central Arkansas vs. Rutgers,2015-11-21,-3
463,Toledo vs. Loyola-Chicago,2015-11-21,-1
464,San Diego vs. Cal St. Fullerton,2015-11-21,12
465,Florida St. vs. DePaul,2015-11-21,-16
466,Sacred Heart vs. Fairfield,2015-11-21,4
467,Western Carolina vs. High Point,2015-11-21,6
468,Boston U vs. South Florida,2015-11-21,12
469,Brown vs. Providence,2015-11-21,-21
470,Elon University vs. Syracuse,2015-11-21,-11
471,MD Baltimore Cty vs. Northern Colorado,2015-11-21,9
472,The Citadel vs. Presbyterian,2015-11-21,16
473,Western Michigan vs. NC-Wilmington,2015-11-21,4
474,Morehead St. vs. Northern Kentucky,2015-11-21,8
475,Cleveland St. vs. Rhode Island,2015-11-21,-28
476,Buffalo vs. No.Carolina A&T,2015-11-21,18
477,Texas A&M CC vs. Texas,2015-11-21,11
478,St. Francis (NY) vs. Saint Louis,2015-11-21,16
479,Louisiana Tech vs. Grambling State,2015-11-21,-19
480,Western Illinois vs. Eastern Illinois,2015-11-21,-20
481,Mount St. Mary's vs. Gonzaga,2015-11-21,45
482,St. Peter's vs. Princeton,2015-11-21,3
483,Texas State vs. Texas-El Paso,2015-11-21,-15
484,UC Riverside vs. San Francisco,2015-11-21,1
485,Nevada vs. Pacific,2015-11-21,3
486,Gardner-Webb vs. Tennessee,2015-11-22,-25
487,Missouri St. vs. Mississippi St.,2015-11-22,14
488,Harvard vs. Boston College,2015-11-22,13
489,Oral Roberts vs. Florida International,2015-11-22,-6
490,Cal Poly SLO vs. MD Baltimore Cty,2015-11-22,13
491,Nebraska Omaha vs. Colorado,2015-11-22,5
492,Longwood vs. Eastern Kentucky,2015-11-22,13
493,Minnesota vs. Texas Tech,2015-11-22,-13
494,Portland St. vs. Texas Rio Grande Valley,2015-11-22,18
495,Tenn-Martin vs. James Madison,2015-11-22,-3
496,Mississippi vs. Seton Hall,2015-11-22,-12
497,Robert Morris vs. Air Force,2015-11-22,12
498,Bowling Green vs. Youngstown St.,2015-11-22,7
499,Wyoming vs. Montana St.,2015-11-22,1
500,Akron vs. Villanova,2015-11-22,-19
501,South Carolina State vs. Ball St.,2015-11-22,12
502,Austin Peay vs. Northern Colorado,2015-11-22,15
503,Florida vs. Purdue,2015-11-22,-15
504,Valparaiso vs. Oregon,2015-11-22,6
505,Tulsa vs. Indiana St.,2015-11-22,-8
506,Southeastern Louisiana vs. Nebraska,2015-11-22,27
507,Butler vs. Miami-Florida,2015-11-22,-10
508,Northwestern St. vs. Arizona,2015-11-22,19
509,Hofstra vs. South Carolina,2015-11-22,-10
510,George Mason vs. Virginia,2015-11-22,-17
511,Stanford vs. St. Mary's,2015-11-22,17
512,Florida Atlantic vs. Lipscomb,2015-11-22,-14
513,North Carolina Central vs. LIU Brooklyn,2015-11-22,1
514,Old Dominion vs. St. Joseph's,2015-11-22,-2
515,Arkansas-Pine Bluff vs. Cincinnati,2015-11-22,-49
516,Georgetown vs. Duke,2015-11-22,2
517,Towson vs. Bradley,2015-11-22,-2
518,East Tennessee St. vs. Georgia Tech,2015-11-22,1
519,Northeastern vs. Miami (OH),2015-11-22,6
520,Holy Cross vs. Quinnipiac,2015-11-22,-6
