,MATCH,DATE,PT_DIFF
1151,Nebraska Omaha vs. Montana St.,2015-12-06,-3
1152,Portland St. vs. Washington St.,2015-12-06,-24
1153,Morgan St. vs. Cincinnati,2015-12-06,21
1154,Davidson vs. North Carolina,2015-12-06,-33
1155,Vanderbilt vs. Baylor,2015-12-06,2
1156,Cal St. Fullerton vs. Washington,2015-12-06,-18
1157,Oklahoma vs. Villanova,2015-12-07,23
1158,Binghamton vs. Oakland,2015-12-07,-11
1159,Kent St. vs. New Jersey Tech,2015-12-07,5
1160,Brown vs. Georgetown,2015-12-07,-17
1161,Northeastern vs. Western Michigan,2015-12-07,-1
1162,Howard vs. North Carolina Central,2015-12-07,0
1163,South Carolina State vs. Bethune-Cookman,2015-12-07,15
1164,Maryland - E. Shore vs. No.Carolina A&T,2015-12-07,-6
1165,Oregon vs. Navy,2015-12-07,-20
1166,CSU Northridge vs. San Francisco,2015-12-07,-4
1167,Incarnate Word vs. Sacramento State,2015-12-07,-3
1168,Indiana - Purdue vs. Purdue,2015-12-07,-27
1169,VMI vs. Butler,2015-12-07,27
1170,Western Illinois vs. Iowa,2015-12-07,34
1171,East Carolina vs. Charleston,2015-12-07,4
1172,Belmont vs. Lipscomb,2015-12-07,9
1173,Norfolk State vs. Coppin St.,2015-12-07,-32
1174,Buffalo vs. Iowa St.,2015-12-07,-21
1175,Idaho vs. Southern California,2015-12-07,-19
1176,Central Conn. St. vs. Rutgers,2015-12-08,-16
1177,West Virginia vs. Virginia,2015-12-08,16
1178,Houston vs. Rhode Island,2015-12-08,-10
1179,Princeton vs. St. Joseph's,2015-12-08,-12
1180,Bucknell vs. Mount St. Mary's,2015-12-08,-8
1181,Winthrop vs. Georgia,2015-12-08,10
1182,Massachusetts vs. Central Florida,2015-12-08,4
1183,Harvard vs. Boston U,2015-12-08,-6
1184,Army vs. Bryant,2015-12-08,22
1185,Liberty vs. Furman,2015-12-08,23
1186,Texas-San Antonio vs. Texas,2015-12-08,66
1187,San Jose St. vs. Marquette,2015-12-08,18
1188,South Dakota State vs. Minnesota,2015-12-08,-14
1189,Michigan vs. Southern Methodist,2015-12-08,-24
1190,Stony Brook vs. Notre Dame,2015-12-08,25
1191,Southern vs. Grand Canyon,2015-12-08,14
1192,Maryland vs. Connecticut,2015-12-08,-10
1193,Texas Christian vs. Washington,2015-12-08,-25
1194,MD Baltimore Cty vs. Duquesne,2015-12-08,19
1195,Penn St. vs. George Washington,2015-12-08,10
1196,Vermont vs. St. Bonaventure,2015-12-08,12
1197,Florida vs. Miami-Florida,2015-12-08,-11
1198,Colgate vs. Syracuse,2015-12-08,-27
1199,Wright St. vs. Xavier,2015-12-08,-35
1200,LIU Brooklyn vs. Fordham,2015-12-08,5
1201,Wagner vs. Rider,2015-12-08,-1
1202,Northern Iowa vs. George Mason,2015-12-08,-8
1203,Towson vs. Loyola-Maryland,2015-12-08,-11
1204,Bradley vs. Texas-Arlington,2015-12-08,-36
1205,Air Force vs. Ohio St.,2015-12-08,-24
1206,UMKC vs. South Dakota,2015-12-08,9
1207,Northwestern St. vs. Baylor,2015-12-08,13
1208,Bowling Green vs. SE Missouri St.,2015-12-08,27
1209,Evansville vs. Arkansas,2015-12-08,13
1210,Montana vs. Gonzaga,2015-12-08,3
1211,Iona vs. Tulsa,2015-12-08,-9
1212,Idaho State vs. Portland,2015-12-08,1
1213,Niagara vs. St. John's,2015-12-09,-4
1214,Temple vs. Pennsylvania,2015-12-09,-4
1215,NC-Greensboro vs. High Point,2015-12-09,18
1216,Eastern Kentucky vs. Kentucky,2015-12-09,-21
1217,Dartmouth vs. Maine,2015-12-09,10
1218,Hofstra vs. Siena,2015-12-09,-13
1219,Virginia Tech vs. Radford,2015-12-09,-9
1220,Maryland - E. Shore vs. Michigan St,2015-12-09,-43
1221,Eastern Illinois vs. Marshall,2015-12-09,-6
1222,Valparaiso vs. Indiana St.,2015-12-09,-6
1223,Coppin St. vs. Kansas St.,2015-12-09,-25
1224,Nebraska vs. Creighton,2015-12-09,16
1225,Yale vs. Illinois,2015-12-09,4
1226,SIU - Edwardsville vs. Southern Illinois,2015-12-09,2
1227,Fresno St. vs. Arizona,2015-12-09,13
1228,UNLV vs. Wichita St.,2015-12-09,-6
1229,Loyola Marymount vs. Boise St.,2015-12-09,1
1230,Wis.-Milwaukee vs. Wisconsin,2015-12-09,1
1231,Denver vs. San Diego,2015-12-09,12
1232,Albany vs. Marist,2015-12-09,22
1233,Howard vs. Purdue,2015-12-09,-38
1234,Boston College vs. Providence,2015-12-09,-15
1235,Quinnipiac vs. Hartford,2015-12-09,-2
1236,Campbell vs. Charlotte,2015-12-09,6
1237,IUPU - Ft. Wayne vs. Indiana,2015-12-09,-25
1238,Fairleigh Dickinson vs. Lafayette,2015-12-09,2
1239,Columbia vs. Manhattan,2015-12-09,1
1240,Toledo vs. Detroit,2015-12-09,3
1241,Holy Cross vs. Kansas,2015-12-09,-33
1242,Nebraska Omaha vs. Missouri,2015-12-09,7
1243,McNeese St. vs. Louisiana-Lafayette,2015-12-09,33
1244,DePaul vs. Drake,2015-12-09,3
1245,Eastern Washington vs. Davidson,2015-12-09,10
1246,Utah St. vs. Brigham Young,2015-12-09,12
1247,Dayton vs. Vanderbilt,2015-12-09,5
1248,Weber St. vs. Utah Valley,2015-12-09,3
1249,Tenn-Martin vs. Texas Tech,2015-12-09,-19
1250,Long Beach St. vs. Pepperdine,2015-12-09,-2
1251,Incarnate Word vs. California,2015-12-09,12
1252,New Jersey Tech vs. St. Francis (NY),2015-12-10,6
1253,Louisiana-Monroe vs. Kent St.,2015-12-10,11
1254,Troy vs. Seton Hall,2015-12-10,9
1255,Washington St. vs. Idaho,2015-12-10,4
1256,Canisius vs. Penn St.,2015-12-10,-14
1257,Boston U vs. Massachusetts Lowell,2015-12-10,20
1258,Iowa vs. Iowa St.,2015-12-10,-1
1259,Indiana - Purdue vs. Missouri St.,2015-12-10,-14
1260,Southern vs. Wyoming,2015-12-10,10
1261,Nicholls State vs. San Diego St.,2015-12-10,-37
1262,Eastern Washington vs. Pittsburgh,2015-12-11,-33
1263,Prairie View A&M vs. Texas Christian,2015-12-11,-18
1264,Valparaiso vs. Chicago St.,2015-12-11,-18
1265,Tenn-Martin vs. Texas Rio Grande Valley,2015-12-11,8
1266,North Dakota State vs. North Dakota,2015-12-11,-2
1267,Ohio St. vs. Connecticut,2015-12-12,20
1268,Delaware State vs. Michigan,2015-12-12,-47
1269,Pepperdine vs. Ball St.,2015-12-12,-9
1270,Mount St. Mary's vs. MD Baltimore Cty,2015-12-12,12
1271,Navy vs. VMI,2015-12-12,6
1272,Auburn vs. Middle Tennessee St.,2015-12-12,-7
1273,Youngstown St. vs. Purdue,2015-12-12,31
1274,Oral Roberts vs. Oklahoma,2015-12-12,23
1275,Illinois-Chicago vs. Illinois,2015-12-12,4
1276,Old Dominion vs. Georgia St,2015-12-12,4
1277,Jacksonville vs. South Carolina State,2015-12-12,-7
1278,NC-Wilmington vs. Georgetown,2015-12-12,5
1279,Mississippi vs. SE Missouri St.,2015-12-12,11
1280,Texas A&M CC vs. Texas-San Antonio,2015-12-12,6
1281,Arizona State vs. Kentucky,2015-12-12,-14
1282,St. Mary's vs. California,2015-12-12,4
1283,Stony Brook vs. Northeastern,2015-12-12,13
1284,Army vs. Air Force,2015-12-12,-10
1285,Radford vs. Howard,2015-12-12,-1
1286,Maryland - E. Shore vs. Maryland,2015-12-12,21
1287,Texas Southern vs. Central Michigan,2015-12-12,8
1288,Indiana - Purdue vs. Creighton,2015-12-12,25
1289,Portland St. vs. SIU - Edwardsville,2015-12-12,-10
1290,North Carolina vs. Texas,2015-12-12,-2
1291,Cincinnati vs. Xavier,2015-12-12,-10
1292,Montana vs. Washington,2015-12-12,-30
1293,McNeese St. vs. Indiana,2015-12-12,45
1294,Longwood vs. Richmond,2015-12-12,-18
1295,Pacific vs. Fresno St.,2015-12-12,19
1296,Holy Cross vs. Hartford,2015-12-12,-22
1297,Western Carolina vs. Davidson,2015-12-12,33
1298,Oakland vs. Toledo,2015-12-12,12
1299,Eastern Kentucky vs. Marshall,2015-12-12,-24
1300,Chattanooga vs. Dayton,2015-12-12,2
1301,Bethune-Cookman vs. Akron,2015-12-12,21
1302,UNLV vs. UC Riverside,2015-12-12,-11
1303,Albany vs. Siena,2015-12-12,-8
1304,Brigham Young vs. Colorado,2015-12-12,-9
1305,North Texas vs. Southern Illinois,2015-12-12,-8
1306,Manhattan vs. Memphis,2015-12-12,-32
1307,Northern Iowa vs. New Mexico,2015-12-12,19
1308,Utah Valley vs. Idaho State,2015-12-12,-24
1309,Arkansas-Little Rock vs. DePaul,2015-12-12,22
1310,Sacramento State vs. Portland,2015-12-12,8
1311,Bryant vs. Providence,2015-12-12,-7
1312,Duquesne vs. St. Francis (PA),2015-12-12,2
1313,Louisiana-Lafayette vs. Louisiana Tech,2015-12-12,12
1314,Ohio vs. Cleveland St.,2015-12-12,-9
1315,Bowling Green vs. Detroit,2015-12-12,-15
1316,Marquette vs. Wisconsin,2015-12-12,2
1317,Binghamton vs. Buffalo,2015-12-12,-16
1318,Lamar vs. Liberty,2015-12-12,15
1319,Eastern Michigan vs. Louisville,2015-12-12,-33
1320,Grambling State vs. Tennessee St.,2015-12-12,-12
1321,Louisiana-Monroe vs. Penn St.,2015-12-12,-4
1322,Tennessee vs. Butler,2015-12-12,8
1323,Austin Peay vs. IUPU - Ft. Wayne,2015-12-12,-17
1324,LIU Brooklyn vs. Niagara,2015-12-12,1
1325,Eastern Illinois vs. Western Illinois,2015-12-12,-7
1326,Utah vs. Wichita St.,2015-12-12,-17
1327,Lafayette vs. Sacred Heart,2015-12-12,4
1328,George Mason vs. James Madison,2015-12-12,-23
1329,Gardner-Webb vs. Furman,2015-12-12,-20
1330,Mississippi Valley State vs. Evansville,2015-12-12,35
1331,Rutgers vs. George Washington,2015-12-12,34
1332,Princeton vs. Lipscomb,2015-12-12,-14
1333,Mississippi St. vs. UMKC,2015-12-12,-5
1334,Kansas St. vs. Texas A&M,2015-12-12,-10
1335,Rider vs. Charleston Southern,2015-12-12,-10
1336,Florida vs. Michigan St,2015-12-12,-6
1337,Cal. State - Bakersfield vs. South Dakota,2015-12-12,10
1338,Drake vs. Nevada,2015-12-12,-8
1339,Oregon vs. Boise St.,2015-12-12,2
1340,New Jersey Tech vs. Columbia,2015-12-12,24
1341,Delaware vs. Marist,2015-12-12,1
1342,Florida Atlantic vs. Central Florida,2015-12-12,14
1343,Canisius vs. Kent St.,2015-12-12,-7
1344,Samford vs. Florida A&M,2015-12-12,-19
1345,Oregon St. vs. Kansas,2015-12-12,15
1346,Tennessee Tech vs. Arkansas,2015-12-12,26
1347,Alabama A&M vs. Saint Louis,2015-12-12,-17
1348,Minnesota vs. Oklahoma St.,2015-12-12,-2
1349,UC Irvine vs. Utah St.,2015-12-12,10
1350,Loyola Marymount vs. Cal St. Fullerton,2015-12-12,-12
1351,UCLA vs. Gonzaga,2015-12-12,-5
1352,Dartmouth vs. Stanford,2015-12-12,-14
1353,New Hampshire vs. Colgate,2015-12-13,16
1354,Coppin St. vs. Fordham,2015-12-13,-37
1355,Wright St. vs. Miami (OH),2015-12-13,5
1356,Rhode Island vs. Nebraska,2015-12-13,3
1357,Campbell vs. N.C. Asheville,2015-12-13,-20
1358,No.Carolina A&T vs. East Carolina,2015-12-13,11
1359,St. Peter's vs. Seton Hall,2015-12-13,26
1360,Texas Rio Grande Valley vs. Texas State,2015-12-13,-9
1361,UC Santa Barbara vs. South Dakota State,2015-12-13,18
1362,Tulsa vs. Missouri St.,2015-12-13,-9
1363,Murray St. vs. Illinois St.,2015-12-13,2
1364,St. Joseph's vs. Temple,2015-12-13,1
1365,Morehead St. vs. Pittsburgh,2015-12-13,-10
1366,Maine vs. Boston College,2015-12-13,31
1367,Montana St. vs. San Jose St.,2015-12-13,8
1368,Louisiana State vs. Houston,2015-12-13,7
1369,Texas-El Paso vs. Washington St.,2015-12-13,-16
1370,Colorado St. vs. Northern Colorado,2015-12-13,-9
1371,Norfolk State vs. Northern Kentucky,2015-12-13,-21
1372,Nebraska Omaha vs. Grand Canyon,2015-12-13,-4
1373,Wyoming vs. New Mexico St.,2015-12-13,-3
1374,Syracuse vs. St. John's,2015-12-13,12
1375,Massachusetts vs. Florida Gulf Coast,2015-12-13,1
1376,Weber St. vs. Denver,2015-12-13,1
1377,Loyola-Chicago vs. Notre Dame,2015-12-13,-20
1378,Wagner vs. Monmouth-NJ,2015-12-13,19
1379,Boston U vs. Quinnipiac,2015-12-13,7
1380,Southeastern Louisiana vs. Florida St.,2015-12-13,17
1381,Lamar vs. Virginia Tech,2015-12-13,-35
1382,Indiana St. vs. Western Kentucky,2015-12-13,-13
1383,Yale vs. Southern California,2015-12-13,12
1384,N.C. State vs. South Florida,2015-12-13,19
1385,Alabama St. vs. Jacksonville St.,2015-12-13,3
1386,La Salle vs. Villanova,2015-12-13,-29
1387,Louisiana-Monroe vs. West Virginia,2015-12-13,-42
1388,Arkansas-Pine Bluff vs. Iowa St.,2015-12-13,-14
1389,Alabama vs. Clemson,2015-12-13,1
1390,Chicago St. vs. Northwestern,2015-12-13,-42
1391,Missouri vs. Arizona,2015-12-13,36
1392,Seattle vs. UAB,2015-12-13,-6
1393,Robert Morris vs. Columbia,2015-12-14,7
1394,Florida International vs. North Florida,2015-12-14,-22
1395,Tennessee St. vs. Stetson,2015-12-14,-3
1396,St. Francis (NY) vs. Manhattan,2015-12-14,11
1397,Prairie View A&M vs. Tulane,2015-12-14,-14
1398,Southern Miss vs. South Alabama,2015-12-14,-3
1399,Dartmouth vs. Cal. State - Bakersfield,2015-12-14,7
1400,Eastern Washington vs. Western Carolina,2015-12-14,-17
1401,South Carolina Upstate vs. Navy,2015-12-14,-9
1402,North Carolina Central vs. Marshall,2015-12-14,19
1403,Coastal Carolina vs. Wofford,2015-12-14,8
1404,Nicholls State vs. North Texas,2015-12-14,-18
1405,Sacred Heart vs. Hartford,2015-12-14,9
1406,Cal Poly SLO vs. St. Mary's,2015-12-14,-30
1407,Georgia Southern vs. Duke,2015-12-15,34
1408,NC-Greensboro vs. Wake Forest,2015-12-15,-10
1409,Presbyterian vs. Clemson,2015-12-15,28
1410,Drexel vs. South Carolina,2015-12-15,-25
1411,East Tennessee St. vs. N.C. Asheville,2015-12-15,-20
1412,Jackson State vs. Miami (OH),2015-12-15,-11
1413,Southeastern Louisiana vs. Florida A&M,2015-12-15,3
1414,St. Francis (PA) vs. Binghamton,2015-12-15,-6
1415,Southern vs. Memphis,2015-12-15,5
1416,Appalachian St. vs. Texas,2015-12-15,-12
1417,Pacific vs. Green Bay,2015-12-15,5
1418,Mercer vs. Auburn,2015-12-15,7
1419,Delaware State vs. Grand Canyon,2015-12-15,-29
1420,DePaul vs. Stanford,2015-12-15,-19
1421,UC Davis vs. San Diego,2015-12-15,6
1422,Norfolk State vs. Cincinnati,2015-12-15,16
1423,Louisiana Tech vs. Mississippi,2015-12-15,-19
1424,Northern Kentucky vs. Michigan,2015-12-15,15
1425,Florida Atlantic vs. Eastern Kentucky,2015-12-15,7
1426,Tennessee Tech vs. Chattanooga,2015-12-15,11
1427,Monmouth-NJ vs. Georgetown,2015-12-15,-15
1428,Mississippi Valley State vs. Northwestern,2015-12-15,-30
1429,UC Riverside vs. Houston Baptist,2015-12-15,13
1430,Louisiana-Lafayette vs. UCLA,2015-12-15,-9
1431,VCU vs. Georgia Tech,2015-12-15,13
1432,Texas A&M CC vs. Wisconsin,2015-12-15,-15
1433,Longwood vs. Oklahoma St.,2015-12-15,-18
1434,Arkansas-Pine Bluff vs. Santa Clara,2015-12-15,-12
1435,UC Irvine vs. Oregon,2015-12-15,15
1436,Alabama St. vs. Elon University,2015-12-16,-17
1437,Northern Illinois vs. Ohio St.,2015-12-16,-13
1438,New Orleans vs. Massachusetts,2015-12-16,8
1439,UC Santa Barbara vs. Vermont,2015-12-16,-7
1440,Kennesaw St. vs. Louisville,2015-12-16,-37
1441,Jacksonville vs. South Florida,2015-12-16,-13
1442,The Citadel vs. Bethune-Cookman,2015-12-16,-12
1443,North Carolina Central vs. Houston,2015-12-16,8
1444,Arkansas-Little Rock vs. Central Arkansas,2015-12-16,23
1445,Nicholls State vs. Southern Methodist,2015-12-16,-44
1446,Montana St. vs. North Dakota State,2015-12-16,-9
1447,South Dakota State vs. Texas Tech,2015-12-16,-12
1448,Tenn-Martin vs. Saint Louis,2015-12-16,-6
1449,Oral Roberts vs. Missouri St.,2015-12-16,19
1450,Illinois St. vs. Illinois-Chicago,2015-12-16,12
1451,Mississippi St. vs. Florida St.,2015-12-16,24
1452,Alabama A&M vs. Western Kentucky,2015-12-16,-9
1453,Arizona State vs. UNLV,2015-12-16,10
1454,Cal. State - Bakersfield vs. Fresno St.,2015-12-16,-8
1455,Texas Southern vs. Iona,2015-12-16,10
1456,Gardner-Webb vs. Louisiana State,2015-12-16,-21
1457,South Carolina State vs. Duquesne,2015-12-16,15
1458,Tulane vs. North Carolina,2015-12-16,24
1459,High Point vs. N.C. State,2015-12-16,-3
1460,Florida Atlantic vs. Tennessee,2015-12-16,-19
1461,NC-Wilmington vs. East Carolina,2015-12-16,5
1462,Old Dominion vs. Richmond,2015-12-16,-16
1463,Austin Peay vs. North Florida,2015-12-16,-10
1464,Savannah State vs. Utah,2015-12-16,-46
1465,Chicago St. vs. Minnesota,2015-12-16,-18
1466,Cleveland St. vs. Loyola-Chicago,2015-12-16,6
1467,Texas State vs. Prairie View A&M,2015-12-16,-18
1468,South Carolina Upstate vs. UAB,2015-12-16,-42
1469,Denver vs. Northern Colorado,2015-12-16,4
1470,Winthrop vs. Alabama,2015-12-16,12
1471,New Mexico St. vs. New Mexico,2015-12-16,18
1472,Northern Arizona vs. Arizona,2015-12-16,55
1473,Southern Utah vs. St. Mary's,2015-12-16,-56
1474,Mississippi Valley State vs. North Texas,2015-12-17,-13
1475,Marshall vs. West Virginia,2015-12-17,-18
1476,Liberty vs. Princeton,2015-12-17,-5
1477,Grambling State vs. No.Carolina A&T,2015-12-17,-14
1478,Belmont vs. Middle Tennessee St.,2015-12-17,-21
1479,Norfolk State vs. Evansville,2015-12-17,14
1480,CSU Northridge vs. Portland St.,2015-12-17,6
1481,Hampton vs. Southern Methodist,2015-12-17,-33
1482,Charleston Southern vs. Wright St.,2015-12-17,-6
1483,Jackson State vs. Ohio,2015-12-17,-5
1484,Lehigh vs. Robert Morris,2015-12-17,-2
1485,Stony Brook vs. American U.,2015-12-17,-18
1486,Lipscomb vs. Tennessee St.,2015-12-17,-3
1487,South Dakota vs. Wis.-Milwaukee,2015-12-17,1
1488,Cal Poly SLO vs. Southern California,2015-12-17,-19
1489,Maryland - E. Shore vs. Old Dominion,2015-12-18,-30
1490,Massachusetts Lowell vs. Central Conn. St.,2015-12-18,4
1491,South Carolina vs. Clemson,2015-12-18,-6
1492,Wagner vs. Fairfield,2015-12-18,-12
1493,Sam Houston St. vs. LIU Brooklyn,2015-12-18,-6
1494,Mississippi vs. Memphis,2015-12-18,-6
1495,South Alabama vs. Samford,2015-12-18,-2
1496,Southern Illinois vs. Murray St.,2015-12-18,-15
1497,Miami (OH) vs. Tennessee Tech,2015-12-18,-13
1498,Long Beach St. vs. Oregon,2015-12-18,-21
1499,Central Michigan vs. Brigham Young,2015-12-18,13
1500,Jacksonville St. vs. Loyola Marymount,2015-12-18,-17
1501,Coppin St. vs. San Francisco,2015-12-18,-3
1502,Grand Canyon vs. San Diego St.,2015-12-18,7
1503,Incarnate Word vs. St. John's,2015-12-18,22
1504,Coastal Carolina vs. Wake Forest,2015-12-18,-6
1505,Arkansas St. vs. Tenn-Martin,2015-12-18,-4
1506,Eastern Kentucky vs. East Tennessee St.,2015-12-18,6
1507,Kennesaw St. vs. Chattanooga,2015-12-18,12
1508,Southern vs. Louisiana Tech,2015-12-18,7
1509,Towson vs. Fairleigh Dickinson,2015-12-18,1
1510,UC Riverside vs. Abilene Christian,2015-12-18,-4
1511,Weber St. vs. Portland,2015-12-18,-10
1512,Texas State vs. Washington St.,2015-12-18,-5
1513,Nicholls State vs. Colorado,2015-12-18,17
1514,Louisiana-Lafayette vs. Pepperdine,2015-12-18,-20
1515,Santa Clara vs. Nevada,2015-12-18,3
1516,Cal St. Fullerton vs. Oregon St.,2015-12-18,-13
1517,Utah vs. Duke,2015-12-19,-2
1518,Georgia Tech vs. Georgia,2015-12-19,14
1519,Villanova vs. Virginia,2015-12-19,-11
1520,Western Kentucky vs. Louisville,2015-12-19,22
1521,Michigan St vs. Northeastern,2015-12-19,20
1522,St. Peter's vs. George Washington,2015-12-19,13
1523,Dartmouth vs. New Hampshire,2015-12-19,-20
1524,Belmont vs. Cleveland St.,2015-12-19,-2
1525,NC-Greensboro vs. Elon University,2015-12-19,10
1526,Indiana vs. Notre Dame,2015-12-19,7
1527,Illinois St. vs. St. Joseph's,2015-12-19,-14
1528,Northwestern vs. DePaul,2015-12-19,-8
1529,Maine vs. Fordham,2015-12-19,17
1530,The Citadel vs. Campbell,2015-12-19,19
1531,South Carolina State vs. St. Bonaventure,2015-12-19,-19
1532,Charleston vs. Miami-Florida,2015-12-19,-22
1533,Missouri St. vs. Valparaiso,2015-12-19,-29
1534,Florida International vs. Northern Illinois,2015-12-19,-3
1535,Kentucky vs. Ohio St.,2015-12-19,-7
1536,Cincinnati vs. VCU,2015-12-19,6
1537,Colorado St. vs. Kansas St.,2015-12-19,-5
1538,NC-Wilmington vs. Radford,2015-12-19,-2
1539,Illinois-Chicago vs. Loyola-Chicago,2015-12-19,-17
1540,Arkansas-Pine Bluff vs. Texas Tech,2015-12-19,-40
1541,Oakland vs. Washington,2015-12-19,14
1542,Butler vs. Purdue,2015-12-19,6
1543,Air Force vs. UC Davis,2015-12-19,7
1544,Georgia St vs. Southern Miss,2015-12-19,20
1545,Western Illinois vs. Chicago St.,2015-12-19,7
1546,Youngstown St. vs. Michigan,2015-12-19,59
1547,Utah Valley vs. Texas-San Antonio,2015-12-19,-5
1548,Northern Iowa vs. Iowa St.,2015-12-19,-2
1549,Delaware vs. Boston College,2015-12-19,8
1550,St. Francis (PA) vs. Albany,2015-12-19,7
1551,Iona vs. Rhode Island,2015-12-19,-5
1552,SE Missouri St. vs. Northern Kentucky,2015-12-19,10
1553,Furman vs. Dayton,2015-12-19,20
1554,Mercer vs. Arkansas,2015-12-19,-3
1555,Wofford vs. Vanderbilt,2015-12-19,24
1556,Longwood vs. George Mason,2015-12-19,5
1557,Rice vs. New Mexico,2015-12-19,-1
1558,New Mexico St. vs. Texas-El Paso,2015-12-19,20
1559,Hampton vs. Colorado,2015-12-19,42
1560,Tulsa vs. Oregon St.,2015-12-19,5
1561,Texas vs. Stanford,2015-12-19,-2
1562,Auburn vs. Xavier,2015-12-19,-24
1563,Wichita St. vs. Seton Hall,2015-12-19,4
1564,Cornell vs. Syracuse,2015-12-19,-21
1565,N.C. Asheville vs. Georgetown,2015-12-19,-6
1566,Central Florida vs. Detroit,2015-12-19,-6
1567,North Carolina vs. UCLA,2015-12-19,13
1568,Southern Utah vs. Indiana - Purdue,2015-12-19,14
1569,Stetson vs. IUPU - Ft. Wayne,2015-12-19,6
1570,Oral Roberts vs. Louisiana State,2015-12-19,23
1571,Montana vs. Kansas,2015-12-19,42
1572,Creighton vs. Oklahoma,2015-12-19,-13
1573,Robert Morris vs. Duquesne,2015-12-19,7
1574,Charlotte vs. Appalachian St.,2015-12-19,-16
1575,Boston U vs. Canisius,2015-12-19,-16
1576,Montana St. vs. Buffalo,2015-12-19,7
1577,Nebraska Omaha vs. Wyoming,2015-12-19,-1
1578,Houston Baptist vs. Arizona State,2015-12-19,19
1579,South Dakota vs. Illinois,2015-12-19,12
1580,Eastern Illinois vs. Houston,2015-12-19,-16
1581,Tulane vs. Mississippi St.,2015-12-19,10
1582,Winthrop vs. Georgia Southern,2015-12-19,-7
1583,MD Baltimore Cty vs. Howard,2015-12-19,10
1584,Delaware State vs. Temple,2015-12-19,-15
1585,Drake vs. Iowa,2015-12-19,-6
1586,Florida Atlantic vs. Florida St.,2015-12-19,-5
1587,South Dakota State vs. Florida Gulf Coast,2015-12-19,-4
1588,Alcorn St. vs. Tennessee St.,2015-12-19,-5
1589,N.C. State vs. Missouri,2015-12-19,-14
1590,Grambling State vs. Virginia Tech,2015-12-19,-35
1591,Florida A&M vs. North Florida,2015-12-19,-17
1592,Princeton vs. Maryland,2015-12-19,21
1593,UAB vs. South Florida,2015-12-19,-11
1594,Coppin St. vs. California,2015-12-19,33
1595,Bethune-Cookman vs. Toledo,2015-12-19,-34
1596,Mount St. Mary's vs. Lehigh,2015-12-19,3
1597,Penn St. vs. Drexel,2015-12-19,-6
1598,Indiana St. vs. Saint Louis,2015-12-19,8
1599,Oklahoma St. vs. Florida,2015-12-19,2
1600,Rider vs. Providence,2015-12-19,8
1601,Cal St. Fullerton vs. Portland,2015-12-19,-5
1602,Baylor vs. Texas A&M,2015-12-19,-19
1603,UNLV vs. Arizona,2015-12-19,12
1604,Tennessee vs. Gonzaga,2015-12-19,7
1605,New Jersey Tech vs. St. John's,2015-12-20,9
1606,Manhattan vs. Morgan St.,2015-12-20,12
1607,Bradley vs. Boise St.,2015-12-20,20
1608,Hofstra vs. Stony Brook,2015-12-20,-3
1609,East Carolina vs. James Madison,2015-12-20,-6
1610,Alabama St. vs. Coastal Carolina,2015-12-20,-3
1611,Cal Poly SLO vs. Texas A&M CC,2015-12-20,-6
1612,Evansville vs. Fresno St.,2015-12-20,8
1613,Liberty vs. St. Francis (NY),2015-12-20,-9
1614,Samford vs. Nebraska,2015-12-20,-11
1615,Pittsburgh vs. Davidson,2015-12-20,-25
1616,Monmouth-NJ vs. Rutgers,2015-12-20,6
1617,Maryland - E. Shore vs. American U.,2015-12-20,-15
1618,Abilene Christian vs. Texas Christian,2015-12-20,-11
1619,Northern Arizona vs. Arkansas-Little Rock,2015-12-20,27
1620,Marist vs. Army,2015-12-20,-6
1621,Austin Peay vs. Lipscomb,2015-12-20,8
1622,Eastern Washington vs. Denver,2015-12-20,-16
1623,Massachusetts Lowell vs. Connecticut,2015-12-20,9
1624,Western Carolina vs. Morehead St.,2015-12-20,8
1625,Bowling Green vs. Wright St.,2015-12-20,-36
1626,San Jose St. vs. Seattle,2015-12-20,-3
1627,Charleston Southern vs. Florida St.,2015-12-21,-11
1628,Akron vs. UC Santa Barbara,2015-12-21,14
1629,High Point vs. William & Mary,2015-12-21,-3
1630,Florida A&M vs. Jacksonville,2015-12-21,-2
1631,Sacred Heart vs. Northwestern,2015-12-21,36
1632,Appalachian St. vs. North Carolina,2015-12-21,-24
1633,Providence vs. Massachusetts,2015-12-21,-24
1634,Chicago St. vs. Marquette,2015-12-21,-17
1635,Elon University vs. N.C. Asheville,2015-12-21,5
1636,Eastern Michigan vs. Coppin St.,2015-12-21,-11
1637,Alcorn St. vs. Tenn-Martin,2015-12-21,-23
1638,North Dakota State vs. Idaho State,2015-12-21,-5
1639,Grand Canyon vs. Houston,2015-12-21,9
1640,Western Illinois vs. Loyola-Chicago,2015-12-21,5
1641,Southern Illinois vs. Saint Louis,2015-12-21,-13
1642,Oregon vs. Alabama,2015-12-21,-4
1643,North Texas vs. Creighton,2015-12-21,23
1644,South Carolina Upstate vs. Colorado St.,2015-12-21,28
1645,Oral Roberts vs. New Mexico St.,2015-12-21,15
1646,Santa Clara vs. Pacific,2015-12-21,1
1647,SIU - Edwardsville vs. Southern California,2015-12-21,-19
1648,Sacramento State vs. Stanford,2015-12-21,-10
1649,Nebraska Omaha vs. Eastern Illinois,2015-12-21,-12
1650,Southern vs. North Carolina Central,2015-12-21,-5
1651,Eastern Kentucky vs. West Virginia,2015-12-21,-25
