,MATCH,DATE,PT_DIFF
165,Buffalo vs. Kentucky,2014-11-16,-19
166,Samford vs. Pittsburgh,2014-11-16,7
167,Princeton vs. George Mason,2014-11-16,3
168,Massachusetts Lowell vs. Rhode Island,2014-11-16,-16
169,Navy vs. Notre Dame,2014-11-16,-39
170,Northern Kentucky vs. Nebraska,2014-11-16,19
171,Southern Utah vs. Miami (OH),2014-11-16,13
172,Boston College vs. Massachusetts,2014-11-16,-9
173,Lafayette vs. West Virginia,2014-11-16,-27
174,Southeastern Louisiana vs. Oklahoma,2014-11-16,25
175,Northern Colorado vs. Wyoming,2014-11-16,-8
176,Hampton vs. Syracuse,2014-11-16,-18
177,Utah St. vs. Illinois St.,2014-11-16,-5
178,Alabama St. vs. Arkansas,2014-11-16,-18
179,Holy Cross vs. Harvard,2014-11-16,-1
180,Pacific vs. UC Irvine,2014-11-16,-18
181,South Dakota vs. Stanford,2014-11-16,-11
182,Valparaiso vs. Missouri,2014-11-16,15
183,George Washington vs. Rutgers,2014-11-16,17
184,Norfolk State vs. Virginia,2014-11-16,-28
185,Alcorn St. vs. Texas,2014-11-16,-32
186,Kennesaw St. vs. California,2014-11-16,36
187,Cal St. Fullerton vs. New Mexico,2014-11-16,-8
188,Texas Southern vs. Indiana,2014-11-17,19
189,Towson vs. Morgan St.,2014-11-17,-5
190,Miami-Florida vs. Florida,2014-11-17,-2
191,Vermont vs. Siena,2014-11-17,-8
192,Radford vs. James Madison,2014-11-17,3
193,Winthrop vs. Clemson,2014-11-17,-3
194,Jacksonville St. vs. Louisville,2014-11-17,-49
195,Delaware vs. Liberty,2014-11-17,-6
196,Maine vs. New Jersey Tech,2014-11-17,-4
197,Oakland vs. Eastern Michigan,2014-11-17,12
198,Central Conn. St. vs. Maryland,2014-11-17,-36
199,South Carolina Upstate vs. No.Carolina A&T,2014-11-17,-17
200,Texas-Pan American vs. Texas-San Antonio,2014-11-17,1
201,Washington St. vs. Texas Christian,2014-11-17,27
202,Mississippi Valley State vs. Mississippi St.,2014-11-17,21
203,Mississippi vs. Troy,2014-11-17,10
204,Tenn-Martin vs. Arkansas St.,2014-11-17,-2
205,Nicholls State vs. North Texas,2014-11-17,-14
206,Binghamton vs. Providence,2014-11-17,-21
207,Western Carolina vs. Alabama,2014-11-17,6
208,Arkansas-Pine Bluff vs. Cal. State - Bakersfield,2014-11-17,7
209,Sacramento State vs. UC Riverside,2014-11-17,1
210,Detroit vs. Oregon,2014-11-17,-17
211,Southern Methodist vs. Gonzaga,2014-11-17,16
212,Northwestern vs. Brown,2014-11-17,-13
213,Hofstra vs. N.C. State,2014-11-17,-12
214,Louisiana Tech vs. Temple,2014-11-17,-25
215,St. Joseph's vs. Drexel,2014-11-17,-3
216,Maryland - E. Shore vs. Villanova,2014-11-17,-37
217,UC Santa Barbara vs. Florida Gulf Coast,2014-11-17,6
218,Gardner-Webb vs. Charleston,2014-11-17,-13
219,Belmont vs. Lipscomb,2014-11-17,25
220,St. Francis (PA) vs. American U.,2014-11-17,3
221,UMKC vs. Kansas St.,2014-11-17,10
222,Western Illinois vs. Illinois-Chicago,2014-11-17,3
223,Wake Forest vs. Tulane,2014-11-17,-22
224,IUPU - Ft. Wayne vs. SIU - Edwardsville,2014-11-17,3
225,Bucknell vs. Michigan,2014-11-17,-24
226,South Alabama vs. Southern Miss,2014-11-17,-9
227,North Dakota State vs. Iowa,2014-11-17,31
228,Utah Valley vs. Eastern Washington,2014-11-17,25
229,Montana St. vs. Grand Canyon,2014-11-17,16
230,Georgia St vs. Iowa St.,2014-11-17,-23
231,Bethune-Cookman vs. Arizona St.,2014-11-17,10
232,Louisiana-Lafayette vs. Tulsa,2014-11-17,-11
233,South Dakota State vs. Idaho,2014-11-17,5
234,Tennessee Tech vs. Southern California,2014-11-17,12
235,Auburn vs. Colorado,2014-11-17,-31
236,New Mexico St. vs. St. Mary's,2014-11-18,-12
237,Iona vs. Wofford,2014-11-18,-13
238,Manhattan vs. Massachusetts,2014-11-18,-9
239,Wichita St. vs. Memphis,2014-11-18,-15
240,Toledo vs. VCU,2014-11-18,-9
241,Wagner vs. Columbia,2014-11-18,14
242,Alabama A&M vs. Georgia Tech,2014-11-18,-20
243,Howard vs. William & Mary,2014-11-18,-7
244,Stony Brook vs. Georgia,2014-11-18,10
245,Long Beach St. vs. Xavier,2014-11-18,-20
246,Texas A&M CC vs. Georgetown,2014-11-18,16
247,South Carolina State vs. Virginia,2014-11-18,-20
248,Marquette vs. Ohio St.,2014-11-18,-11
249,Central Arkansas vs. Nebraska,2014-11-18,-26
250,Richmond vs. Old Dominion,2014-11-18,6
251,Chattanooga vs. Butler,2014-11-18,22
252,Kansas vs. Kentucky,2014-11-18,-32
253,Texas Tech vs. Louisiana State,2014-11-18,5
254,Montana vs. Boise St.,2014-11-18,5
255,High Point vs. Hawaii,2014-11-18,-8
256,Northern Iowa vs. Stephen F. Austin,2014-11-18,2
257,Baylor vs. South Carolina,2014-11-18,4
258,Utah vs. San Diego St.,2014-11-18,4
259,Northeastern vs. Florida St.,2014-11-18,-3
260,Youngstown St. vs. Central Michigan,2014-11-18,12
261,Michigan St vs. Duke,2014-11-18,30
262,Rider vs. Pennsylvania,2014-11-18,-16
263,Canisius vs. Lehigh,2014-11-18,12
264,NC-Wilmington vs. NC-Greensboro,2014-11-18,-12
265,Campbell vs. Davidson,2014-11-18,-35
266,Florida International vs. Stetson,2014-11-18,1
267,Colgate vs. Cornell,2014-11-18,-6
268,Saint Louis vs. Indiana St.,2014-11-18,-13
269,La Salle vs. Quinnipiac,2014-11-18,2
270,Buffalo vs. Texas-Arlington,2014-11-18,6
271,Southern Illinois vs. Tennessee St.,2014-11-18,17
272,Western Kentucky vs. Minnesota,2014-11-18,22
273,Murray St. vs. Middle Tennessee St.,2014-11-18,-19
274,Jackson State vs. Jacksonville,2014-11-18,9
275,Drake vs. DePaul,2014-11-18,18
276,Arkansas-Little Rock vs. Brigham Young,2014-11-18,-29
277,Wright St. vs. Bowling Green,2014-11-19,15
278,Jacksonville St. vs. Cleveland St.,2014-11-19,14
279,Army vs. St. Francis (NY),2014-11-19,3
280,Liberty vs. Virginia Tech,2014-11-19,-10
281,New Jersey Tech vs. Albany,2014-11-19,17
282,Morehead St. vs. Cincinnati,2014-11-19,8
283,Boston U vs. Norfolk State,2014-11-19,8
284,Dartmouth vs. Hartford,2014-11-19,-5
285,Coppin St. vs. Notre Dame,2014-11-19,-37
286,Evansville vs. Miami (OH),2014-11-19,19
287,Fairleigh Dickinson vs. Rutgers,2014-11-19,-17
288,Delaware State vs. North Texas,2014-11-19,-7
289,Lamar vs. Texas State,2014-11-19,-10
290,Austin Peay vs. Samford,2014-11-19,-1
291,Robert Morris vs. Bradley,2014-11-19,-7
292,Abilene Christian vs. Tulsa,2014-11-19,-26
293,Wake Forest vs. Arkansas,2014-11-19,30
294,UC Irvine vs. Arizona,2014-11-19,17
295,Northern Colorado vs. New Mexico St.,2014-11-19,21
296,Montana St. vs. CSU Northridge,2014-11-19,7
297,Florida A&M vs. San Diego,2014-11-19,-31
298,Pepperdine vs. San Jose St.,2014-11-19,19
299,St. Joseph's vs. Gonzaga,2014-11-19,52
300,Appalachian St. vs. Furman,2014-11-19,-19
301,Kennesaw St. vs. Mercer,2014-11-19,-8
302,Maryland - E. Shore vs. Mount St. Mary's,2014-11-19,12
303,No.Carolina A&T vs. Northern Kentucky,2014-11-19,-13
304,Siena vs. St. Bonaventure,2014-11-19,3
305,Ohio vs. Florida Gulf Coast,2014-11-19,17
306,Princeton vs. Lafayette,2014-11-19,17
307,Longwood vs. James Madison,2014-11-19,22
308,Western Michigan vs. Oakland,2014-11-19,-11
309,Brown vs. Holy Cross,2014-11-19,-15
310,LIU Brooklyn vs. St. John's,2014-11-19,-13
311,Prairie View A&M vs. Rice,2014-11-19,-4
312,MD Baltimore Cty vs. Loyola-Maryland,2014-11-19,7
313,Oral Roberts vs. Missouri,2014-11-19,14
314,Oklahoma vs. Creighton,2014-11-19,2
315,Indiana - Purdue vs. Wis.-Milwaukee,2014-11-19,2
316,Santa Clara vs. Utah St.,2014-11-19,-6
317,Green Bay vs. Wisconsin,2014-11-19,-24
318,Nebraska Omaha vs. Seattle,2014-11-19,-24
319,Texas A&M vs. Dayton,2014-11-20,2
320,Charleston vs. Connecticut,2014-11-20,-8
321,Penn St. vs. Charlotte,2014-11-20,9
322,Detroit vs. Michigan,2014-11-20,-9
323,Massachusetts Lowell vs. Sacred Heart,2014-11-20,3
324,Texas Southern vs. Tennessee,2014-11-20,12
325,Jacksonville vs. N.C. State,2014-11-20,-36
326,Howard vs. Radford,2014-11-20,-9
327,Cornell vs. South Carolina,2014-11-20,-24
328,Morgan St. vs. Northern Iowa,2014-11-20,-20
329,Southern vs. Mississippi,2014-11-20,31
330,North Florida vs. Northwestern,2014-11-20,-2
331,Southern Methodist vs. Indiana,2014-11-20,6
332,Mississippi Valley State vs. Tulane,2014-11-20,-39
333,Southern Miss vs. Alabama,2014-11-20,14
334,Texas-Arlington vs. Grand Canyon,2014-11-20,-2
335,Winthrop vs. Savannah State,2014-11-20,1
336,Loyola Marymount vs. Arizona St.,2014-11-20,24
337,Fresno St. vs. Northern Arizona,2014-11-20,-21
338,Cal. State - Bakersfield vs. San Diego St.,2014-11-20,-24
339,Southern California vs. Akron,2014-11-20,20
340,Drexel vs. Miami-Florida,2014-11-20,-20
341,New Mexico vs. Boston College,2014-11-20,4
342,Texas vs. Iowa,2014-11-20,-14
343,Grambling State vs. Purdue,2014-11-20,-52
344,Navy vs. Providence,2014-11-20,-37
345,Maryland - E. Shore vs. VCU,2014-11-20,-40
346,New Hampshire vs. Bryant,2014-11-20,9
347,Niagara vs. St. Peter's,2014-11-20,2
348,Fordham vs. Maryland,2014-11-20,-16
349,George Mason vs. West Virginia,2014-11-20,-26
350,UC Davis vs. Eastern Illinois,2014-11-20,-2
351,Florida Atlantic vs. Harvard,2014-11-20,-22
352,New Orleans vs. Texas Christian,2014-11-20,-15
353,Bucknell vs. Villanova,2014-11-20,-7
354,South Florida vs. UAB,2014-11-20,2
355,Syracuse vs. California,2014-11-20,14
356,Lipscomb vs. Vanderbilt,2014-11-20,-10
357,Idaho vs. Northern Illinois,2014-11-20,-11
358,Denver vs. St. Mary's,2014-11-20,-16
359,Nicholls State vs. UCLA,2014-11-20,-33
360,Texas A&M vs. Charleston,2014-11-21,-9
361,Akron vs. Miami-Florida,2014-11-21,-28
362,Seton Hall vs. Nevada,2014-11-21,-8
363,Arkansas-Pine Bluff vs. Valparaiso,2014-11-21,-13
364,Iowa vs. Syracuse,2014-11-21,-3
365,Illinois-Chicago vs. Yale,2014-11-21,-12
366,Louisiana State vs. Old Dominion,2014-11-21,-9
367,Charlotte vs. South Carolina,2014-11-21,2
368,Maine vs. Central Michigan,2014-11-21,28
369,Boston U vs. Kentucky,2014-11-21,-24
370,Toledo vs. Oregon,2014-11-21,10
371,Wofford vs. Fairfield,2014-11-21,-18
372,Troy vs. Georgia,2014-11-21,22
373,Loyola-Chicago vs. Michigan St,2014-11-21,-35
374,Bethune-Cookman vs. Monmouth-NJ,2014-11-21,-23
375,Morehead St. vs. Louisiana Tech,2014-11-21,9
376,Stephen F. Austin vs. Xavier,2014-11-21,-18
377,Austin Peay vs. Illinois,2014-11-21,-41
378,Iona vs. Wake Forest,2014-11-21,4
379,Florida A&M vs. Grand Canyon,2014-11-21,-15
380,UC Riverside vs. Utah,2014-11-21,-46
381,Idaho State vs. Washington St.,2014-11-21,-12
382,Illinois St. vs. Weber St.,2014-11-21,9
383,Duke vs. Temple,2014-11-21,20
384,Delaware vs. Cal Poly SLO,2014-11-21,18
385,American U. vs. Presbyterian,2014-11-21,25
386,Pittsburgh vs. Hawaii,2014-11-21,4
387,Southern California vs. Drexel,2014-11-21,-2
388,Clemson vs. Gardner-Webb,2014-11-21,-2
389,Dayton vs. Connecticut,2014-11-21,11
390,Longwood vs. NC-Greensboro,2014-11-21,2
391,Boston College vs. West Virginia,2014-11-21,-4
392,Towson vs. Central Conn. St.,2014-11-21,-9
393,Alcorn St. vs. Hampton,2014-11-21,-13
394,UNLV vs. Stanford,2014-11-21,29
395,George Mason vs. New Mexico,2014-11-21,-11
396,George Washington vs. Virginia,2014-11-21,-17
397,Youngstown St. vs. Eastern Michigan,2014-11-21,9
398,Lehigh vs. Rider,2014-11-21,-4
399,Prairie View A&M vs. Baylor,2014-11-21,15
400,IUPU - Ft. Wayne vs. Georgia Tech,2014-11-21,9
401,Stony Brook vs. Hofstra,2014-11-21,1
402,Southern Illinois vs. Kent St.,2014-11-21,23
403,Texas vs. California,2014-11-21,-16
404,Delaware State vs. Arkansas,2014-11-21,28
405,Wis.-Milwaukee vs. Oklahoma St.,2014-11-21,14
406,Kennesaw St. vs. North Dakota State,2014-11-21,-13
407,Louisiana-Monroe vs. Florida,2014-11-21,5
408,North Dakota vs. South Dakota State,2014-11-21,-2
409,Georgia St vs. Colorado St.,2014-11-21,10
410,Marshall vs. Louisville,2014-11-21,18
411,Oral Roberts vs. Oregon St.,2014-11-21,-13
412,Louisiana-Lafayette vs. Auburn,2014-11-21,25
413,Penn St. vs. Cornell,2014-11-21,-1
414,Sam Houston St. vs. South Dakota,2014-11-21,8
415,Washington vs. Seattle,2014-11-21,-15
416,Kansas St. vs. Long Beach St.,2014-11-21,-9
417,Incarnate Word vs. Princeton,2014-11-22,11
418,Notre Dame vs. Massachusetts,2014-11-22,-13
419,Ball St. vs. Indiana - Purdue,2014-11-22,-2
420,Utah St. vs. Mississippi St.,2014-11-22,8
421,Drake vs. Western Michigan,2014-11-22,-16
422,North Florida vs. Northern Iowa,2014-11-22,-17
423,Massachusetts Lowell vs. New Jersey Tech,2014-11-22,2
424,Nebraska Omaha vs. Marquette,2014-11-22,-8
425,Clemson vs. Nevada,2014-11-22,9
426,South Alabama vs. Detroit,2014-11-22,13
427,Liberty vs. Miami (OH),2014-11-22,-9
428,SE Missouri St. vs. Central Arkansas,2014-11-22,-6
429,Cleveland St. vs. Savannah State,2014-11-22,-4
430,Elon University vs. Northwestern,2014-11-22,-1
431,Southern vs. Middle Tennessee St.,2014-11-22,17
432,Alcorn St. vs. Kennesaw St.,2014-11-22,-3
433,South Dakota vs. Wofford,2014-11-22,-4
434,Bethune-Cookman vs. Towson,2014-11-22,-21
435,Yale vs. Southern Illinois,2014-11-22,-7
436,San Jose St. vs. Cal St. Fullerton,2014-11-22,4
437,Manhattan vs. Binghamton,2014-11-22,-15
438,Brown vs. Indiana St.,2014-11-22,-12
439,Colorado vs. Wyoming,2014-11-22,-23
440,Lafayette vs. Pennsylvania,2014-11-22,6
441,NC-Wilmington vs. VMI,2014-11-22,17
442,Army vs. Marist,2014-11-22,14
443,Mount St. Mary's vs. Bucknell,2014-11-22,-4
444,N.C. Asheville vs. East Tennessee St.,2014-11-22,11
445,Chattanooga vs. Tennessee Tech,2014-11-22,-2
446,Nebraska vs. Rhode Island,2014-11-22,-4
447,American U. vs. Louisiana Tech,2014-11-22,-19
448,Central Conn. St. vs. Monmouth-NJ,2014-11-22,-15
449,Belmont vs. Western Kentucky,2014-11-22,1
450,Southeastern Louisiana vs. Western Illinois,2014-11-22,-3
451,Navy vs. Northeastern,2014-11-22,-24
452,William & Mary vs. Rice,2014-11-22,-4
453,Morgan St. vs. Houston,2014-11-22,15
454,Houston Baptist vs. Texas-Arlington,2014-11-22,-18
455,Utah Valley vs. Southern Utah,2014-11-22,-10
456,New Mexico St. vs. Texas-El Paso,2014-11-22,-1
457,Duke vs. Stanford,2014-11-22,11
458,SIU - Edwardsville vs. Portland,2014-11-22,22
459,Robert Morris vs. Georgetown,2014-11-22,14
460,St. Peter's vs. La Salle,2014-11-22,9
461,High Point vs. Richmond,2014-11-22,-24
462,Appalachian St. vs. Virginia Tech,2014-11-22,2
463,North Carolina vs. Davidson,2014-11-22,-18
464,Colgate vs. Campbell,2014-11-22,-6
465,Samford vs. CSU Northridge,2014-11-22,7
466,Florida St. vs. Providence,2014-11-22,-26
467,Texas State vs. Texas-San Antonio,2014-11-22,-13
468,Maryland - E. Shore vs. St. Francis (PA),2014-11-22,-4
469,Canisius vs. St. Bonaventure,2014-11-22,-6
470,UMKC vs. Arkansas-Little Rock,2014-11-22,5
471,Longwood vs. Youngstown St.,2014-11-22,-10
472,Louisiana State vs. Weber St.,2014-11-22,14
473,Duquesne vs. Abilene Christian,2014-11-22,-21
474,Texas Southern vs. Norfolk State,2014-11-22,10
475,Loyola-Maryland vs. Butler,2014-11-22,41
476,Wright St. vs. Charleston Southern,2014-11-22,-7
477,UNLV vs. Temple,2014-11-22,-7
478,Quinnipiac vs. Albany,2014-11-22,-3
479,Vermont vs. St. Joseph's,2014-11-22,8
480,Hartford vs. Niagara,2014-11-22,3
481,UC Davis vs. Furman,2014-11-22,-3
482,NC-Greensboro vs. Eastern Michigan,2014-11-22,8
483,Eastern Washington vs. Southern Methodist,2014-11-22,-9
484,Sam Houston St. vs. Fairfield,2014-11-22,-14
485,Illinois-Chicago vs. Kent St.,2014-11-22,-18
486,Lamar vs. Indiana,2014-11-22,13
487,Missouri St. vs. Texas Tech,2014-11-22,-12
488,Hampton vs. North Dakota State,2014-11-22,-8
489,MD Baltimore Cty vs. Minnesota,2014-11-22,-18
490,Presbyterian vs. Morehead St.,2014-11-22,20
491,Boise St. vs. Wisconsin,2014-11-22,-24
492,Maine vs. Valparaiso,2014-11-23,-23
493,Wofford vs. Sam Houston St.,2014-11-23,-11
494,Florida St. vs. Massachusetts,2014-11-23,-6
495,Illinois-Chicago vs. Southern Illinois,2014-11-23,-7
496,American U. vs. Morehead St.,2014-11-23,5
497,Texas A&M vs. New Mexico,2014-11-23,-13
498,Texas A&M CC vs. Saint Louis,2014-11-23,-6
499,Columbia vs. Lehigh,2014-11-23,10
500,Longwood vs. Eastern Michigan,2014-11-23,31
501,Jackson State vs. UAB,2014-11-23,-8
502,Coppin St. vs. Denver,2014-11-23,-26
503,Southern California vs. Penn St.,2014-11-23,2
504,Wagner vs. Hofstra,2014-11-23,22
505,Samford vs. UMKC,2014-11-23,9
506,Eastern Illinois vs. Cincinnati,2014-11-23,5
507,St. Francis (NY) vs. Rutgers,2014-11-23,3
508,Binghamton vs. Navy,2014-11-23,-2
509,Montana St. vs. Kentucky,2014-11-23,58
510,South Carolina Upstate vs. Central Florida,2014-11-23,7
511,Akron vs. South Carolina,2014-11-23,5
512,Tennessee St. vs. Vanderbilt,2014-11-23,-32
513,Mercer vs. Colorado St.,2014-11-23,13
514,Pacific vs. Washington,2014-11-23,-7
515,Manhattan vs. Northeastern,2014-11-23,-14
516,Old Dominion vs. Illinois St.,2014-11-23,19
517,Long Beach St. vs. UCLA,2014-11-23,-14
518,Charleston vs. George Mason,2014-11-23,1
519,NC-Greensboro vs. Youngstown St.,2014-11-23,-9
520,Arkansas-Pine Bluff vs. Central Michigan,2014-11-23,-32
521,Drexel vs. Cornell,2014-11-23,-2
