,PLAYER,TEAM,YEAR,PER
44,Adam Templeton,Drake,2008-2009,22.750385415160466
45,Adam Waddell,Wyoming,2008-2009,17.85446310591455
46,Adam Walker,Howard,2008-2009,13.024245947584921
47,Adam Williams,Marshall,2008-2009,18.91319686946712
48,Adam Wire,Cornell,2008-2009,20.557440824691216
49,Addison Smith,Florida Gulf Coast,2008-2009,11.015433033202685
50,Ade Dagunduro,Nebraska,2008-2009,25.30255302481832
51,Adetunji Adedipe,Ohio,2008-2009,5.9814906743577785
52,Adhar Mayen,Hawaii,2008-2009,16.041163685680452
53,Adnan Hodzic,Lipscomb,2008-2009,24.37056394873407
54,Adrian Bowie,Maryland,2008-2009,9.048314680327042
55,Adrian Gailliard,Western Carolina,2008-2009,13.253117983674267
56,Adrian Hunter,Central Michigan,2008-2009,16.967892983194723
57,Adrian Moss,Indiana - Purdue,2008-2009,24.44892442206207
58,Adrian Oliver,San Jose St.,2008-2009,17.828795530931774
59,Adrian Rogers,Louisiana Tech,2008-2009,15.64185339275356
60,Adrian Thomas,Miami-Florida,2008-2009,21.64885401340777
61,Adrian Williams,Brown,2008-2009,21.07755302246969
62,Adris DeLeon,Eastern Washington,2008-2009,17.942472942478037
63,Afam Muojeke,Wyoming,2008-2009,24.05786195746504
64,Afam Nweke,Louisiana-Monroe,2008-2009,13.381120529963809
65,Ahmad Nivins,St. Joseph's,2008-2009,28.296481635989316
66,Ahmed Khalfan,Prairie View A&M,2008-2009,21.322583224397054
67,Ahyaro Phillips,Nevada,2008-2009,18.62229974378042
68,Akeem Gooding,St. Peter's,2008-2009,13.803182916490327
69,Al Fisher,Kent St.,2008-2009,24.283711102740558
70,Al Nolen,Minnesota,2008-2009,26.797117515486676
71,Al'Lonzo Coleman,Presbyterian,2008-2009,26.653138431128227
72,Al-Farouq Aminu,Wake Forest,2008-2009,25.890309653526916
73,Alade Aminu,Georgia Tech,2008-2009,27.114930001403845
74,Alan Voskuil,Texas Tech,2008-2009,23.421359742525816
75,Albert Jackson,Georgia,2008-2009,4.318933769445118
76,Alberto Estwick,Fordham,2008-2009,20.81410127392561
77,Aleek Pauline,Norfolk State,2008-2009,15.180717436774422
78,Alejo Rodriguez,Iona,2008-2009,19.608599006309625
79,Aleks Perka,Rice,2008-2009,20.91407614873784
80,Alex Barnett,Dartmouth,2008-2009,27.223521190246277
81,Alex Davis,Tennessee Tech,2008-2009,15.279841767868463
82,Alex Farrer,Louisiana State,2008-2009,16.58589296809774
83,Alex Franklin,Siena,2008-2009,25.470594784801175
84,Alex Galindo,Florida International,2008-2009,15.814933365322506
85,Alex Jacobson,Arizona,2008-2009,5.019283176679565
86,Alex Johnson,Cal. State - Bakersfield,2008-2009,14.62920896696395
87,Alex Kellogg,Providence,2008-2009,19.483480895435473
88,Alex Legion,Illinois,2008-2009,2.138502743983525
89,Alex Malone,Southern Methodist,2008-2009,18.592547814413084
90,Alex Nunner,Monmouth-NJ,2008-2009,19.909243366391227
91,Alex Opacic,Furman,2008-2009,19.70547647136031
92,Alex Orchowski,Lafayette,2008-2009,9.564453840698674
93,Alex Renfroe,Belmont,2008-2009,39.44679066213624
94,Alex Richman,Prairie View A&M,2008-2009,8.628899951840472
95,Alex Rivas Sanchez,South Florida,2008-2009,18.403505088576424
96,Alex Rubin,Illinois St.,2008-2009,19.895279705262624
97,Alex Ruoff,West Virginia,2008-2009,28.949864996083093
98,Alex Savannh,Alcorn St.,2008-2009,3.7105982741779417
99,Alex Smith,William & Mary,2008-2009,17.87367820943919
100,Alex Thompson,Iowa St.,2008-2009,13.861157337377895
101,Alex Tucker,Florida Atlantic,2008-2009,21.41489466365397
102,Alex Tyler,Cornell,2008-2009,21.850186890802103
103,Alex Tyus,Florida,2008-2009,3.9374442799577003
104,Alex Vander Baan,Holy Cross,2008-2009,21.26151399558564
105,Alex Vouyoukas,Marist,2008-2009,8.255399485484721
106,Alex White,Drake,2008-2009,18.632924032945343
107,Alex Woodhouse,Colgate,2008-2009,24.617134632208487
108,Alex Young,Indiana - Purdue,2008-2009,15.208896342275034
109,Alexander Starling,Bethune-Cookman,2008-2009,20.01949002965024
110,Alexander Zampier,Yale,2008-2009,21.970060391270348
111,Alfred Aboya,UCLA,2008-2009,24.861466800817038
112,Alfred Jones,Tennessee Tech,2008-2009,19.701612798394557
113,Ali Farokhmanesh,Northern Iowa,2008-2009,19.092958449852734
114,Allan Chaney,Florida,2008-2009,2.689778464513025
115,Allen Aragbaye,Northeastern,2008-2009,17.56402549185708
116,Alonzo Edwards,Nebraska,2008-2009,23.688423453043075
117,Alonzo Gee,Alabama,2008-2009,7.438872411099396
118,Alphonso Dawson,Delaware,2008-2009,11.331596497420556
119,Alvin Abreu,New Hampshire,2008-2009,16.43942795815375
120,Alvin Mitchell,Cincinnati,2008-2009,22.138429455888655
121,Alvin Mofunanya,Fairleigh Dickinson,2008-2009,16.82332815068629
122,Alvin Pegues,Bethune-Cookman,2008-2009,16.569531430288567
123,Amadou Mbodji,Jacksonville St.,2008-2009,20.812392194496738
124,Ameer Ali,Morgan St.,2008-2009,19.928442416061518
125,Ameer Shamsud-din,Cal St. Fullerton,2008-2009,9.082804408647343
126,Amir Celestin,Campbell,2008-2009,14.892115584536601
127,Amir Johnson,Radford,2008-2009,21.786871831120983
128,Amorrow Morgan,Idaho State,2008-2009,22.37610414878742
129,Amos Studivant,Mississippi Valley State,2008-2009,5.585844710390126
130,An'Juan Wilderness,Charlotte,2008-2009,21.02343869547386
131,Anatoly Bose,Nicholls State,2008-2009,17.942045124911957
132,Andre Clark,Arkansas,2008-2009,4.67319137345223
133,Andre Cornelius,George Mason,2008-2009,19.80650033715608
134,Andre Hardy,Oral Roberts,2008-2009,21.639168863193913
135,Andre Jones,Winthrop,2008-2009,13.221206346425014
136,Andre McFarland,Colorado St.,2008-2009,14.371919571792043
137,Andre McGee,Louisville,2008-2009,21.586182121224354
138,Andre Murray,Portland St.,2008-2009,26.561397805031213
139,Andre Ricks,Western Michigan,2008-2009,16.383351767138805
140,Andre Stephens,Southern Mississippi,2008-2009,18.910954448257588
141,Andre Torres,Hartford,2008-2009,15.47913050486521
142,Andre Williamson,Appalachian St.,2008-2009,16.01643334880188
143,Andre Young,Clemson,2008-2009,17.944518945607104
144,Andreas Coleman,Morehead St.,2008-2009,2.6391382427946297
145,Andres Irarrazabal,Tenn-Martin,2008-2009,20.51066352332854
146,Andrew Beinert,Holy Cross,2008-2009,11.564786699950092
147,Andrew Brommer,Iowa,2008-2009,4.3261859856128
148,Andrew Brown,Lafayette,2008-2009,8.110040306794584
149,Andrew Ferry,Valparaiso,2008-2009,11.839882489203406
150,Andrew Fleming,Long Beach St.,2008-2009,24.78275660504924
151,Andrew Gabriel,Manhattan,2008-2009,12.484317042602415
152,Andrew Goba,Stony Brook,2008-2009,12.34342217239016
153,Andrew Goudelock,Charleston,2008-2009,15.877277642569616
154,Andrew Hayles,Alabama St.,2008-2009,14.693196827758555
155,Andrew Henke,Air Force,2008-2009,18.429487740008234
156,Andrew Hooper,Denver,2008-2009,21.35460848115448
157,Andrew Jones III,Penn St.,2008-2009,20.622882407377837
158,Andrew Keister,Holy Cross,2008-2009,22.742829513026948
159,Andrew Lovedale,Davidson,2008-2009,36.376634407767476
160,Andrew Lyell,Bryant,2008-2009,12.97825549615377
161,Andrew Nicholson,St. Bonaventure,2008-2009,22.98077777087081
162,Andrew Ott,Penn St.,2008-2009,14.020058769908248
163,Andrew Prestley,Grambling State,2008-2009,22.164024774487086
164,Andrew Pusar,Harvard,2008-2009,14.625200776091784
165,Andrew Puzyk,Houston Baptist,2008-2009,16.543144844416798
166,Andrew Rogers,Maine,2008-2009,14.579849531880443
167,Andrew Silverman,Central Arkansas,2008-2009,19.484746106143778
168,Andrew Sorenson,Gonzaga,2008-2009,15.281822823172472
169,Andrew Steele,Alabama,2008-2009,6.115007615958497
170,Andrey Semenov,James Madison,2008-2009,19.73807838035137
171,Andy Dillon,Houston Baptist,2008-2009,15.993440163398311
172,Andy Genao,Eastern Washington,2008-2009,19.505754509188723
173,Andy King,Samford,2008-2009,22.21901437066817
174,Andy Moore,Lafayette,2008-2009,0.2452175646912875
175,Andy Ogide,Colorado St.,2008-2009,18.729103654337816
176,Andy Rautins,Syracuse,2008-2009,20.97769455869098
177,Andy Robinson,Buffalo,2008-2009,26.86475994264013
178,Andy Shannon,Pepperdine,2008-2009,20.985710062225507
179,Andy Wicke,Belmont,2008-2009,27.504174401797865
180,Angelo Caloiaro,San Francisco,2008-2009,17.351613068264363
181,Ante Dzepina,Northern Illinois,2008-2009,14.645434067815618
182,Anthony Booker,Southern Illinois,2008-2009,13.373765791304104
183,Anthony Breeze,Coastal Carolina,2008-2009,25.056469985436152
184,Anthony Brock,Alabama,2008-2009,4.473908016444862
185,Anthony Brown,Oklahoma St.,2008-2009,18.680050710816964
186,Anthony Brown,Pacific,2008-2009,21.90872482353217
187,Anthony Byrd,Toledo,2008-2009,15.649672004801367
188,Anthony Campbell,Austin Peay,2008-2009,17.345541486357536
189,Anthony Cordova,South Dakota State,2008-2009,21.882122377996982
190,Anthony Farmer,Rutgers,2008-2009,20.744402318797167
191,Anthony Ford,Alcorn St.,2008-2009,19.07733476280327
192,Anthony Gatlin,Centenary,2008-2009,16.70026207943659
193,Anthony Goods,Stanford,2008-2009,21.16353513638985
194,Anthony Gurley,Massachusetts,2008-2009,17.0462834135035
195,Anthony Hill,Colgate,2008-2009,17.72965140191168
196,Anthony Hill,Wis.-Milwaukee,2008-2009,16.569708467161554
197,Anthony Hitchens,Akron,2008-2009,15.917764953092087
198,Anthony Johnson,Fairfield,2008-2009,24.945267806097473
199,Anthony Johnson,Montana,2008-2009,13.046620380965742
200,Anthony Jones,Baylor,2008-2009,14.764985564729383
201,Anthony Jones,Savannah State,2008-2009,15.14966670904794
202,Anthony Marshall,Georgia Southern,2008-2009,16.312601481296724
203,Anthony McClain,Cincinnati,2008-2009,22.565293961648862
204,Anthony Miles,Lamar,2008-2009,14.11633994320844
205,Anthony Minor,Hartford,2008-2009,9.282374563760895
206,Anthony Nelson,Niagara,2008-2009,25.573237152907193
207,Anthony Raffa,Albany,2008-2009,20.077027080819917
208,Anthony Sally,Western Kentucky,2008-2009,13.337518727372307
209,Anthony Simpson,Kent St.,2008-2009,30.28767363182466
210,Anthony Smith,Liberty,2008-2009,26.718261632301576
211,Anthony Thomas,Boise St.,2008-2009,19.119840210889837
212,Anthony Vereen,Texas-Arlington,2008-2009,27.457415167883653
213,Anthony Winbush,Loyola-Maryland,2008-2009,19.209013943353987
214,Anthony Wright,Michigan,2008-2009,4.123646781257201
215,Antoine Johnson,Georgia Southern,2008-2009,23.710813198424372
216,Antoine Pearson,Manhattan,2008-2009,16.873433570799374
217,Antoine Perry,Norfolk State,2008-2009,9.095707188344091
218,Antoine Young,Creighton,2008-2009,16.55998551039402
219,Anton Silver,Gardner-Webb,2008-2009,17.05573084383926
220,Antonio Anderson,Memphis,2008-2009,23.254222298851257
221,Antonio Ballard,Miami (OH),2008-2009,41.599800303674925
222,Antonio Flaggs,Sacramento State,2008-2009,18.77424064838699
223,Antonio Green,Eastern Michigan,2008-2009,10.98460976698888
224,Antonio Hanson,Georgia Southern,2008-2009,15.808699943344717
225,Antonio Jones,Alcorn St.,2008-2009,4.9974493807498686
226,Antonio Ootesey,Arkansas-Pine Bluff,2008-2009,12.493302120086982
227,Antonio Pena,Villanova,2008-2009,18.60301116949536
228,Antonio Pope,Southeastern Louisiana,2008-2009,23.14931108495063
229,Antonio Weary,Central Michigan,2008-2009,13.802478611205352
230,Antuan Bootle,Sam Houston St.,2008-2009,14.780672961743889
231,Antwaine Wiggins,Charleston,2008-2009,16.34789791716928
232,Antwan Carter,Longwood,2008-2009,21.8112303292218
233,Antywan Jones,Troy,2008-2009,19.85303246739023
234,Anwar Johnson,Air Force,2008-2009,22.20747577057309
235,Aramie Brooks,Northwestern St.,2008-2009,17.266095894510936
236,Archie Rose,Brigham Young,2008-2009,16.070877342772395
237,Aric Brooks,Jacksonville,2008-2009,7.343299246328278
238,Aric Van Weelden,Loyola-Chicago,2008-2009,17.99611484837703
239,Ariece Perkins,Grambling State,2008-2009,16.040603968635953
240,Arinze Onuaku,Syracuse,2008-2009,26.87076733532904
241,Aris Williams,South Florida,2008-2009,16.426318396996958
242,Arminas Urbutis,Hofstra,2008-2009,16.486661503028916
243,Armon Johnson,Nevada,2008-2009,25.576557514747844
244,Arnett Moultrie,Texas-El Paso,2008-2009,24.725967231680432
245,Arnold Louis,Savannah State,2008-2009,18.549195618388723
246,Arnold Mayorga,LIU Brooklyn,2008-2009,18.428896619055454
247,Aron Baynes,Washington St.,2008-2009,29.9123099454847
248,Artem Wallace,Washington,2008-2009,6.225348590095262
249,Artie Marine,Kennesaw St.,2008-2009,12.082479108502175
250,Artsiom Parakhouski,Radford,2008-2009,34.39877598283155
251,Arturas Lazdauskas,Long Beach St.,2008-2009,24.726955524799617
252,Arturo Dubois,Delaware State,2008-2009,18.612588833086196
253,Asenso Ampim,Columbia,2008-2009,15.366199159975864
254,Ashen Ward,Youngstown St.,2008-2009,19.814852974135334
255,Ashton Gibbs,Pittsburgh,2008-2009,15.491554841354697
256,Ashton Hall,Lamar,2008-2009,16.078900834253304
257,Ashton Jones,North Florida,2008-2009,20.283528175357926
258,Ashton Mitchell,Sam Houston St.,2008-2009,26.26245014006411
259,Asim McQueen,Tulane,2008-2009,20.574251365856167
260,Assana Sene,Virginia,2008-2009,6.254369020508939
261,Aubrey Coleman,Houston,2008-2009,14.943424969761072
262,Augustus Gilchrist,South Florida,2008-2009,16.453991809128958
263,Aurimas Adomaitis,LIU Brooklyn,2008-2009,15.56848487260314
264,Auryn MacMillan,Gardner-Webb,2008-2009,20.384719237234247
265,Austin Brown,Montana St.,2008-2009,14.43011188317701
266,Austin Cooley,Niagara,2008-2009,15.700617428010531
267,Austin Dahn,Citadel,2008-2009,16.291976625170648
268,Austin Daye,Gonzaga,2008-2009,25.59503325205919
269,Austin Dufault,Colorado,2008-2009,4.9973349818857455
270,Austin Freeman,Georgetown,2008-2009,28.78736655804541
271,Austin Johnson,Charleston Southern,2008-2009,20.586665162194087
272,Austin Johnson,Oklahoma,2008-2009,10.221667217010538
273,Austin Kenon,VMI,2008-2009,26.733957632401232
274,Austin Kilpatrick,Idaho State,2008-2009,12.836763217001304
275,Austin Smith,Liberty,2008-2009,17.281862412967975
276,Austin Steed,South Carolina,2008-2009,8.288284594010241
277,Austin Thornton,Michigan St,2008-2009,12.637211263442245
278,Avery Jukes,Butler,2008-2009,14.978948175597962
279,Avery Merriex,Air Force,2008-2009,13.593338306940264
280,Avery Smith,Wis.-Milwaukee,2008-2009,28.66504365459913
281,Ayron Hardy,Jacksonville,2008-2009,17.29777953958213
282,B.J. Daniels,South Florida,2008-2009,7.672544997225259
283,B.J. Ford,South Alabama,2008-2009,20.518982188779137
284,B.J. Holmes,Texas A&M,2008-2009,12.479770599026876
285,B.J. Monteiro,Duquesne,2008-2009,15.67628465259711
286,B.J. Mullens,Ohio St.,2008-2009,22.70148585211495
287,B.J. Porter,Portland,2008-2009,6.347879557964058
288,B.J. Raymond,Xavier,2008-2009,22.068480670695227
289,Bakari Lewis,UMKC,2008-2009,17.79455643201584
290,Bamba Fall,Southern Methodist,2008-2009,24.72690069200418
291,Baptiste Bataille,Northeastern,2008-2009,13.92032438904015
292,Barkley Falkner,Sam Houston St.,2008-2009,23.45237247861037
293,Baron Sauls,Houston Baptist,2008-2009,27.41191669617362
294,Barry Eberhardt,Saint Louis,2008-2009,23.615692261450366
295,Barry Honor,Southern,2008-2009,1.4441302324527223
296,Barry Latham,Bryant,2008-2009,15.109508194479552
297,Barry Stewart,Mississippi St.,2008-2009,18.77562691267396
298,Bassey Inameti,Tennessee Tech,2008-2009,14.652450513613655
299,Bateko Francisco,Robert Morris,2008-2009,17.78606962166575
300,Bejay Corley,Mercer,2008-2009,17.730206382770056
301,Beloved Rogers,Oral Roberts,2008-2009,10.653546947813973
302,Ben Allen,St. Mary's,2008-2009,9.557660370522592
303,Ben Allison,Davidson,2008-2009,16.1301837539195
304,Ben Botts,IUPU - Ft. Wayne,2008-2009,12.710065251689837
305,Ben Dowdell,Santa Clara,2008-2009,8.257810516615807
306,Ben Drayton III,Georgia Southern,2008-2009,19.694260250637928
307,Ben Eaves,Rhode Island,2008-2009,22.452110296908444
308,Ben Finney,Old Dominion,2008-2009,26.85343299144845
309,Ben Jonson,Colgate,2008-2009,22.824493454576324
310,Ben Louis,James Madison,2008-2009,22.83295920837576
311,Ben McCauley,N.C. State,2008-2009,38.3336342510104
312,Ben Smith,Jacksonville,2008-2009,12.90647013670905
313,Ben Smith,Texas-Pan American,2008-2009,23.246342256732145
314,Ben Stywall,NC-Greensboro,2008-2009,23.312341014008453
315,Ben Uzoh,Tulsa,2008-2009,30.86298444760405
316,Ben Wheeler,Lafayette,2008-2009,5.459183248119684
317,Ben Woodside,North Dakota State,2008-2009,40.3046164897465
318,Benjamin Fumey,Valparaiso,2008-2009,10.4658772686497
319,Benny Valentine,Eastern Washington,2008-2009,24.233362261629644
320,Benson Akpan,Stephen F. Austin,2008-2009,18.946078683840785
321,Benson Egemonye,Niagara,2008-2009,22.397849987084403
322,Benzor Simmons,Tenn-Martin,2008-2009,18.866137803203898
323,Bernard Rimmer,Georgia St,2008-2009,14.415665029497902
324,Bijon Jones,SE Missouri St.,2008-2009,4.89525211881122
325,Biko Paris,Boston College,2008-2009,17.965744407913466
326,Bilal Benn,Niagara,2008-2009,31.06145533764111
327,Bill Arnis,Hawaii,2008-2009,22.756929170108446
328,Bill Clark,Duquesne,2008-2009,19.905323630916367
329,Bill Cole,Illinois,2008-2009,2.644068663870759
330,Bill Eaddy,Drake,2008-2009,18.211397960811365
331,Bill Weaver,Liberty,2008-2009,16.5448784209431
332,Billy Allen,Albany,2008-2009,15.97763223131432
333,Billy Cotton,McNeese St.,2008-2009,15.118955193844844
334,Billy Parrish,Eastern Illinois,2008-2009,18.536993910806387
335,Billy Pettiford,Indiana - Purdue,2008-2009,19.626925951107918
336,Billy Robinson,Longwood,2008-2009,17.69317688781022
337,Billy White,San Diego St.,2008-2009,24.057568149432537
338,Bishop Wheatley,Tulsa,2008-2009,17.55436037502741
339,Blaise Ffrench,Texas-El Paso,2008-2009,8.065862156983542
340,Blake Cushingberry,Oakland,2008-2009,14.438101778980277
341,Blake Gallagher,Western Carolina,2008-2009,8.679600356382064
342,Blake Griffin,Oklahoma,2008-2009,21.701635273553855
343,Blake Hoffarber,Minnesota,2008-2009,22.232117526889542
344,Blake Wallace,San Francisco,2008-2009,21.463557348686095
345,Bo Henning,Cal Poly SLO,2008-2009,9.090383417717817
346,Bo Spencer,Louisiana State,2008-2009,24.116185549507893
347,Bob Bevilacqua,Canisius,2008-2009,9.997389290051284
348,Bobby Davis,South Carolina Upstate,2008-2009,25.668096454448055
349,Bobby Frasor,North Carolina,2008-2009,8.101378677517511
350,Bobby Howard,Montana St.,2008-2009,17.256187706054167
351,Bobby Maze,Tennessee,2008-2009,5.439823386120331
352,Bobby Riddell,Purdue,2008-2009,9.234390861568691
353,Booker Woodfox,Creighton,2008-2009,31.614744872925765
354,Brad Farrell,Loyola-Maryland,2008-2009,10.96125741117033
355,Brad Loesing,Wofford,2008-2009,14.868666840625776
356,Brad Redford,Xavier,2008-2009,22.250599518995298
357,Brad Sheehan,Georgia Tech,2008-2009,19.674565077213824
358,Brad Sweezy,Loyola Marymount,2008-2009,14.182966462144101
359,Brad Tinsley,Vanderbilt,2008-2009,18.25237851943699
360,Brad Wanamaker,Pittsburgh,2008-2009,22.526237701167577
361,Bradford Burgess,VCU,2008-2009,18.32687677609203
362,Brady Jardine,Utah St.,2008-2009,21.856644838459086
363,Brady Morningstar,Kansas,2008-2009,13.678355246302013
364,Branden Harrison,Eastern Michigan,2008-2009,9.41179991664789
365,Branden Johnson,Montana St.,2008-2009,16.162828787762685
366,Branden Miller,Cincinnati,2008-2009,20.01960540979379
367,Brandis Raley-Ross,South Carolina,2008-2009,4.883093620646626
368,Brandon (HAWAII) Adams,Hawaii,2008-2009,21.016358954506334
369,Brandon Adams,Manhattan,2008-2009,22.561759163091853
370,Brandon Ayers,Arkansas St.,2008-2009,8.575253144596937
371,Brandon Bowdry,Eastern Michigan,2008-2009,17.739438124991356
372,Brandon Brooks,Alabama St.,2008-2009,25.805083672481523
373,Brandon Brown,Lipscomb,2008-2009,23.95975153641192
374,Brandon Bryant,Florida A&M,2008-2009,14.300768823399148
375,Brandon Bush,Texas State,2008-2009,23.040293657627913
376,Brandon Costner,N.C. State,2008-2009,30.204322617215524
377,Brandon Crawford,Jacksonville St.,2008-2009,23.441724181251477
378,Brandon Davis,South Alabama,2008-2009,26.894813112474523
379,Brandon Dowdy,UC Riverside,2008-2009,15.81191842668875
380,Brandon Evans,Longwood,2008-2009,24.571839067602024
381,Brandon Ewing,Wyoming,2008-2009,28.514514727933808
382,Brandon Fields,Nevada,2008-2009,16.071592812287165
383,Brandon Ford,Central Michigan,2008-2009,15.888052838706114
384,Brandon Fortenberry,Southeastern Louisiana,2008-2009,16.116905304677424
385,Brandon Gibson,Louisiana Tech,2008-2009,11.454684355076436
386,Brandon Giles,Western Carolina,2008-2009,21.39756452112583
387,Brandon Hall,St. Peter's,2008-2009,8.255295429189198
388,Brandon Harris,Centenary,2008-2009,11.9337772247632
389,Brandon Hazzard,Troy,2008-2009,22.281800457286128
390,Brandon Herbert,Binghamton,2008-2009,15.602195743133388
391,Brandon Hobbs,Winston-Salem,2008-2009,11.335564963051338
392,Brandon Hollinger,Alabama,2008-2009,2.88907652184213
393,Brandon Holtz,Illinois St.,2008-2009,7.21473444403423
394,Brandon Lampley,Ball St.,2008-2009,15.771149963596065
395,Brandon Long,Texas-Arlington,2008-2009,21.397033013543606
396,Brandon McThay,Lamar,2008-2009,16.919651137776324
397,Brandon Monroe,Norfolk State,2008-2009,26.991759721386032
398,Brandon Moore,Arkansas,2008-2009,4.957064934041369
399,Brandon Moore,Eastern Washington,2008-2009,24.963155781199564
400,Brandon Parks,Kent St.,2008-2009,19.54110288150196
401,Brandon Patterson,Arkansas-Little Rock,2008-2009,15.617391204725141
402,Brandon Penn,Rider,2008-2009,10.580841750561481
403,Brandon Provost,Air Force,2008-2009,6.53865232285631
404,Brandon Richardson,Nebraska,2008-2009,19.310212522934105
405,Brandon Rogers,Alcorn St.,2008-2009,9.173798189824938
406,Brandon Rozzell,VCU,2008-2009,16.114689737694377
407,Brandon Sampay,Illinois St.,2008-2009,27.9648100350839
408,Brandon Sebirumbi,Furman,2008-2009,12.15810135573578
409,Brandon Shingles,Morehead St.,2008-2009,23.62310778209388
410,Brandon Sperling,Fresno St.,2008-2009,14.530730374770068
411,Brandon Tunnell,Hampton,2008-2009,18.26763873629981
412,Brandon Walters,Seton Hall,2008-2009,13.72564670005282
413,Brandon Webster,Fresno St.,2008-2009,15.401639336611433
414,Brandon White,Southern,2008-2009,1.0425406821711707
415,Brandon Wiley,Idaho,2008-2009,11.290838987014391
416,Brandon Williams,Louisiana-Monroe,2008-2009,9.341627253675476
417,Brandon Williams,Stetson,2008-2009,9.505516698429851
418,Brant Leitnaker,Indiana St.,2008-2009,13.926573484169522
419,Brawley Chisholm,Ball St.,2008-2009,12.996074367037394
420,Braxton Dupree,Maryland,2008-2009,4.260142480926222
421,Brendan Knox,Auburn,2008-2009,18.23138585637284
422,Brendan McKillop,Davidson,2008-2009,16.306203080589228
423,Brendan Walker,Mercer,2008-2009,15.054894437867098
424,Brendon Lavender,Arizona,2008-2009,5.307150373801912
425,Brendon Lyn,New Jersey Tech,2008-2009,8.77095045207511
426,Brennan Votel,Pennsylvania,2008-2009,14.669487811434585
427,Brent Benson,Texas State,2008-2009,20.030536167914136
428,Brent Eaton,Wis.-Green Bay,2008-2009,20.72123002255546
429,Brent Heemskerk,Drake,2008-2009,22.843628357999727
430,Brett Burrier,MD Baltimore Cty,2008-2009,14.133161222227807
431,Brett Finkelmeier,Indiana,2008-2009,4.2734771147156305
432,Brett Gifford,Albany,2008-2009,9.977141098073337
433,Brett Harvey,Loyola-Maryland,2008-2009,24.00029016779831
434,Brett James,Elon University,2008-2009,26.867453937031588
435,Brett Lauer,UC Irvine,2008-2009,17.834117382618594
436,Brett Marfurt,Colgate,2008-2009,12.213449965790145
437,Brett McClanahan,Akron,2008-2009,16.332770245733187
438,Brett McKnight,Akron,2008-2009,18.04744175182054
439,Brett Ravenberg,Utah Valley,2008-2009,20.827960656787592
440,Brett Royster,Florida Atlantic,2008-2009,26.12908398881101
441,Brett Thompson,Saint Louis,2008-2009,18.711013802975586
442,Brett Winkelman,North Dakota State,2008-2009,40.059557485524216
443,Brian Asbury,Miami-Florida,2008-2009,25.295575854620342
444,Brian Benson,New Hampshire,2008-2009,23.6629199090462
445,Brian Chesnut,Coppin St.,2008-2009,18.070946549399366
