,MATCH,DATE,PT_DIFF
85,Arkansas-Pine Bluff vs. UAB,2016-11-11,-20
86,Savannah State vs. Iowa St.,2016-11-11,42
87,Grambling State vs. East Carolina,2016-11-11,15
88,Ball St. vs. Saint Louis,2016-11-11,21
89,Incarnate Word vs. Texas,2016-11-11,-5
90,Tennessee Tech vs. Georgia Tech,2016-11-11,15
91,Jacksonville St. vs. Tulsa,2016-11-11,11
92,Wright St. vs. Southern Illinois,2016-11-11,-4
93,Alcorn St. vs. Loyola-Chicago,2016-11-11,-25
94,Howard vs. Michigan,2016-11-11,-18
95,Ohio St. vs. Navy,2016-11-11,-10
96,Maine vs. Virginia Tech,2016-11-11,-13
97,Prairie View A&M vs. Oregon St.,2016-11-11,20
98,Pacific vs. UCLA,2016-11-11,-39
99,UMKC vs. Creighton,2016-11-11,7
100,Utah Valley vs. Gonzaga,2016-11-11,23
101,Coastal Carolina vs. Alabama,2016-11-11,17
102,SE Missouri St. vs. Illinois,2016-11-11,19
103,Kennesaw St. vs. Iowa,2016-11-11,17
104,South Carolina State vs. Wichita St.,2016-11-11,-46
105,South Alabama vs. UNLV,2016-11-11,8
106,South Dakota State vs. California,2016-11-11,29
107,UC Riverside vs. Portland,2016-11-11,16
108,Texas-San Antonio vs. Fresno St.,2016-11-11,3
109,Idaho State vs. New Mexico,2016-11-11,-11
110,Montana vs. Southern California,2016-11-11,-14
111,Harvard vs. Stanford,2016-11-11,-10
112,San Diego vs. San Diego St.,2016-11-11,-10
113,SIU - Edwardsville vs. Hawaii,2016-11-11,-1
114,Bryant vs. Notre Dame,2016-11-12,-25
115,South Carolina Upstate vs. Georgetown,2016-11-12,45
116,Vermont vs. Quinnipiac,2016-11-12,-24
117,Wofford vs. Louisiana State,2016-11-12,22
118,St. Francis (PA) vs. St. Bonaventure,2016-11-12,10
119,Nebraska Omaha vs. UC Santa Barbara,2016-11-12,14
120,Towson vs. George Mason,2016-11-12,-6
121,Northern Colorado vs. Butler,2016-11-12,37
122,Appalachian St. vs. Davidson,2016-11-12,-12
123,Alabama St. vs. Western Kentucky,2016-11-12,-13
124,UC Davis vs. Santa Clara,2016-11-12,-5
125,North Carolina Central vs. Marshall,2016-11-12,12
126,Charleston Southern vs. Florida St.,2016-11-12,-21
127,Southern vs. Ohio,2016-11-12,10
128,Kent St. vs. Cleveland St.,2016-11-12,-5
129,Grand Canyon vs. Duke,2016-11-12,35
130,Toledo vs. St. Joseph's,2016-11-12,1
131,Akron vs. Youngstown St.,2016-11-12,-8
132,Texas Southern vs. Texas-Arlington,2016-11-12,-7
133,Jacksonville vs. Denver,2016-11-12,-8
134,Tennessee St. vs. Northern Arizona,2016-11-12,-4
135,Indiana - Purdue vs. Michigan,2016-11-13,-12
136,Eastern Michigan vs. Southern Methodist,2016-11-13,-27
137,St. Francis (NY) vs. N.C. State,2016-11-13,25
138,Central Conn. St. vs. Seton Hall,2016-11-13,-24
139,Texas Southern vs. Delaware State,2016-11-13,-13
140,Jacksonville St. vs. Missouri St.,2016-11-13,-26
141,Texas Rio Grande Valley vs. Tenn-Martin,2016-11-13,8
142,Northern Arizona vs. UC Davis,2016-11-13,-13
143,Drexel vs. Rutgers,2016-11-13,-21
144,MD Baltimore Cty vs. Maryland - E. Shore,2016-11-13,4
145,Chattanooga vs. North Carolina,2016-11-13,-40
146,Texas-San Antonio vs. Oregon St.,2016-11-13,8
147,Northwestern St. vs. Oklahoma,2016-11-13,-36
148,Duquesne vs. Penn St.,2016-11-13,-8
149,Canisius vs. Kentucky,2016-11-13,-24
150,Northern Kentucky vs. Illinois,2016-11-13,15
151,Yale vs. Washington,2016-11-13,-8
152,Robert Morris vs. DePaul,2016-11-13,6
153,Mercer vs. Florida,2016-11-13,22
154,Sacramento State vs. Nebraska,2016-11-13,22
155,Cal Poly SLO vs. Arizona State,2016-11-13,22
156,Texas State vs. Hawaii,2016-11-13,6
157,Bucknell vs. Wake Forest,2016-11-13,-20
158,Maine vs. Longwood,2016-11-13,-22
159,Cornell vs. Siena,2016-11-13,-11
160,Rice vs. James Madison,2016-11-13,-24
161,Niagara vs. Brown,2016-11-13,9
162,Savannah State vs. Iowa,2016-11-13,32
163,New Mexico St. vs. Colorado St.,2016-11-13,3
164,Lipscomb vs. Morehead St.,2016-11-13,-14
165,Bowling Green vs. South Dakota,2016-11-13,-6
166,Delaware vs. Bradley,2016-11-13,-14
167,Tennessee St. vs. Santa Clara,2016-11-13,-8
168,Holy Cross vs. South Carolina,2016-11-13,-32
169,Nebraska Omaha vs. Southern California,2016-11-13,-10
170,Portland St. vs. Cal St. Fullerton,2016-11-13,6
171,SIU - Edwardsville vs. Florida Atlantic,2016-11-13,-9
172,Long Beach St. vs. Wichita St.,2016-11-13,-37
173,Alabama A&M vs. Missouri,2016-11-13,-55
174,CSU Northridge vs. UCLA,2016-11-13,-15
175,Binghamton vs. St. John's,2016-11-14,-16
176,Wagner vs. Massachusetts Lowell,2016-11-14,11
177,Florida International vs. Stetson,2016-11-14,-15
178,Massachusetts vs. Mississippi,2016-11-14,-2
179,Marist vs. Rhode Island,2016-11-14,-42
180,Villanova vs. Purdue,2016-11-14,-3
181,Charleston vs. Coastal Carolina,2016-11-14,7
182,Northeastern vs. Connecticut,2016-11-14,-3
183,Albany vs. Cincinnati,2016-11-14,-23
184,NC-Wilmington vs. Eastern Kentucky,2016-11-14,-9
185,Columbia vs. St. Joseph's,2016-11-14,-20
186,Mississippi Valley State vs. West Virginia,2016-11-14,-41
187,Presbyterian vs. NC-Greensboro,2016-11-14,19
188,Furman vs. UAB,2016-11-14,10
189,Texas-Arlington vs. Minnesota,2016-11-14,17
190,Eastern Illinois vs. Troy,2016-11-14,-3
191,Southeastern Louisiana vs. Tulane,2016-11-14,-17
192,Southern Illinois vs. Arkansas,2016-11-14,25
193,Louisiana-Monroe vs. Texas,2016-11-14,-21
194,Southern Utah vs. Saint Louis,2016-11-14,12
195,Coppin St. vs. Valparaiso,2016-11-14,-20
196,Mount St. Mary's vs. Iowa St.,2016-11-14,18
197,Central Arkansas vs. Oklahoma St.,2016-11-14,-12
198,Central Michigan vs. Tennessee Tech,2016-11-14,12
199,Eastern Washington vs. Northwestern,2016-11-14,-14
200,Wyoming vs. Montana,2016-11-14,-1
201,Houston Baptist vs. New Mexico,2016-11-14,-16
202,Alcorn St. vs. Evansville,2016-11-14,-23
203,Georgia St vs. Auburn,2016-11-14,18
204,Samford vs. San Diego,2016-11-14,18
205,Princeton vs. Brigham Young,2016-11-14,9
206,Prairie View A&M vs. Fresno St.,2016-11-14,-6
207,San Diego St. vs. Gonzaga,2016-11-14,21
208,Florida Atlantic vs. Hawaii,2016-11-14,-1
209,Nicholls State vs. Central Florida,2016-11-14,24
210,Detroit vs. East Tennessee St.,2016-11-14,-29
211,Vermont vs. Providence,2016-11-14,22
212,N.C. Asheville vs. Georgia,2016-11-14,14
213,Gardner-Webb vs. Pittsburgh,2016-11-14,-19
214,Sam Houston St. vs. Ohio,2016-11-14,21
215,Lafayette vs. St. Peter's,2016-11-14,4
216,William & Mary vs. Louisville,2016-11-14,33
217,New Hampshire vs. Temple,2016-11-14,5
218,No.Carolina A&T vs. East Carolina,2016-11-14,10
219,Buffalo vs. Xavier,2016-11-14,-33
220,Old Dominion vs. Richmond,2016-11-14,3
221,Western Michigan vs. Oakland,2016-11-14,17
222,Southern vs. Georgia Tech,2016-11-14,15
223,Charlotte vs. Elon University,2016-11-14,5
224,New Jersey Tech vs. Utah St.,2016-11-14,-9
225,Texas Rio Grande Valley vs. Memphis,2016-11-14,19
226,American U. vs. Texas A&M,2016-11-14,-23
227,Howard vs. Marquette,2016-11-14,-32
228,Seattle vs. Colorado,2016-11-14,12
229,Jacksonville vs. Air Force,2016-11-14,18
230,Alabama St. vs. Texas Christian,2016-11-14,-36
231,Louisiana-Lafayette vs. Montana St.,2016-11-14,-1
232,North Carolina Central vs. Ohio St.,2016-11-14,-6
233,Loyola Marymount vs. Nevada,2016-11-14,-15
234,South Dakota State vs. UC Irvine,2016-11-14,-15
235,Texas State vs. SIU - Edwardsville,2016-11-14,-28
236,Green Bay vs. Pacific,2016-11-14,-18
237,Niagara vs. Hartford,2016-11-15,4
238,Longwood vs. Stephen F. Austin,2016-11-15,-6
239,Dayton vs. Alabama,2016-11-15,-5
240,Maryland vs. Georgetown,2016-11-15,-1
241,Holy Cross vs. Syracuse,2016-11-15,-44
242,Appalachian St. vs. Tennessee,2016-11-15,-9
243,Canisius vs. Cleveland St.,2016-11-15,-3
244,Fairfield vs. Dartmouth,2016-11-15,-17
245,Hofstra vs. Sacred Heart,2016-11-15,-4
246,High Point vs. Virginia Tech,2016-11-15,-26
247,Delaware vs. La Salle,2016-11-15,-6
248,Towson vs. Morgan St.,2016-11-15,-6
249,North Texas vs. Texas Tech,2016-11-15,-27
250,Southern Miss vs. Louisiana State,2016-11-15,17
251,VCU vs. Liberty,2016-11-15,-5
252,Nebraska Omaha vs. Kansas St.,2016-11-15,13
253,Duke vs. Kansas,2016-11-15,-2
254,CSU Northridge vs. Stanford,2016-11-15,-27
255,Weber St. vs. Pepperdine,2016-11-15,1
256,Winthrop vs. Manhattan,2016-11-15,-13
257,Oregon vs. Baylor,2016-11-15,17
258,Monmouth-NJ vs. South Carolina,2016-11-15,-1
259,St. Francis (NY) vs. Virginia,2016-11-15,-40
260,Iona vs. Florida St.,2016-11-15,21
261,Siena vs. George Washington,2016-11-15,2
262,Grand Canyon vs. Penn St.,2016-11-15,-9
263,Maryland - E. Shore vs. Boston College,2016-11-15,16
264,Indiana St. vs. Ball St.,2016-11-15,-6
265,Miami (OH) vs. Wright St.,2016-11-15,-2
266,Kentucky vs. Michigan St,2016-11-15,21
267,Drake vs. UMKC,2016-11-15,-6
268,Murray St. vs. Middle Tennessee St.,2016-11-15,6
269,Long Beach St. vs. North Carolina,2016-11-15,-26
270,Youngstown St. vs. Toledo,2016-11-15,5
271,Wisconsin vs. Creighton,2016-11-15,12
272,Belmont vs. Vanderbilt,2016-11-15,-14
273,Cal. State - Bakersfield vs. Arizona,2016-11-15,12
274,Portland vs. San Jose St.,2016-11-15,13
275,Rider vs. Hartford,2016-11-16,-16
276,Morehead St. vs. Marshall,2016-11-16,8
277,Loyola-Maryland vs. LIU Brooklyn,2016-11-16,4
278,Northwestern vs. Butler,2016-11-16,2
279,Miami-Florida vs. North Florida,2016-11-16,38
280,Coppin St. vs. Coastal Carolina,2016-11-16,30
281,Colgate vs. Cornell,2016-11-16,4
282,Brown vs. Rhode Island,2016-11-16,-7
283,Delaware State vs. MD Baltimore Cty,2016-11-16,-22
284,Alabama St. vs. Louisiana Tech,2016-11-16,-31
285,North Carolina Central vs. Western Carolina,2016-11-16,8
286,Tulsa vs. Wichita St.,2016-11-16,-27
287,SE Missouri St. vs. Western Illinois,2016-11-16,3
288,Samford vs. New Mexico St.,2016-11-16,10
289,Idaho State vs. Utah Valley,2016-11-16,-9
290,San Francisco vs. UC Santa Barbara,2016-11-16,12
291,UC Riverside vs. UNLV,2016-11-16,-12
292,UC Irvine vs. California,2016-11-16,10
293,Mississippi Valley State vs. Kent St.,2016-11-16,30
294,Vermont vs. Marist,2016-11-16,-4
295,IUPU - Ft. Wayne vs. Illinois St.,2016-11-16,-18
296,Massachusetts Lowell vs. Indiana,2016-11-16,22
297,Seattle vs. Notre Dame,2016-11-16,43
298,Texas-Arlington vs. Florida Gulf Coast,2016-11-16,13
299,Robert Morris vs. Bucknell,2016-11-16,13
300,St. Francis (PA) vs. Duquesne,2016-11-16,14
301,Central Conn. St. vs. Binghamton,2016-11-16,2
302,Kennesaw St. vs. Bethune-Cookman,2016-11-16,3
303,Texas Southern vs. Rice,2016-11-16,-3
304,New Orleans vs. Oklahoma St.,2016-11-16,-45
305,Mount St. Mary's vs. Minnesota,2016-11-16,24
306,Texas A&M CC vs. Texas Rio Grande Valley,2016-11-16,22
307,Texas-San Antonio vs. Illinois-Chicago,2016-11-16,8
308,Wis.-Milwaukee vs. Memphis,2016-11-16,14
309,Jackson State vs. Southeastern Louisiana,2016-11-16,-13
310,Jacksonville St. vs. Western Kentucky,2016-11-16,-7
311,Idaho vs. Northern Illinois,2016-11-16,-14
312,Lamar vs. Oregon St.,2016-11-16,3
313,Prairie View A&M vs. St. Mary's,2016-11-16,-38
314,Clemson vs. Davidson,2016-11-17,17
315,Xavier vs. Missouri,2016-11-17,-1
316,Wake Forest vs. Texas-El Paso,2016-11-17,-22
317,Northern Iowa vs. Arizona State,2016-11-17,-19
318,Arkansas St. vs. Georgetown,2016-11-17,6
319,N.C. Asheville vs. South Carolina Upstate,2016-11-17,16
320,Florida vs. St. Bonaventure,2016-11-17,7
321,Pittsburgh vs. Southern Methodist,2016-11-17,-9
322,Elon University vs. South Florida,2016-11-17,13
323,Lehigh vs. Yale,2016-11-17,-8
324,Abilene Christian vs. New Hampshire,2016-11-17,8
325,Providence vs. Ohio St.,2016-11-17,5
326,Tulane vs. Oklahoma,2016-11-17,19
327,Boise St. vs. Charleston,2016-11-17,-13
328,Southern vs. Sam Houston St.,2016-11-17,8
329,No.Carolina A&T vs. Grambling State,2016-11-17,4
330,Chicago St. vs. Wisconsin,2016-11-17,-18
331,Alabama A&M vs. Tennessee Tech,2016-11-17,-34
332,Louisiana-Monroe vs. Colorado,2016-11-17,19
333,Eastern Kentucky vs. Auburn,2016-11-17,21
334,Michigan vs. Marquette,2016-11-17,-18
335,Connecticut vs. Loyola Marymount,2016-11-17,3
336,Denver vs. San Jose St.,2016-11-17,5
337,San Diego vs. UCLA,2016-11-17,-20
338,Western Michigan vs. Villanova,2016-11-17,11
339,Long Beach St. vs. Louisville,2016-11-17,-32
340,Mississippi St. vs. Central Florida,2016-11-17,25
341,East Carolina vs. Charlotte,2016-11-17,12
342,Furman vs. Georgia,2016-11-17,-6
343,Temple vs. Massachusetts,2016-11-17,3
344,New Jersey Tech vs. Lafayette,2016-11-17,1
345,Arkansas-Pine Bluff vs. George Washington,2016-11-17,-20
346,American U. vs. Akron,2016-11-17,10
347,Eastern Illinois vs. Saint Louis,2016-11-17,-5
348,Eastern Washington vs. Texas,2016-11-17,-33
349,Troy vs. UAB,2016-11-17,-23
350,Rutgers vs. DePaul,2016-11-17,-7
351,Seton Hall vs. Iowa,2016-11-17,-8
352,Valparaiso vs. Oregon,2016-11-17,22
353,Coppin St. vs. Brigham Young,2016-11-17,37
354,Weber St. vs. Stanford,2016-11-17,18
355,Cal St. Fullerton vs. Washington,2016-11-17,-16
356,Davidson vs. Missouri,2016-11-18,15
357,St. Joseph's vs. Loyola-Chicago,2016-11-18,-14
358,Clemson vs. Xavier,2016-11-18,-6
359,Howard vs. Indiana - Purdue,2016-11-18,-22
360,Western Michigan vs. Texas-El Paso,2016-11-18,10
361,Pittsburgh vs. Marquette,2016-11-18,-3
362,Austin Peay vs. Northern Kentucky,2016-11-18,8
363,Northeastern vs. Boston U,2016-11-18,2
364,Montana vs. N.C. State,2016-11-18,-13
365,Southern California vs. Texas A&M,2016-11-18,2
366,NC-Greensboro vs. High Point,2016-11-18,6
367,Canisius vs. Duquesne,2016-11-18,1
368,Loyola-Maryland vs. Notre Dame,2016-11-18,-35
369,Mississippi Valley State vs. Michigan St,2016-11-18,47
370,Binghamton vs. VCU,2016-11-18,-39
371,Jacksonville St. vs. Texas Christian,2016-11-18,-19
372,Northern Iowa vs. Oklahoma,2016-11-18,6
373,Michigan vs. Southern Methodist,2016-11-18,22
374,Mount St. Mary's vs. George Mason,2016-11-18,-2
375,Ohio vs. Georgia Tech,2016-11-18,-6
376,North Florida vs. Louisiana State,2016-11-18,8
377,SE Missouri St. vs. Bradley,2016-11-18,6
378,Detroit vs. Illinois,2016-11-18,-20
379,Southern Illinois vs. SIU - Edwardsville,2016-11-18,-18
380,Siena vs. Kansas,2016-11-18,21
381,Florida International vs. South Alabama,2016-11-18,-5
382,St. John's vs. Minnesota,2016-11-18,6
383,Ball St. vs. Alabama,2016-11-18,18
384,Central Florida vs. Charleston,2016-11-18,20
385,North Carolina vs. Hawaii,2016-11-18,-15
386,Gardner-Webb vs. Eastern Michigan,2016-11-18,8
387,Villanova vs. Wake Forest,2016-11-18,19
388,Mississippi vs. Oral Roberts,2016-11-18,7
389,Navy vs. North Dakota State,2016-11-18,-7
390,Arizona State vs. Tulane,2016-11-18,9
391,Youngstown St. vs. Jacksonville,2016-11-18,25
392,Fairleigh Dickinson vs. Fordham,2016-11-18,-13
393,South Carolina State vs. South Carolina,2016-11-18,42
394,Winthrop vs. Florida St.,2016-11-18,14
395,Hofstra vs. Manhattan,2016-11-18,-12
396,Monmouth-NJ vs. Syracuse,2016-11-18,-21
397,Georgia St vs. Purdue,2016-11-18,-8
398,Hartford vs. Drexel,2016-11-18,14
399,Delaware vs. Miami (OH),2016-11-18,2
400,The Citadel vs. Stetson,2016-11-18,-4
401,Mississippi St. vs. Boise St.,2016-11-18,-12
402,Idaho vs. Arkansas-Little Rock,2016-11-18,-8
403,St. Peter's vs. Lipscomb,2016-11-18,-13
404,Texas-Arlington vs. Arkansas,2016-11-18,4
405,Norfolk State vs. Vanderbilt,2016-11-18,-23
406,Cleveland St. vs. Tenn-Martin,2016-11-18,-11
407,Coppin St. vs. Utah,2016-11-18,-43
408,Florida Gulf Coast vs. Baylor,2016-11-18,9
409,Jackson State vs. North Carolina Central,2016-11-18,-9
410,Bryant vs. Gonzaga,2016-11-18,-39
411,Washington St. vs. Creighton,2016-11-18,26
412,James Madison vs. Montana St.,2016-11-18,-7
413,New Mexico St. vs. New Mexico,2016-11-18,13
414,Sacred Heart vs. Arizona,2016-11-18,30
415,Oregon St. vs. Nevada,2016-11-18,25
416,Gardner-Webb vs. Howard,2016-11-19,16
417,Savannah State vs. Memphis,2016-11-19,13
418,Florida International vs. Jacksonville,2016-11-19,-3
419,Eastern Michigan vs. Indiana - Purdue,2016-11-19,-12
420,Morehead St. vs. Evansville,2016-11-19,13
421,St. Mary's vs. Dayton,2016-11-19,-4
422,Lamar vs. Fresno St.,2016-11-19,19
423,Kennesaw St. vs. MD Baltimore Cty,2016-11-19,-8
424,St. Peter's vs. Fordham,2016-11-19,22
425,Rhode Island vs. Cincinnati,2016-11-19,-5
426,Austin Peay vs. Miami (OH),2016-11-19,-6
427,New Orleans vs. Tulsa,2016-11-19,-9
428,Fairfield vs. Wagner,2016-11-19,6
429,Pennsylvania vs. Miami-Florida,2016-11-19,12
430,UMKC vs. Bowling Green,2016-11-19,-2
431,Marist vs. Brown,2016-11-19,-8
432,Lipscomb vs. Fairleigh Dickinson,2016-11-19,18
433,Montana vs. Washington St.,2016-11-19,-24
434,Liberty vs. Indiana,2016-11-19,39
435,North Dakota State vs. NC-Greensboro,2016-11-19,11
436,Murray St. vs. Green Bay,2016-11-19,-16
437,VMI vs. Virginia Tech,2016-11-19,-16
438,Prairie View A&M vs. Texas-San Antonio,2016-11-19,-10
439,Western Kentucky vs. Belmont,2016-11-19,21
440,Western Illinois vs. Eastern Illinois,2016-11-19,9
441,Central Arkansas vs. Chattanooga,2016-11-19,-11
442,Idaho State vs. Utah St.,2016-11-19,-34
443,Coastal Carolina vs. Brigham Young,2016-11-19,16
444,Northern Colorado vs. Santa Clara,2016-11-19,-16
445,UC Santa Barbara vs. Cal. State - Bakersfield,2016-11-19,7
446,Grambling State vs. Providence,2016-11-19,-17
447,Penn St. vs. Duke,2016-11-19,10
448,Eastern Kentucky vs. Texas Tech,2016-11-19,-19
449,Campbell vs. Morgan St.,2016-11-19,-16
450,Bucknell vs. Butler,2016-11-19,-26
451,Northern Kentucky vs. Delaware,2016-11-19,-21
452,Rice vs. Nebraska Omaha,2016-11-19,-13
453,Texas Southern vs. La Salle,2016-11-19,-1
454,Chicago St. vs. Oakland,2016-11-19,-28
455,Youngstown St. vs. South Alabama,2016-11-19,7
456,Loyola-Chicago vs. Oral Roberts,2016-11-19,25
457,Maine vs. Boston U,2016-11-19,24
458,Navy vs. High Point,2016-11-19,7
459,Colgate vs. New Jersey Tech,2016-11-19,-6
460,Western Carolina vs. Marshall,2016-11-19,35
461,South Carolina Upstate vs. Charleston Southern,2016-11-19,-2
462,Northeastern vs. LIU Brooklyn,2016-11-19,4
463,Arkansas St. vs. Army,2016-11-19,3
464,Rider vs. South Florida,2016-11-19,-5
465,Toledo vs. Wright St.,2016-11-19,4
466,Massachusetts Lowell vs. IUPU - Ft. Wayne,2016-11-19,13
467,Presbyterian vs. William & Mary,2016-11-19,-30
468,Tennessee St. vs. Middle Tennessee St.,2016-11-19,-11
469,Louisiana Tech vs. Nebraska,2016-11-19,-11
470,Albany vs. Grand Canyon,2016-11-19,-5
471,South Dakota State vs. Wyoming,2016-11-19,-10
472,Cal St. Fullerton vs. UNLV,2016-11-19,-9
473,Pacific vs. UC Irvine,2016-11-19,-7
474,Northern Illinois vs. CSU Northridge,2016-11-19,2
475,Niagara vs. Rutgers,2016-11-20,-13
476,Missouri vs. Tulane,2016-11-20,5
477,North Dakota State vs. High Point,2016-11-20,-26
478,Stony Brook vs. Boston College,2016-11-20,7
479,New Hampshire vs. West Virginia,2016-11-20,-59
480,Massachusetts vs. Holy Cross,2016-11-20,-8
481,Youngstown St. vs. Florida International,2016-11-20,-5
482,Western Michigan vs. Boise St.,2016-11-20,21
483,Northeastern vs. Maine,2016-11-20,-8
484,The Citadel vs. Iowa St.,2016-11-20,67
485,Princeton vs. Lehigh,2016-11-20,9
486,Drexel vs. North Texas,2016-11-20,21
487,Siena vs. N.C. Asheville,2016-11-20,12
488,Central Arkansas vs. Army,2016-11-20,-5
489,East Tennessee St. vs. NC-Wilmington,2016-11-20,-9
490,Maryland - E. Shore vs. Wichita St.,2016-11-20,-37
491,NC-Greensboro vs. Navy,2016-11-20,13
492,Texas-El Paso vs. Mississippi St.,2016-11-20,7
493,Florida A&M vs. Air Force,2016-11-20,25
494,LIU Brooklyn vs. Boston U,2016-11-20,17
495,Detroit vs. Florida St.,2016-11-20,-29
496,Nicholls State vs. San Diego,2016-11-20,-9
497,Texas Rio Grande Valley vs. Iowa,2016-11-20,28
498,Green Bay vs. Bowling Green,2016-11-20,-16
499,St. Joseph's vs. Mississippi,2016-11-20,13
500,Florida Gulf Coast vs. Michigan St,2016-11-20,-1
501,Wake Forest vs. Charleston,2016-11-20,-17
502,Iona vs. Nevada,2016-11-20,-13
503,N.C. State vs. Creighton,2016-11-20,18
504,Duquesne vs. Kentucky,2016-11-20,-34
505,Long Beach St. vs. UCLA,2016-11-20,-37
506,Austin Peay vs. Delaware,2016-11-20,1
507,Arkansas St. vs. Chattanooga,2016-11-20,6
508,Yale vs. Virginia,2016-11-20,24
509,Stetson vs. East Carolina,2016-11-20,23
510,Fairleigh Dickinson vs. St. Peter's,2016-11-20,-26
511,Rhode Island vs. Duke,2016-11-20,10
512,Wis.-Milwaukee vs. DePaul,2016-11-20,18
513,Robert Morris vs. Richmond,2016-11-20,12
514,Davidson vs. Arizona State,2016-11-20,-8
515,Towson vs. Maryland,2016-11-20,5
516,Northern Kentucky vs. Miami (OH),2016-11-20,-9
517,Cornell vs. Lafayette,2016-11-20,7
518,Manhattan vs. Temple,2016-11-20,-21
