PLAYER,A,BLK,DEF,OFF,PF,PTS,STL,TO,TOT,3P,3PA,FG,FGA,FT,FTA,MINS,TEAM,PER
Trevor Spoja,1,0,0,0,3,8,0,1,0,2,5,2,6,2,4,18,Montana,6.902279565922155
Trevor Stanback,5,3,4,6,8,10,3,5,10,0,0,3,15,4,12,79,Stanford,4.710189360002784
Trevor Stumpe,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,2,Wofford,64.37307729295404
Trevor Thompson,12,45,193,78,102,313,12,42,271,0,0,116,205,81,111,682,Ohio St.,43.75811578853574
Trey Burch-Manning,38,7,144,60,94,274,19,56,204,5,12,96,221,77,131,791,South Dakota,11.71662374849714
Trey Carver,1,0,12,6,6,12,0,4,18,0,3,5,24,2,7,140,Hampton,-2.141682115393126
Trey Chapman,21,23,97,55,86,270,10,39,152,13,51,97,205,63,94,741,VMI,26.236859984620473
Trey Dickerson,87,2,56,5,60,298,20,51,61,28,88,96,242,78,110,652,South Dakota,13.829643385505484
Trey Ford,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,Appalachian St.,98.09657015298652
Trey Kell,80,10,116,14,46,372,38,49,130,34,130,125,325,88,115,884,San Diego St.,30.430712389526573
Trey Kellum,15,9,95,75,97,312,21,52,170,0,0,110,206,92,128,667,SE Missouri St.,34.394783080364626
Trey Knight III,8,1,9,2,23,8,6,5,11,1,6,3,15,1,2,131,Indiana St.,1.9405347517378813
Trey Landers,3,2,7,3,13,22,1,3,10,1,2,9,13,3,7,43,Dayton,38.115101034476325
Trey Lenox,7,0,13,3,26,13,5,15,16,3,12,5,22,0,1,164,Abilene Christian,-5.417631985190621
Trey Moses,70,35,173,75,94,284,12,68,248,0,0,112,198,60,109,833,Ball St.,29.554318611787203
Trey Mourning,0,1,4,1,4,8,0,0,5,0,0,3,6,2,2,18,Georgetown,34.01680643356995
Trey Pettus,3,0,2,0,3,8,0,2,2,0,4,4,10,0,0,23,Butler,9.386035804586838
Trey Phills,36,10,49,19,58,163,25,38,68,11,35,51,122,50,63,569,Yale,20.47658311513633
Trey Porter,12,47,83,55,64,180,10,29,138,0,0,66,133,48,76,425,Old Dominion,42.47267128672659
Trey Reeves,0,0,3,0,1,0,0,0,3,0,3,0,4,0,0,12,Oklahoma St.,-19.645422780072543
Trey Stacey,0,0,0,0,0,8,1,2,0,2,2,2,2,2,2,13,Wright St.,46.98187522042892
Trey Tate,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,Auburn,-23.80648378190602
Trey Thompson,46,22,68,26,66,77,20,17,94,0,1,30,48,17,27,400,Arkansas,6.8208648657368265
Trey Touchet,33,0,39,7,23,108,14,17,46,18,54,30,76,30,33,470,Texas-El Paso,20.07410142956626
Trey Warren,3,2,24,22,40,75,2,18,46,0,1,28,57,19,31,203,Florida A&M,18.600088711964403
Trhae Mitchell,23,21,42,15,30,85,8,15,57,7,10,34,54,10,20,356,South Alabama,26.34682341826085
Triston Chambers,33,1,47,7,56,221,14,27,54,65,152,73,173,10,11,695,Samford,19.25140030565461
Triston Simpson,73,0,55,19,46,155,16,33,74,17,44,45,110,48,65,639,South Dakota,10.655999822972158
Troy Baxter,11,10,31,21,41,93,5,14,52,7,26,36,88,14,26,299,UNLV,18.046377926454248
Troy Caupain,139,11,120,19,43,298,39,37,139,36,119,105,264,52,78,958,Cincinnati,29.857464917508803
Troy Holston,29,3,51,2,49,243,13,43,53,52,158,88,250,15,30,709,South Florida,11.83152390602975
Troy Reid-Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Maine,0.0
Troy Rike,0,0,1,1,1,2,0,1,2,0,0,1,1,0,1,5,Wake Forest,20.02370777832197
Troy Temara,4,1,17,11,31,32,1,13,28,0,0,13,36,6,15,183,George Mason,1.7408288808221037
Troy Thompson,16,8,31,18,41,256,15,35,49,52,128,83,190,38,53,531,Prairie View A&M,28.97092660713941
Troy Whiteside,35,2,61,15,64,179,16,34,76,13,36,74,144,18,26,633,Cornell,18.29500943269822
Troyce Manassa,73,5,105,37,67,467,30,58,142,61,173,156,351,94,129,753,Savannah State,34.684707029762215
Tucker Haymond,73,2,106,43,62,431,18,77,149,39,96,142,306,108,146,912,Western Michigan,30.924932093241647
Tucker Thompson,0,0,1,1,2,6,0,0,2,0,0,3,5,0,0,7,N.C. State,56.54616497957985
Tucker Vang,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,12,Kansas,-6.620989661724032
Tulio Da Silva,22,12,128,66,75,282,22,79,194,0,5,113,234,56,102,787,South Florida,21.558924628485016
Turner Botz,28,4,100,15,53,190,13,19,115,46,116,59,151,26,30,734,Green Bay,17.93040718677856
Ty Charles,39,4,70,33,65,169,23,43,103,11,44,66,160,26,40,556,Stephen F. Austin,19.695968897971667
Ty Egbert,9,7,35,12,37,81,1,20,47,0,0,32,65,17,25,254,Idaho,8.640254155430908
Ty Gibson,20,1,44,2,49,143,10,7,46,37,74,41,83,24,28,460,Eastern Washington,26.19288843818837
Ty Graves,18,2,10,0,15,53,0,18,10,12,33,19,50,3,5,208,Boston College,7.5938515266788436
Ty Greer,25,6,79,42,52,160,13,38,121,17,52,57,147,29,45,522,Hofstra,20.373796227629306
Ty Hudson,5,0,3,1,8,10,2,7,4,2,12,4,20,0,0,89,Clemson,-6.453959829722074
Ty Jerome,36,2,37,1,46,108,13,26,38,20,49,39,78,10,14,363,Virginia,7.242407464604172
Ty Outlaw,9,9,67,9,48,163,9,13,76,45,92,55,116,8,11,464,Virginia Tech,26.01649962270104
Ty Solomon,28,0,22,4,24,25,8,16,26,2,13,7,27,9,12,239,South Carolina State,8.283749423128134
Ty Toney,67,5,42,10,47,250,40,37,52,13,41,91,227,55,88,670,Eastern Michigan,24.41124437549228
Ty'Quan Bitting,8,16,36,23,40,96,5,22,59,0,0,40,59,16,33,244,Morehead St.,31.740517661988065
TyQuaylon Smith,0,3,2,0,11,7,0,4,2,1,3,3,7,0,2,41,Alcorn St.,-4.888897003120945
Tye Wilburn,9,0,9,2,14,15,3,7,11,0,7,7,17,1,3,105,Wright St.,6.091417033476733
Tyere Marshall,6,11,67,49,75,122,14,21,116,0,0,54,110,14,40,384,Rider,23.13612593400949
Tyjhai Byers,1,20,16,14,34,20,4,6,30,0,0,10,17,0,0,187,Morgan St.,16.830822630766857
Tyler Blount,12,0,12,1,13,72,4,7,13,18,43,26,61,2,2,230,Texas State,20.228221675093117
Tyler Brimhall,4,0,9,9,9,33,5,6,18,7,26,10,38,6,8,106,Idaho,7.891667641294607
Tyler Burgess,1,0,4,3,4,50,0,2,7,16,42,16,43,2,4,73,The Citadel,29.402546214415263
Tyler Carter,7,0,11,5,31,20,3,8,16,1,12,6,26,7,9,113,Alcorn St.,-0.15720179300700782
Tyler Cavanaugh,63,11,166,76,81,525,16,80,242,51,138,161,382,152,178,954,George Washington,38.642063162981835
Tyler Clement,36,0,25,1,30,37,7,23,26,5,16,14,30,4,7,217,Creighton,11.754072048177255
Tyler Cook,21,8,69,44,55,278,18,54,113,2,8,104,200,68,110,565,Iowa,10.428332287270123
Tyler Creammer,2,2,20,7,26,22,3,10,27,0,0,9,26,4,7,154,VMI,3.1092009895781905
Tyler Davis,44,29,114,86,79,411,15,77,200,0,1,156,248,99,144,748,Texas A&M,24.15627830164311
Tyler Dorsey,55,3,73,25,38,372,19,43,98,57,149,124,289,67,89,855,Oregon,14.441420092599897
Tyler Flack,19,39,97,56,58,336,17,31,153,12,44,131,242,62,78,578,South Dakota,25.567727462294666
Tyler Hadden,2,3,13,5,20,19,2,7,18,1,8,8,19,2,4,76,Belmont,10.08814122694306
Tyler Hagedorn,6,14,42,10,33,98,7,8,52,15,36,29,69,25,33,232,South Dakota,17.518122433341745
Tyler Hall,74,9,130,11,68,657,31,57,141,106,242,216,439,119,141,963,Montana St.,47.73862556724169
Tyler Hamilton,6,2,20,9,31,37,8,9,29,2,9,12,36,11,17,173,Pennsylvania,12.115700918057229
Tyler Hooker,54,2,38,10,42,149,21,41,48,9,31,48,133,44,74,474,Kennesaw St.,16.45088110412587
Tyler Jackson,0,2,17,9,17,21,2,8,26,0,0,9,15,3,6,76,UC Santa Barbara,20.250911382416067
Tyler Jones,2,7,21,20,32,122,5,18,41,13,40,44,96,21,27,279,Maryland - E. Shore,25.82349381282445
Tyler Lewis,116,1,35,6,54,195,17,31,41,22,50,61,114,51,66,641,Butler,31.562600943866464
Tyler Livingston,53,13,101,39,109,396,19,37,140,76,165,150,298,20,26,975,Massachusetts Lowell,28.648967361305854
Tyler Loose,22,0,18,1,16,9,8,13,19,0,1,2,6,5,16,193,Northern Colorado,6.06314587224172
Tyler Lydon,58,40,179,66,72,408,31,48,245,46,113,139,286,84,101,1070,Syracuse,35.72202839516583
Tyler Madison,25,6,43,25,59,117,8,17,68,1,6,41,75,34,57,312,UAB,30.684615373544762
Tyler McCullough,1,4,14,10,26,12,0,4,24,0,0,4,13,4,9,141,Missouri St.,2.249621853385567
Tyler Miller,2,0,0,3,2,0,2,2,3,0,0,0,0,0,1,39,Western Kentucky,7.166596236653364
Tyler Nelson,93,4,61,18,46,533,34,60,79,69,178,173,392,118,137,1010,Fairfield,34.50802446062635
Tyler Peterson,28,4,62,12,64,173,16,32,74,19,66,60,134,34,50,484,South Dakota,11.35720584224945
Tyler Rawson,52,13,72,28,56,157,19,36,100,16,55,52,124,37,56,532,Utah,6.183873246091205
Tyler Roberson,26,26,93,60,67,167,14,30,153,0,0,71,129,25,52,611,Syracuse,27.204455510504033
Tyler Scanlon,32,5,81,18,39,245,32,26,99,59,142,87,201,12,20,756,Boston U,24.96637465360979
Tyler Seibring,56,24,153,46,54,410,13,44,199,52,137,149,327,60,81,960,Elon University,32.62259874278849
Tyler Self,3,0,1,1,2,5,0,6,2,1,5,2,9,0,0,22,Kansas,-11.032567944890749
Tyler Sharpe,1,0,2,1,1,2,0,1,3,0,6,1,8,0,0,11,Louisville,-26.659461245136153
Tyler Simmons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Central Arkansas,21.82854006877795
Tyler Singleton,58,1,58,15,40,216,15,50,73,8,31,74,182,60,95,646,Incarnate Word,17.25116609416458
Tyler Smithpeters,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,7,Southern Illinois,-27.02968590688524
Tyler Stone,13,30,74,31,53,121,9,17,105,2,12,37,92,45,72,471,Howard,24.327615257988576
Tyler Streeter,2,1,7,9,9,48,0,2,16,2,12,21,47,4,7,110,Morgan St.,25.209210408906312
Tyler Trillo,4,0,0,0,1,0,0,1,0,0,3,0,3,0,0,29,Arizona,-1.0369106633417196
Tyler Underwood,1,1,2,0,2,7,2,3,2,2,4,2,4,1,2,26,Oklahoma St.,18.14414799926807
Tyler Warford,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,7,Youngstown St.,-0.9667793820808855
Tyler Wideman,12,22,87,65,84,221,19,32,152,0,2,86,139,49,74,665,Butler,32.4930207112589
Tyler Williams,77,7,110,28,49,196,10,60,138,28,76,61,166,46,58,1001,San Diego,7.6055045974166005
Tyler Wilson,56,1,30,7,71,70,23,59,37,1,7,21,67,27,38,689,Manhattan,2.7430066714343275
Tyree Bynum,10,0,8,5,13,71,4,8,13,14,43,24,68,9,14,289,Texas Southern,12.003932601603493
Tyree Crump,8,0,9,3,8,61,1,7,12,13,39,20,59,8,10,131,Georgia,5.331507071127527
Tyrell Green,32,4,121,42,59,359,20,38,163,47,130,122,293,68,86,753,UNLV,30.216089971871973
Tyrell Henderson,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,10,Portland St.,-24.10525927243339
Tyrell Johnson,11,31,72,28,80,192,9,32,100,7,26,69,164,47,75,527,Appalachian St.,20.80685627338209
Tyrell Nelson,35,14,154,59,93,388,23,62,213,8,19,147,288,86,138,836,Gardner-Webb,31.881997365178336
Tyrell Sturdivant,19,13,104,64,78,325,15,47,168,0,0,116,257,93,145,722,Stony Brook,29.729845453712194
Tyrell Williams,2,8,27,16,41,28,2,7,43,0,0,10,19,8,10,150,Iona,17.642289809812958
Tyrie Hill-Thomas,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,7,Missouri St.,11.252816323990114
Tyrik Dixon,89,3,72,8,52,183,35,36,80,24,54,67,147,25,38,730,Middle Tennessee St.,24.950646536746458
Tyrik Edwards,57,1,34,10,19,129,12,21,44,2,12,43,94,41,56,416,Jacksonville St.,28.458078333787064
Tyrin Atwood,1,2,7,2,3,7,0,3,9,0,0,1,10,5,6,45,Lamar,1.9680747521848456
Tyriq Nady,1,0,1,3,4,0,0,4,4,0,0,0,4,0,0,25,James Madison,-21.68500111663197
Tyrique Jones,10,15,50,52,60,119,6,19,102,0,0,51,89,17,35,326,Xavier,33.364062557062574
Tyrn Flowers,18,11,59,14,45,132,9,18,73,30,99,48,133,6,8,376,Massachusetts,9.848672811200197
Tyrone Cohen,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,Holy Cross,-27.055786743049946
Tyrone O'Garro,5,3,18,9,27,28,3,8,27,0,2,10,23,8,12,143,Fairleigh Dickinson,12.893759854652929
Tyshawn Myles,5,8,33,30,59,54,1,7,63,0,0,22,47,10,21,295,Drexel,14.186656190708787
Tyson Batiste,79,2,61,16,70,140,22,64,77,14,38,57,146,12,32,686,Central Conn. St.,10.663964387908985
Tyson Carter,22,4,48,5,38,203,20,14,53,38,107,69,183,27,33,589,Mississippi St.,21.345515090923662
Tyson Smith,3,2,18,3,13,31,3,9,21,6,14,9,28,7,9,161,Loyola-Chicago,9.025549510785197
Tyson Ward,24,3,56,25,62,157,16,37,81,24,62,59,126,15,24,514,North Dakota State,20.088872971179615
Tyus Battle,48,7,51,9,55,312,38,34,60,49,133,103,240,57,74,894,Syracuse,24.403756952763814
UC Iroegbu,22,8,48,10,48,148,10,16,58,37,120,49,149,13,17,523,Stony Brook,15.892094596141273
Uche Ofoegbu,46,0,75,33,54,213,34,40,108,27,79,73,186,40,54,727,UNLV,20.282239794940903
Udoka Azubuike,2,18,35,13,31,55,2,15,48,0,0,22,35,11,29,142,Kansas,16.015338832811292
Ugo Mmonu,1,10,22,20,37,23,4,10,42,1,7,7,33,8,13,178,Charleston Southern,7.237111814400008
Ulmer Manzie,19,28,48,44,84,88,15,30,92,0,0,32,84,24,46,491,Bethune-Cookman,14.528078303589878
V.J. Beachem,24,34,95,18,36,461,28,36,113,79,204,164,374,54,65,1016,Notre Dame,30.727485332111545
V.J. King,15,3,47,17,23,176,7,21,64,16,37,57,133,46,56,415,Louisville,28.014277791115322
Vacha Vaughn,21,3,34,14,50,77,8,17,48,6,11,30,61,11,17,321,Mississippi Valley State,17.23831873374077
Valentine Izundu,3,40,45,46,59,61,5,14,91,0,0,26,43,9,25,428,San Diego St.,21.989082822631016
Van Rolle,0,1,0,0,0,1,0,0,0,0,1,0,2,1,2,9,Towson,-2.2597648136132276
Vance Jackson,39,5,87,19,62,216,10,38,106,44,111,67,168,38,56,741,Connecticut,19.034773113677588
Veer Singh,1,1,12,2,10,12,0,5,14,2,12,3,15,4,5,84,Seton Hall,-0.07892698686102323
Venjie Wallis,0,0,0,0,0,1,2,1,0,0,0,0,1,1,2,5,New Orleans,16.451315559167213
Vic Law,51,16,137,40,78,383,31,50,177,52,130,126,311,79,107,971,Northwestern,14.729328077978542
Victor Joseph,22,3,34,16,75,345,20,45,50,47,124,114,274,70,86,707,Cal Poly SLO,26.798597652086563
Victor Sanders,79,8,71,7,71,545,39,85,78,78,180,170,367,127,159,852,Idaho,20.623972918198152
Vince Edwards,96,16,88,56,49,357,17,50,144,42,96,126,268,63,75,847,Purdue,17.48198117679384
Vince Holmes,27,4,30,7,42,28,5,25,37,0,6,6,26,16,23,293,James Madison,3.695672434281911
Vincent Eze,9,13,99,53,90,189,13,42,152,0,0,68,147,53,101,617,Maine,19.379317357711795
Viont'e Daniels,30,2,15,8,30,64,10,8,23,15,41,23,61,3,7,396,Washington St.,13.414196113697098
Vitto Brown,27,13,79,38,60,205,16,47,117,33,112,75,194,22,28,616,Wisconsin,21.07123537527276
Vittorio Reynoso-Avila,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,10,Princeton,20.818062467419963
Vladimir Brodziansky,12,72,105,63,58,410,12,37,168,10,25,148,253,104,128,698,Texas Christian,53.02355690781309
Vlatko Granic,6,4,18,10,23,45,4,6,28,3,17,18,43,6,15,197,Loyola-Chicago,15.062538334423676
Von Julien,22,0,13,4,18,42,6,9,17,9,21,15,37,3,11,204,Tulane,15.071889600457508
Wade Martin,11,2,32,5,23,72,4,13,37,13,46,27,79,5,6,299,Louisiana-Monroe,10.6311679686969
Walter Jones,16,3,31,21,64,44,11,19,52,2,10,20,51,2,5,280,Texas Rio Grande Valley,8.311194908400303
Walter Wright,86,2,44,6,54,296,11,63,50,22,90,99,257,76,89,634,Montana,12.286621578382306
Warren Jones,55,4,41,9,52,250,26,35,50,35,93,69,163,77,92,489,Green Bay,34.81379277097729
Warren Sledge,89,4,59,14,73,212,30,35,73,28,99,63,177,58,70,856,The Citadel,16.430908914238813
Wayde Sims,17,14,76,38,51,192,21,29,114,14,33,74,147,30,41,555,Louisiana State,27.91647885604166
Wayne Martin,21,26,174,83,86,411,23,72,257,8,27,164,285,75,111,914,Tennessee St.,12.345620772399384
Weisner Perez,1,2,15,10,5,17,2,2,25,0,2,3,7,11,16,64,Harvard,37.19034410990706
Wendell Mitchell,15,2,13,1,24,51,5,20,14,5,22,17,46,12,17,184,Baylor,8.381594367319154
Wenyen Gabriel,25,31,108,55,81,167,11,25,163,20,60,59,133,29,47,598,Kentucky,6.847536004634392
Wes Alcegaire,25,5,39,20,50,196,12,42,59,24,78,71,188,30,48,517,Bowling Green,15.48709152087818
Wes Greder,0,1,2,1,0,0,0,0,3,0,3,0,3,0,3,13,Iowa St.,-10.35436289090663
Wes Noble,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,5,Morehead St.,-31.70871728850389
Wes VanBeck,46,2,61,19,85,222,17,28,80,41,86,63,145,55,63,660,Houston,9.536407102690738
Wesley Alcegaire,15,4,29,9,31,137,8,25,38,17,46,53,110,14,27,298,Bowling Green,24.898014865437176
Wesley Dickinson,12,13,31,39,49,110,8,25,70,0,0,46,73,18,35,443,Dartmouth,22.028769020711646
Wesley Gordon,53,40,114,68,70,191,12,35,182,1,4,69,134,52,79,672,Colorado,11.564880809961807
Wesley Iwundu,102,9,160,35,51,382,33,75,195,25,69,129,270,99,134,940,Kansas St.,32.9759229225706
Wesley Myers,41,16,86,35,56,464,30,61,121,34,99,162,368,106,138,828,Maine,35.30637053194912
Wesley Person Jr.,47,2,59,16,42,400,18,36,75,68,187,120,296,92,114,924,Troy,27.45836116570944
Whit Moreman,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,9,Troy,10.924055804907665
Wil Bathurst,41,10,88,15,41,160,19,36,103,9,44,56,138,39,58,565,Cornell,19.883722461654
Will Adams,17,2,30,7,35,159,21,13,37,32,88,57,162,13,17,536,Presbyterian,17.20204055611362
Will Burkett,0,1,4,0,0,1,0,1,4,0,3,0,4,1,2,13,Santa Clara,-14.074958974918832
Will Darley,47,3,76,28,73,450,14,52,104,70,154,147,300,86,97,855,MD Baltimore Cty,34.495421323343464
Will Darley,47,3,76,28,73,450,14,52,104,70,154,147,300,86,97,855,MD Baltimore City,34.495421323343464
Will Emery,0,0,2,5,9,20,0,4,7,0,2,7,15,6,10,70,Dartmouth,11.584860593875518
Will Gladson,11,12,18,7,35,47,1,12,25,7,32,17,59,6,8,236,Princeton,6.809980726534881
Will Goff,13,1,29,5,23,81,9,20,34,24,60,26,70,5,8,359,Boston U,11.944471086968706
Will Hollmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Stetson,0.0
Will Joyce,6,8,45,28,51,82,11,18,73,0,1,34,59,14,24,300,Southern Utah,22.778814748661624
Will Leviton,0,0,1,0,0,2,2,0,1,0,1,1,3,0,0,7,Rhode Island,37.87022318731827
Will Lienhard,1,3,8,2,3,2,0,1,10,0,0,1,2,0,2,32,Oklahoma St.,15.221047731841052
Will Macoy,0,0,1,0,0,8,1,0,1,2,5,3,6,0,0,8,Auburn,72.64904438875843
Will Magarity,22,35,100,30,75,221,7,38,130,20,77,82,167,37,46,595,Davidson,27.236586026172606
Will Magnay,7,27,58,29,59,114,2,30,87,0,1,44,75,26,46,418,Tulsa,21.376055028059575
Will Miller,21,5,55,20,59,155,15,21,75,31,115,54,154,16,31,666,VMI,12.803552946985947
Will Miller,21,5,55,20,59,155,15,21,75,31,115,54,154,16,31,666,Mount St. Mary's,12.803552946985947
Will Powers,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,Holy Cross,15.46672490180215
Will Ransom,2,24,52,41,67,68,12,25,93,0,0,31,54,6,11,423,North Carolina Central,17.662493491387895
Will Rayman,31,13,99,44,88,452,22,68,143,61,159,149,339,93,134,917,Colgate,30.240216960582927
Will Slatten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Middle Tennessee St.,0.0
Will Tavares,28,5,54,12,53,156,24,38,66,15,50,54,155,33,49,592,Fordham,12.7868419583245
Will Weeks,68,5,82,69,75,209,28,46,151,0,0,76,143,57,99,817,N.C. Asheville,25.04876366920756
Will Weethee,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,VMI,-47.434065844109575
Willem Brandwijk,0,0,5,1,4,8,2,2,6,0,1,2,3,4,6,50,Siena,13.293599923580619
William Adala Moto,29,8,107,53,66,296,20,45,160,9,38,91,238,105,141,612,Towson,32.70893130416233
William Gates Jr.,3,0,7,1,12,34,3,7,8,3,10,11,26,9,13,114,Houston Baptist,12.404925463717177
William Jackson II,27,4,30,4,32,112,14,23,34,21,62,39,108,13,18,479,Georgia,3.3573027435840905
William Lee,45,70,158,33,49,379,28,56,191,39,102,128,258,84,108,818,UAB,41.95174225080167
William Nash,0,0,0,0,1,4,1,0,0,0,0,2,2,0,2,8,Savannah State,35.04412728539076
William Pfister,17,4,54,51,84,68,14,24,105,0,0,30,63,8,19,452,Florida Atlantic,14.711337394113885
William Powell,79,8,99,32,69,249,23,88,131,0,2,78,162,93,125,755,Seattle,20.982496136962855
William Tchiengang,0,5,29,12,36,30,1,15,41,0,0,12,16,6,10,195,SE Missouri St.,9.347865503765396
Willie Carmichael,0,0,2,1,1,7,0,3,3,1,5,2,7,2,2,23,Western Kentucky,1.968368312779221
Willie Clayton,11,14,103,75,80,159,12,48,178,0,0,71,110,17,64,564,Georgia St,24.96702669396221
Willie Conner,30,9,59,24,69,381,14,50,83,64,169,115,281,87,117,910,Buffalo,22.011104627953674
Willie Jackson,4,6,36,15,18,65,3,13,51,0,1,29,53,7,10,186,Missouri,8.9602064213125
Willie Mangum IV,52,1,53,14,68,418,38,44,67,79,213,144,362,51,74,691,Eastern Michigan,34.37274726043107
Willie Rodriguez,25,13,88,30,44,252,13,47,118,21,55,93,196,45,62,593,Binghamton,29.457182864821426
Willie Wiley,9,7,38,21,42,96,13,20,59,0,1,39,91,18,33,336,Evansville,17.696332159328925
Wyatt Lohaus,1,0,8,3,8,23,3,3,11,4,15,8,30,3,4,129,Northern Iowa,5.738913600597616
Wyatt Walker,41,21,189,81,74,345,17,55,270,2,5,124,217,95,127,815,Samford,38.345702601491475
Xairius Larry,4,1,6,3,14,16,3,3,9,5,18,5,21,1,3,84,Grambling State,6.682038404506648
Xavian Stapleton,5,9,34,20,60,130,17,17,54,13,44,46,107,25,40,322,Mississippi St.,25.695596911133983
Xavier Adams,3,1,24,10,22,59,12,11,34,0,5,15,34,29,36,186,New Mexico,14.039071364937948
Xavier Bishop,52,0,41,2,41,159,12,47,43,17,53,47,123,48,62,462,UMKC,16.617356433837468
Xavier Cooks,83,52,216,49,83,469,22,85,265,32,96,170,353,97,142,837,Winthrop,43.239143247924524
Xavier Dupree,7,4,17,3,18,16,5,7,20,3,8,6,15,1,2,92,Houston,6.174796190736255
Xavier Habersham,57,2,34,17,53,156,11,27,51,34,75,56,109,10,15,594,Middle Tennessee St.,23.215644341617093
Xavier Hallinan,5,0,13,0,12,52,8,18,13,5,9,19,39,9,12,155,Portland,8.531098661413054
Xavier Hill-Mais,18,29,58,18,56,146,15,45,76,1,4,59,118,27,39,397,Oakland,21.732471006877148
Xavier Johnson,31,8,118,44,69,387,11,41,162,34,84,135,273,83,130,741,Colorado,12.864658166340838
Xavier Lundy,41,28,88,39,79,318,29,55,127,39,128,111,277,57,71,962,Rider,20.31002917040103
Xavier McDaniel Jr.,24,10,71,33,78,196,14,39,104,25,66,73,186,25,34,520,Texas Rio Grande Valley,18.670777527556083
Xavier Moon,133,7,83,12,57,465,32,55,95,70,168,157,363,81,90,1002,Morehead St.,33.70220401061196
Xavier Rathan-Mayes,145,3,75,16,60,315,29,52,91,35,104,113,244,54,98,814,Florida St.,30.52295429915013
Xavier Simpson,34,2,15,4,39,49,20,16,19,5,17,13,36,18,24,290,Michigan,3.749908808329195
Xavier Sneed,20,7,53,28,70,235,28,32,81,37,103,75,171,48,63,576,Kansas St.,28.582051859316252
Xavier Williams,1,3,6,1,8,6,2,1,7,0,2,3,8,0,1,40,Tennessee St.,4.544842578155667
Xeryius Williams,11,11,26,15,25,80,3,15,41,13,29,30,61,7,10,243,Dayton,24.83546399381925
Xeyrius Williams,14,19,61,29,47,141,12,15,90,18,43,48,95,27,33,363,Dayton,36.588007961326326
Xzavier Barmore,9,0,3,1,9,6,2,3,4,0,3,3,14,0,0,43,Liberty,2.303061030987324
Xzavier Malone,3,2,9,5,12,21,0,4,14,2,11,7,26,5,8,111,Rider,4.723210691294254
Xzavier Taylor,11,13,37,24,81,133,3,29,61,0,0,50,105,33,48,425,IUPU - Ft. Wayne,14.34123726257037
Yalen Reed,2,12,23,18,36,40,5,7,41,3,9,17,34,3,11,192,Alcorn St.,19.885266664148883
Yalim Olcay,2,1,41,21,58,68,4,23,62,0,1,27,56,14,27,295,Western Carolina,9.143184536249448
Yankuba Sima,6,5,22,13,24,60,4,10,35,0,0,21,47,18,25,178,St. John's,21.960401158412623
Yante Maten,39,41,117,65,71,490,19,62,182,19,40,166,313,139,193,767,Georgia,12.989610844264503
Yettra Specks,75,4,66,20,64,407,32,54,86,58,172,127,317,95,113,1000,Jackson State,28.318483667594993
Yevgen Sakhniuk,5,2,5,5,13,19,1,5,10,0,0,8,18,3,6,83,La Salle,12.107224218269181
Yilret Yiljep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,American U.,0.0
Yito Alvarado,0,0,1,0,1,3,0,0,1,1,2,1,3,0,0,5,South Florida,24.948390423688085
Yoeli Childs,33,45,193,56,77,279,17,48,249,0,2,112,200,55,98,756,Brigham Young,31.164224604393944
Yohanny Dalembert,10,25,77,27,49,165,7,43,104,0,0,60,113,45,75,355,James Madison,33.39239356254035
Yosef Yacob,30,0,25,2,34,153,10,29,27,26,64,49,119,29,42,446,Binghamton,18.770701333529527
Yunus Hopkinson,63,1,52,17,67,317,30,64,69,60,221,99,352,59,80,862,St. Francis (NY),25.29107710626142
Yusef Yakubu,2,3,22,15,35,16,3,9,37,0,1,7,11,2,6,164,Prairie View A&M,9.127934807174073
Yuta Watanabe,56,29,80,32,39,273,25,43,112,24,72,90,204,69,84,795,George Washington,29.594548277009295
Zach Braxton,29,19,111,49,73,260,9,35,160,0,0,106,170,48,90,635,Weber St.,35.45316208400025
Zach Brown,52,7,63,30,64,227,23,30,93,31,100,70,181,56,81,639,Wichita St.,25.05530545617443
Zach Buscher,0,0,4,1,3,4,1,2,5,0,2,2,5,0,1,32,Hawaii,2.319509934610668
Zach Bush,4,0,6,1,1,8,5,2,7,1,6,3,11,1,3,52,Wichita St.,15.450381262680494
