,PLAYER,TEAM,YEAR,PER
913,Devine Eke,Rider,2017-2018,22.615545505240494
914,Devon Begley,Northeastern,2017-2018,19.701730606518296
915,Devon Brewer,Alcorn St.,2017-2018,18.125428571395783
916,Devon Goodman,Pennsylvania,2017-2018,18.64494702704677
917,Devon Hall,Virginia,2017-2018,8.838980199951651
918,Devonnte Holland,Radford,2017-2018,20.083417668410235
919,Devontae Cacok,NC-Wilmington,2017-2018,36.900455070871494
920,Devontae Shuler,Mississippi,2017-2018,7.893560851628349
921,Devontavius Payne,East Tennessee St.,2017-2018,21.25842522222296
922,Devonte Boykins,No.Carolina A&T,2017-2018,13.358983539526195
923,Devonte Campbell,Albany,2017-2018,21.07136718982897
924,Devonte Green,Indiana,2017-2018,6.83497353333163
925,Devonte Klines,Montana St.,2017-2018,12.963343274925359
926,Devonte' Graham,Kansas,2017-2018,17.87837764203299
927,Devorious Brown,Florida Atlantic,2017-2018,8.028772199677869
928,Dewan Huell,Miami-Florida,2017-2018,28.2704801193964
929,Dexter McClanahan,Savannah State,2017-2018,18.519924940771332
930,Deyshonee Much,Iona,2017-2018,21.153632719679216
931,Dhamir Cosby-Roundtree,Villanova,2017-2018,17.153543190086875
932,Diago Quinn,Monmouth-NJ,2017-2018,16.444002987419616
933,Diandre Wilson,New Jersey Tech,2017-2018,16.206427930590333
934,Dikembe Dixson,Illinois-Chicago,2017-2018,11.382403384080309
935,Dikymbe Martin,UC Riverside,2017-2018,16.068212750961532
936,Dillon Avare,Eastern Kentucky,2017-2018,15.052294711046502
937,Dimencio Vaughn,Rider,2017-2018,26.55278801296886
938,Dimitri Spasojevic,East Carolina,2017-2018,12.32891126449096
939,Dinero Mercurius,Florida Gulf Coast,2017-2018,23.959542943265536
940,Diogo Brito,Utah St.,2017-2018,17.94519065550762
941,Dion Wiley,Maryland,2017-2018,5.499495675036767
942,Diontae Jones,Grambling State,2017-2018,14.903855966764878
943,Dionte Champion,New Orleans,2017-2018,15.157762300626722
944,Divine Myles,Stetson,2017-2018,28.6850922174277
945,Djery Baptiste,Vanderbilt,2017-2018,19.40946560802856
946,Djimon Henson,Morehead St.,2017-2018,16.164041332280306
947,Djordjije Mumin,Central Florida,2017-2018,12.679819868122745
948,Dmitri Thompson,Elon University,2017-2018,22.107019460849305
949,Dominic Ezeani,Longwood,2017-2018,27.50175699304298
950,Dominic Green,Washington,2017-2018,3.549960184167853
951,Dominic Magee,Southern Miss,2017-2018,24.342754093122494
952,Dominic Robb,Niagara,2017-2018,22.12776167328386
953,Dominick Pickett,UC Riverside,2017-2018,13.4146731921769
954,Dominik Heinzl,Cal St. Fullerton,2017-2018,15.04482231831415
955,Dominik Olejniczak,Mississippi,2017-2018,4.451623043675933
956,Dominique Collier,Colorado,2017-2018,5.547270140825638
957,Dominique Matthews,Illinois-Chicago,2017-2018,14.626253401381433
958,Dominique Reid,North Carolina Central,2017-2018,15.613098247490369
959,Dominique Williams,Tenn-Martin,2017-2018,13.871437420909507
960,Don Coleman,California,2017-2018,10.228932259402168
961,Donald Carey,Mount St. Mary's,2017-2018,15.786258900473731
962,Donald Gipson,Loyola Marymount,2017-2018,16.91334159881898
963,Donald Hicks,Radford,2017-2018,14.799118827121486
964,Donnell Gresham Jr.,Northeastern,2017-2018,24.55340186284141
965,Donnie Lewis,SE Missouri St.,2017-2018,17.026942501259995
966,Donnie Tillman,Utah,2017-2018,5.7715651363619305
967,Donovan Fields,Cal Poly SLO,2017-2018,24.700841255027534
968,Donovan Gilmore,N.C. Asheville,2017-2018,12.996982029151118
969,Donovan Greer,New Jersey Tech,2017-2018,14.041220113067157
970,Donovan Jackson,Iowa State,2017-2018,18.51557936229375
971,Donovan Mitchell,Wake Forest,2017-2018,18.74755790170658
972,Donovan Sims,Middle Tennessee St.,2017-2018,20.756093111930983
973,Donovan Theme-Love,Wofford,2017-2018,16.900997450085093
974,Donoven Carlisle,Denver,2017-2018,19.058432236911997
975,Donta Hall,Alabama,2017-2018,10.420889898053606
976,Dontay Bassett,Florida,2017-2018,1.9525020930603658
977,Dontay Caruthers,Buffalo,2017-2018,23.712652202852386
978,Donte Clark,Texas Southern,2017-2018,21.214342922498236
979,Donte DiVincenzo,Villanova,2017-2018,28.956352301594034
980,Donte Grantham,Clemson,2017-2018,33.72354543455314
981,Donte Ingram,Loyola-Chicago,2017-2018,22.89113804695254
982,Donte Thomas,Bradley,2017-2018,28.45343299033333
983,Donte Wright,South Carolina State,2017-2018,18.156942060462313
984,Dontel Highsmith,Cleveland St.,2017-2018,17.79241816097917
985,Doral Moore,Wake Forest,2017-2018,33.217636119553084
986,Dorian Pickens,Stanford,2017-2018,23.149836441807054
987,Doug Taylor,Ohio,2017-2018,9.607082680250718
988,Drake Green,Abilene Christian,2017-2018,13.082084520389815
989,Drake LaMont,Western Michigan,2017-2018,17.607321448620127
990,Drake Wilks,Grambling State,2017-2018,13.680671711603551
991,Dre Marin,Southern Utah,2017-2018,12.947514183235063
992,Drew Buggs,Hawaii,2017-2018,19.32452518049029
993,Drew Edwards,Providence,2017-2018,14.997000472394435
994,Drew Eubanks,Oregon St.,2017-2018,31.310526925664234
995,Drew McDonald,Northern Kentucky,2017-2018,28.57712115745851
996,Drew Rackley,N.C. Asheville,2017-2018,13.611727727014232
997,Drew Urquhart,Vermont,2017-2018,31.65782204483953
998,Drick Bernstine,Washington St.,2017-2018,20.06265829198702
999,Dru Smith,Evansville,2017-2018,28.637283887332465
1000,Duane Gibson,Evansville,2017-2018,19.06396124523268
1001,Duane Wilson,Texas A&M,2017-2018,12.559238339225221
1002,Duby Okeke,Nebraska,2017-2018,6.747106563417893
1003,Dujuanta Weaver,Eastern Kentucky,2017-2018,13.570985453457453
1004,Duncan Robinson,Michigan,2017-2018,4.950654926277969
1005,Duop Reath,Louisiana State,2017-2018,22.706894242566033
1006,Dupree McBrayer,Minnesota,2017-2018,17.682896217658396
1007,Dusan Majstorovic,Maine,2017-2018,14.33240275482976
1008,Dusan Perovic,Binghamton,2017-2018,18.133255555252877
1009,Dusan Ristic,Arizona,2017-2018,8.287432209057089
1010,Dustin Thomas,Arkansas,2017-2018,5.592397610565821
1011,Dusty Baker,Weber St.,2017-2018,18.266909689446283
1012,Dwayne Banks,South Carolina State,2017-2018,17.29315191021348
1013,Dwayne Brown Jr.,Utah St.,2017-2018,22.694202316079664
1014,Dwayne Lautier-Ogunleye,Bradley,2017-2018,16.958040806427455
1015,Dwayne Morgan,Southern Utah,2017-2018,25.815637639665763
1016,Dwayne Sutton,Louisville,2017-2018,24.017685556306372
1017,Dwight Coleby,Western Kentucky,2017-2018,28.769912642011295
1018,Dwight Wilson,James Madison,2017-2018,22.095586951992768
1019,Dylan Alderson,Toledo,2017-2018,14.352377762908876
1020,Dylan Carl,IUPU - Ft. Wayne,2017-2018,21.616018707904068
1021,Dylan Frye,Bowling Green,2017-2018,17.68792366401495
1022,Dylan Hastings,Lafayette,2017-2018,8.118360621988051
1023,Dylan Jones,Rice,2017-2018,11.500521131273603
1024,Dylan Miller,North Dakota State,2017-2018,10.751440682415582
1025,Dylan Osetkowski,Texas,2017-2018,2.589007984147203
1026,Dylan Smith,Arizona,2017-2018,4.350545329946765
1027,Dylan Windler,Belmont,2017-2018,29.39931953016137
1028,E'Torrion Wilridge,Georgia,2017-2018,2.929272272338128
1029,E.C. Matthews,Rhode Island,2017-2018,22.812647240907758
1030,E.J. Anosike,Sacred Heart,2017-2018,12.561571040317848
1031,E.J. Crawford,Iona,2017-2018,24.403242697015425
1032,E.J. Datcher,Mississippi State,2017-2018,18.51332675304721
1033,E.J. Stephens,Lafayette,2017-2018,8.911352206324802
1034,Ebube Ebube,Manhattan,2017-2018,13.330738448455616
1035,Ebuka Izundu,Miami-Florida,2017-2018,21.503577465753892
1036,Ed Jones,Alabama St.,2017-2018,17.57656940368804
1037,"Ed Polite, Jr.",Radford,2017-2018,32.39519767215097
1038,Eddie Davis III,Southern Miss,2017-2018,18.116356402873215
1039,Eddie Keith II,Towson,2017-2018,29.23527907673133
1040,Eddie Reese,Southern,2017-2018,1.8718408077695163
1041,Eddy Polanco,Southeastern Louisiana,2017-2018,21.836070178691234
1042,Edon Maxhuni,Long Beach St.,2017-2018,6.333429899482273
1043,Edward Hardt,Houston Baptist,2017-2018,8.868472403710511
1044,Edward Simpson,Middle Tennessee St.,2017-2018,11.996673523581755
1045,Egor Koulechov,Florida,2017-2018,2.4718258403117064
1046,Ejike Obinna,Vanderbilt,2017-2018,12.004759044383652
1047,Elhadji Dieng,Florida International,2017-2018,9.211499729029622
1048,Eli Brooks,Michigan,2017-2018,3.329079183193239
1049,Eli Cain,DePaul,2017-2018,16.306110790986747
1050,Eli Chuha,New Mexico St.,2017-2018,26.284210814471802
1051,Eli Pemberton,Hofstra,2017-2018,26.843660117853464
1052,Eli Pepper,Lipscomb,2017-2018,20.02160155528656
1053,Eli Scott,Loyola Marymount,2017-2018,23.6400393145491
1054,Eli Wright,Mississippi State,2017-2018,15.557398750745323
1055,Elias Harden,Xavier,2017-2018,10.993379587504604
1056,Eliel Nsoseme,Cincinnati,2017-2018,14.416403983586674
1057,Elijah Brown,Oregon,2017-2018,13.712060398942631
1058,Elijah Bryant,Brigham Young,2017-2018,26.12784863530649
1059,Elijah Burns,Notre Dame,2017-2018,15.32754326292794
1060,Elijah Childs,Bradley,2017-2018,24.832917475752417
1061,Elijah Clarance,Illinois St.,2017-2018,10.133989055865909
1062,Elijah Cuffee,Liberty,2017-2018,19.006888609709392
1063,Elijah Davis,Wagner,2017-2018,22.764258989959703
1064,Elijah Foster,Nevada,2017-2018,19.48470354951915
1065,Elijah Gonzales,St. Peter's,2017-2018,21.32509924930576
1066,Elijah Joiner,Tulsa,2017-2018,10.605958758232255
1067,Elijah Jordan,New Hampshire,2017-2018,9.60071828942573
1068,Elijah Landrum,Southern Methodist,2017-2018,11.397126599184327
1069,Elijah Mayes,Florida A&M,2017-2018,15.96877918405977
1070,Elijah Minnie,Eastern Michigan,2017-2018,25.75177623585177
1071,Elijah Olaniyi,Stony Brook,2017-2018,18.69553585057872
1072,Elijah Schmidt,Texas A&M CC,2017-2018,19.645875937885958
1073,Elijah Staley,Morgan St.,2017-2018,13.67210658795248
1074,Elijah Stewart,Southern California,2017-2018,22.98456896220945
1075,Elijah Thomas,Clemson,2017-2018,26.35959060217635
1076,Elijah Thomas,St. Mary's,2017-2018,13.637547858660218
1077,Elston Jones,UC Irvine,2017-2018,27.31739667055424
1078,Elvin Rodriguez,Denver,2017-2018,8.242307712289746
1079,Elyjah Goss,Indiana - Purdue,2017-2018,19.10960479054055
1080,Elyjah Williams,Fairleigh Dickinson,2017-2018,22.34134415705627
1081,Emanuel Shepherd,Southern,2017-2018,2.5312504217980267
1082,Emir Ahmedic,Oral Roberts,2017-2018,18.808647698096333
1083,Emmanuel Akot,Arizona,2017-2018,5.284212193118036
1084,Emmanuel Ejeh,Mississippi Valley State,2017-2018,18.846722806251744
1085,Emmanuel Lambright,North Florida,2017-2018,5.41427180009871
1086,Emmanuel Ndumanya,Santa Clara,2017-2018,18.806633998814437
1087,Emmanuel Nzekwesi,Oral Roberts,2017-2018,22.825428172964266
1088,Emmett Naar,St. Mary's,2017-2018,14.091411941508706
1089,Emondre Rickman,Indiana St.,2017-2018,12.458110359825525
1090,Eral Penn,LIU Brooklyn,2017-2018,20.925451273341576
1091,Eric Adams,Samford,2017-2018,25.347400029063866
1092,Eric Bowles,Central Conn. St.,2017-2018,13.630130714728473
1093,Eric Carter,Delaware,2017-2018,12.67964526702008
1094,Eric Cooper Jr.,Pepperdine,2017-2018,15.902922063545143
1095,Eric Davis Jr.,Texas,2017-2018,1.4777095668247635
1096,Eric James,Duquesne,2017-2018,14.838079319008617
1097,Eric Jamison,Gardner-Webb,2017-2018,9.085058173771134
1098,Eric Johnson,Boston U,2017-2018,18.542884829148875
1099,Eric Lockett,Florida International,2017-2018,24.496577095985216
1100,Eric Monroe,Yale,2017-2018,16.246808699099066
1101,Eric Parrish,Akron,2017-2018,21.537645430535864
1102,Eric Paschall,Villanova,2017-2018,24.16443266626276
1103,Eric Stafford,Lafayette,2017-2018,12.269090308456795
1104,Eric Terry,Texas State,2017-2018,17.760778512704835
1105,Eric Williams Jr.,Duquesne,2017-2018,30.111177051268424
1106,Erick Neal,Texas-Arlington,2017-2018,22.100205284193173
1107,Erik Johansson,Loyola Marymount,2017-2018,20.09618673455081
1108,Erik Nakken,Idaho State,2017-2018,17.47995736187414
1109,Erik Poulsen,San Francisco,2017-2018,13.50545653226765
1110,Ernest Aflakpui,Temple,2017-2018,16.968075229949932
1111,Ernie Duncan,Vermont,2017-2018,22.6539524720624
1112,Eron Gordon,Seton Hall,2017-2018,13.110968060671816
1113,Ethan Chargois,Southern Methodist,2017-2018,28.967712742612992
1114,Ethan Happ,Wisconsin,2017-2018,38.748040088929905
1115,Ethan Kay,Presbyterian,2017-2018,16.956004274571164
1116,Ethan Lee,Central Arkansas,2017-2018,18.565855385866186
1117,Ethan Stair,Mercer,2017-2018,11.824442475054687
1118,Ethan Thompson,Oregon St.,2017-2018,21.582433153450573
1119,Eugene German,Northern Illinois,2017-2018,25.523666913725464
1120,Eugene Omoruyi,Rutgers,2017-2018,19.116371667399854
1121,Evan Bailey,Charleston,2017-2018,3.257567788127863
1122,Evan Clayborne,Cleveland St.,2017-2018,10.461529372770874
1123,Evan Cole,Georgia Tech,2017-2018,18.32456430006918
1124,Evan Fisher,Siena,2017-2018,15.942563104072478
1125,Evan Fitzner,St. Mary's,2017-2018,9.255703603156562
1126,Evan Gilyard,Texas-El Paso,2017-2018,7.537182822751667
1127,Evan Hall,Indiana - Purdue,2017-2018,18.86736522666275
1128,Evan Hinson,South Carolina,2017-2018,4.169669809886081
1129,Evan Kuhlman,Evansville,2017-2018,5.943582255182093
1130,Evan Leonard,UC Irvine,2017-2018,19.397414815818795
1131,Evan Taylor,Nebraska,2017-2018,12.105873721700664
1132,Evan Wieck,Navy,2017-2018,21.446852152932546
1133,Evan Wiley,Alabama A&M,2017-2018,12.861451228491852
1134,Everett Duncan,Vermont,2017-2018,20.30090113640779
1135,Everett Ray,Southern Methodist,2017-2018,16.316549008905756
1136,Everett Winchester,Wright St.,2017-2018,16.672836183481472
1137,Everson Davis,Binghamton,2017-2018,21.43120131551379
1138,Exavian Christon,Louisiana Tech,2017-2018,15.342956018271305
1139,Eyassu Worku,UC Irvine,2017-2018,16.33529534072688
1140,Ezekiel Charles,New Orleans,2017-2018,19.814364663559633
1141,Ezra Talbert,Liberty,2017-2018,7.4986550150450055
1142,Fabian White Jr.,Houston,2017-2018,8.075062302867037
1143,Fabijan Krslovic,Montana,2017-2018,10.002692377400104
1144,Fallou Ndoye,Cal. State - Bakersfield,2017-2018,6.767446784563531
1145,Fard Muhammad,Binghamton,2017-2018,20.53412038623409
1146,Fatodd Lewis,Tenn-Martin,2017-2018,23.563831955928226
1147,Fatts Russell,Rhode Island,2017-2018,26.451091634532855
1148,Fausto Pichardo,Alabama St.,2017-2018,16.58527897853958
1149,Felipe Haase,South Carolina,2017-2018,5.759437823268912
1150,Femi Olujobi,No.Carolina A&T,2017-2018,24.01751694262715
1151,Ferron Flavors Jr.,Fairfield,2017-2018,21.89506902036424
1152,Fiifi Aidoo,Grand Canyon,2017-2018,16.6340593512534
1153,Fletcher Magee,Wofford,2017-2018,28.770705356351648
1154,Francis Alonso,NC-Greensboro,2017-2018,24.880751446834577
1155,Francis Kiapway,Ball St.,2017-2018,9.882273839299
1156,Francisco Amiel,Colgate,2017-2018,20.276390319071535
1157,Frank Bartley IV,UL Lafayette,2017-2018,25.53937670308533
1158,Frank Booker,South Carolina,2017-2018,6.808551891700141
1159,Frank Howard,Syracuse,2017-2018,22.972601725995926
1160,Frank Toohey,Air Force,2017-2018,27.202413926053527
1161,Frankie Ferrari,San Francisco,2017-2018,23.708180871019636
1162,Frankie Johnson,The Citadel,2017-2018,23.112370759612592
1163,Franklin Porter,Portland,2017-2018,6.0947234730540085
1164,Fred Iruafemi,VMI,2017-2018,15.717550196407137
1165,Fred Sims Jr.,Chicago St.,2017-2018,13.927676381544448
1166,Freddie McSwain,Indiana,2017-2018,5.188869308445791
1167,Freddy Bitondo,Sam Houston St.,2017-2018,8.940957371269544
1168,Frederick Scott,Rider,2017-2018,27.021314681590038
1169,Gabe Bealer,Utah,2017-2018,3.884937238273151
1170,Gabe DeVoe,Clemson,2017-2018,22.74925733210152
1171,Gabe Grant,Houston,2017-2018,5.953546286300763
1172,Gabe Hadley,New Mexico St.,2017-2018,19.038776205051082
1173,Gabe Levin,Long Beach St.,2017-2018,24.70598255813596
1174,Gabe Osabuohien,Arkansas,2017-2018,2.058534798182637
1175,Gabe Stefanini,Columbia,2017-2018,17.88292357759805
1176,Gabe Vincent,UC Santa Barbara,2017-2018,21.719555659272878
1177,Gairges Daow,Northern Illinois,2017-2018,20.61560108822193
1178,Galen Robinson Jr.,Houston,2017-2018,7.094310420954581
1179,Galin Smith,Alabama,2017-2018,2.8864218939590747
1180,Garrett Collins,NC-Greensboro,2017-2018,24.83663213695131
1181,Garrett Covington,Youngstown St.,2017-2018,15.318888926029132
1182,Garrett Gilkeson,VMI,2017-2018,17.664222971178976
1183,Garrett Sams,North Florida,2017-2018,16.749768676334526
1184,Garrison Brooks,North Carolina,2017-2018,9.783808747309298
1185,Garrison Goode,UC Davis,2017-2018,17.06292062698251
1186,Garrison Mathews,Lipscomb,2017-2018,24.07166222552316
1187,Gary Blackston,Prairie View A&M,2017-2018,24.268777429349267
1188,Gary Chivichyan,Idaho State,2017-2018,16.83806229898487
1189,Gary Clark,Cincinnati,2017-2018,39.33565254296248
1190,Gary Trent Jr.,Duke,2017-2018,21.94870180248704
1191,Gaston Diedhiou,Minnesota,2017-2018,9.425896387676623
1192,Gavin Block,Ohio,2017-2018,8.423349875345345
1193,Gavin Kensmil,Iona,2017-2018,16.401253366137066
1194,Gavin Peppers,Central Michigan,2017-2018,18.028374141347435
1195,Gavin Schilling,Michigan St,2017-2018,19.433919643405595
1196,Gavin Skelly,Northwestern,2017-2018,11.319602029264805
1197,Gemaal Davis,Mississippi Valley State,2017-2018,16.939611894161583
1198,Gene Davis,Alabama St.,2017-2018,9.683509253252183
1199,Geno Artison,Tulsa,2017-2018,16.860535114834935
1200,Geno Crandall,North Dakota,2017-2018,10.741962889241206
1201,Geno Luzcando,Idaho State,2017-2018,18.559770427226184
1202,Geo Baker,Rutgers,2017-2018,22.17750864594184
1203,Geoff Beans,Furman,2017-2018,14.778543150475532
1204,George Blagojevic,Hartford,2017-2018,25.304306140802183
1205,George Brammeier,Lipscomb,2017-2018,-1.7585196107239345
1206,George Kiernan,Navy,2017-2018,21.538401788252745
1207,George King,Colorado,2017-2018,8.563542422203222
1208,George Papas,Monmouth-NJ,2017-2018,16.57282416249355
1209,George Willborn III,Texas-San Antonio,2017-2018,22.750853079050145
1210,Georgie Pacheco-Ortiz,Liberty,2017-2018,23.381351339967114
1211,Gerald Blackshear Jr.,Detroit Mercy,2017-2018,19.483252294168
1212,Gerard Martin,Grand Canyon,2017-2018,20.999959571559945
1213,Gerdarius Troutman,Florida Atlantic,2017-2018,20.614590122091474
1214,Gibson Johnson,Hawaii,2017-2018,18.40434080251985
1215,Giddy Potts,Middle Tennessee St.,2017-2018,22.231152166067524
1216,Gino Littles,Northern Arizona,2017-2018,8.695065617908424
1217,Giovanni De Nicolao,Texas-San Antonio,2017-2018,15.404152712285093
1218,Glen Burns,Chicago St.,2017-2018,15.277153895397243
1219,Glenn Sanabria,St. Francis (NY),2017-2018,45.39670640410432
1220,Gligorije Rakocevic,Oregon St.,2017-2018,6.187301109748376
1221,Glynn Watson Jr.,Nebraska,2017-2018,13.764193903878075
1222,Goanar Mar,George Mason,2017-2018,19.735502173229175
1223,Godwin Boahen,Illinois-Chicago,2017-2018,16.323696385650432
1224,Gorjok Gak,Florida,2017-2018,1.9195078027652013
1225,Grady Eifert,Purdue,2017-2018,11.958424219390187
1226,Graham Woodward,Drake,2017-2018,16.20495317819261
1227,Grant Anticevich,California,2017-2018,6.555581960587585
1228,Grant Benzinger,Wright St.,2017-2018,22.134904153751275
1229,Grant Golden,Richmond,2017-2018,21.80539122809967
1230,Grant Riller,Charleston,2017-2018,12.034024479776605
1231,Grant Williams,Tennessee,2017-2018,4.400279299939197
1232,Grantham Gillard,Arkansas St.,2017-2018,21.424655388366354
1233,Grayson Allen,Duke,2017-2018,24.66106954548974
1234,Greg Alexander,Mount St. Mary's,2017-2018,18.917092399258667
1235,Greg Bowie,Texas Rio Grande Valley,2017-2018,12.139124485506821
1236,Greg Calixte,George Mason,2017-2018,19.59763333379119
1237,Greg Eboigbodin,Illinois,2017-2018,3.0710911872306847
1238,Greg Elliott,Marquette,2017-2018,17.793731549099228
1239,Greg Heckstall,Hampton,2017-2018,16.73692131201172
1240,Greg Jones,James Madison,2017-2018,10.216111355478041
1241,Greg Jones,Lipscomb,2017-2018,8.76233988841155
1242,Greg King,Niagara,2017-2018,18.585197712133752
1243,Greg Kuakumensah,Niagara,2017-2018,20.139143956188757
1244,Greg Lee,Cal. State - Bakersfield,2017-2018,12.025423416687449
1245,Greg Parham,VMI,2017-2018,18.58646588246255
1246,Greig Stire,Albany,2017-2018,23.30478307312483
1247,Griffin Kinney,Appalachian St.,2017-2018,20.41746951312412
1248,Gunnar Olafsson,St. Francis (NY),2017-2018,30.391726334113248
1249,Gus Riley,Bryant,2017-2018,17.538242615848855
1250,Gyorgy Goloman,UCLA,2017-2018,25.668049090796497
1251,Haboubacar Mutombo,Western Carolina,2017-2018,13.319657032107479
1252,Hallice Cooke,Nevada,2017-2018,18.480434954519886
1253,Hameir Wright,Washington,2017-2018,4.9459178325381465
1254,Hamidou Diallo,Kentucky,2017-2018,5.741433761696021
1255,Hank Hollingsworth,Cal Poly SLO,2017-2018,17.320625925423823
1256,Hannes Polla,Oklahoma,2017-2018,11.03793593329216
1257,Hans Brase,Iowa State,2017-2018,12.968591688738092
1258,Harald Frey,Montana St.,2017-2018,22.60312061406732
1259,Harrison Meads,Pepperdine,2017-2018,17.20701843592752
1260,Harry Froling,Marquette,2017-2018,17.921725954876862
1261,Hasahn French,Saint Louis,2017-2018,19.596470284322812
1262,Hasan Abdullah,Navy,2017-2018,19.640031610090215
1263,Hassan Attia,Hartford,2017-2018,22.479749659348357
1264,Hassan Hussein,Florida International,2017-2018,14.856101128671607
1265,Hassani Gravett,South Carolina,2017-2018,6.539263334528359
1266,Hayden Brown,The Citadel,2017-2018,15.930141460131233
1267,Hayden Dalton,Wyoming,2017-2018,27.641953262927725
1268,Hayden Howell,Abilene Christian,2017-2018,9.253646607086608
1269,Hayden Koval,Central Arkansas,2017-2018,21.074749143818398
1270,Henrik Jadersten,Santa Clara,2017-2018,15.203922376687428
1271,Henry Baddley,Butler,2017-2018,27.36280045204941
1272,Henry Beard,South Florida,2017-2018,23.648509148602013
1273,Henry Caruso,Santa Clara,2017-2018,23.30900667810811
1274,Henry Taylor,Mississippi Valley State,2017-2018,11.278124378919719
1275,Henry Welsh,Harvard,2017-2018,18.79190112605223
1276,Herb McGee,South Alabama,2017-2018,16.442193967508047
1277,Herbert Jones,Alabama,2017-2018,4.948666535909259
1278,Holland Woods,Portland St.,2017-2018,27.688665151594222
1279,Horace Spencer,Auburn,2017-2018,25.779481380501295
1280,Houston Smith,Bethune-Cookman,2017-2018,14.934448934394206
1281,Howard Washington,Syracuse,2017-2018,15.209844259319548
1282,Hunter Crist,Green Bay,2017-2018,8.31230181472027
1283,Hunter Maldonado,Wyoming,2017-2018,12.068593766699248
1284,Hunter Rhodes,Northern Iowa,2017-2018,15.113505711723768
1285,Hunter Sabety,Hofstra,2017-2018,22.856132114107503
1286,Hunter Seacat,Appalachian St.,2017-2018,11.179173686105898
1287,Hunter Ware,Bryant,2017-2018,13.643463817335302
1288,Ian Boyd,George Mason,2017-2018,18.63227248724995
1289,Ian Dubose,Houston Baptist,2017-2018,20.006267321654626
1290,Ian Kinard,South Carolina State,2017-2018,17.519111638840982
1291,Ian Sistare,Dartmouth,2017-2018,16.05667804755697
1292,Ian Theisen,South Dakota State,2017-2018,18.925318165478714
1293,Iba Camara,New Hampshire,2017-2018,23.150512000766902
1294,Ibi Watson,Michigan,2017-2018,3.960440512524285
1295,Ido Flaisher,Hawaii,2017-2018,6.218604800675858
1296,Idris Taqqee,St. Bonaventure,2017-2018,25.46022903765725
1297,Idy Diallo,UC Riverside,2017-2018,11.74527796904063
1298,Ike Obiagu,Florida State,2017-2018,21.002496325099184
1299,Ike Smith,Georgia Southern,2017-2018,17.739602179536508
1300,Ikenna Ndugba,Bryant,2017-2018,16.532604508501215
1301,Ikenna Smart,Buffalo,2017-2018,21.96208927124309
1302,Ilija Stojiljkovic,Maine,2017-2018,17.642585724443265
1303,Ilker Er,Maine,2017-2018,15.524104981234487
1304,Immanuel King,Texas State,2017-2018,26.750156972930345
1305,Ira Lee,Arizona,2017-2018,5.952568430981315
1306,Isaac Copeland,Nebraska,2017-2018,13.286624876155807
1307,Isaac Fleming,East Carolina,2017-2018,20.372274389300838
1308,Isaac Gassman,Illinois St.,2017-2018,13.424587170040116
1309,Isaac Haas,Purdue,2017-2018,18.028552825184953
1310,Isaac Johnson,Appalachian St.,2017-2018,19.79715923065899
1311,Isaac Johnson,Western Illinois,2017-2018,20.85371958045862
1312,Isaac Letoa,Dartmouth,2017-2018,4.592234897333783
1313,Isaac Mbuyamba,Kennesaw St.,2017-2018,21.226961669211445
1314,Isaac Neilson,Utah Valley,2017-2018,28.020818078607153
1315,Isaac White,Stanford,2017-2018,12.986970080877335
1316,Isaiah Anderson,South Carolina Upstate,2017-2018,20.05616130047273
1317,Isaiah Bailey,Bethune-Cookman,2017-2018,20.319603878806138
1318,Isaiah Banks,Florida International,2017-2018,12.050804462607793
1319,Isaiah Brock,Oakland,2017-2018,20.68087080765901
1320,Isaiah Brown,Northern Iowa,2017-2018,17.251861924507804
1321,Isaiah Coleman-Lands,Miami (OH),2017-2018,23.495048046221946
1322,Isaiah Felder,Savannah State,2017-2018,15.167954879112246
1323,Isaiah Gable,SE Missouri St.,2017-2018,15.00240781455918
1324,Isaiah Gurley,Texas State,2017-2018,17.013857069092737
1325,Isaiah Hart,Loyola-Maryland,2017-2018,15.49636250428851
1326,Isaiah Jackson,Providence,2017-2018,23.634252280205022
1327,Isaiah Lamb,Marist,2017-2018,17.668124342597597
1328,Isaiah Livers,Michigan,2017-2018,4.4373970796113555
1329,Isaiah Manderson,South Florida,2017-2018,20.981255941326975
1330,Isaiah Martin,Florida A&M,2017-2018,24.39028269630891
1331,Isaiah Miller,NC-Greensboro,2017-2018,26.650570887719766
1332,Isaiah Moss,Iowa,2017-2018,8.55957413668613
1333,Isaiah Nichols,San Jose St.,2017-2018,14.691900664808296
1334,Isaiah Pineiro,San Diego,2017-2018,12.471592836647769
1335,Isaiah Reese,Canisius,2017-2018,28.390808938394144
1336,Isaiah Roby,Nebraska,2017-2018,12.405256958387968
1337,Isaiah Ross,UMKC,2017-2018,14.722279083350445
1338,Isaiah Thomas,Northern Arizona,2017-2018,18.8915077430351
1339,Isaiah Tripp,Abilene Christian,2017-2018,15.625406670871829
1340,Isaiah Walton,Longwood,2017-2018,16.162949122425342
1341,Isaiah Washington,Minnesota,2017-2018,15.444399704955366
1342,Isaiah Washington,Quinnipiac,2017-2018,16.79232205222734
1343,Isaiah Whaley,Connecticut,2017-2018,21.06783404027646
1344,Isaiah White,Maine,2017-2018,19.793377091700748
1345,Isaiah Wilkins,Virginia,2017-2018,8.852214278092605
1346,Isaiah Williams,Georgia St,2017-2018,13.233027918033073
1347,Isaiah Williams,Liberty,2017-2018,13.383086098540941
