,MATCH,DATE,PT_DIFF,HOME,AWAY,TEAM_x,A_x,BLK_x,DEF_x,OFF_x,PF_x,PTS_x,STL_x,TO_x,TOT_x,3P_x,3PA_x,FG_x,FGA_x,FT_x,FTA_x,PER_x,TEAM_y,A_y,BLK_y,DEF_y,OFF_y,PF_y,PTS_y,STL_y,TO_y,TOT_y,3P_y,3PA_y,FG_y,FGA_y,FT_y,FTA_y,PER_y
0,Citadel vs. VMI,2013-11-08,-11,Citadel,VMI,Citadel,13.407407407407407,2.962962962962963,22.703703703703702,7.7407407407407405,18.703703703703702,67.25925925925925,3.962962962962963,12.703703703703704,30.444444444444443,6.148148148148148,16.88888888888889,23.62962962962963,55.0,13.851851851851851,19.37037037037037,15.34851266602098,VMI,12.838709677419354,5.225806451612903,23.35483870967742,10.838709677419354,17.806451612903224,82.45161290322581,5.967741935483871,9.612903225806452,34.193548387096776,8.193548387096774,25.612903225806452,29.032258064516128,66.09677419354838,16.193548387096776,23.0,21.299942237883208
1,Alabama vs. Oklahoma,2013-11-08,-9,Alabama,Oklahoma,Alabama,10.709677419354838,4.193548387096774,20.70967741935484,8.096774193548388,19.129032258064516,66.35483870967742,6.709677419354839,11.548387096774194,28.806451612903224,5.67741935483871,17.129032258064516,22.580645161290324,51.516129032258064,15.516129032258064,22.741935483870968,5.1527546030236415,Oklahoma,14.709677419354838,3.3548387096774195,23.967741935483872,10.870967741935484,19.322580645161292,83.51612903225806,6.870967741935484,11.580645161290322,34.83870967741935,8.741935483870968,23.225806451612904,28.129032258064516,62.935483870967744,18.516129032258064,24.548387096774192,11.544258499239156
2,Illinois St. vs. VCU,2013-11-08,-38,Illinois St.,VCU,Illinois St.,12.1875,4.625,22.78125,7.75,20.46875,69.5,7.71875,12.53125,30.53125,7.3125,23.5625,22.9375,56.625,16.3125,23.25,18.157732222888104,VCU,13.46875,4.40625,23.9375,12.8125,19.90625,77.75,11.53125,12.5625,36.75,7.5625,21.15625,27.3125,64.3125,15.5625,22.84375,21.59735641897093
3,Stetson vs. Clemson,2013-11-08,20,Stetson,Clemson,Stetson,11.933333333333334,3.7,18.7,8.1,16.433333333333334,62.0,5.6,12.0,26.8,5.033333333333333,17.5,22.066666666666666,52.766666666666666,12.833333333333334,19.3,16.160522786119998,Clemson,10.857142857142858,6.285714285714286,23.057142857142857,9.942857142857143,16.02857142857143,63.628571428571426,4.714285714285714,10.914285714285715,33.0,5.171428571428572,16.8,22.114285714285714,52.285714285714285,14.228571428571428,19.17142857142857,18.22153640152032
4,Davidson vs. Duke,2013-11-08,-34,Davidson,Duke,Davidson,13.25,1.625,20.90625,8.03125,19.15625,76.8125,5.0,10.90625,28.9375,8.21875,21.53125,26.5,55.625,15.59375,21.65625,22.799565283054815,Duke,14.852941176470589,2.9705882352941178,21.352941176470587,10.441176470588236,19.705882352941178,79.73529411764706,7.0588235294117645,9.352941176470589,31.794117647058822,9.147058823529411,23.205882352941178,27.08823529411765,58.794117647058826,16.41176470588235,22.529411764705884,23.577264815558785
5,Missouri St. vs. Old Dominion,2013-11-08,12,Missouri St.,Old Dominion,Missouri St.,11.89655172413793,3.103448275862069,22.413793103448278,8.137931034482758,19.79310344827586,65.75862068965517,4.931034482758621,10.96551724137931,30.551724137931036,6.517241379310345,18.137931034482758,22.551724137931036,51.89655172413793,14.137931034482758,20.620689655172413,9.345538331050813,Old Dominion,11.117647058823529,4.088235294117647,23.41176470588235,10.794117647058824,20.235294117647058,67.20588235294117,6.647058823529412,13.411764705882353,34.205882352941174,5.588235294117647,16.852941176470587,23.941176470588236,55.73529411764706,13.735294117647058,22.058823529411764,18.198783565509558
6,Radford vs. George Washington,2013-11-08,22,Radford,George Washington,Radford,12.161290322580646,3.5483870967741935,21.096774193548388,9.225806451612904,18.580645161290324,75.70967741935483,6.354838709677419,10.129032258064516,30.322580645161292,6.129032258064516,16.741935483870968,26.903225806451612,56.70967741935484,15.774193548387096,22.677419354838708,23.100674869663962,George Washington,13.709677419354838,4.32258064516129,24.161290322580644,10.903225806451612,16.870967741935484,73.70967741935483,7.32258064516129,12.225806451612904,35.064516129032256,5.32258064516129,14.419354838709678,25.516129032258064,54.225806451612904,17.35483870967742,26.483870967741936,23.16191486804987
7,Gardner-Webb vs. Xavier,2013-11-08,-24,Gardner-Webb,Xavier,Gardner-Webb,14.275862068965518,3.0,21.20689655172414,10.172413793103448,18.482758620689655,70.24137931034483,7.413793103448276,11.931034482758621,31.379310344827587,4.896551724137931,14.96551724137931,24.75862068965517,57.03448275862069,15.827586206896552,22.896551724137932,19.51835751374917,Xavier,15.612903225806452,2.870967741935484,24.129032258064516,9.806451612903226,20.258064516129032,76.06451612903226,5.870967741935484,12.451612903225806,33.935483870967744,5.483870967741935,15.67741935483871,26.93548387096774,57.16129032258065,16.70967741935484,23.677419354838708,22.0398602390627
8,South Carolina State vs. Marshall,2013-11-08,16,South Carolina State,Marshall,South Carolina State,12.11111111111111,3.259259259259259,21.88888888888889,11.25925925925926,19.59259259259259,63.111111111111114,5.518518518518518,15.11111111111111,33.148148148148145,4.962962962962963,17.703703703703702,22.77777777777778,57.7037037037037,12.592592592592593,19.22222222222222,12.727929409666164,Marshall,11.066666666666666,3.2,20.9,10.733333333333333,18.8,65.26666666666667,6.133333333333334,12.666666666666666,31.633333333333333,4.933333333333334,17.466666666666665,22.833333333333332,55.2,14.666666666666666,23.2,17.36055554044351
9,N.C. Asheville vs. Kentucky,2013-11-08,32,N.C. Asheville,Kentucky,N.C. Asheville,11.642857142857142,5.357142857142857,22.321428571428573,9.178571428571429,17.571428571428573,76.17857142857143,6.321428571428571,12.928571428571429,31.5,7.178571428571429,18.642857142857142,25.285714285714285,55.82142857142857,18.428571428571427,24.428571428571427,23.21538586538867,Kentucky,11.837837837837839,5.918918918918919,25.16216216216216,13.135135135135135,18.756756756756758,77.62162162162163,5.0,12.324324324324325,38.2972972972973,5.378378378378378,16.08108108108108,25.945945945945947,57.54054054054054,20.35135135135135,29.72972972972973,6.4464876980807935
